"GIRPuttingAvg2530_RANKTHISWEEK_2008","GIRPuttingAvg2530_RANKLASTWEEK_2008","GIRPuttingAvg2530_PLAYERNAME_2008","GIRPuttingAvg2530_ROUNDS_2008","GIRPuttingAvg2530_PctMADE_2008","GIRPuttingAvg2530_ATTEMPTS_2008","GIRPuttingAvg2530_PUTTSMADE_2008","stat_name","year"
1,1,"Anthony Kim",81,1.91,68,13,"GIRPuttingAvg2530",2008
2,2,"David Lutterus",59,1.82,33,6,"GIRPuttingAvg2530",2008
3,3,"Corey Pavin",69,1.79,56,10,"GIRPuttingAvg2530",2008
4,4,"JP Hayes",67,1.64,61,10,"GIRPuttingAvg2530",2008
5,5,"Ryan Armour",87,1.52,79,12,"GIRPuttingAvg2530",2008
6,6,"Todd Hamilton",92,1.48,61,9,"GIRPuttingAvg2530",2008
7,7,"Parker McLachlin",88,1.47,95,14,"GIRPuttingAvg2530",2008
7,7,"Camilo Villegas",79,1.47,68,10,"GIRPuttingAvg2530",2008
9,9,"Jesper Parnevik",88,1.41,85,12,"GIRPuttingAvg2530",2008
10,10,"Adam Scott",51,1.38,29,4,"GIRPuttingAvg2530",2008
11,11,"Padraig Harrington",52,1.36,22,3,"GIRPuttingAvg2530",2008
11,11,"Geoff Ogilvy",65,1.36,44,6,"GIRPuttingAvg2530",2008
13,13,"Craig Kanada",65,1.35,52,7,"GIRPuttingAvg2530",2008
14,14,"Tim Herron",97,1.34,82,11,"GIRPuttingAvg2530",2008
15,15,"John Mallinger",95,1.33,90,12,"GIRPuttingAvg2530",2008
16,16,"Carlos Franco",73,1.31,61,8,"GIRPuttingAvg2530",2008
17,17,"Jason Gore",94,1.3,92,12,"GIRPuttingAvg2530",2008
18,18,"Robert Garrigus",90,1.28,86,11,"GIRPuttingAvg2530",2008
18,18,"Brett Quigley",80,1.28,86,11,"GIRPuttingAvg2530",2008
20,20,"Rory Sabbatini",77,1.27,71,9,"GIRPuttingAvg2530",2008
21,21,"Tim Petrovic",97,1.26,87,11,"GIRPuttingAvg2530",2008
22,22,"Mark Calcavecchia",67,1.25,48,6,"GIRPuttingAvg2530",2008
22,22,"Paul Goydos",78,1.25,56,7,"GIRPuttingAvg2530",2008
22,22,"Lee Janzen",89,1.25,72,9,"GIRPuttingAvg2530",2008
22,22,"Peter Lonard",92,1.25,88,11,"GIRPuttingAvg2530",2008
22,22,"Ryan Moore",72,1.25,72,9,"GIRPuttingAvg2530",2008
22,22,"Jeff Quinney",87,1.25,64,8,"GIRPuttingAvg2530",2008
22,22,"Jimmy Walker",73,1.25,64,8,"GIRPuttingAvg2530",2008
22,22,"Tim Wilkinson",95,1.25,80,10,"GIRPuttingAvg2530",2008
30,30,"Eric Axley",113,1.23,106,13,"GIRPuttingAvg2530",2008
30,30,"Bart Bryant",81,1.23,81,10,"GIRPuttingAvg2530",2008
30,30,"Chad Collins",72,1.23,57,7,"GIRPuttingAvg2530",2008
30,30,"Hunter Mahan",87,1.23,81,10,"GIRPuttingAvg2530",2008
34,34,"Tommy Gainey",60,1.22,49,6,"GIRPuttingAvg2530",2008
35,35,"Tom Lehman",51,1.21,33,4,"GIRPuttingAvg2530",2008
36,36,"Steve Stricker",75,1.19,59,7,"GIRPuttingAvg2530",2008
37,37,"Steve Marino",119,1.14,123,14,"GIRPuttingAvg2530",2008
38,38,"Scott McCarron",63,1.13,62,7,"GIRPuttingAvg2530",2008
39,39,"Scott Sterling",89,1.11,81,9,"GIRPuttingAvg2530",2008
39,39,"Bob Tway",70,1.11,54,6,"GIRPuttingAvg2530",2008
41,41,"Matt Kuchar",88,1.1,82,9,"GIRPuttingAvg2530",2008
42,42,"Omar Uresti",74,1.09,64,7,"GIRPuttingAvg2530",2008
43,43,"Jon Mills",95,1.07,75,8,"GIRPuttingAvg2530",2008
44,44,"Gavin Coles",54,1.06,47,5,"GIRPuttingAvg2530",2008
44,44,"Doug LaBelle II",65,1.06,47,5,"GIRPuttingAvg2530",2008
46,46,"Stephen Ames",83,1.05,76,8,"GIRPuttingAvg2530",2008
46,46,"Trevor Immelman",70,1.05,57,6,"GIRPuttingAvg2530",2008
46,46,"Nick OHern",82,1.05,76,8,"GIRPuttingAvg2530",2008
46,46,"Patrick Sheehan",124,1.05,114,12,"GIRPuttingAvg2530",2008
50,50,"Glen Day",64,1.04,48,5,"GIRPuttingAvg2530",2008
50,50,"Chris DiMarco",87,1.04,67,7,"GIRPuttingAvg2530",2008
52,52,"JB Holmes",86,1.03,68,7,"GIRPuttingAvg2530",2008
52,52,"Davis Love III",78,1.03,68,7,"GIRPuttingAvg2530",2008
54,54,"Fred Couples",60,1.02,59,6,"GIRPuttingAvg2530",2008
54,54,"Kenneth Ferrie",72,1.02,59,6,"GIRPuttingAvg2530",2008
56,56,"Justin Bolli",87,1.01,79,8,"GIRPuttingAvg2530",2008
56,56,"Ben Crane",86,1.01,69,7,"GIRPuttingAvg2530",2008
56,56,"Matt Jones",95,1.01,89,9,"GIRPuttingAvg2530",2008
56,56,"John Merrick",98,1.01,79,8,"GIRPuttingAvg2530",2008
60,60,"KJ Choi",74,1,70,7,"GIRPuttingAvg2530",2008
60,60,"Tim Clark",90,1,70,7,"GIRPuttingAvg2530",2008
60,60,"Dustin Johnson",92,1,70,7,"GIRPuttingAvg2530",2008
60,60,"Troy Matteson",94,1,90,9,"GIRPuttingAvg2530",2008
60,60,"Jim McGovern",75,1,70,7,"GIRPuttingAvg2530",2008
65,65,"Stewart Cink",87,0.99,71,7,"GIRPuttingAvg2530",2008
65,65,"Kevin Na",97,0.99,91,9,"GIRPuttingAvg2530",2008
67,67,"Woody Austin",109,0.98,102,10,"GIRPuttingAvg2530",2008
67,67,"Pat Perez",93,0.98,82,8,"GIRPuttingAvg2530",2008
67,67,"David Toms",70,0.98,61,6,"GIRPuttingAvg2530",2008
70,70,"Cody Freeman",66,0.96,52,5,"GIRPuttingAvg2530",2008
71,71,"Joe Durant",92,0.94,96,9,"GIRPuttingAvg2530",2008
72,72,"Jeff Maggert",86,0.93,86,8,"GIRPuttingAvg2530",2008
