"Approach225250yardsRTP_RANKTHISWEEK_2010","Approach225250yardsRTP_RANKLASTWEEK_2010","Approach225250yardsRTP_PLAYERNAME_2010","Approach225250yardsRTP_ROUNDS_2010","Approach225250yardsRTP_AVGRTP_2010","stat_name","year"
1,1,"Joe Durant",67,-0.489,"Approach225250yardsRTP",2010
2,2,"Tom Gillis",97,-0.477,"Approach225250yardsRTP",2010
3,3,"Chris Couch",66,-0.469,"Approach225250yardsRTP",2010
4,4,"Brett Quigley",96,-0.462,"Approach225250yardsRTP",2010
5,5,"Rory Sabbatini",79,-0.458,"Approach225250yardsRTP",2010
6,6,"Garth Mulroy",53,-0.455,"Approach225250yardsRTP",2010
7,7,"Robert Allenby",76,-0.414,"Approach225250yardsRTP",2010
7,7,"Josh Teater",101,-0.414,"Approach225250yardsRTP",2010
9,9,"Steve Wheatcroft",74,-0.413,"Approach225250yardsRTP",2010
10,10,"John Rollins",81,-0.412,"Approach225250yardsRTP",2010
11,11,"Troy Merritt",86,-0.408,"Approach225250yardsRTP",2010
12,12,"Jason Bohn",84,-0.4,"Approach225250yardsRTP",2010
13,13,"Bo Van Pelt",104,-0.397,"Approach225250yardsRTP",2010
14,14,"Mathias Gronberg",61,-0.394,"Approach225250yardsRTP",2010
15,15,"Lucas Glover",75,-0.39,"Approach225250yardsRTP",2010
16,16,"Sean OHair",84,-0.368,"Approach225250yardsRTP",2010
17,17,"Brendon de Jonge",114,-0.367,"Approach225250yardsRTP",2010
17,17,"Jeff Gove",57,-0.367,"Approach225250yardsRTP",2010
17,17,"Ian Poulter",55,-0.367,"Approach225250yardsRTP",2010
17,17,"Charles Warren",64,-0.367,"Approach225250yardsRTP",2010
21,21,"Retief Goosen",75,-0.366,"Approach225250yardsRTP",2010
22,22,"Matt Jones",89,-0.364,"Approach225250yardsRTP",2010
22,22,"Matt Kuchar",97,-0.364,"Approach225250yardsRTP",2010
24,24,"Chad Campbell",95,-0.362,"Approach225250yardsRTP",2010
25,25,"Aaron Baddeley",94,-0.357,"Approach225250yardsRTP",2010
26,26,"Daniel Chopra",74,-0.356,"Approach225250yardsRTP",2010
27,27,"Paul Stankowski",62,-0.355,"Approach225250yardsRTP",2010
28,28,"Brenden Pappas",66,-0.351,"Approach225250yardsRTP",2010
29,29,"Woody Austin",93,-0.348,"Approach225250yardsRTP",2010
30,30,"Michael Letzig",84,-0.347,"Approach225250yardsRTP",2010
31,31,"Zach Johnson",93,-0.345,"Approach225250yardsRTP",2010
32,32,"Matt Bettencourt",91,-0.339,"Approach225250yardsRTP",2010
32,32,"Charles Howell III",103,-0.339,"Approach225250yardsRTP",2010
34,34,"Bill Lunde",79,-0.333,"Approach225250yardsRTP",2010
34,34,"Aron Price",70,-0.333,"Approach225250yardsRTP",2010
34,34,"Michael Sim",64,-0.333,"Approach225250yardsRTP",2010
34,34,"Steve Stricker",73,-0.333,"Approach225250yardsRTP",2010
