"SandSavesfrom_RANKTHISWEEK_2015","SandSavesfrom_RANKLASTWEEK_2015","SandSavesfrom_PLAYERNAME_2015","SandSavesfrom_ROUNDS_2015","SandSavesfrom_Pct_2015","SandSavesfrom_OFSAVES_2015","SandSavesfrom_OFBUNKERS_2015","stat_name","year"
1,1,"Jonas Blixt",78,100,6,6,"SandSavesfrom",2015
1,1,"Greg Chalmers",58,100,2,2,"SandSavesfrom",2015
1,1,"Jason Day",75,100,7,7,"SandSavesfrom",2015
1,1,"Jamie Donaldson",50,100,2,2,"SandSavesfrom",2015
1,1,"Rickie Fowler",76,100,2,2,"SandSavesfrom",2015
1,1,"Brice Garnett",81,100,2,2,"SandSavesfrom",2015
1,1,"Chesson Hadley",101,100,10,10,"SandSavesfrom",2015
1,1,"Padraig Harrington",60,100,7,7,"SandSavesfrom",2015
1,1,"Danny Lee",120,100,4,4,"SandSavesfrom",2015
1,1,"Seung Yul Noh",65,100,2,2,"SandSavesfrom",2015
1,1,"Heath Slocum",57,100,6,6,"SandSavesfrom",2015
1,1,"Henrik Stenson",63,100,3,3,"SandSavesfrom",2015
1,1,"David Toms",62,100,3,3,"SandSavesfrom",2015
1,1,"Tyrone Van Aswegen",58,100,2,2,"SandSavesfrom",2015
1,1,"Will Wilcox",58,100,1,1,"SandSavesfrom",2015
16,16,"Brandt Snedeker",98,90.91,10,11,"SandSavesfrom",2015
17,17,"Webb Simpson",81,90,9,10,"SandSavesfrom",2015
18,18,"Brooks Koepka",84,87.5,7,8,"SandSavesfrom",2015
19,19,"Ian Poulter",68,85.71,6,7,"SandSavesfrom",2015
19,19,"Tim Wilkinson",73,85.71,6,7,"SandSavesfrom",2015
21,21,"Ryan Moore",81,83.33,5,6,"SandSavesfrom",2015
21,21,"Byron Smith",59,83.33,5,6,"SandSavesfrom",2015
23,23,"Bill Haas",89,80,8,10,"SandSavesfrom",2015
23,23,"Billy Hurley III",83,80,4,5,"SandSavesfrom",2015
23,23,"Zach Johnson",90,80,8,10,"SandSavesfrom",2015
23,23,"Chris Kirk",76,80,4,5,"SandSavesfrom",2015
23,23,"John Merrick",78,80,8,10,"SandSavesfrom",2015
23,23,"Louis Oosthuizen",68,80,4,5,"SandSavesfrom",2015
23,23,"Carlos Ortiz",100,80,4,5,"SandSavesfrom",2015
30,30,"Harris English",105,77.78,7,9,"SandSavesfrom",2015
30,30,"Gonzalo Fdez Castano",81,77.78,7,9,"SandSavesfrom",2015
30,30,"JB Holmes",89,77.78,7,9,"SandSavesfrom",2015
30,30,"Kevin Kisner",104,77.78,7,9,"SandSavesfrom",2015
30,30,"Jason Kokrak",88,77.78,7,9,"SandSavesfrom",2015
30,30,"Jordan Spieth",91,77.78,7,9,"SandSavesfrom",2015
30,30,"Mark Wilson",89,77.78,7,9,"SandSavesfrom",2015
37,37,"Scott Brown",97,75,6,8,"SandSavesfrom",2015
37,37,"Alex Cejka",94,75,3,4,"SandSavesfrom",2015
37,37,"Derek Ernst",75,75,3,4,"SandSavesfrom",2015
37,37,"Matt Every",73,75,6,8,"SandSavesfrom",2015
37,37,"Marc Leishman",74,75,6,8,"SandSavesfrom",2015
37,37,"Francesco Molinari",56,75,3,4,"SandSavesfrom",2015
