"ConsecutiveFairwaysHit_RANKTHISWEEK_2011","ConsecutiveFairwaysHit_RANKLASTWEEK_2011","ConsecutiveFairwaysHit_PLAYERNAME_2011","ConsecutiveFairwaysHit_EVENTS_2011","ConsecutiveFairwaysHit_BESTSTREAK_2011","ConsecutiveFairwaysHit_CURRENTSTREAK_2011","stat_name","year"
44,44,"Woody Austin",18,19,4,"ConsecutiveFairwaysHit",2011
44,44,"Briny Baird",19,19,3,"ConsecutiveFairwaysHit",2011
44,44,"Chad Collins",16,19,NA,"ConsecutiveFairwaysHit",2011
44,44,"Hunter Haas",30,19,NA,"ConsecutiveFairwaysHit",2011
44,44,"Matt Kuchar",24,19,1,"ConsecutiveFairwaysHit",2011
44,44,"Troy Matteson",28,19,3,"ConsecutiveFairwaysHit",2011
44,44,"William McGirt",32,19,1,"ConsecutiveFairwaysHit",2011
44,44,"Joe Ogilvie",24,19,2,"ConsecutiveFairwaysHit",2011
44,44,"Geoff Ogilvy",21,19,4,"ConsecutiveFairwaysHit",2011
44,44,"Rod Pampling",21,19,2,"ConsecutiveFairwaysHit",2011
44,44,"Kenny Perry",13,19,1,"ConsecutiveFairwaysHit",2011
44,44,"Dicky Pride",8,19,2,"ConsecutiveFairwaysHit",2011
44,44,"Vijay Singh",25,19,3,"ConsecutiveFairwaysHit",2011
44,44,"Garrett Willis",24,19,NA,"ConsecutiveFairwaysHit",2011
44,44,"Dean Wilson",22,19,NA,"ConsecutiveFairwaysHit",2011
59,59,"Jason Bohn",22,18,NA,"ConsecutiveFairwaysHit",2011
59,59,"Chad Campbell",29,18,3,"ConsecutiveFairwaysHit",2011
59,59,"Tim Clark",4,18,1,"ConsecutiveFairwaysHit",2011
59,59,"Jim Furyk",26,18,1,"ConsecutiveFairwaysHit",2011
59,59,"Scott Gutschewski",23,18,NA,"ConsecutiveFairwaysHit",2011
59,59,"Richard Johnson",23,18,2,"ConsecutiveFairwaysHit",2011
59,59,"Francesco Molinari",11,18,2,"ConsecutiveFairwaysHit",2011
59,59,"Aron Price",18,18,6,"ConsecutiveFairwaysHit",2011
59,59,"Justin Rose",23,18,NA,"ConsecutiveFairwaysHit",2011
59,59,"Peter Tomasulo",12,18,1,"ConsecutiveFairwaysHit",2011
59,59,"Bo Van Pelt",27,18,2,"ConsecutiveFairwaysHit",2011
59,59,"Camilo Villegas",25,18,NA,"ConsecutiveFairwaysHit",2011
59,59,"Nick Watney",22,18,1,"ConsecutiveFairwaysHit",2011
59,59,"Mark Wilson",26,18,3,"ConsecutiveFairwaysHit",2011
73,73,"Guy Boros",1,17,3,"ConsecutiveFairwaysHit",2011
73,73,"Keegan Bradley",28,17,NA,"ConsecutiveFairwaysHit",2011
73,73,"Mark Calcavecchia",6,17,1,"ConsecutiveFairwaysHit",2011
73,73,"John Daly",18,17,NA,"ConsecutiveFairwaysHit",2011
73,73,"Tommy Gainey",34,17,1,"ConsecutiveFairwaysHit",2011
73,73,"Todd Hamilton",11,17,2,"ConsecutiveFairwaysHit",2011
73,73,"Kevin Kisner",24,17,3,"ConsecutiveFairwaysHit",2011
73,73,"Bill Lunde",28,17,NA,"ConsecutiveFairwaysHit",2011
73,73,"Billy Mayfair",29,17,2,"ConsecutiveFairwaysHit",2011
73,73,"Zack Miller",30,17,4,"ConsecutiveFairwaysHit",2011
73,73,"Tim Petrovic",29,17,NA,"ConsecutiveFairwaysHit",2011
73,73,"Michael Putnam",21,17,NA,"ConsecutiveFairwaysHit",2011
73,73,"Nate Smith",24,17,NA,"ConsecutiveFairwaysHit",2011
73,73,"Cameron Tringale",32,17,1,"ConsecutiveFairwaysHit",2011
73,73,"Jerod Turner",5,17,2,"ConsecutiveFairwaysHit",2011
73,73,"Johnson Wagner",25,17,NA,"ConsecutiveFairwaysHit",2011
89,89,"Matt Bettencourt",30,16,NA,"ConsecutiveFairwaysHit",2011
89,89,"Erik Compton",6,16,NA,"ConsecutiveFairwaysHit",2011
89,89,"Steve Elkington",17,16,NA,"ConsecutiveFairwaysHit",2011
89,89,"Fabian Gomez",26,16,NA,"ConsecutiveFairwaysHit",2011
89,89,"Colt Knost",27,16,5,"ConsecutiveFairwaysHit",2011
89,89,"Justin Leonard",26,16,10,"ConsecutiveFairwaysHit",2011
89,89,"Matt McQuillan",21,16,3,"ConsecutiveFairwaysHit",2011
89,89,"Shaun Micheel",27,16,1,"ConsecutiveFairwaysHit",2011
89,89,"Phil Mickelson",21,16,1,"ConsecutiveFairwaysHit",2011
89,89,"Ryan Moore",22,16,2,"ConsecutiveFairwaysHit",2011
89,89,"Carl Pettersson",27,16,7,"ConsecutiveFairwaysHit",2011
89,89,"Ian Poulter",16,16,1,"ConsecutiveFairwaysHit",2011
89,89,"Brandt Snedeker",26,16,7,"ConsecutiveFairwaysHit",2011
89,89,"Roland Thatcher",22,16,14,"ConsecutiveFairwaysHit",2011
89,89,"DJ Trahan",30,16,1,"ConsecutiveFairwaysHit",2011
89,89,"Boo Weekley",23,16,1,"ConsecutiveFairwaysHit",2011
105,105,"Blake Adams",34,15,1,"ConsecutiveFairwaysHit",2011
105,105,"Rich Beem",21,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Kris Blanks",29,15,8,"ConsecutiveFairwaysHit",2011
105,105,"Michael Bradley",24,15,2,"ConsecutiveFairwaysHit",2011
105,105,"Greg Chalmers",28,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Ben Crane",23,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Fred Funk",7,15,1,"ConsecutiveFairwaysHit",2011
105,105,"JJ Henry",28,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Ryuji Imada",29,15,1,"ConsecutiveFairwaysHit",2011
105,105,"Lee Janzen",19,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Brandt Jobe",28,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Kent Jones",25,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"KT Kim",9,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Derek Lamely",26,15,1,"ConsecutiveFairwaysHit",2011
105,105,"Jarrod Lyle",29,15,1,"ConsecutiveFairwaysHit",2011
105,105,"Will Ma Kenzie",14,15,1,"ConsecutiveFairwaysHit",2011
105,105,"Jeff Maggert",18,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"John Mallinger",15,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"David Mathis",25,15,2,"ConsecutiveFairwaysHit",2011
105,105,"Rocco Mediate",23,15,1,"ConsecutiveFairwaysHit",2011
105,105,"Edoardo Molinari",12,15,2,"ConsecutiveFairwaysHit",2011
105,105,"Jeff Overton",26,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Tom Pernice Jr",12,15,1,"ConsecutiveFairwaysHit",2011
105,105,"Tag Ridings",28,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Chris Riley",25,15,NA,"ConsecutiveFairwaysHit",2011
105,105,"Daniel Summerhays",29,15,2,"ConsecutiveFairwaysHit",2011
105,105,"Josh Teater",31,15,2,"ConsecutiveFairwaysHit",2011
105,105,"Jimmy Walker",24,15,NA,"ConsecutiveFairwaysHit",2011
133,133,"Michael Allen",5,14,3,"ConsecutiveFairwaysHit",2011
133,133,"Jonathan Byrd",26,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Angel Cabrera",17,14,3,"ConsecutiveFairwaysHit",2011
133,133,"Chris Couch",21,14,2,"ConsecutiveFairwaysHit",2011
133,133,"Jason Dufner",23,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Steve Flesch",27,14,3,"ConsecutiveFairwaysHit",2011
133,133,"Rickie Fowler",24,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Jason Gore",6,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Bill Haas",26,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Tim Herron",28,14,1,"ConsecutiveFairwaysHit",2011
133,133,"Charles Howell III",30,14,6,"ConsecutiveFairwaysHit",2011
133,133,"Billy Hurley III",3,14,7,"ConsecutiveFairwaysHit",2011
133,133,"Skip Kendall",6,14,1,"ConsecutiveFairwaysHit",2011
133,133,"Chris Kirk",28,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Hunter Mahan",25,14,1,"ConsecutiveFairwaysHit",2011
133,133,"Ben Martin",25,14,3,"ConsecutiveFairwaysHit",2011
133,133,"Scott McCarron",22,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"George McNeill",21,14,1,"ConsecutiveFairwaysHit",2011
133,133,"Troy Merritt",23,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Carl Paulson",11,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Michael Sim",19,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Paul Stankowski",24,14,NA,"ConsecutiveFairwaysHit",2011
133,133,"Scott Verplank",15,14,3,"ConsecutiveFairwaysHit",2011
156,156,"Stuart Appleby",24,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Ricky Barnes",23,13,1,"ConsecutiveFairwaysHit",2011
156,156,"Joseph Bramlett",25,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Stewart Cink",22,13,1,"ConsecutiveFairwaysHit",2011
156,156,"David Duval",24,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Ernie Els",21,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Hiroyuki Fujita",7,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Robert Gamez",9,13,2,"ConsecutiveFairwaysHit",2011
156,156,"Andres Gonzales",21,13,1,"ConsecutiveFairwaysHit",2011
156,156,"Retief Goosen",16,13,1,"ConsecutiveFairwaysHit",2011
156,156,"Justin Hicks",23,13,1,"ConsecutiveFairwaysHit",2011
156,156,"Yuta Ikeda",9,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Martin Kaymer",10,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Bio Kim",25,13,3,"ConsecutiveFairwaysHit",2011
156,156,"Steve Marino",23,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"John Morse",1,13,13,"ConsecutiveFairwaysHit",2011
156,156,"Mark OMeara",3,13,3,"ConsecutiveFairwaysHit",2011
156,156,"Pat Perez",24,13,11,"ConsecutiveFairwaysHit",2011
156,156,"Martin Piller",23,13,6,"ConsecutiveFairwaysHit",2011
156,156,"Charl Schwartzel",15,13,4,"ConsecutiveFairwaysHit",2011
156,156,"Steve Stricker",19,13,NA,"ConsecutiveFairwaysHit",2011
156,156,"Charles Warren",10,13,3,"ConsecutiveFairwaysHit",2011
156,156,"Gary Woodland",25,13,2,"ConsecutiveFairwaysHit",2011
179,179,"Arjun Atwal",29,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Shane Bertsch",20,12,4,"ConsecutiveFairwaysHit",2011
179,179,"KJ Choi",22,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Phillip Choi",1,12,1,"ConsecutiveFairwaysHit",2011
179,179,"Harrison Frazar",19,12,1,"ConsecutiveFairwaysHit",2011
179,179,"Robert Garrigus",26,12,1,"ConsecutiveFairwaysHit",2011
179,179,"Tom Gillis",19,12,3,"ConsecutiveFairwaysHit",2011
179,179,"JP Hayes",19,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Jim Herman",22,12,1,"ConsecutiveFairwaysHit",2011
179,179,"Dustin Johnson",21,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Matt Jones",25,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Robert Karlsson",18,12,5,"ConsecutiveFairwaysHit",2011
179,179,"Anthony Kim",26,12,3,"ConsecutiveFairwaysHit",2011
179,179,"Tom Lehman",5,12,2,"ConsecutiveFairwaysHit",2011
179,179,"Marc Leishman",27,12,1,"ConsecutiveFairwaysHit",2011
179,179,"Bob May",2,12,3,"ConsecutiveFairwaysHit",2011
179,179,"Sean OHair",24,12,3,"ConsecutiveFairwaysHit",2011
179,179,"Louis Oosthuizen",15,12,12,"ConsecutiveFairwaysHit",2011
179,179,"Ryan Palmer",24,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Scott Piercy",23,12,3,"ConsecutiveFairwaysHit",2011
179,179,"Alex Prugh",29,12,2,"ConsecutiveFairwaysHit",2011
179,179,"Jeff Quinney",14,12,3,"ConsecutiveFairwaysHit",2011
179,179,"Adam Scott",18,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Vaughn Taylor",27,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Michael Thompson",25,12,NA,"ConsecutiveFairwaysHit",2011
179,179,"Drew Weaver",2,12,6,"ConsecutiveFairwaysHit",2011
179,179,"Charlie Wi",25,12,2,"ConsecutiveFairwaysHit",2011
179,179,"Jay Williamson",6,12,2,"ConsecutiveFairwaysHit",2011
179,179,"YE Yang",18,12,1,"ConsecutiveFairwaysHit",2011
208,208,"Cameron Beckman",25,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Notah Begay III",4,11,4,"ConsecutiveFairwaysHit",2011
208,208,"Steven Bowditch",28,11,3,"ConsecutiveFairwaysHit",2011
208,208,"Paul Casey",15,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Kevin Chappell",26,11,2,"ConsecutiveFairwaysHit",2011
208,208,"Bob Estes",12,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Brad Faxon",12,11,2,"ConsecutiveFairwaysHit",2011
208,208,"Sergio Garcia",16,11,1,"ConsecutiveFairwaysHit",2011
208,208,"Bobby Gates",29,11,3,"ConsecutiveFairwaysHit",2011
208,208,"Adam Hadwin",5,11,1,"ConsecutiveFairwaysHit",2011
208,208,"Anders Hansen",7,11,2,"ConsecutiveFairwaysHit",2011
208,208,"Charley Hoffman",27,11,1,"ConsecutiveFairwaysHit",2011
208,208,"JB Holmes",16,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Trevor Immelman",25,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Ryo Ishikawa",10,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Jeff Klauk",8,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"JL Lewis",1,11,5,"ConsecutiveFairwaysHit",2011
208,208,"Frank Lickliter II",12,11,4,"ConsecutiveFairwaysHit",2011
208,208,"Graeme McDowell",16,11,4,"ConsecutiveFairwaysHit",2011
208,208,"Corey Pavin",4,11,5,"ConsecutiveFairwaysHit",2011
208,208,"Cameron Percy",12,11,4,"ConsecutiveFairwaysHit",2011
208,208,"Webb Simpson",26,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Scott Stallings",28,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Henrik Stenson",15,11,7,"ConsecutiveFairwaysHit",2011
208,208,"Will Strickler",19,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Chris Stroud",28,11,1,"ConsecutiveFairwaysHit",2011
208,208,"Tom Watson",3,11,1,"ConsecutiveFairwaysHit",2011
208,208,"Lee Westwood",10,11,NA,"ConsecutiveFairwaysHit",2011
208,208,"Brett Wetterich",8,11,1,"ConsecutiveFairwaysHit",2011
237,237,"Joe Affrunti",6,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Fulton Allem",2,10,3,"ConsecutiveFairwaysHit",2011
237,237,"Aaron Baddeley",22,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Mark Brooks",5,10,2,"ConsecutiveFairwaysHit",2011
237,237,"Michael Campbell",1,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Mark Carnevale",1,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Bud Cauley",8,10,2,"ConsecutiveFairwaysHit",2011
237,237,"Robert Damron",3,10,1,"ConsecutiveFairwaysHit",2011
237,237,"Marco Dawson",3,10,2,"ConsecutiveFairwaysHit",2011
237,237,"James Driscoll",24,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Ross Fisher",8,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Lucas Glover",23,10,3,"ConsecutiveFairwaysHit",2011
237,237,"Scott Gordon",19,10,1,"ConsecutiveFairwaysHit",2011
237,237,"Mathias Gronberg",1,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Peter Hanson",12,10,3,"ConsecutiveFairwaysHit",2011
237,237,"Steve Jones",1,10,4,"ConsecutiveFairwaysHit",2011
237,237,"Davis Love III",22,10,2,"ConsecutiveFairwaysHit",2011
237,237,"Matteo Manassero",8,10,1,"ConsecutiveFairwaysHit",2011
237,237,"Parker McLachlin",3,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Kevin Na",26,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Fran Quinn",10,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Jonathan Randolph",1,10,2,"ConsecutiveFairwaysHit",2011
237,237,"Jim Renner",22,10,1,"ConsecutiveFairwaysHit",2011
237,237,"Andres Romero",22,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Rory Sabbatini",24,10,1,"ConsecutiveFairwaysHit",2011
237,237,"Graeme Storm",1,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Martin Trainer",1,10,1,"ConsecutiveFairwaysHit",2011
237,237,"Kevin Tway",4,10,3,"ConsecutiveFairwaysHit",2011
237,237,"Peter Uihlein",5,10,2,"ConsecutiveFairwaysHit",2011
237,237,"Duffy Waldorf",14,10,NA,"ConsecutiveFairwaysHit",2011
237,237,"Matt Weibring",5,10,NA,"ConsecutiveFairwaysHit",2011
268,268,"Robert Allenby",25,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"Craig Barlow",5,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"DJ Brigman",23,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Tom Byrum",1,9,2,"ConsecutiveFairwaysHit",2011
268,268,"Darren Clarke",3,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"Ben Crenshaw",1,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Jason Day",21,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"John Ellis",2,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"Padraig Harrington",18,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Jeff Hart",1,9,2,"ConsecutiveFairwaysHit",2011
268,268,"Mark Hensby",6,9,3,"ConsecutiveFairwaysHit",2011
268,268,"David Horsey",1,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Miguel Angel Jimenez",7,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"Lion Kim",1,9,9,"ConsecutiveFairwaysHit",2011
268,268,"Peter Lonard",2,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"Robert McClellan",2,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Nick Price",1,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Alvaro Quiros",8,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Chris Starkjohann",1,9,9,"ConsecutiveFairwaysHit",2011
268,268,"Kevin Sutherland",11,9,NA,"ConsecutiveFairwaysHit",2011
268,268,"Chris Tidland",12,9,5,"ConsecutiveFairwaysHit",2011
268,268,"Marc Turnesa",20,9,1,"ConsecutiveFairwaysHit",2011
268,268,"Ian Woosnam",1,9,NA,"ConsecutiveFairwaysHit",2011
291,291,"Lonny Alexander",1,8,8,"ConsecutiveFairwaysHit",2011
291,291,"Alex Aragon",2,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Chris Baryla",20,8,2,"ConsecutiveFairwaysHit",2011
291,291,"Thomas Bjorn",5,8,1,"ConsecutiveFairwaysHit",2011
291,291,"David Bradshaw",2,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Patrick Cantlay",5,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Will Claxton",1,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Nicolas Colsaerts",1,8,3,"ConsecutiveFairwaysHit",2011
291,291,"Fred Couples",5,8,3,"ConsecutiveFairwaysHit",2011
291,291,"Glen Day",2,8,8,"ConsecutiveFairwaysHit",2011
291,291,"Graham DeLaet",2,8,2,"ConsecutiveFairwaysHit",2011
291,291,"Simon Dyson",3,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Matt Every",5,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Todd Fischer",3,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Dan Forsman",1,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Richard Green",4,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Matt Hill",2,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Morgan Hoffmann",4,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Creighton Honeck",1,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Hiroo Kawai",1,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Russell Knox",1,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Brad Lardon",2,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Len Mattiace",5,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Rory McIlroy",10,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Garth Mulroy",4,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Leif Olson",1,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Brett Quigley",10,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Matthew Richardson",1,8,1,"ConsecutiveFairwaysHit",2011
291,291,"Dustin Risdon",1,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Richard Scott",1,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Andre Stolz",2,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Mike Weir",15,8,NA,"ConsecutiveFairwaysHit",2011
291,291,"Tiger Woods",9,8,2,"ConsecutiveFairwaysHit",2011
324,324,"Billy Andrade",3,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Rich Barcelo",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Bennett Blakeman",1,7,7,"ConsecutiveFairwaysHit",2011
324,324,"Josh Broadaway",1,7,1,"ConsecutiveFairwaysHit",2011
324,324,"Bob Burns",1,7,7,"ConsecutiveFairwaysHit",2011
324,324,"Michael Clark II",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Bubba Dickerson",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Do Hoon Kim",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Erik Flores",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Carlos Franco",3,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Josh Habig",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Russell Henley",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Raphael Jacquelin",2,7,1,"ConsecutiveFairwaysHit",2011
324,324,"Olafur Loftsson",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Jamie Lovemark",9,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Hideki Matsuyama",2,7,1,"ConsecutiveFairwaysHit",2011
324,324,"Rob Moss",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Seung Yul Noh",6,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Alexander Noren",4,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Thorbjorn Olesen",1,7,1,"ConsecutiveFairwaysHit",2011
324,324,"Nate Olivo",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Sam Saunders",8,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Peter Senior",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Craig Stadler",1,7,7,"ConsecutiveFairwaysHit",2011
324,324,"Ted Tryba",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Tim Weinhart",1,7,NA,"ConsecutiveFairwaysHit",2011
324,324,"Willie Wood",2,7,2,"ConsecutiveFairwaysHit",2011
351,351,"Brad Adamonis",1,6,NA,"ConsecutiveFairwaysHit",2011
351,351,"Thomas Aiken",4,6,1,"ConsecutiveFairwaysHit",2011
351,351,"Brad Benjamin",1,6,NA,"ConsecutiveFairwaysHit",2011
