"BounceBack_RANKTHISWEEK_2007","BounceBack_RANKLASTWEEK_2007","BounceBack_PLAYERNAME_2007","BounceBack_ROUNDS_2007","BounceBack_Pct_2007","stat_name","year"
1,1,"Tag Ridings",52,27.45,"BounceBack",2007
2,2,"Bob Heintz",85,25.4,"BounceBack",2007
3,3,"Geoff Ogilvy",84,25.2,"BounceBack",2007
4,4,"Will Ma Kenzie",100,25.16,"BounceBack",2007
5,5,"Craig Barlow",52,24.36,"BounceBack",2007
6,6,"Brian Davis",101,24.03,"BounceBack",2007
7,7,"Harrison Frazar",88,24,"BounceBack",2007
8,8,"Jonathan Byrd",73,23.94,"BounceBack",2007
9,9,"Jarrod Lyle",77,23.68,"BounceBack",2007
10,10,"Adam Scott",69,23.61,"BounceBack",2007
11,11,"John Daly",59,23.58,"BounceBack",2007
12,12,"Mathias Gronberg",95,23.57,"BounceBack",2007
13,13,"Freddie Jacobson",70,23.47,"BounceBack",2007
14,14,"Tiger Woods",63,23.39,"BounceBack",2007
15,15,"Joe Ogilvie",102,23.34,"BounceBack",2007
16,16,"Brett Wetterich",88,22.93,"BounceBack",2007
17,17,"Charley Hoffman",97,22.73,"BounceBack",2007
18,18,"Rocco Mediate",72,22.71,"BounceBack",2007
19,19,"Rich Barcelo",80,22.66,"BounceBack",2007
20,20,"Kevin Na",84,22.55,"BounceBack",2007
21,21,"Chris Riley",59,22.44,"BounceBack",2007
22,22,"Darron Stiles",65,22.37,"BounceBack",2007
23,23,"Chris Tidland",59,22.22,"BounceBack",2007
24,24,"Bo Van Pelt",104,22.1,"BounceBack",2007
25,25,"Lucas Glover",98,22.01,"BounceBack",2007
26,26,"Briny Baird",115,21.97,"BounceBack",2007
27,27,"Rory Sabbatini",81,21.96,"BounceBack",2007
28,28,"Justin Rose",63,21.95,"BounceBack",2007
29,29,"Jesper Parnevik",88,21.91,"BounceBack",2007
30,30,"Sean OHair",98,21.9,"BounceBack",2007
31,31,"George McNeill",95,21.68,"BounceBack",2007
32,32,"Padraig Harrington",64,21.67,"BounceBack",2007
33,33,"Kirk Triplett",77,21.65,"BounceBack",2007
34,34,"John Mallinger",96,21.63,"BounceBack",2007
35,35,"Jason Dufner",100,21.61,"BounceBack",2007
36,36,"Ernie Els",59,21.52,"BounceBack",2007
36,36,"Kevin Sutherland",85,21.52,"BounceBack",2007
38,38,"Anthony Kim",93,21.43,"BounceBack",2007
38,38,"Charlie Wi",90,21.43,"BounceBack",2007
40,40,"Jim Furyk",84,21.39,"BounceBack",2007
41,41,"Bart Bryant",87,21.34,"BounceBack",2007
41,41,"Jason Gore",86,21.34,"BounceBack",2007
43,43,"Davis Love III",66,21.27,"BounceBack",2007
44,44,"Vijay Singh",102,21.22,"BounceBack",2007
45,45,"Mark Calcavecchia",93,21.18,"BounceBack",2007
46,46,"Chad Campbell",96,21.14,"BounceBack",2007
47,47,"Steve Marino",106,21.09,"BounceBack",2007
48,48,"Lee Janzen",66,21.03,"BounceBack",2007
49,49,"Mike Weir",82,20.83,"BounceBack",2007
50,50,"Joe Durant",88,20.82,"BounceBack",2007
51,51,"Stewart Cink",91,20.72,"BounceBack",2007
51,51,"Charles Warren",101,20.72,"BounceBack",2007
53,53,"Robert Garrigus",95,20.68,"BounceBack",2007
53,53,"Rod Pampling",92,20.68,"BounceBack",2007
55,55,"Sergio Garcia",68,20.65,"BounceBack",2007
56,56,"Mark Wilson",87,20.63,"BounceBack",2007
57,57,"Steve Lowery",74,20.61,"BounceBack",2007
57,57,"Boo Weekley",101,20.61,"BounceBack",2007
59,59,"Alex Cejka",80,20.6,"BounceBack",2007
59,59,"Bubba Watson",80,20.6,"BounceBack",2007
61,61,"JJ Henry",86,20.45,"BounceBack",2007
62,62,"Andrew Buckle",77,20.4,"BounceBack",2007
63,63,"Woody Austin",95,20.37,"BounceBack",2007
64,64,"John Merrick",92,20.36,"BounceBack",2007
65,65,"JP Hayes",89,20.3,"BounceBack",2007
66,66,"Corey Pavin",81,20.25,"BounceBack",2007
67,67,"Daniel Chopra",106,20.21,"BounceBack",2007
68,68,"Michael Putnam",96,20.19,"BounceBack",2007
69,69,"Brian Bateman",55,20.11,"BounceBack",2007
70,70,"Mark Hensby",81,20.08,"BounceBack",2007
71,71,"John Senden",97,20.07,"BounceBack",2007
71,71,"Johnson Wagner",97,20.07,"BounceBack",2007
73,73,"Brendon de Jonge",76,20,"BounceBack",2007
74,74,"Bob Estes",88,19.86,"BounceBack",2007
74,74,"Kent Jones",97,19.86,"BounceBack",2007
74,74,"Troy Matteson",87,19.86,"BounceBack",2007
77,77,"Michael Sim",52,19.85,"BounceBack",2007
78,78,"Shigeki Maruyama",84,19.84,"BounceBack",2007
79,79,"Cliff Kresge",107,19.81,"BounceBack",2007
80,80,"Steve Flesch",100,19.73,"BounceBack",2007
80,80,"Frank Lickliter II",95,19.73,"BounceBack",2007
82,82,"Ryan Moore",92,19.71,"BounceBack",2007
83,83,"Bill Haas",93,19.7,"BounceBack",2007
83,83,"Jim Rutledge",59,19.7,"BounceBack",2007
85,85,"Rich Beem",89,19.61,"BounceBack",2007
86,86,"Tom Johnson",74,19.6,"BounceBack",2007
87,87,"Vaughn Taylor",91,19.57,"BounceBack",2007
88,88,"Ted Purdy",102,19.54,"BounceBack",2007
89,89,"Steve Elkington",87,19.5,"BounceBack",2007
90,90,"Ryuji Imada",104,19.48,"BounceBack",2007
91,91,"Nathan Green",103,19.46,"BounceBack",2007
92,92,"Tom Pernice Jr",104,19.44,"BounceBack",2007
93,93,"Paul Gow",70,19.43,"BounceBack",2007
94,94,"Arron Oberholser",69,19.39,"BounceBack",2007
94,94,"Jaco Van Zyl",51,19.39,"BounceBack",2007
96,96,"Craig Lile",77,19.34,"BounceBack",2007
97,97,"Jay Williamson",50,19.26,"BounceBack",2007
98,98,"Peter Lonard",85,19.25,"BounceBack",2007
99,99,"Michael Allen",74,19.21,"BounceBack",2007
99,99,"Scott Gutschewski",67,19.21,"BounceBack",2007
101,101,"Phil Mickelson",73,19.13,"BounceBack",2007
102,102,"Greg Owen",81,19.01,"BounceBack",2007
103,103,"Craig Kanada",109,18.97,"BounceBack",2007
104,104,"Shaun Micheel",91,18.73,"BounceBack",2007
105,105,"Craig Bowden",78,18.72,"BounceBack",2007
106,106,"Jerry Kelly",101,18.67,"BounceBack",2007
107,107,"David Toms",80,18.58,"BounceBack",2007
108,108,"Henrik Stenson",52,18.49,"BounceBack",2007
109,109,"Steve Allan",63,18.45,"BounceBack",2007
110,110,"Robert Allenby",90,18.41,"BounceBack",2007
110,110,"Ryan Armour",107,18.41,"BounceBack",2007
110,110,"Tim Petrovic",106,18.41,"BounceBack",2007
113,113,"Chris Stroud",66,18.37,"BounceBack",2007
114,114,"Billy Andrade",88,18.33,"BounceBack",2007
115,115,"Pat Perez",84,18.32,"BounceBack",2007
116,116,"Robert Gamez",88,18.31,"BounceBack",2007
117,117,"Tommy Armour III",81,18.27,"BounceBack",2007
118,118,"Carl Pettersson",111,18.26,"BounceBack",2007
119,119,"Daisuke Maruyama",86,18.25,"BounceBack",2007
120,120,"Tim Herron",98,18.24,"BounceBack",2007
120,120,"Jeff Overton",60,18.24,"BounceBack",2007
122,122,"DJ Brigman",67,18.22,"BounceBack",2007
122,122,"Justin Leonard",95,18.22,"BounceBack",2007
124,124,"Stuart Appleby",74,18.18,"BounceBack",2007
125,125,"Jeff Quinney",95,18.12,"BounceBack",2007
126,126,"Nick Watney",87,18.11,"BounceBack",2007
127,127,"Aaron Baddeley",83,18.07,"BounceBack",2007
127,127,"Joey Sindelar",75,18.07,"BounceBack",2007
129,129,"Bryce Molder",56,18.05,"BounceBack",2007
130,130,"Bob Tway",103,18.01,"BounceBack",2007
131,131,"JB Holmes",71,17.96,"BounceBack",2007
131,131,"Doug LaBelle II",104,17.96,"BounceBack",2007
133,133,"Ryan Palmer",91,17.92,"BounceBack",2007
134,134,"Luke Donald",69,17.79,"BounceBack",2007
135,135,"Mathew Goggin",97,17.78,"BounceBack",2007
136,136,"Kyle Reifers",71,17.72,"BounceBack",2007
137,137,"Charles Howell III",89,17.71,"BounceBack",2007
138,138,"Jeff Gove",103,17.65,"BounceBack",2007
139,139,"Paul Stankowski",52,17.61,"BounceBack",2007
140,140,"Matt Kuchar",85,17.59,"BounceBack",2007
140,140,"Scott Verplank",82,17.59,"BounceBack",2007
142,142,"Stephen Leaney",82,17.54,"BounceBack",2007
143,143,"Brett Quigley",79,17.52,"BounceBack",2007
144,144,"Cameron Beckman",96,17.42,"BounceBack",2007
145,145,"Brandt Snedeker",105,17.41,"BounceBack",2007
146,146,"Fred Funk",65,17.31,"BounceBack",2007
147,147,"Eric Axley",107,17.23,"BounceBack",2007
148,148,"Chris Couch",76,17.18,"BounceBack",2007
149,149,"KJ Choi",87,17.14,"BounceBack",2007
150,150,"Brian Gay",107,17.11,"BounceBack",2007
151,151,"DJ Trahan",99,17.07,"BounceBack",2007
152,152,"Glen Day",85,17,"BounceBack",2007
153,153,"Camilo Villegas",82,16.94,"BounceBack",2007
154,154,"Jeff Maggert",79,16.89,"BounceBack",2007
155,155,"Kevin Stadler",95,16.88,"BounceBack",2007
156,156,"Hunter Mahan",91,16.54,"BounceBack",2007
156,156,"Billy Mayfair",98,16.54,"BounceBack",2007
158,158,"Duffy Waldorf",69,16.43,"BounceBack",2007
159,159,"David Branshaw",83,16.19,"BounceBack",2007
160,160,"Kenny Perry",83,16.16,"BounceBack",2007
161,161,"Heath Slocum",101,16.13,"BounceBack",2007
162,162,"Jeff Brehaut",59,16.02,"BounceBack",2007
163,163,"Trevor Immelman",74,15.94,"BounceBack",2007
163,163,"Dicky Pride",71,15.94,"BounceBack",2007
165,165,"Tom Byrum",50,15.79,"BounceBack",2007
166,166,"Ken Duke",112,15.73,"BounceBack",2007
167,167,"Stephen Ames",81,15.69,"BounceBack",2007
168,168,"Jose Coceres",50,15.67,"BounceBack",2007
169,169,"Todd Hamilton",76,15.49,"BounceBack",2007
170,170,"Tom Lehman",62,15.38,"BounceBack",2007
171,171,"Retief Goosen",50,15.34,"BounceBack",2007
172,172,"Matt Hendrix",63,15.31,"BounceBack",2007
172,172,"John Rollins",102,15.31,"BounceBack",2007
174,174,"Steve Wheatcroft",73,15.26,"BounceBack",2007
175,175,"Steve Stricker",81,15.23,"BounceBack",2007
176,176,"Chris DiMarco",79,15.21,"BounceBack",2007
177,177,"Richard Johnson",93,15.16,"BounceBack",2007
178,178,"Marco Dawson",73,15.14,"BounceBack",2007
179,179,"Jason Bohn",57,15.12,"BounceBack",2007
180,180,"Jason Schultz",63,15.05,"BounceBack",2007
181,181,"Ian Poulter",63,14.97,"BounceBack",2007
182,182,"Paul Goydos",60,14.93,"BounceBack",2007
183,183,"Zach Johnson",76,14.85,"BounceBack",2007
184,184,"Bubba Dickerson",51,14.81,"BounceBack",2007
185,185,"Tripp Isenhour",86,14.55,"BounceBack",2007
186,186,"Parker McLachlin",83,14.5,"BounceBack",2007
187,187,"Jose Maria Olazabal",52,14.36,"BounceBack",2007
