"OnePuttPercentageRound1_RANKTHISWEEK_2008","OnePuttPercentageRound1_RANKLASTWEEK_2008","OnePuttPercentageRound1_PLAYERNAME_2008","OnePuttPercentageRound1_ROUNDS_2008","OnePuttPercentageRound1_Pct_2008","OnePuttPercentageRound1_OF1PUTTS_2008","OnePuttPercentageRound1_OFHOLES_2008","stat_name","year"
68,68,"Mark Hensby",71,38.03,178,468,"OnePuttPercentageRound1",2008
69,69,"Steve Marino",119,38.02,219,576,"OnePuttPercentageRound1",2008
70,70,"Fred Couples",60,37.96,123,324,"OnePuttPercentageRound1",2008
71,71,"Rory Sabbatini",77,37.88,150,396,"OnePuttPercentageRound1",2008
72,72,"Parker McLachlin",88,37.86,184,486,"OnePuttPercentageRound1",2008
73,73,"Tim Petrovic",97,37.85,218,576,"OnePuttPercentageRound1",2008
74,74,"Tim Clark",90,37.82,177,468,"OnePuttPercentageRound1",2008
75,75,"Geoff Ogilvy",65,37.72,129,342,"OnePuttPercentageRound1",2008
76,76,"Dustin Johnson",92,37.59,203,540,"OnePuttPercentageRound1",2008
77,77,"Chad Collins",72,37.5,162,432,"OnePuttPercentageRound1",2008
78,78,"Jason Gore",94,37.46,209,558,"OnePuttPercentageRound1",2008
79,79,"Robert Gamez",79,37.39,175,468,"OnePuttPercentageRound1",2008
80,80,"Vijay Singh",82,37.37,148,396,"OnePuttPercentageRound1",2008
81,81,"Michael Letzig",88,37.36,195,522,"OnePuttPercentageRound1",2008
81,81,"Tim Wilkinson",95,37.36,195,522,"OnePuttPercentageRound1",2008
83,83,"Ben Crane",86,37.33,168,450,"OnePuttPercentageRound1",2008
83,83,"Jeff Overton",103,37.33,215,576,"OnePuttPercentageRound1",2008
85,85,"Stephen Leaney",53,37.25,114,306,"OnePuttPercentageRound1",2008
86,86,"Bart Bryant",81,37.2,154,414,"OnePuttPercentageRound1",2008
86,86,"Davis Love III",78,37.2,154,414,"OnePuttPercentageRound1",2008
86,86,"Scott Verplank",82,37.2,154,414,"OnePuttPercentageRound1",2008
89,89,"Jonathan Byrd",88,37.18,174,468,"OnePuttPercentageRound1",2008
89,89,"Kevin Sutherland",98,37.18,174,468,"OnePuttPercentageRound1",2008
91,91,"YE Yang",89,37.16,194,522,"OnePuttPercentageRound1",2008
92,92,"Brandt Jobe",52,37.13,127,342,"OnePuttPercentageRound1",2008
93,93,"Steve Elkington",84,37.11,167,450,"OnePuttPercentageRound1",2008
94,94,"Charles Howell III",101,37.04,200,540,"OnePuttPercentageRound1",2008
95,95,"Mathias Gronberg",87,36.85,199,540,"OnePuttPercentageRound1",2008
96,96,"Justin Leonard",101,36.81,159,432,"OnePuttPercentageRound1",2008
97,97,"Jason Day",81,36.71,185,504,"OnePuttPercentageRound1",2008
98,98,"Phil Mickelson",80,36.67,132,360,"OnePuttPercentageRound1",2008
99,99,"Stewart Cink",87,36.62,145,396,"OnePuttPercentageRound1",2008
99,99,"Doug LaBelle II",65,36.62,145,396,"OnePuttPercentageRound1",2008
101,101,"Retief Goosen",59,36.6,112,306,"OnePuttPercentageRound1",2008
102,102,"Woody Austin",109,36.59,191,522,"OnePuttPercentageRound1",2008
102,102,"Tag Ridings",88,36.59,191,522,"OnePuttPercentageRound1",2008
104,104,"Lee Janzen",89,36.51,184,504,"OnePuttPercentageRound1",2008
105,105,"Todd Demsey",80,36.44,164,450,"OnePuttPercentageRound1",2008
106,106,"Mathew Goggin",91,36.42,177,486,"OnePuttPercentageRound1",2008
107,107,"Rich Beem",90,36.31,183,504,"OnePuttPercentageRound1",2008
107,107,"Chad Campbell",94,36.31,183,504,"OnePuttPercentageRound1",2008
109,109,"Steve Flesch",95,36.21,189,522,"OnePuttPercentageRound1",2008
110,110,"Pat Perez",93,36.11,169,468,"OnePuttPercentageRound1",2008
111,111,"Sean OHair",81,36,162,450,"OnePuttPercentageRound1",2008
112,112,"Craig Kanada",65,35.99,149,414,"OnePuttPercentageRound1",2008
113,113,"Will Ma Kenzie",62,35.98,136,378,"OnePuttPercentageRound1",2008
114,114,"Glen Day",64,35.96,123,342,"OnePuttPercentageRound1",2008
115,115,"Cameron Beckman",87,35.91,181,504,"OnePuttPercentageRound1",2008
116,116,"Zach Johnson",85,35.88,155,432,"OnePuttPercentageRound1",2008
116,116,"Brenden Pappas",66,35.88,155,432,"OnePuttPercentageRound1",2008
118,118,"Billy Mayfair",103,35.82,187,522,"OnePuttPercentageRound1",2008
119,119,"Robert Allenby",108,35.8,174,486,"OnePuttPercentageRound1",2008
119,119,"Nick Watney",96,35.8,174,486,"OnePuttPercentageRound1",2008
121,121,"Jim Furyk",95,35.78,161,450,"OnePuttPercentageRound1",2008
122,122,"Shane Bertsch",96,35.71,180,504,"OnePuttPercentageRound1",2008
123,123,"Jimmy Walker",73,35.65,154,432,"OnePuttPercentageRound1",2008
124,124,"Robert Garrigus",90,35.25,184,522,"OnePuttPercentageRound1",2008
125,125,"Matt Kuchar",88,35.19,171,486,"OnePuttPercentageRound1",2008
125,125,"Peter Lonard",92,35.19,190,540,"OnePuttPercentageRound1",2008
127,127,"Brett Quigley",80,35.11,158,450,"OnePuttPercentageRound1",2008
128,128,"Brad Elder",67,35.02,145,414,"OnePuttPercentageRound1",2008
129,129,"KJ Choi",74,35,126,360,"OnePuttPercentageRound1",2008
130,130,"Tom Lehman",51,34.97,107,306,"OnePuttPercentageRound1",2008
131,131,"Cliff Kresge",84,34.92,176,504,"OnePuttPercentageRound1",2008
132,132,"Alex Cejka",75,34.89,157,450,"OnePuttPercentageRound1",2008
133,133,"John Riegger",73,34.72,150,432,"OnePuttPercentageRound1",2008
133,133,"Nicholas Thompson",113,34.72,225,648,"OnePuttPercentageRound1",2008
135,135,"Charley Hoffman",94,34.67,181,522,"OnePuttPercentageRound1",2008
135,135,"Charles Warren",79,34.67,181,522,"OnePuttPercentageRound1",2008
137,137,"Troy Matteson",94,34.63,187,540,"OnePuttPercentageRound1",2008
138,138,"Freddie Jacobson",78,34.49,149,432,"OnePuttPercentageRound1",2008
139,139,"Brad Adamonis",87,34.48,180,522,"OnePuttPercentageRound1",2008
140,140,"Ernie Els",51,34.44,93,270,"OnePuttPercentageRound1",2008
141,141,"Jim McGovern",75,34.4,161,468,"OnePuttPercentageRound1",2008
142,142,"Bob Estes",90,34.33,173,504,"OnePuttPercentageRound1",2008
143,143,"Kent Jones",68,34.3,142,414,"OnePuttPercentageRound1",2008
144,144,"Mark Wilson",107,34.29,179,522,"OnePuttPercentageRound1",2008
145,145,"Ryan Armour",87,34.23,191,558,"OnePuttPercentageRound1",2008
146,146,"Michael Allen",91,34.16,166,486,"OnePuttPercentageRound1",2008
147,147,"James Driscoll",85,34.13,172,504,"OnePuttPercentageRound1",2008
147,147,"Trevor Immelman",70,34.13,129,378,"OnePuttPercentageRound1",2008
149,149,"Kevin Streelman",114,34.03,196,576,"OnePuttPercentageRound1",2008
150,150,"JJ Henry",108,33.99,208,612,"OnePuttPercentageRound1",2008
151,151,"DJ Trahan",94,33.95,165,486,"OnePuttPercentageRound1",2008
152,152,"Briny Baird",113,33.89,183,540,"OnePuttPercentageRound1",2008
152,152,"Jin Park",85,33.89,183,540,"OnePuttPercentageRound1",2008
152,152,"Kevin Stadler",90,33.89,183,540,"OnePuttPercentageRound1",2008
155,155,"Bill Haas",99,33.87,189,558,"OnePuttPercentageRound1",2008
156,156,"Stephen Ames",83,33.82,140,414,"OnePuttPercentageRound1",2008
157,157,"John Merrick",98,33.73,170,504,"OnePuttPercentageRound1",2008
158,158,"Bob Sowards",61,33.59,133,396,"OnePuttPercentageRound1",2008
159,159,"Jason Allred",63,33.57,139,414,"OnePuttPercentageRound1",2008
160,160,"Tommy Gainey",60,33.56,145,432,"OnePuttPercentageRound1",2008
161,161,"Cody Freeman",66,33.55,157,468,"OnePuttPercentageRound1",2008
162,162,"Paul Claxton",63,33.33,138,414,"OnePuttPercentageRound1",2008
162,162,"Ben Curtis",80,33.33,132,396,"OnePuttPercentageRound1",2008
162,162,"Martin Laird",98,33.33,174,522,"OnePuttPercentageRound1",2008
162,162,"Tom Scherrer",56,33.33,120,360,"OnePuttPercentageRound1",2008
162,162,"Omar Uresti",74,33.33,144,432,"OnePuttPercentageRound1",2008
167,167,"Bubba Watson",97,33.14,173,522,"OnePuttPercentageRound1",2008
168,168,"Kenneth Ferrie",72,33.11,149,450,"OnePuttPercentageRound1",2008
168,168,"Hunter Mahan",87,33.11,149,450,"OnePuttPercentageRound1",2008
170,170,"Ryan Palmer",69,33.08,131,396,"OnePuttPercentageRound1",2008
171,171,"Jay Williamson",96,32.99,190,576,"OnePuttPercentageRound1",2008
172,172,"Paul Casey",55,32.96,89,270,"OnePuttPercentageRound1",2008
173,173,"Nick Flanagan",89,32.95,172,522,"OnePuttPercentageRound1",2008
173,173,"Heath Slocum",104,32.95,172,522,"OnePuttPercentageRound1",2008
175,175,"Jon Mills",95,32.81,189,576,"OnePuttPercentageRound1",2008
176,176,"George McNeill",97,32.76,171,522,"OnePuttPercentageRound1",2008
177,177,"Scott Sterling",89,32.54,164,504,"OnePuttPercentageRound1",2008
179,179,"Harrison Frazar",73,32.37,134,414,"OnePuttPercentageRound1",2008
180,180,"Olin Browne",77,32.1,156,486,"OnePuttPercentageRound1",2008
181,181,"Jerry Kelly",89,32.04,173,540,"OnePuttPercentageRound1",2008
182,182,"Justin Bolli",87,31.94,161,504,"OnePuttPercentageRound1",2008
182,182,"Ted Purdy",68,31.94,138,432,"OnePuttPercentageRound1",2008
184,184,"Boo Weekley",86,31.16,129,414,"OnePuttPercentageRound1",2008
185,185,"Ron Whittaker",54,31.06,123,396,"OnePuttPercentageRound1",2008
186,186,"John Senden",93,30.66,149,486,"OnePuttPercentageRound1",2008
187,187,"Chris Stroud",81,30.65,160,522,"OnePuttPercentageRound1",2008
188,188,"Travis Perkins",53,30.43,126,414,"OnePuttPercentageRound1",2008
189,189,"Steve Allan",58,30.42,115,378,"OnePuttPercentageRound1",2008
190,190,"John Huston",56,30.25,98,324,"OnePuttPercentageRound1",2008
191,191,"David Lutterus",59,29.95,124,414,"OnePuttPercentageRound1",2008
192,192,"Kyle Thompson",70,29.91,140,468,"OnePuttPercentageRound1",2008
193,193,"Billy Andrade",71,29.86,129,432,"OnePuttPercentageRound1",2008
194,194,"Gavin Coles",54,28.82,83,288,"OnePuttPercentageRound1",2008
195,195,"Carlos Franco",73,28,126,450,"OnePuttPercentageRound1",2008
196,196,"Jeff Gove",50,27.78,90,324,"OnePuttPercentageRound1",2008
197,197,"Joe Durant",92,27.58,139,504,"OnePuttPercentageRound1",2008
