"OnePuttPercentageRound1_RANKTHISWEEK_2008","OnePuttPercentageRound1_RANKLASTWEEK_2008","OnePuttPercentageRound1_PLAYERNAME_2008","OnePuttPercentageRound1_ROUNDS_2008","OnePuttPercentageRound1_Pct_2008","OnePuttPercentageRound1_OF1PUTTS_2008","OnePuttPercentageRound1_OFHOLES_2008","stat_name","year"
1,1,"Carl Pettersson",110,44.83,234,522,"OnePuttPercentageRound1",2008
2,2,"Jesper Parnevik",88,44.64,233,522,"OnePuttPercentageRound1",2008
3,3,"John Mallinger",95,44.25,231,522,"OnePuttPercentageRound1",2008
4,4,"Corey Pavin",69,43.89,158,360,"OnePuttPercentageRound1",2008
5,5,"Stuart Appleby",87,43.43,172,396,"OnePuttPercentageRound1",2008
6,6,"Steve Lowery",74,42.67,192,450,"OnePuttPercentageRound1",2008
7,7,"Todd Hamilton",92,42.66,215,504,"OnePuttPercentageRound1",2008
8,8,"Nathan Green",95,42.59,230,540,"OnePuttPercentageRound1",2008
9,9,"Eric Axley",113,41.9,264,630,"OnePuttPercentageRound1",2008
10,10,"JP Hayes",67,41.88,196,468,"OnePuttPercentageRound1",2008
11,11,"Adam Scott",51,41.67,105,252,"OnePuttPercentageRound1",2008
12,12,"Andres Romero",69,41.52,142,342,"OnePuttPercentageRound1",2008
13,13,"Chris Riley",51,41.5,127,306,"OnePuttPercentageRound1",2008
14,14,"Rod Pampling",83,41.36,201,486,"OnePuttPercentageRound1",2008
15,15,"JB Holmes",86,41.33,186,450,"OnePuttPercentageRound1",2008
16,16,"Padraig Harrington",52,41.27,104,252,"OnePuttPercentageRound1",2008
17,17,"Daniel Chopra",84,41.24,193,468,"OnePuttPercentageRound1",2008
18,18,"Brian Gay",102,41.04,229,558,"OnePuttPercentageRound1",2008
19,19,"Nick OHern",82,40.97,177,432,"OnePuttPercentageRound1",2008
19,19,"Vaughn Taylor",103,40.97,236,576,"OnePuttPercentageRound1",2008
21,21,"Patrick Sheehan",124,40.95,258,630,"OnePuttPercentageRound1",2008
22,22,"Marco Dawson",64,40.74,154,378,"OnePuttPercentageRound1",2008
22,22,"Greg Kraft",63,40.74,154,378,"OnePuttPercentageRound1",2008
24,24,"Ryuji Imada",80,40.67,183,450,"OnePuttPercentageRound1",2008
25,25,"David Toms",70,40.64,139,342,"OnePuttPercentageRound1",2008
26,26,"Richard Johnson",77,40.61,212,522,"OnePuttPercentageRound1",2008
27,27,"Rocco Mediate",87,40.53,197,486,"OnePuttPercentageRound1",2008
28,28,"Matt Jones",95,40.5,226,558,"OnePuttPercentageRound1",2008
29,29,"Jeff Quinney",87,40.48,204,504,"OnePuttPercentageRound1",2008
30,30,"Frank Lickliter II",107,40.45,233,576,"OnePuttPercentageRound1",2008
31,31,"Kevin Na",97,40.42,211,522,"OnePuttPercentageRound1",2008
32,32,"David Duval",51,40.35,138,342,"OnePuttPercentageRound1",2008
33,33,"Marc Turnesa",87,40.23,210,522,"OnePuttPercentageRound1",2008
34,34,"Steve Stricker",75,40.21,152,378,"OnePuttPercentageRound1",2008
35,35,"Kenny Perry",97,40.17,188,468,"OnePuttPercentageRound1",2008
36,36,"Jeff Maggert",86,40.08,202,504,"OnePuttPercentageRound1",2008
37,37,"Mike Weir",88,40.05,173,432,"OnePuttPercentageRound1",2008
38,38,"Brian Davis",108,39.9,237,594,"OnePuttPercentageRound1",2008
38,38,"Ken Duke",116,39.9,237,594,"OnePuttPercentageRound1",2008
40,40,"Shigeki Maruyama",50,39.87,122,306,"OnePuttPercentageRound1",2008
41,41,"Brett Rumford",72,39.53,185,468,"OnePuttPercentageRound1",2008
42,42,"Sergio Garcia",72,39.51,128,324,"OnePuttPercentageRound1",2008
43,43,"Ryan Moore",72,39.35,170,432,"OnePuttPercentageRound1",2008
44,44,"Ian Poulter",51,39.29,99,252,"OnePuttPercentageRound1",2008
45,45,"Tom Pernice Jr",104,39.26,212,540,"OnePuttPercentageRound1",2008
46,46,"Alejandro Canizares",52,39.24,113,288,"OnePuttPercentageRound1",2008
47,47,"Aaron Baddeley",76,39.15,148,378,"OnePuttPercentageRound1",2008
48,48,"Tim Herron",97,39.09,197,504,"OnePuttPercentageRound1",2008
49,49,"Joe Ogilvie",100,39.08,204,522,"OnePuttPercentageRound1",2008
50,50,"Mark Calcavecchia",67,38.89,154,396,"OnePuttPercentageRound1",2008
50,50,"Paul Goydos",78,38.89,175,450,"OnePuttPercentageRound1",2008
50,50,"Dudley Hart",74,38.89,154,396,"OnePuttPercentageRound1",2008
50,50,"Dean Wilson",109,38.89,224,576,"OnePuttPercentageRound1",2008
54,54,"Charlie Wi",97,38.68,188,486,"OnePuttPercentageRound1",2008
55,55,"Brandt Snedeker",85,38.67,174,450,"OnePuttPercentageRound1",2008
56,56,"Tommy Armour III",77,38.66,167,432,"OnePuttPercentageRound1",2008
57,57,"Bob Tway",70,38.61,139,360,"OnePuttPercentageRound1",2008
58,58,"Bo Van Pelt",101,38.54,222,576,"OnePuttPercentageRound1",2008
59,59,"Johnson Wagner",83,38.46,180,468,"OnePuttPercentageRound1",2008
60,60,"Anthony Kim",81,38.38,152,396,"OnePuttPercentageRound1",2008
60,60,"Scott McCarron",63,38.38,152,396,"OnePuttPercentageRound1",2008
62,62,"Camilo Villegas",79,38.36,145,378,"OnePuttPercentageRound1",2008
63,63,"Chez Reavie",102,38.33,207,540,"OnePuttPercentageRound1",2008
64,64,"Chris DiMarco",87,38.31,200,522,"OnePuttPercentageRound1",2008
65,65,"John Rollins",94,38.29,193,504,"OnePuttPercentageRound1",2008
66,66,"Lucas Glover",91,38.25,179,468,"OnePuttPercentageRound1",2008
67,67,"Angel Cabrera",55,38.19,110,288,"OnePuttPercentageRound1",2008
