"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2006","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2006","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2006","FirstTeeLatePar5ScoringAverage_ROUNDS_2006","FirstTeeLatePar5ScoringAverage_AVG_2006","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2006","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2006","stat_name","year"
1,1,"Tiger Woods",55,4.39,558,127,"FirstTeeLatePar5ScoringAverage",2006
2,2,"Craig Barlow",77,4.46,366,82,"FirstTeeLatePar5ScoringAverage",2006
3,3,"Nick Watney",97,4.48,537,120,"FirstTeeLatePar5ScoringAverage",2006
4,4,"Omar Uresti",61,4.5,162,36,"FirstTeeLatePar5ScoringAverage",2006
5,5,"Will Ma Kenzie",91,4.51,428,95,"FirstTeeLatePar5ScoringAverage",2006
5,5,"Jose Maria Olazabal",62,4.51,343,76,"FirstTeeLatePar5ScoringAverage",2006
7,7,"Stuart Appleby",83,4.52,565,125,"FirstTeeLatePar5ScoringAverage",2006
7,7,"Charles Howell III",96,4.52,393,87,"FirstTeeLatePar5ScoringAverage",2006
9,9,"Jason Gore",86,4.53,326,72,"FirstTeeLatePar5ScoringAverage",2006
9,9,"Bill Haas",99,4.53,408,90,"FirstTeeLatePar5ScoringAverage",2006
9,9,"Steve Lowery",99,4.53,394,87,"FirstTeeLatePar5ScoringAverage",2006
9,9,"Rory Sabbatini",84,4.53,412,91,"FirstTeeLatePar5ScoringAverage",2006
13,13,"Sergio Garcia",59,4.55,414,91,"FirstTeeLatePar5ScoringAverage",2006
14,14,"Jonathan Byrd",66,4.56,351,77,"FirstTeeLatePar5ScoringAverage",2006
14,14,"Daniel Chopra",110,4.56,712,156,"FirstTeeLatePar5ScoringAverage",2006
14,14,"Davis Love III",85,4.56,461,101,"FirstTeeLatePar5ScoringAverage",2006
14,14,"Sean OHair",100,4.56,429,94,"FirstTeeLatePar5ScoringAverage",2006
14,14,"Jesper Parnevik",84,4.56,415,91,"FirstTeeLatePar5ScoringAverage",2006
14,14,"John Rollins",93,4.56,483,106,"FirstTeeLatePar5ScoringAverage",2006
14,14,"Bubba Watson",83,4.56,383,84,"FirstTeeLatePar5ScoringAverage",2006
14,14,"Brett Wetterich",82,4.56,429,94,"FirstTeeLatePar5ScoringAverage",2006
22,22,"Aaron Baddeley",78,4.57,352,77,"FirstTeeLatePar5ScoringAverage",2006
22,22,"Ben Crane",85,4.57,430,94,"FirstTeeLatePar5ScoringAverage",2006
22,22,"Carlos Franco",86,4.57,407,89,"FirstTeeLatePar5ScoringAverage",2006
22,22,"JP Hayes",55,4.57,274,60,"FirstTeeLatePar5ScoringAverage",2006
22,22,"Ryan Moore",68,4.57,379,83,"FirstTeeLatePar5ScoringAverage",2006
22,22,"Pat Perez",50,4.57,201,44,"FirstTeeLatePar5ScoringAverage",2006
22,22,"Adam Scott",70,4.57,548,120,"FirstTeeLatePar5ScoringAverage",2006
22,22,"Vijay Singh",103,4.57,837,183,"FirstTeeLatePar5ScoringAverage",2006
30,30,"Alex Aragon",63,4.58,229,50,"FirstTeeLatePar5ScoringAverage",2006
30,30,"Shane Bertsch",104,4.58,426,93,"FirstTeeLatePar5ScoringAverage",2006
30,30,"Steve Stricker",64,4.58,421,92,"FirstTeeLatePar5ScoringAverage",2006
30,30,"Vaughn Taylor",88,4.58,408,89,"FirstTeeLatePar5ScoringAverage",2006
34,34,"Ernie Els",69,4.59,574,125,"FirstTeeLatePar5ScoringAverage",2006
34,34,"Justin Leonard",83,4.59,422,92,"FirstTeeLatePar5ScoringAverage",2006
34,34,"Geoff Ogilvy",76,4.59,468,102,"FirstTeeLatePar5ScoringAverage",2006
34,34,"David Toms",76,4.59,532,116,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Jeff Brehaut",100,4.6,409,89,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Todd Fischer",101,4.6,386,84,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Todd Hamilton",72,4.6,161,35,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Padraig Harrington",54,4.6,354,77,"FirstTeeLatePar5ScoringAverage",2006
38,38,"JB Holmes",81,4.6,373,81,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Trevor Immelman",86,4.6,556,121,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Phil Mickelson",74,4.6,579,126,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Carl Pettersson",95,4.6,419,91,"FirstTeeLatePar5ScoringAverage",2006
38,38,"Kevin Sutherland",100,4.6,391,85,"FirstTeeLatePar5ScoringAverage",2006
47,47,"Robert Allenby",79,4.61,484,105,"FirstTeeLatePar5ScoringAverage",2006
47,47,"Marco Dawson",87,4.61,429,93,"FirstTeeLatePar5ScoringAverage",2006
47,47,"James Driscoll",80,4.61,350,76,"FirstTeeLatePar5ScoringAverage",2006
47,47,"Paul Goydos",72,4.61,323,70,"FirstTeeLatePar5ScoringAverage",2006
47,47,"Greg Owen",79,4.61,567,123,"FirstTeeLatePar5ScoringAverage",2006
47,47,"Tom Pernice Jr",108,4.61,604,131,"FirstTeeLatePar5ScoringAverage",2006
47,47,"Ron Whittaker",81,4.61,152,33,"FirstTeeLatePar5ScoringAverage",2006
54,54,"Jason Bohn",104,4.62,536,116,"FirstTeeLatePar5ScoringAverage",2006
54,54,"Stewart Cink",93,4.62,457,99,"FirstTeeLatePar5ScoringAverage",2006
54,54,"Brent Geiberger",99,4.62,282,61,"FirstTeeLatePar5ScoringAverage",2006
54,54,"Retief Goosen",68,4.62,527,114,"FirstTeeLatePar5ScoringAverage",2006
54,54,"Bob May",65,4.62,268,58,"FirstTeeLatePar5ScoringAverage",2006
