"RoughProximity_RANKTHISWEEK_2012","RoughProximity_RANKLASTWEEK_2012","RoughProximity_PLAYERNAME_2012","RoughProximity_ROUNDS_2012","RoughProximity_AVG_2012","RoughProximity_TOTALDISTANCEINCHES_2012","RoughProximity_ATTEMPTS_2012","RoughProximity_TOTALDISTANCEFEET_2012","RoughProximity_RELATIVETOPAR_2012","stat_name","year"
161,161,"Blake Adams",107,NA,159309,284,13275.75,37,"RoughProximity",2012
161,161,"Greg Chalmers",88,NA,146873,262,12239.417,38,"RoughProximity",2012
161,161,"Kevin Streelman",89,NA,151009,269,12584.083,43,"RoughProximity",2012
161,161,"Jimmy Walker",101,NA,225440,402,18786.667,42,"RoughProximity",2012
165,165,"Rickie Fowler",84,NA,116911,208,9742.583,25,"RoughProximity",2012
165,165,"Adam Scott",59,NA,91107,162,7592.25,21,"RoughProximity",2012
167,167,"Kevin Chappell",91,NA,163823,291,13651.917,66,"RoughProximity",2012
167,167,"KJ Choi",71,NA,105317,187,8776.417,32,"RoughProximity",2012
169,169,"Edward Loar",59,NA,107065,190,8922.083,39,"RoughProximity",2012
169,169,"Ryan Moore",89,NA,144958,257,12079.833,44,"RoughProximity",2012
171,171,"Derek Lamely",64,NA,132144,234,11012,37,"RoughProximity",2012
172,172,"Sergio Garcia",57,NA,93884,165,7823.667,5,"RoughProximity",2012
173,173,"James Driscoll",83,NA,167047,293,13920.583,50,"RoughProximity",2012
174,174,"Jason Bohn",81,NA,121253,212,10104.417,35,"RoughProximity",2012
175,175,"Gary Christian",91,NA,135770,237,11314.167,71,"RoughProximity",2012
175,175,"Ryuji Imada",78,NA,166710,291,13892.5,54,"RoughProximity",2012
175,175,"Gary Woodland",70,NA,127757,223,10646.417,44,"RoughProximity",2012
178,178,"Bob Estes",78,NA,134219,234,11184.917,35,"RoughProximity",2012
178,178,"Spencer Levin",81,NA,157341,274,13111.75,43,"RoughProximity",2012
180,180,"Richard Lee",71,NA,109334,190,9111.167,37,"RoughProximity",2012
181,181,"John Senden",81,NA,114782,198,9565.167,15,"RoughProximity",2012
182,182,"Tiger Woods",69,NA,96797,166,8066.417,8,"RoughProximity",2012
183,183,"Matt Jones",53,NA,103309,177,8609.083,29,"RoughProximity",2012
184,184,"Robert Karlsson",54,NA,99094,169,8257.833,30,"RoughProximity",2012
185,185,"Tom Gillis",75,NA,122294,208,10191.167,40,"RoughProximity",2012
186,186,"George McNeill",85,NA,149118,252,12426.5,54,"RoughProximity",2012
187,187,"Sangmoon Bae",81,NA,145343,243,12111.917,55,"RoughProximity",2012
188,188,"Jerry Kelly",84,NA,115124,192,9593.667,56,"RoughProximity",2012
189,189,"YE Yang",64,NA,103333,172,8611.083,33,"RoughProximity",2012
190,190,"Henrik Stenson",51,NA,88308,146,7359,23,"RoughProximity",2012
191,191,"Colt Knost",79,NA,124887,205,10407.25,62,"RoughProximity",2012
