"ProximitytoHolefromRough_RANKTHISWEEK_2013","ProximitytoHolefromRough_RANKLASTWEEK_2013","ProximitytoHolefromRough_PLAYERNAME_2013","ProximitytoHolefromRough_ROUNDS_2013","ProximitytoHolefromRough_AVGDTP_2013","ProximitytoHolefromRough_TOTALDISTANCEFEET_2013","ProximitytoHolefromRough_OFSHOTS_2013","ProximitytoHolefromRough_SCRAMBLINGRANK_2013","stat_name","year"
46,46,"YE Yang",56,NA,767.333,105,110,"ProximitytoHolefromRough",2013
56,56,"Brian Davis",91,NA,1588.083,214,73,"ProximitytoHolefromRough",2013
56,56,"Cameron Percy",68,NA,1050,141,40,"ProximitytoHolefromRough",2013
56,56,"Ted Potter Jr",65,NA,943.167,127,34,"ProximitytoHolefromRough",2013
56,56,"Chris Stroud",88,NA,1360.333,183,6,"ProximitytoHolefromRough",2013
56,56,"Aaron Watkins",46,NA,624.25,84,58,"ProximitytoHolefromRough",2013
56,56,"Nick Watney",88,NA,1184.167,159,121,"ProximitytoHolefromRough",2013
56,56,"Casey Wittenberg",72,NA,1180.083,159,37,"ProximitytoHolefromRough",2013
63,63,"Steven Bowditch",67,NA,1204.333,160,17,"ProximitytoHolefromRough",2013
63,63,"Tim Herron",45,NA,857.917,114,117,"ProximitytoHolefromRough",2013
63,63,"Bryce Molder",82,NA,1177.833,157,19,"ProximitytoHolefromRough",2013
63,63,"Andres Romero",63,NA,939.25,125,88,"ProximitytoHolefromRough",2013
63,63,"Vijay Singh",61,NA,857.417,114,103,"ProximitytoHolefromRough",2013
63,63,"Kevin Stadler",83,NA,1111.75,148,143,"ProximitytoHolefromRough",2013
63,63,"Brendan Steele",86,NA,1462.25,195,104,"ProximitytoHolefromRough",2013
63,63,"Shawn Stefani",63,NA,1050.417,140,79,"ProximitytoHolefromRough",2013
71,71,"Graham DeLaet",94,NA,1258.083,166,51,"ProximitytoHolefromRough",2013
71,71,"Ken Duke",87,NA,1441.583,191,108,"ProximitytoHolefromRough",2013
71,71,"Padraig Harrington",52,NA,683.5,90,113,"ProximitytoHolefromRough",2013
71,71,"David Hearn",88,NA,1331.583,176,90,"ProximitytoHolefromRough",2013
71,71,"Trevor Immelman",73,NA,1072.417,142,68,"ProximitytoHolefromRough",2013
71,71,"Scott Langley",79,NA,1104.333,146,59,"ProximitytoHolefromRough",2013
71,71,"Jeff Maggert",63,NA,918.167,121,42,"ProximitytoHolefromRough",2013
71,71,"Jin Park",52,NA,744.25,98,65,"ProximitytoHolefromRough",2013
71,71,"Patrick Reed",83,NA,1715.25,226,40,"ProximitytoHolefromRough",2013
71,71,"Tag Ridings",69,NA,1082.917,143,98,"ProximitytoHolefromRough",2013
71,71,"DJ Trahan",48,NA,800.083,105,118,"ProximitytoHolefromRough",2013
71,71,"Mark Wilson",56,NA,808.083,106,27,"ProximitytoHolefromRough",2013
83,83,"Stephen Ames",49,NA,764.167,100,67,"ProximitytoHolefromRough",2013
83,83,"Jason Bohn",70,NA,1168.167,153,144,"ProximitytoHolefromRough",2013
83,83,"Chad Campbell",78,NA,1174.917,153,76,"ProximitytoHolefromRough",2013
83,83,"Will Claxton",67,NA,949.75,124,156,"ProximitytoHolefromRough",2013
83,83,"Erik Compton",74,NA,1215.833,158,23,"ProximitytoHolefromRough",2013
83,83,"Tom Gillis",69,NA,1335.5,174,44,"ProximitytoHolefromRough",2013
83,83,"Colt Knost",69,NA,957.75,125,116,"ProximitytoHolefromRough",2013
83,83,"Martin Laird",68,NA,1129.5,147,122,"ProximitytoHolefromRough",2013
83,83,"Marc Leishman",77,NA,1396.25,183,96,"ProximitytoHolefromRough",2013
83,83,"Ryan Moore",72,NA,1286,168,95,"ProximitytoHolefromRough",2013
83,83,"Dicky Pride",71,NA,1012.917,132,60,"ProximitytoHolefromRough",2013
94,94,"Angel Cabrera",73,NA,1226.917,159,134,"ProximitytoHolefromRough",2013
94,94,"Nicolas Colsaerts",50,NA,633.667,82,178,"ProximitytoHolefromRough",2013
94,94,"Brendon de Jonge",110,NA,1735.5,225,16,"ProximitytoHolefromRough",2013
94,94,"Rickie Fowler",75,NA,1411.167,182,56,"ProximitytoHolefromRough",2013
94,94,"Bobby Gates",49,NA,646.167,83,137,"ProximitytoHolefromRough",2013
94,94,"Brian Harman",89,NA,1515.25,196,77,"ProximitytoHolefromRough",2013
94,94,"Dustin Johnson",71,NA,1245.417,160,163,"ProximitytoHolefromRough",2013
94,94,"Pat Perez",69,NA,1085.917,140,111,"ProximitytoHolefromRough",2013
94,94,"Charl Schwartzel",69,NA,965.417,125,140,"ProximitytoHolefromRough",2013
94,94,"Jordan Spieth",82,NA,1350.667,175,31,"ProximitytoHolefromRough",2013
94,94,"Henrik Stenson",65,NA,691,89,102,"ProximitytoHolefromRough",2013
94,94,"Robert Streb",75,NA,1209.5,156,86,"ProximitytoHolefromRough",2013
106,106,"Aaron Baddeley",68,NA,1562.167,200,92,"ProximitytoHolefromRough",2013
106,106,"Ben Crane",62,NA,943.583,120,9,"ProximitytoHolefromRough",2013
106,106,"Martin Flores",83,NA,1418.167,182,15,"ProximitytoHolefromRough",2013
106,106,"David Lingmerth",68,NA,1382.583,176,80,"ProximitytoHolefromRough",2013
106,106,"Brian Stuard",78,NA,1132.417,145,43,"ProximitytoHolefromRough",2013
106,106,"David Toms",49,NA,557.833,71,51,"ProximitytoHolefromRough",2013
112,112,"KJ Choi",85,NA,1029.333,130,13,"ProximitytoHolefromRough",2013
112,112,"Ernie Els",63,NA,1003.5,127,84,"ProximitytoHolefromRough",2013
112,112,"Scott Gardiner",61,NA,1051.25,133,173,"ProximitytoHolefromRough",2013
112,112,"Brian Gay",79,NA,1767.417,223,10,"ProximitytoHolefromRough",2013
112,112,"Bill Haas",85,NA,1341.917,170,18,"ProximitytoHolefromRough",2013
112,112,"James Hahn",78,NA,1532.833,194,128,"ProximitytoHolefromRough",2013
112,112,"Matt Jones",83,NA,1343,170,8,"ProximitytoHolefromRough",2013
112,112,"William McGirt",75,NA,1233.75,156,39,"ProximitytoHolefromRough",2013
112,112,"Greg Owen",73,NA,1159.25,147,142,"ProximitytoHolefromRough",2013
112,112,"Chez Reavie",72,NA,1231.667,155,48,"ProximitytoHolefromRough",2013
112,112,"Daniel Summerhays",83,NA,1548.167,196,68,"ProximitytoHolefromRough",2013
112,112,"Bubba Watson",76,NA,1223.667,154,150,"ProximitytoHolefromRough",2013
112,112,"Boo Weekley",100,NA,1540,195,135,"ProximitytoHolefromRough",2013
125,125,"Ben Curtis",59,NA,897.083,112,141,"ProximitytoHolefromRough",2013
125,125,"Brad Fritsch",81,NA,1214.083,151,136,"ProximitytoHolefromRough",2013
125,125,"Fabian Gomez",65,NA,1056.083,132,49,"ProximitytoHolefromRough",2013
125,125,"Jimmy Walker",84,NA,1519.5,190,36,"ProximitytoHolefromRough",2013
125,125,"Gary Woodland",94,NA,1681.167,210,148,"ProximitytoHolefromRough",2013
130,130,"Robert Allenby",58,NA,1150.667,142,168,"ProximitytoHolefromRough",2013
130,130,"Sangmoon Bae",83,NA,1509.083,186,176,"ProximitytoHolefromRough",2013
130,130,"Greg Chalmers",77,NA,1466.25,181,63,"ProximitytoHolefromRough",2013
130,130,"Kevin Chappell",80,NA,1470.5,182,81,"ProximitytoHolefromRough",2013
130,130,"Ben Kohles",75,NA,1312.5,162,126,"ProximitytoHolefromRough",2013
130,130,"Graeme McDowell",53,NA,869.333,108,30,"ProximitytoHolefromRough",2013
130,130,"Ryan Palmer",79,NA,1358.667,168,133,"ProximitytoHolefromRough",2013
130,130,"Adam Scott",61,NA,1026.833,127,119,"ProximitytoHolefromRough",2013
130,130,"John Senden",79,NA,1331.833,165,153,"ProximitytoHolefromRough",2013
130,130,"Scott Stallings",79,NA,1497.583,185,139,"ProximitytoHolefromRough",2013
130,130,"Michael Thompson",66,NA,1248.917,154,93,"ProximitytoHolefromRough",2013
141,141,"Ricky Barnes",74,NA,990.083,121,162,"ProximitytoHolefromRough",2013
141,141,"Martin Kaymer",61,NA,759.417,93,171,"ProximitytoHolefromRough",2013
143,143,"Stewart Cink",71,NA,960.333,116,164,"ProximitytoHolefromRough",2013
144,144,"Jason Dufner",78,NA,1179.417,142,70,"ProximitytoHolefromRough",2013
144,144,"Lucas Glover",65,NA,1008.083,121,174,"ProximitytoHolefromRough",2013
144,144,"Vaughn Taylor",50,NA,887.5,107,107,"ProximitytoHolefromRough",2013
147,147,"Harris English",95,NA,1760.5,210,125,"ProximitytoHolefromRough",2013
147,147,"Jim Herman",59,NA,890.833,106,149,"ProximitytoHolefromRough",2013
147,147,"Jason Kokrak",78,NA,1605.5,191,83,"ProximitytoHolefromRough",2013
150,150,"Derek Ernst",58,NA,1283.167,151,179,"ProximitytoHolefromRough",2013
150,150,"Ryo Ishikawa",72,NA,1131.167,133,160,"ProximitytoHolefromRough",2013
150,150,"Brandt Jobe",62,NA,901.75,106,146,"ProximitytoHolefromRough",2013
150,150,"David Mathis",71,NA,1323.833,156,172,"ProximitytoHolefromRough",2013
150,150,"Nicholas Thompson",99,NA,1736.25,205,109,"ProximitytoHolefromRough",2013
155,155,"Justin Bolli",59,NA,1118.5,130,106,"ProximitytoHolefromRough",2013
155,155,"Billy Horschel",96,NA,1831.75,213,131,"ProximitytoHolefromRough",2013
155,155,"Justin Rose",62,NA,921.083,107,35,"ProximitytoHolefromRough",2013
155,155,"Johnson Wagner",64,NA,988.917,115,120,"ProximitytoHolefromRough",2013
155,155,"Lee Westwood",70,NA,1247,145,21,"ProximitytoHolefromRough",2013
160,160,"Steve LeBrun",66,NA,1029.583,119,97,"ProximitytoHolefromRough",2013
161,161,"Bud Cauley",67,NA,1284.417,147,165,"ProximitytoHolefromRough",2013
161,161,"Justin Hicks",79,NA,1326.583,151,175,"ProximitytoHolefromRough",2013
161,161,"Charley Hoffman",84,NA,1520.25,173,154,"ProximitytoHolefromRough",2013
161,161,"Richard Lee",81,NA,1392.583,159,11,"ProximitytoHolefromRough",2013
161,161,"Troy Matteson",68,NA,1281.417,147,63,"ProximitytoHolefromRough",2013
161,161,"Alistair Presnell",59,NA,1020.333,117,101,"ProximitytoHolefromRough",2013
167,167,"John Rollins",77,NA,1269.833,144,93,"ProximitytoHolefromRough",2013
168,168,"Charlie Beljan",62,NA,1139.583,128,170,"ProximitytoHolefromRough",2013
168,168,"Kyle Stanley",71,NA,1424,159,155,"ProximitytoHolefromRough",2013
168,168,"Charlie Wi",75,NA,1584,178,47,"ProximitytoHolefromRough",2013
171,171,"Luke List",65,NA,1379.583,154,151,"ProximitytoHolefromRough",2013
172,172,"Tommy Gainey",84,NA,1751.417,191,152,"ProximitytoHolefromRough",2013
172,172,"George McNeill",68,NA,1314.417,143,49,"ProximitytoHolefromRough",2013
174,174,"Russell Henley",80,NA,1593.5,173,104,"ProximitytoHolefromRough",2013
174,174,"Sean OHair",56,NA,1326.5,144,169,"ProximitytoHolefromRough",2013
174,174,"Andrew Svoboda",46,NA,779.583,84,167,"ProximitytoHolefromRough",2013
177,177,"Robert Garrigus",69,NA,1410.167,151,180,"ProximitytoHolefromRough",2013
178,178,"Henrik Norlander",70,NA,1236.333,131,138,"ProximitytoHolefromRough",2013
179,179,"JJ Henry",83,NA,1512.667,155,112,"ProximitytoHolefromRough",2013
180,180,"Eric Meierdierks",48,NA,922.083,92,177,"ProximitytoHolefromRough",2013
