"GIRPercentage175200yards_RANKTHISWEEK_2009","GIRPercentage175200yards_RANKLASTWEEK_2009","GIRPercentage175200yards_PLAYERNAME_2009","GIRPercentage175200yards_ROUNDS_2009","GIRPercentage175200yards_Pct_2009","GIRPercentage175200yards_GREENSHIT_2009","GIRPercentage175200yards_TOTALHOLES_2009","GIRPercentage175200yards_RELATIVETOPAR_2009","stat_name","year"
1,1,"Joe Durant",62,67.04,120,179,-0.11,"GIRPercentage175200yards",2009
2,2,"JJ Henry",97,67,201,300,-0.09,"GIRPercentage175200yards",2009
3,3,"DJ Trahan",96,64.57,164,254,-0.07,"GIRPercentage175200yards",2009
4,4,"Michael Allen",73,63.5,127,200,-0.09,"GIRPercentage175200yards",2009
5,5,"Rich Beem",77,63.18,127,201,-0.09,"GIRPercentage175200yards",2009
6,6,"Briny Baird",89,62.93,163,259,-0.1,"GIRPercentage175200yards",2009
7,7,"Kevin Stadler",65,62.92,112,178,-0.11,"GIRPercentage175200yards",2009
8,8,"Bryce Molder",69,62.91,134,213,-0.07,"GIRPercentage175200yards",2009
9,9,"Patrick Sheehan",51,62.88,83,132,-0.13,"GIRPercentage175200yards",2009
10,10,"Tom Lehman",55,62.67,94,150,-0.11,"GIRPercentage175200yards",2009
11,11,"Ricky Barnes",67,62.57,112,179,-0.12,"GIRPercentage175200yards",2009
12,12,"John Senden",100,62.5,200,320,-0.15,"GIRPercentage175200yards",2009
13,13,"Martin Laird",72,62.3,119,191,-0.08,"GIRPercentage175200yards",2009
14,14,"Stewart Cink",79,61.22,120,196,-0.17,"GIRPercentage175200yards",2009
15,15,"Matt Jones",56,60.87,98,161,-0.14,"GIRPercentage175200yards",2009
15,15,"Tiger Woods",64,60.87,112,184,-0.18,"GIRPercentage175200yards",2009
17,17,"Jay Williamson",69,60.71,119,196,0,"GIRPercentage175200yards",2009
18,18,"Jason Gore",74,60.2,121,201,-0.04,"GIRPercentage175200yards",2009
19,19,"Rory Sabbatini",81,60.18,133,221,-0.16,"GIRPercentage175200yards",2009
20,20,"Steve Marino",98,60.15,160,266,-0.14,"GIRPercentage175200yards",2009
21,21,"Bill Haas",91,60.07,176,293,-0.07,"GIRPercentage175200yards",2009
22,22,"DA Points",99,60,192,320,-0.17,"GIRPercentage175200yards",2009
23,23,"David Toms",98,59.93,166,277,-0.19,"GIRPercentage175200yards",2009
24,24,"Colt Knost",71,59.9,124,207,-0.13,"GIRPercentage175200yards",2009
25,25,"Robert Allenby",71,59.6,118,198,-0.07,"GIRPercentage175200yards",2009
25,25,"Ben Curtis",63,59.6,90,151,-0.11,"GIRPercentage175200yards",2009
27,27,"Greg Owen",97,59.39,174,293,-0.07,"GIRPercentage175200yards",2009
28,28,"Brendon Todd",53,59.31,121,204,-0.14,"GIRPercentage175200yards",2009
29,29,"Mark Wilson",99,59.25,189,319,-0.16,"GIRPercentage175200yards",2009
30,30,"Brendon de Jonge",90,59.04,160,271,-0.11,"GIRPercentage175200yards",2009
31,31,"Angel Cabrera",55,58.93,66,112,-0.08,"GIRPercentage175200yards",2009
32,32,"Sean OHair",80,58.89,106,180,-0.12,"GIRPercentage175200yards",2009
33,33,"Johnson Wagner",81,58.76,161,274,-0.14,"GIRPercentage175200yards",2009
34,34,"Troy Matteson",95,58.72,175,298,-0.08,"GIRPercentage175200yards",2009
35,35,"Chad Campbell",90,58.47,145,248,-0.14,"GIRPercentage175200yards",2009
35,35,"Lucas Glover",93,58.47,145,248,-0.19,"GIRPercentage175200yards",2009
37,37,"Chris Stroud",88,58.39,160,274,-0.13,"GIRPercentage175200yards",2009
38,38,"Heath Slocum",95,58.33,168,288,-0.09,"GIRPercentage175200yards",2009
39,39,"Hunter Mahan",94,58.3,130,223,-0.18,"GIRPercentage175200yards",2009
40,40,"Nick OHern",90,58.28,197,338,-0.16,"GIRPercentage175200yards",2009
41,41,"Kevin Streelman",97,58.27,155,266,-0.11,"GIRPercentage175200yards",2009
42,42,"Billy Mayfair",83,58.12,136,234,-0.08,"GIRPercentage175200yards",2009
43,43,"Alex Cejka",82,57.99,156,269,-0.12,"GIRPercentage175200yards",2009
44,44,"Matt Weibring",65,57.98,109,188,-0.14,"GIRPercentage175200yards",2009
45,45,"Leif Olson",51,57.86,81,140,-0.16,"GIRPercentage175200yards",2009
46,46,"Cliff Kresge",78,57.81,148,256,-0.11,"GIRPercentage175200yards",2009
47,47,"Rod Pampling",72,57.69,120,208,-0.1,"GIRPercentage175200yards",2009
48,48,"Vaughn Taylor",88,57.68,154,267,-0.19,"GIRPercentage175200yards",2009
