"FairwayApproachRTPScore_RANKTHISWEEK_2008","FairwayApproachRTPScore_RANKLASTWEEK_2008","FairwayApproachRTPScore_PLAYERNAME_2008","FairwayApproachRTPScore_ROUNDS_2008","FairwayApproachRTPScore_AVGRTP_2008","stat_name","year"
59,59,"Kent Jones",68,-0.075,"FairwayApproachRTPScore",2008
60,60,"Stuart Appleby",87,-0.074,"FairwayApproachRTPScore",2008
61,61,"Eric Axley",113,-0.073,"FairwayApproachRTPScore",2008
61,61,"Marco Dawson",64,-0.073,"FairwayApproachRTPScore",2008
61,61,"Jesper Parnevik",88,-0.073,"FairwayApproachRTPScore",2008
64,64,"Lucas Glover",91,-0.072,"FairwayApproachRTPScore",2008
64,64,"Tim Herron",97,-0.072,"FairwayApproachRTPScore",2008
66,66,"Briny Baird",113,-0.071,"FairwayApproachRTPScore",2008
66,66,"Freddie Jacobson",78,-0.071,"FairwayApproachRTPScore",2008
66,66,"Adam Scott",51,-0.071,"FairwayApproachRTPScore",2008
66,66,"Boo Weekley",86,-0.071,"FairwayApproachRTPScore",2008
66,66,"Charlie Wi",97,-0.071,"FairwayApproachRTPScore",2008
71,71,"Carlos Franco",73,-0.07,"FairwayApproachRTPScore",2008
71,71,"David Toms",70,-0.07,"FairwayApproachRTPScore",2008
73,73,"Jonathan Byrd",88,-0.069,"FairwayApproachRTPScore",2008
73,73,"Fred Couples",60,-0.069,"FairwayApproachRTPScore",2008
73,73,"Ernie Els",51,-0.069,"FairwayApproachRTPScore",2008
73,73,"Bob Estes",90,-0.069,"FairwayApproachRTPScore",2008
73,73,"Tag Ridings",88,-0.069,"FairwayApproachRTPScore",2008
78,78,"Jason Day",81,-0.067,"FairwayApproachRTPScore",2008
78,78,"Robert Garrigus",90,-0.067,"FairwayApproachRTPScore",2008
78,78,"Craig Kanada",65,-0.067,"FairwayApproachRTPScore",2008
78,78,"Jeff Overton",103,-0.067,"FairwayApproachRTPScore",2008
82,82,"Sergio Garcia",72,-0.066,"FairwayApproachRTPScore",2008
82,82,"Andres Romero",69,-0.066,"FairwayApproachRTPScore",2008
84,84,"Kevin Na",97,-0.065,"FairwayApproachRTPScore",2008
85,85,"Jason Gore",94,-0.064,"FairwayApproachRTPScore",2008
85,85,"JB Holmes",86,-0.064,"FairwayApproachRTPScore",2008
85,85,"Shigeki Maruyama",50,-0.064,"FairwayApproachRTPScore",2008
85,85,"YE Yang",89,-0.064,"FairwayApproachRTPScore",2008
89,89,"Brad Elder",67,-0.063,"FairwayApproachRTPScore",2008
89,89,"Steve Elkington",84,-0.063,"FairwayApproachRTPScore",2008
89,89,"Joe Ogilvie",100,-0.063,"FairwayApproachRTPScore",2008
92,92,"Ben Curtis",80,-0.062,"FairwayApproachRTPScore",2008
92,92,"Brian Davis",108,-0.062,"FairwayApproachRTPScore",2008
94,94,"Tom Lehman",51,-0.061,"FairwayApproachRTPScore",2008
94,94,"Scott McCarron",63,-0.061,"FairwayApproachRTPScore",2008
94,94,"Corey Pavin",69,-0.061,"FairwayApproachRTPScore",2008
97,97,"James Driscoll",85,-0.06,"FairwayApproachRTPScore",2008
97,97,"Michael Letzig",88,-0.06,"FairwayApproachRTPScore",2008
99,99,"Davis Love III",78,-0.059,"FairwayApproachRTPScore",2008
99,99,"John Senden",93,-0.059,"FairwayApproachRTPScore",2008
101,101,"Bart Bryant",81,-0.058,"FairwayApproachRTPScore",2008
101,101,"Paul Casey",55,-0.058,"FairwayApproachRTPScore",2008
101,101,"Patrick Sheehan",124,-0.058,"FairwayApproachRTPScore",2008
101,101,"Marc Turnesa",87,-0.058,"FairwayApproachRTPScore",2008
105,105,"Padraig Harrington",52,-0.057,"FairwayApproachRTPScore",2008
106,106,"Tommy Armour III",77,-0.056,"FairwayApproachRTPScore",2008
106,106,"Shane Bertsch",96,-0.056,"FairwayApproachRTPScore",2008
106,106,"Todd Demsey",80,-0.056,"FairwayApproachRTPScore",2008
106,106,"Carl Pettersson",110,-0.056,"FairwayApproachRTPScore",2008
110,110,"Chris Riley",51,-0.055,"FairwayApproachRTPScore",2008
111,111,"Jeff Gove",50,-0.054,"FairwayApproachRTPScore",2008
112,112,"Brad Adamonis",87,-0.053,"FairwayApproachRTPScore",2008
112,112,"Bill Haas",99,-0.053,"FairwayApproachRTPScore",2008
112,112,"Frank Lickliter II",107,-0.053,"FairwayApproachRTPScore",2008
112,112,"John Mallinger",95,-0.053,"FairwayApproachRTPScore",2008
112,112,"John Merrick",98,-0.053,"FairwayApproachRTPScore",2008
112,112,"Bo Van Pelt",101,-0.053,"FairwayApproachRTPScore",2008
118,118,"Brett Quigley",80,-0.051,"FairwayApproachRTPScore",2008
119,119,"Rich Beem",90,-0.05,"FairwayApproachRTPScore",2008
119,119,"Richard Johnson",60,-0.05,"FairwayApproachRTPScore",2008
119,119,"Brandt Snedeker",85,-0.05,"FairwayApproachRTPScore",2008
119,119,"Omar Uresti",74,-0.05,"FairwayApproachRTPScore",2008
123,123,"Billy Mayfair",103,-0.049,"FairwayApproachRTPScore",2008
124,124,"Cameron Beckman",87,-0.048,"FairwayApproachRTPScore",2008
124,124,"Todd Hamilton",92,-0.048,"FairwayApproachRTPScore",2008
124,124,"Sean OHair",81,-0.048,"FairwayApproachRTPScore",2008
124,124,"Tom Scherrer",56,-0.048,"FairwayApproachRTPScore",2008
128,128,"Charley Hoffman",94,-0.047,"FairwayApproachRTPScore",2008
128,128,"Chez Reavie",102,-0.047,"FairwayApproachRTPScore",2008
128,128,"John Rollins",94,-0.047,"FairwayApproachRTPScore",2008
128,128,"Scott Sterling",89,-0.047,"FairwayApproachRTPScore",2008
128,128,"Jay Williamson",96,-0.047,"FairwayApproachRTPScore",2008
133,133,"Heath Slocum",104,-0.046,"FairwayApproachRTPScore",2008
134,134,"Chris Stroud",81,-0.045,"FairwayApproachRTPScore",2008
135,135,"Chad Collins",72,-0.044,"FairwayApproachRTPScore",2008
136,136,"Lee Janzen",89,-0.043,"FairwayApproachRTPScore",2008
136,136,"Will Ma Kenzie",62,-0.043,"FairwayApproachRTPScore",2008
136,136,"Johnson Wagner",83,-0.043,"FairwayApproachRTPScore",2008
139,139,"Chris DiMarco",87,-0.042,"FairwayApproachRTPScore",2008
139,139,"Mathias Gronberg",87,-0.042,"FairwayApproachRTPScore",2008
139,139,"Parker McLachlin",88,-0.042,"FairwayApproachRTPScore",2008
139,139,"Tim Petrovic",97,-0.042,"FairwayApproachRTPScore",2008
143,143,"Nathan Green",95,-0.039,"FairwayApproachRTPScore",2008
143,143,"JJ Henry",108,-0.039,"FairwayApproachRTPScore",2008
143,143,"Doug LaBelle II",65,-0.039,"FairwayApproachRTPScore",2008
143,143,"Peter Lonard",92,-0.039,"FairwayApproachRTPScore",2008
143,143,"Ryan Moore",72,-0.039,"FairwayApproachRTPScore",2008
143,143,"Jimmy Walker",73,-0.039,"FairwayApproachRTPScore",2008
150,150,"Daniel Chopra",84,-0.037,"FairwayApproachRTPScore",2008
150,150,"Jeff Maggert",86,-0.037,"FairwayApproachRTPScore",2008
150,150,"Troy Matteson",94,-0.037,"FairwayApproachRTPScore",2008
150,150,"Bob Sowards",61,-0.037,"FairwayApproachRTPScore",2008
150,150,"Nicholas Thompson",113,-0.037,"FairwayApproachRTPScore",2008
155,155,"Paul Goydos",78,-0.036,"FairwayApproachRTPScore",2008
156,156,"Dustin Johnson",92,-0.035,"FairwayApproachRTPScore",2008
157,157,"Mark Hensby",71,-0.034,"FairwayApproachRTPScore",2008
157,157,"Matt Jones",95,-0.034,"FairwayApproachRTPScore",2008
159,159,"Jerry Kelly",89,-0.033,"FairwayApproachRTPScore",2008
160,160,"Kevin Stadler",90,-0.032,"FairwayApproachRTPScore",2008
161,161,"Steve Allan",58,-0.031,"FairwayApproachRTPScore",2008
162,162,"Brandt Jobe",52,-0.03,"FairwayApproachRTPScore",2008
163,163,"Joe Durant",92,-0.029,"FairwayApproachRTPScore",2008
163,163,"Greg Kraft",63,-0.029,"FairwayApproachRTPScore",2008
165,165,"Cliff Kresge",84,-0.028,"FairwayApproachRTPScore",2008
166,166,"Harrison Frazar",73,-0.025,"FairwayApproachRTPScore",2008
167,167,"Ryan Armour",87,-0.023,"FairwayApproachRTPScore",2008
167,167,"Mark Calcavecchia",67,-0.023,"FairwayApproachRTPScore",2008
167,167,"Tommy Gainey",60,-0.023,"FairwayApproachRTPScore",2008
170,170,"Alejandro Canizares",52,-0.022,"FairwayApproachRTPScore",2008
171,171,"Stephen Leaney",53,-0.019,"FairwayApproachRTPScore",2008
171,171,"Rocco Mediate",87,-0.019,"FairwayApproachRTPScore",2008
173,173,"Alex Cejka",75,-0.018,"FairwayApproachRTPScore",2008
174,174,"Paul Claxton",63,-0.017,"FairwayApproachRTPScore",2008
174,174,"Ron Whittaker",54,-0.017,"FairwayApproachRTPScore",2008
176,176,"Jon Mills",95,-0.016,"FairwayApproachRTPScore",2008
177,177,"Trevor Immelman",70,-0.014,"FairwayApproachRTPScore",2008
178,178,"Nick Flanagan",89,-0.013,"FairwayApproachRTPScore",2008
178,178,"Brett Rumford",72,-0.013,"FairwayApproachRTPScore",2008
180,180,"Justin Bolli",87,-0.01,"FairwayApproachRTPScore",2008
181,181,"Ian Poulter",51,-0.008,"FairwayApproachRTPScore",2008
182,182,"Ted Purdy",68,-0.006,"FairwayApproachRTPScore",2008
183,183,"Olin Browne",77,-0.005,"FairwayApproachRTPScore",2008
183,183,"Kenneth Ferrie",72,-0.005,"FairwayApproachRTPScore",2008
185,185,"Jim McGovern",75,-0.004,"FairwayApproachRTPScore",2008
186,186,"Jason Allred",63,-0.003,"FairwayApproachRTPScore",2008
186,186,"Charles Warren",79,-0.003,"FairwayApproachRTPScore",2008
188,188,"Steve Lowery",74,-0.001,"FairwayApproachRTPScore",2008
189,189,"Robert Gamez",79,0.002,"FairwayApproachRTPScore",2008
190,190,"Billy Andrade",71,0.004,"FairwayApproachRTPScore",2008
191,191,"JP Hayes",67,0.005,"FairwayApproachRTPScore",2008
192,192,"David Lutterus",59,0.009,"FairwayApproachRTPScore",2008
192,192,"Jin Park",85,0.009,"FairwayApproachRTPScore",2008
194,194,"Cody Freeman",66,0.013,"FairwayApproachRTPScore",2008
195,195,"Kyle Thompson",70,0.015,"FairwayApproachRTPScore",2008
196,196,"David Duval",51,0.031,"FairwayApproachRTPScore",2008
197,197,"Travis Perkins",53,0.068,"FairwayApproachRTPScore",2008
