"EarlyRound2ScoringAverage_RANKTHISWEEK_2005","EarlyRound2ScoringAverage_RANKLASTWEEK_2005","EarlyRound2ScoringAverage_PLAYERNAME_2005","EarlyRound2ScoringAverage__2005","EarlyRound2ScoringAverage_AVG_2005","EarlyRound2ScoringAverage_TOTALSTROKES_2005","EarlyRound2ScoringAverage_TOTALROUNDS_2005","stat_name","year"
1,1,"Phil Mickelson",NA,67.5,540,8,"EarlyRound2ScoringAverage",2005
2,2,"Arjun Atwal",NA,68.14,477,7,"EarlyRound2ScoringAverage",2005
3,3,"Luke Donald",NA,68.63,549,8,"EarlyRound2ScoringAverage",2005
4,4,"John Senden",NA,68.69,893,13,"EarlyRound2ScoringAverage",2005
5,5,"Shigeki Maruyama",NA,68.73,756,11,"EarlyRound2ScoringAverage",2005
6,6,"Kevin Sutherland",NA,68.8,688,10,"EarlyRound2ScoringAverage",2005
7,7,"Billy Mayfair",NA,68.81,1101,16,"EarlyRound2ScoringAverage",2005
8,8,"Retief Goosen",NA,68.86,482,7,"EarlyRound2ScoringAverage",2005
9,9,"Tim Herron",NA,68.88,1171,17,"EarlyRound2ScoringAverage",2005
9,9,"David Toms",NA,68.88,551,8,"EarlyRound2ScoringAverage",2005
11,11,"Loren Roberts",NA,69,483,7,"EarlyRound2ScoringAverage",2005
12,12,"Mark Calcavecchia",NA,69.18,761,11,"EarlyRound2ScoringAverage",2005
12,12,"Tom Lehman",NA,69.18,761,11,"EarlyRound2ScoringAverage",2005
14,14,"Rocco Mediate",NA,69.23,900,13,"EarlyRound2ScoringAverage",2005
15,15,"Scott Verplank",NA,69.27,762,11,"EarlyRound2ScoringAverage",2005
16,16,"Dean Wilson",NA,69.33,832,12,"EarlyRound2ScoringAverage",2005
16,16,"Tiger Woods",NA,69.33,208,3,"EarlyRound2ScoringAverage",2005
18,18,"Jim Furyk",NA,69.38,1110,16,"EarlyRound2ScoringAverage",2005
19,19,"Craig Barlow",NA,69.42,833,12,"EarlyRound2ScoringAverage",2005
20,20,"Brandt Jobe",NA,69.44,1111,16,"EarlyRound2ScoringAverage",2005
21,21,"Bob Tway",NA,69.45,764,11,"EarlyRound2ScoringAverage",2005
22,22,"Stuart Appleby",NA,69.54,904,13,"EarlyRound2ScoringAverage",2005
23,23,"Ryuji Imada",NA,69.64,975,14,"EarlyRound2ScoringAverage",2005
24,24,"Ben Crane",NA,69.67,836,12,"EarlyRound2ScoringAverage",2005
25,25,"Tim Clark",NA,69.69,906,13,"EarlyRound2ScoringAverage",2005
25,25,"Kent Jones",NA,69.69,1115,16,"EarlyRound2ScoringAverage",2005
25,25,"Justin Rose",NA,69.69,1115,16,"EarlyRound2ScoringAverage",2005
25,25,"Heath Slocum",NA,69.69,906,13,"EarlyRound2ScoringAverage",2005
25,25,"Brett Wetterich",NA,69.69,1115,16,"EarlyRound2ScoringAverage",2005
30,30,"Jerry Kelly",NA,69.7,697,10,"EarlyRound2ScoringAverage",2005
30,30,"Corey Pavin",NA,69.7,697,10,"EarlyRound2ScoringAverage",2005
32,32,"Joey Snyder III",NA,69.72,1255,18,"EarlyRound2ScoringAverage",2005
33,33,"Bo Van Pelt",NA,69.73,1534,22,"EarlyRound2ScoringAverage",2005
34,34,"JP Hayes",NA,69.75,837,12,"EarlyRound2ScoringAverage",2005
35,35,"Adam Scott",NA,69.78,628,9,"EarlyRound2ScoringAverage",2005
36,36,"Charles Howell III",NA,69.86,978,14,"EarlyRound2ScoringAverage",2005
37,37,"Harrison Frazar",NA,69.87,1048,15,"EarlyRound2ScoringAverage",2005
38,38,"Patrick Sheehan",NA,69.89,1258,18,"EarlyRound2ScoringAverage",2005
39,39,"John Daly",NA,69.92,839,12,"EarlyRound2ScoringAverage",2005
39,39,"Davis Love III",NA,69.92,839,12,"EarlyRound2ScoringAverage",2005
39,39,"Jeff Maggert",NA,69.92,839,12,"EarlyRound2ScoringAverage",2005
42,42,"Vijay Singh",NA,69.94,1189,17,"EarlyRound2ScoringAverage",2005
43,43,"Tommy Armour III",NA,70,980,14,"EarlyRound2ScoringAverage",2005
43,43,"Bob Estes",NA,70,910,13,"EarlyRound2ScoringAverage",2005
43,43,"Richard Johnson",NA,70,490,7,"EarlyRound2ScoringAverage",2005
43,43,"Will Ma Kenzie",NA,70,910,13,"EarlyRound2ScoringAverage",2005
43,43,"Lee Westwood",NA,70,560,8,"EarlyRound2ScoringAverage",2005
48,48,"Dudley Hart",NA,70.09,771,11,"EarlyRound2ScoringAverage",2005
49,49,"Sergio Garcia",NA,70.1,701,10,"EarlyRound2ScoringAverage",2005
49,49,"Peter Lonard",NA,70.1,701,10,"EarlyRound2ScoringAverage",2005
51,51,"Hunter Haas",NA,70.15,912,13,"EarlyRound2ScoringAverage",2005
52,52,"Jeff Brehaut",NA,70.17,842,12,"EarlyRound2ScoringAverage",2005
53,53,"Daniel Chopra",NA,70.18,1193,17,"EarlyRound2ScoringAverage",2005
54,54,"Briny Baird",NA,70.19,1123,16,"EarlyRound2ScoringAverage",2005
55,55,"Padraig Harrington",NA,70.2,702,10,"EarlyRound2ScoringAverage",2005
