"GIRPuttingAvg2530_RANKTHISWEEK_2007","GIRPuttingAvg2530_RANKLASTWEEK_2007","GIRPuttingAvg2530_PLAYERNAME_2007","GIRPuttingAvg2530_ROUNDS_2007","GIRPuttingAvg2530_PctMADE_2007","GIRPuttingAvg2530_ATTEMPTS_2007","GIRPuttingAvg2530_PUTTSMADE_2007","stat_name","year"
55,55,"Greg Owen",81,1.01,69,7,"GIRPuttingAvg2530",2007
55,55,"Dicky Pride",71,1.01,69,7,"GIRPuttingAvg2530",2007
58,58,"Bubba Dickerson",51,1,40,4,"GIRPuttingAvg2530",2007
58,58,"John Mallinger",96,1,100,10,"GIRPuttingAvg2530",2007
58,58,"Rory Sabbatini",81,1,70,7,"GIRPuttingAvg2530",2007
61,61,"Bob Heintz",85,0.99,71,7,"GIRPuttingAvg2530",2007
61,61,"Tom Johnson",74,0.99,71,7,"GIRPuttingAvg2530",2007
61,61,"Corey Pavin",81,0.99,71,7,"GIRPuttingAvg2530",2007
64,64,"Will Ma Kenzie",100,0.97,103,10,"GIRPuttingAvg2530",2007
64,64,"Pat Perez",84,0.97,62,6,"GIRPuttingAvg2530",2007
66,66,"George McNeill",95,0.96,83,8,"GIRPuttingAvg2530",2007
66,66,"Carl Pettersson",111,0.96,94,9,"GIRPuttingAvg2530",2007
68,68,"Brian Gay",107,0.95,105,10,"GIRPuttingAvg2530",2007
68,68,"Nathan Green",103,0.95,95,9,"GIRPuttingAvg2530",2007
68,68,"Hunter Mahan",91,0.95,74,7,"GIRPuttingAvg2530",2007
68,68,"Chris Riley",59,0.95,42,4,"GIRPuttingAvg2530",2007
72,72,"Steve Marino",106,0.94,96,9,"GIRPuttingAvg2530",2007
73,73,"Jeff Quinney",95,0.93,97,9,"GIRPuttingAvg2530",2007
73,73,"Justin Rose",63,0.93,43,4,"GIRPuttingAvg2530",2007
73,73,"Charles Warren",101,0.93,108,10,"GIRPuttingAvg2530",2007
76,76,"Justin Leonard",95,0.92,87,8,"GIRPuttingAvg2530",2007
77,77,"Daniel Chopra",106,0.9,89,8,"GIRPuttingAvg2530",2007
77,77,"JP Hayes",89,0.9,78,7,"GIRPuttingAvg2530",2007
77,77,"Ryan Moore",92,0.9,78,7,"GIRPuttingAvg2530",2007
80,80,"Jose Coceres",50,0.89,45,4,"GIRPuttingAvg2530",2007
80,80,"Kevin Stadler",95,0.89,90,8,"GIRPuttingAvg2530",2007
82,82,"Michael Putnam",96,0.88,80,7,"GIRPuttingAvg2530",2007
83,83,"Tom Byrum",50,0.87,46,4,"GIRPuttingAvg2530",2007
83,83,"Joey Sindelar",75,0.87,69,6,"GIRPuttingAvg2530",2007
85,85,"Craig Bowden",78,0.86,58,5,"GIRPuttingAvg2530",2007
85,85,"Marco Dawson",73,0.86,70,6,"GIRPuttingAvg2530",2007
85,85,"John Senden",97,0.86,93,8,"GIRPuttingAvg2530",2007
85,85,"Boo Weekley",101,0.86,81,7,"GIRPuttingAvg2530",2007
89,89,"Jason Bohn",57,0.85,59,5,"GIRPuttingAvg2530",2007
90,90,"Joe Durant",88,0.84,95,8,"GIRPuttingAvg2530",2007
91,91,"Craig Barlow",52,0.83,60,5,"GIRPuttingAvg2530",2007
91,91,"JB Holmes",71,0.83,72,6,"GIRPuttingAvg2530",2007
91,91,"Bryce Molder",56,0.83,48,4,"GIRPuttingAvg2530",2007
91,91,"Jeff Overton",60,0.83,48,4,"GIRPuttingAvg2530",2007
91,91,"Bubba Watson",80,0.83,60,5,"GIRPuttingAvg2530",2007
91,91,"Tiger Woods",63,0.83,48,4,"GIRPuttingAvg2530",2007
97,97,"Troy Matteson",87,0.82,73,6,"GIRPuttingAvg2530",2007
98,98,"Jim Furyk",84,0.81,74,6,"GIRPuttingAvg2530",2007
98,98,"Robert Gamez",88,0.81,86,7,"GIRPuttingAvg2530",2007
98,98,"Jerry Kelly",101,0.81,86,7,"GIRPuttingAvg2530",2007
98,98,"Nick Watney",87,0.81,62,5,"GIRPuttingAvg2530",2007
102,102,"Bob Estes",88,0.8,87,7,"GIRPuttingAvg2530",2007
103,103,"Eric Axley",107,0.79,101,8,"GIRPuttingAvg2530",2007
103,103,"Steve Flesch",100,0.79,89,7,"GIRPuttingAvg2530",2007
105,105,"Jeff Brehaut",59,0.78,51,4,"GIRPuttingAvg2530",2007
105,105,"Kenny Perry",83,0.78,103,8,"GIRPuttingAvg2530",2007
107,107,"Robert Allenby",90,0.76,92,7,"GIRPuttingAvg2530",2007
107,107,"Trevor Immelman",74,0.76,66,5,"GIRPuttingAvg2530",2007
107,107,"Craig Kanada",109,0.76,92,7,"GIRPuttingAvg2530",2007
110,110,"Rich Beem",89,0.75,80,6,"GIRPuttingAvg2530",2007
110,110,"Davis Love III",66,0.75,67,5,"GIRPuttingAvg2530",2007
110,110,"Heath Slocum",101,0.75,93,7,"GIRPuttingAvg2530",2007
113,113,"Paul Goydos",60,0.74,54,4,"GIRPuttingAvg2530",2007
114,114,"Frank Lickliter II",95,0.73,110,8,"GIRPuttingAvg2530",2007
114,114,"Jim Rutledge",59,0.73,55,4,"GIRPuttingAvg2530",2007
116,116,"Stuart Appleby",74,0.71,56,4,"GIRPuttingAvg2530",2007
116,116,"Michael Boyd",61,0.71,56,4,"GIRPuttingAvg2530",2007
116,116,"Parker McLachlin",83,0.71,70,5,"GIRPuttingAvg2530",2007
119,119,"Paul Gow",70,0.7,57,4,"GIRPuttingAvg2530",2007
119,119,"Lee Janzen",66,0.7,43,3,"GIRPuttingAvg2530",2007
119,119,"Tom Lehman",62,0.7,57,4,"GIRPuttingAvg2530",2007
119,119,"Geoff Ogilvy",84,0.7,71,5,"GIRPuttingAvg2530",2007
119,119,"David Toms",80,0.7,71,5,"GIRPuttingAvg2530",2007
124,124,"Alex Cejka",80,0.69,72,5,"GIRPuttingAvg2530",2007
124,124,"Arron Oberholser",69,0.69,58,4,"GIRPuttingAvg2530",2007
124,124,"Scott Verplank",82,0.69,58,4,"GIRPuttingAvg2530",2007
127,127,"Andrew Buckle",77,0.68,73,5,"GIRPuttingAvg2530",2007
127,127,"Darron Stiles",65,0.68,59,4,"GIRPuttingAvg2530",2007
129,129,"Cliff Kresge",107,0.67,105,7,"GIRPuttingAvg2530",2007
129,129,"Ted Purdy",102,0.67,119,8,"GIRPuttingAvg2530",2007
131,131,"David Branshaw",83,0.66,91,6,"GIRPuttingAvg2530",2007
131,131,"Sean OHair",98,0.66,91,6,"GIRPuttingAvg2530",2007
131,131,"Brett Quigley",79,0.66,76,5,"GIRPuttingAvg2530",2007
134,134,"Billy Andrade",88,0.65,92,6,"GIRPuttingAvg2530",2007
134,134,"Glen Day",85,0.65,93,6,"GIRPuttingAvg2530",2007
134,134,"Luke Donald",69,0.65,46,3,"GIRPuttingAvg2530",2007
134,134,"Kent Jones",97,0.65,108,7,"GIRPuttingAvg2530",2007
134,134,"Anthony Kim",93,0.65,92,6,"GIRPuttingAvg2530",2007
134,134,"Steve Stricker",81,0.65,62,4,"GIRPuttingAvg2530",2007
140,140,"Jason Dufner",100,0.63,96,6,"GIRPuttingAvg2530",2007
140,140,"Harrison Frazar",88,0.63,64,4,"GIRPuttingAvg2530",2007
140,140,"Jason Schultz",63,0.63,63,4,"GIRPuttingAvg2530",2007
143,143,"Bill Haas",93,0.62,81,5,"GIRPuttingAvg2530",2007
143,143,"Shigeki Maruyama",84,0.62,81,5,"GIRPuttingAvg2530",2007
143,143,"Duffy Waldorf",69,0.62,65,4,"GIRPuttingAvg2530",2007
146,146,"Ryan Palmer",91,0.61,82,5,"GIRPuttingAvg2530",2007
147,147,"Lucas Glover",98,0.6,100,6,"GIRPuttingAvg2530",2007
147,147,"Richard Johnson",93,0.6,84,5,"GIRPuttingAvg2530",2007
147,147,"Daisuke Maruyama",86,0.6,84,5,"GIRPuttingAvg2530",2007
147,147,"Shaun Micheel",91,0.6,84,5,"GIRPuttingAvg2530",2007
147,147,"Brandt Snedeker",105,0.6,83,5,"GIRPuttingAvg2530",2007
152,152,"Retief Goosen",50,0.59,34,2,"GIRPuttingAvg2530",2007
153,153,"Stewart Cink",91,0.57,88,5,"GIRPuttingAvg2530",2007
153,153,"John Merrick",92,0.57,105,6,"GIRPuttingAvg2530",2007
153,153,"Bob Tway",103,0.57,106,6,"GIRPuttingAvg2530",2007
153,153,"Bo Van Pelt",104,0.57,105,6,"GIRPuttingAvg2530",2007
157,157,"Mark Calcavecchia",93,0.56,72,4,"GIRPuttingAvg2530",2007
158,158,"Doug LaBelle II",104,0.55,110,6,"GIRPuttingAvg2530",2007
159,159,"Woody Austin",95,0.54,92,5,"GIRPuttingAvg2530",2007
159,159,"Jeff Maggert",79,0.54,74,4,"GIRPuttingAvg2530",2007
161,161,"Mathias Gronberg",95,0.53,95,5,"GIRPuttingAvg2530",2007
161,161,"Jay Williamson",50,0.53,57,3,"GIRPuttingAvg2530",2007
163,163,"Peter Lonard",85,0.52,77,4,"GIRPuttingAvg2530",2007
163,163,"DJ Trahan",99,0.52,97,5,"GIRPuttingAvg2530",2007
165,165,"Tommy Armour III",81,0.51,78,4,"GIRPuttingAvg2530",2007
165,165,"Chris DiMarco",79,0.51,59,3,"GIRPuttingAvg2530",2007
167,167,"Phil Mickelson",73,0.5,60,3,"GIRPuttingAvg2530",2007
168,168,"John Rollins",102,0.49,82,4,"GIRPuttingAvg2530",2007
169,169,"Johnson Wagner",97,0.47,85,4,"GIRPuttingAvg2530",2007
170,170,"Mike Weir",82,0.44,68,3,"GIRPuttingAvg2530",2007
171,171,"Steve Elkington",87,0.43,70,3,"GIRPuttingAvg2530",2007
171,171,"Stephen Leaney",82,0.43,93,4,"GIRPuttingAvg2530",2007
171,171,"Jeff Sluman",60,0.43,47,2,"GIRPuttingAvg2530",2007
174,174,"Tim Herron",98,0.42,95,4,"GIRPuttingAvg2530",2007
174,174,"Vijay Singh",102,0.42,71,3,"GIRPuttingAvg2530",2007
174,174,"Jaco Van Zyl",51,0.42,48,2,"GIRPuttingAvg2530",2007
177,177,"Rich Barcelo",80,0.41,74,3,"GIRPuttingAvg2530",2007
177,177,"Mark Brooks",53,0.41,49,2,"GIRPuttingAvg2530",2007
179,179,"Tag Ridings",52,0.4,50,2,"GIRPuttingAvg2530",2007
180,180,"Henrik Stenson",52,0.37,27,1,"GIRPuttingAvg2530",2007
181,181,"Fred Funk",65,0.36,56,2,"GIRPuttingAvg2530",2007
182,182,"Charley Hoffman",97,0.35,85,3,"GIRPuttingAvg2530",2007
183,183,"Steve Allan",63,0.34,58,2,"GIRPuttingAvg2530",2007
183,183,"Billy Mayfair",98,0.34,89,3,"GIRPuttingAvg2530",2007
185,185,"Adam Scott",69,0.33,61,2,"GIRPuttingAvg2530",2007
185,185,"Steve Wheatcroft",73,0.33,61,2,"GIRPuttingAvg2530",2007
187,187,"JJ Henry",86,0.32,93,3,"GIRPuttingAvg2530",2007
187,187,"Kirk Triplett",77,0.32,63,2,"GIRPuttingAvg2530",2007
189,189,"Kyle Reifers",71,0.3,67,2,"GIRPuttingAvg2530",2007
190,190,"Jarrod Lyle",77,0.29,70,2,"GIRPuttingAvg2530",2007
190,190,"Ian Poulter",63,0.29,35,1,"GIRPuttingAvg2530",2007
192,192,"John Daly",59,0.26,38,1,"GIRPuttingAvg2530",2007
192,192,"Matt Kuchar",85,0.26,77,2,"GIRPuttingAvg2530",2007
194,194,"Stephen Ames",81,0.25,79,2,"GIRPuttingAvg2530",2007
195,195,"Nick OHern",72,0.19,54,1,"GIRPuttingAvg2530",2007
196,196,"Todd Hamilton",76,0,62,NA,"GIRPuttingAvg2530",2007
