"RoughTendency_RANKTHISWEEK_2008","RoughTendency_RANKLASTWEEK_2008","RoughTendency_PLAYERNAME_2008","RoughTendency_ROUNDS_2008","RoughTendency_Pct_2008","RoughTendency_TOTALROUGH_2008","RoughTendency_POSSIBLEFWYS_2008","RoughTendency_RELATIVETOPAR_2008","stat_name","year"
162,162,"Tommy Gainey",60,31.53,198,628,1.77,"RoughTendency",2008
163,163,"Brandt Snedeker",85,31.61,294,930,1.22,"RoughTendency",2008
164,164,"Brenden Pappas",66,31.74,239,753,-0.17,"RoughTendency",2008
165,165,"Ryuji Imada",80,31.77,298,938,1.01,"RoughTendency",2008
166,166,"Brad Adamonis",87,31.83,331,1040,1.24,"RoughTendency",2008
166,166,"Chad Collins",72,31.83,275,864,1.49,"RoughTendency",2008
168,168,"Steve Stricker",75,32.03,254,793,0.87,"RoughTendency",2008
169,169,"Robert Garrigus",90,32.16,375,1166,0.53,"RoughTendency",2008
170,170,"Shigeki Maruyama",50,32.17,184,572,1.47,"RoughTendency",2008
171,171,"Tag Ridings",88,32.28,356,1103,1.29,"RoughTendency",2008
172,172,"Stuart Appleby",87,32.29,298,923,0.54,"RoughTendency",2008
173,173,"Cody Freeman",66,32.31,241,746,1.2,"RoughTendency",2008
174,174,"Brett Rumford",72,32.32,265,820,0.79,"RoughTendency",2008
175,175,"Sergio Garcia",72,32.43,251,774,0.52,"RoughTendency",2008
176,176,"Jason Allred",63,32.49,219,674,1.87,"RoughTendency",2008
177,177,"Eric Axley",113,32.5,429,1320,1.82,"RoughTendency",2008
177,177,"Charles Howell III",101,32.5,388,1194,0.39,"RoughTendency",2008
179,179,"Brandt Jobe",52,32.61,211,647,0.81,"RoughTendency",2008
179,179,"Vijay Singh",82,32.61,286,877,-0.24,"RoughTendency",2008
181,181,"David Duval",51,32.9,176,535,1.25,"RoughTendency",2008
182,182,"Matt Jones",95,33.42,380,1137,1.34,"RoughTendency",2008
183,183,"Stewart Cink",87,33.68,290,861,0.48,"RoughTendency",2008
184,184,"Fred Couples",60,33.91,236,696,0.68,"RoughTendency",2008
185,185,"Bubba Watson",97,33.94,373,1099,0.21,"RoughTendency",2008
186,186,"Dustin Johnson",92,34.25,375,1095,0.85,"RoughTendency",2008
187,187,"Jeff Overton",103,34.35,429,1249,0.93,"RoughTendency",2008
189,189,"James Driscoll",85,34.78,361,1038,1.33,"RoughTendency",2008
190,190,"Travis Perkins",53,34.98,191,546,0.89,"RoughTendency",2008
191,191,"Phil Mickelson",80,35.34,288,815,0.59,"RoughTendency",2008
192,192,"Jimmy Walker",73,36.63,304,830,1.12,"RoughTendency",2008
193,193,"Daniel Chopra",84,36.95,347,939,0.49,"RoughTendency",2008
194,194,"JB Holmes",86,37.19,347,933,0.84,"RoughTendency",2008
195,195,"Adam Scott",51,37.42,180,481,0.56,"RoughTendency",2008
196,196,"Andres Romero",69,38.07,257,675,1.28,"RoughTendency",2008
197,197,"Angel Cabrera",55,39.07,209,535,1.48,"RoughTendency",2008
