"GIRPercentage150175yards_RANKTHISWEEK_2011","GIRPercentage150175yards_RANKLASTWEEK_2011","GIRPercentage150175yards_PLAYERNAME_2011","GIRPercentage150175yards_ROUNDS_2011","GIRPercentage150175yards_Pct_2011","GIRPercentage150175yards_GREENSHIT_2011","GIRPercentage150175yards_TOTALHOLES_2011","GIRPercentage150175yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Chad Campbell",99,73.84,271,367,-0.14,"GIRPercentage150175yards",2011
2,2,"David Toms",78,72.94,159,218,-0.2,"GIRPercentage150175yards",2011
3,3,"Briny Baird",60,72.14,145,201,-0.13,"GIRPercentage150175yards",2011
4,4,"Ben Curtis",66,71.65,187,261,-0.15,"GIRPercentage150175yards",2011
5,5,"Ernie Els",71,71.18,163,229,-0.2,"GIRPercentage150175yards",2011
6,6,"Joe Durant",71,70.72,186,263,-0.16,"GIRPercentage150175yards",2011
6,6,"Padraig Harrington",60,70.72,128,181,-0.2,"GIRPercentage150175yards",2011
8,8,"Johnson Wagner",81,70.59,204,289,-0.21,"GIRPercentage150175yards",2011
9,9,"Luke Donald",73,70.39,145,206,-0.25,"GIRPercentage150175yards",2011
10,10,"Joseph Bramlett",73,70.27,182,259,-0.08,"GIRPercentage150175yards",2011
11,11,"Bill Lunde",92,70.1,218,311,-0.15,"GIRPercentage150175yards",2011
12,12,"Heath Slocum",89,69.93,200,286,-0.16,"GIRPercentage150175yards",2011
13,13,"Bubba Watson",85,69.86,146,209,-0.14,"GIRPercentage150175yards",2011
14,14,"Matt Kuchar",94,69.71,191,274,-0.18,"GIRPercentage150175yards",2011
15,15,"Billy Horschel",75,69.68,154,221,-0.16,"GIRPercentage150175yards",2011
16,16,"Paul Stankowski",78,69.55,185,266,-0.16,"GIRPercentage150175yards",2011
17,17,"Kris Blanks",92,69.45,241,347,-0.17,"GIRPercentage150175yards",2011
18,18,"John Senden",94,69.23,207,299,-0.16,"GIRPercentage150175yards",2011
18,18,"Webb Simpson",98,69.23,216,312,-0.22,"GIRPercentage150175yards",2011
20,20,"Stephen Ames",69,68.97,180,261,-0.18,"GIRPercentage150175yards",2011
21,21,"Boo Weekley",66,68.9,144,209,-0.17,"GIRPercentage150175yards",2011
22,22,"Brandt Jobe",100,68.63,221,322,-0.19,"GIRPercentage150175yards",2011
23,23,"David Hearn",88,68.49,213,311,-0.16,"GIRPercentage150175yards",2011
24,24,"Kyle Stanley",98,68.46,204,298,-0.12,"GIRPercentage150175yards",2011
25,25,"Brendon de Jonge",105,68.41,262,383,-0.23,"GIRPercentage150175yards",2011
26,26,"Zach Johnson",79,68.25,172,252,-0.17,"GIRPercentage150175yards",2011
27,27,"Steve Elkington",50,68.16,122,179,-0.07,"GIRPercentage150175yards",2011
28,28,"Steve Marino",76,68.1,158,232,-0.17,"GIRPercentage150175yards",2011
29,29,"Aron Price",58,67.63,140,207,-0.16,"GIRPercentage150175yards",2011
30,30,"Davis Love III",70,67.59,146,216,-0.12,"GIRPercentage150175yards",2011
31,31,"Paul Goydos",81,67.52,210,311,-0.17,"GIRPercentage150175yards",2011
