"AverageDistancetoHoleAfterTeeShot_RANKTHISWEEK_2014","AverageDistancetoHoleAfterTeeShot_RANKLASTWEEK_2014","AverageDistancetoHoleAfterTeeShot_PLAYERNAME_2014","AverageDistancetoHoleAfterTeeShot_ROUNDS_2014","AverageDistancetoHoleAfterTeeShot_AVG_2014","AverageDistancetoHoleAfterTeeShot_TOTALDISTAFTERTEESHOT_2014","AverageDistancetoHoleAfterTeeShot_TOTALTEESHOTS_2014","stat_name","year"
24,24,"Gary Woodland",93,169.2,6134482,1007,"AverageDistancetoHoleAfterTeeShot",2014
27,27,"Graham DeLaet",80,169.4,5343736,876,"AverageDistancetoHoleAfterTeeShot",2014
27,27,"Troy Matteson",62,169.4,4080463,669,"AverageDistancetoHoleAfterTeeShot",2014
29,29,"Bud Cauley",56,169.6,3833457,628,"AverageDistancetoHoleAfterTeeShot",2014
29,29,"Kevin Stadler",90,169.6,5453020,893,"AverageDistancetoHoleAfterTeeShot",2014
31,31,"Carl Pettersson",91,169.7,7123689,1166,"AverageDistancetoHoleAfterTeeShot",2014
32,32,"Tommy Gainey",73,170,5006996,818,"AverageDistancetoHoleAfterTeeShot",2014
33,33,"Matt Jones",83,170.2,5049253,824,"AverageDistancetoHoleAfterTeeShot",2014
34,34,"Lucas Glover",68,170.5,3921433,639,"AverageDistancetoHoleAfterTeeShot",2014
35,35,"Derek Ernst",80,170.8,5343336,869,"AverageDistancetoHoleAfterTeeShot",2014
35,35,"Louis Oosthuizen",50,170.8,2526940,411,"AverageDistancetoHoleAfterTeeShot",2014
37,37,"Boo Weekley",73,171.3,4798444,778,"AverageDistancetoHoleAfterTeeShot",2014
38,38,"Patrick Reed",92,171.5,6351998,1029,"AverageDistancetoHoleAfterTeeShot",2014
38,38,"Kevin Tway",64,171.5,3977061,644,"AverageDistancetoHoleAfterTeeShot",2014
40,40,"Charl Schwartzel",64,171.7,4617893,747,"AverageDistancetoHoleAfterTeeShot",2014
41,41,"Martin Kaymer",65,171.9,4072047,658,"AverageDistancetoHoleAfterTeeShot",2014
42,42,"Keegan Bradley",89,172,5695811,920,"AverageDistancetoHoleAfterTeeShot",2014
42,42,"Hudson Swafford",75,172,4927993,796,"AverageDistancetoHoleAfterTeeShot",2014
44,44,"Wes Roach",67,172.1,4220307,681,"AverageDistancetoHoleAfterTeeShot",2014
45,45,"Jim Herman",62,172.2,4129283,666,"AverageDistancetoHoleAfterTeeShot",2014
45,45,"John Peterson",62,172.2,4691522,757,"AverageDistancetoHoleAfterTeeShot",2014
47,47,"Andres Romero",81,172.3,6121172,987,"AverageDistancetoHoleAfterTeeShot",2014
47,47,"Josh Teater",90,172.3,6375640,1028,"AverageDistancetoHoleAfterTeeShot",2014
49,49,"Rickie Fowler",91,172.4,5270270,849,"AverageDistancetoHoleAfterTeeShot",2014
49,49,"Martin Laird",66,172.4,4746866,765,"AverageDistancetoHoleAfterTeeShot",2014
51,51,"Russell Henley",92,172.5,6416573,1033,"AverageDistancetoHoleAfterTeeShot",2014
52,52,"Vijay Singh",83,172.8,6520840,1048,"AverageDistancetoHoleAfterTeeShot",2014
53,53,"Sergio Garcia",61,172.9,3442435,553,"AverageDistancetoHoleAfterTeeShot",2014
53,53,"Brendan Steele",89,172.9,6043380,971,"AverageDistancetoHoleAfterTeeShot",2014
55,55,"Brad Fritsch",50,173.1,3334019,535,"AverageDistancetoHoleAfterTeeShot",2014
55,55,"Shawn Stefani",60,173.1,4892653,785,"AverageDistancetoHoleAfterTeeShot",2014
57,57,"Hunter Mahan",88,173.3,6265099,1004,"AverageDistancetoHoleAfterTeeShot",2014
58,58,"Scott Stallings",77,173.5,5415380,867,"AverageDistancetoHoleAfterTeeShot",2014
59,59,"Seung Yul Noh",92,173.6,6398666,1024,"AverageDistancetoHoleAfterTeeShot",2014
60,60,"Brian Harman",111,173.8,8632554,1380,"AverageDistancetoHoleAfterTeeShot",2014
60,60,"Jeff Overton",80,173.8,5700660,911,"AverageDistancetoHoleAfterTeeShot",2014
62,62,"Marc Leishman",81,173.9,5960526,952,"AverageDistancetoHoleAfterTeeShot",2014
63,63,"Rory Sabbatini",82,174,5548745,886,"AverageDistancetoHoleAfterTeeShot",2014
64,64,"Billy Horschel",92,174.1,6004319,958,"AverageDistancetoHoleAfterTeeShot",2014
65,65,"Brice Garnett",92,174.2,6753812,1077,"AverageDistancetoHoleAfterTeeShot",2014
65,65,"Troy Merritt",62,174.2,4698353,749,"AverageDistancetoHoleAfterTeeShot",2014
67,67,"Ernie Els",85,174.3,5440490,867,"AverageDistancetoHoleAfterTeeShot",2014
67,67,"Chris Kirk",105,174.3,7478414,1192,"AverageDistancetoHoleAfterTeeShot",2014
69,69,"Kevin Chappell",100,174.5,7543888,1201,"AverageDistancetoHoleAfterTeeShot",2014
69,69,"Camilo Villegas",95,174.5,7243844,1153,"AverageDistancetoHoleAfterTeeShot",2014
71,71,"Chad Campbell",57,174.7,3967850,631,"AverageDistancetoHoleAfterTeeShot",2014
71,71,"Nick Watney",80,174.7,4881464,776,"AverageDistancetoHoleAfterTeeShot",2014
73,73,"Davis Love III",74,174.8,5448941,866,"AverageDistancetoHoleAfterTeeShot",2014
73,73,"Kevin Streelman",79,174.8,5222657,830,"AverageDistancetoHoleAfterTeeShot",2014
75,75,"James Hahn",82,175,6330072,1005,"AverageDistancetoHoleAfterTeeShot",2014
75,75,"Ryo Ishikawa",75,175,5336142,847,"AverageDistancetoHoleAfterTeeShot",2014
77,77,"John Senden",99,175.3,7055354,1118,"AverageDistancetoHoleAfterTeeShot",2014
78,78,"Geoff Ogilvy",84,175.4,6340709,1004,"AverageDistancetoHoleAfterTeeShot",2014
79,79,"Scott Brown",100,175.5,7292316,1154,"AverageDistancetoHoleAfterTeeShot",2014
79,79,"Hideki Matsuyama",82,175.5,5610556,888,"AverageDistancetoHoleAfterTeeShot",2014
81,81,"Jordan Spieth",102,175.6,6915749,1094,"AverageDistancetoHoleAfterTeeShot",2014
82,82,"Phil Mickelson",71,175.7,4376176,692,"AverageDistancetoHoleAfterTeeShot",2014
83,83,"John Rollins",84,175.8,5779301,913,"AverageDistancetoHoleAfterTeeShot",2014
84,84,"Ricky Barnes",92,175.9,6807750,1075,"AverageDistancetoHoleAfterTeeShot",2014
85,85,"JJ Henry",91,176,6836482,1079,"AverageDistancetoHoleAfterTeeShot",2014
86,86,"Michael Putnam",106,176.1,7924357,1250,"AverageDistancetoHoleAfterTeeShot",2014
86,86,"Henrik Stenson",56,176.1,3327713,525,"AverageDistancetoHoleAfterTeeShot",2014
88,88,"Chesson Hadley",84,176.2,6173407,973,"AverageDistancetoHoleAfterTeeShot",2014
88,88,"Webb Simpson",87,176.2,6469123,1020,"AverageDistancetoHoleAfterTeeShot",2014
88,88,"Tyrone Van Aswegen",79,176.2,5608320,884,"AverageDistancetoHoleAfterTeeShot",2014
91,91,"Sangmoon Bae",76,176.3,5744935,905,"AverageDistancetoHoleAfterTeeShot",2014
91,91,"David Lingmerth",80,176.3,5844002,921,"AverageDistancetoHoleAfterTeeShot",2014
93,93,"Matt Every",85,176.4,5638785,888,"AverageDistancetoHoleAfterTeeShot",2014
93,93,"Bill Haas",107,176.4,7206208,1135,"AverageDistancetoHoleAfterTeeShot",2014
95,95,"Aaron Baddeley",74,176.5,5083058,800,"AverageDistancetoHoleAfterTeeShot",2014
95,95,"Luke Guthrie",85,176.5,6632580,1044,"AverageDistancetoHoleAfterTeeShot",2014
97,97,"Martin Flores",85,176.7,5947206,935,"AverageDistancetoHoleAfterTeeShot",2014
97,97,"Bo Van Pelt",83,176.7,5878322,924,"AverageDistancetoHoleAfterTeeShot",2014
99,99,"Retief Goosen",94,176.8,6727946,1057,"AverageDistancetoHoleAfterTeeShot",2014
100,100,"Trevor Immelman",84,177,5893622,925,"AverageDistancetoHoleAfterTeeShot",2014
100,100,"Danny Lee",84,177,6080046,954,"AverageDistancetoHoleAfterTeeShot",2014
102,102,"Bronson La Cassie",51,177.1,3162533,496,"AverageDistancetoHoleAfterTeeShot",2014
103,103,"Chris Stroud",88,177.2,6332935,993,"AverageDistancetoHoleAfterTeeShot",2014
104,104,"Kevin Kisner",85,177.3,6152339,964,"AverageDistancetoHoleAfterTeeShot",2014
104,104,"Andrew Svoboda",77,177.3,5853230,917,"AverageDistancetoHoleAfterTeeShot",2014
106,106,"Matt Kuchar",91,177.4,6761957,1059,"AverageDistancetoHoleAfterTeeShot",2014
106,106,"Ben Martin",80,177.4,5550747,869,"AverageDistancetoHoleAfterTeeShot",2014
108,108,"Jim Renner",61,177.5,4542030,711,"AverageDistancetoHoleAfterTeeShot",2014
108,108,"Justin Rose",70,177.5,4580413,717,"AverageDistancetoHoleAfterTeeShot",2014
110,110,"Jason Dufner",57,177.7,3741469,585,"AverageDistancetoHoleAfterTeeShot",2014
110,110,"Will Ma Kenzie",82,177.7,6421464,1004,"AverageDistancetoHoleAfterTeeShot",2014
112,112,"Johnson Wagner",69,177.9,5079037,793,"AverageDistancetoHoleAfterTeeShot",2014
113,113,"Paul Casey",56,178.1,3884760,606,"AverageDistancetoHoleAfterTeeShot",2014
114,114,"Jonathan Byrd",76,178.2,5768594,899,"AverageDistancetoHoleAfterTeeShot",2014
115,115,"William McGirt",96,178.3,7492284,1167,"AverageDistancetoHoleAfterTeeShot",2014
116,116,"Stewart Cink",91,178.4,6340615,987,"AverageDistancetoHoleAfterTeeShot",2014
117,117,"Russell Knox",92,178.7,7368014,1145,"AverageDistancetoHoleAfterTeeShot",2014
118,118,"Brendon de Jonge",109,178.8,8215025,1276,"AverageDistancetoHoleAfterTeeShot",2014
118,118,"Justin Hicks",103,178.8,8006127,1244,"AverageDistancetoHoleAfterTeeShot",2014
120,120,"Gonzalo Fdez Castano",83,178.9,6130934,952,"AverageDistancetoHoleAfterTeeShot",2014
120,120,"Ryan Moore",86,178.9,5588901,868,"AverageDistancetoHoleAfterTeeShot",2014
122,122,"Erik Compton",88,179.3,6679152,1035,"AverageDistancetoHoleAfterTeeShot",2014
122,122,"Brandt Snedeker",89,179.3,5867132,909,"AverageDistancetoHoleAfterTeeShot",2014
122,122,"Michael Thompson",74,179.3,5298817,821,"AverageDistancetoHoleAfterTeeShot",2014
125,125,"Heath Slocum",71,179.4,5559211,861,"AverageDistancetoHoleAfterTeeShot",2014
126,126,"Robert Allenby",83,179.6,6232626,964,"AverageDistancetoHoleAfterTeeShot",2014
127,127,"Richard Lee",80,179.7,5459268,844,"AverageDistancetoHoleAfterTeeShot",2014
128,128,"Jeff Maggert",54,179.8,3947769,610,"AverageDistancetoHoleAfterTeeShot",2014
128,128,"Tim Wilkinson",86,179.8,6393608,988,"AverageDistancetoHoleAfterTeeShot",2014
130,130,"Jonas Blixt",64,180,3823749,590,"AverageDistancetoHoleAfterTeeShot",2014
130,130,"Lee Westwood",57,180,3848194,594,"AverageDistancetoHoleAfterTeeShot",2014
132,132,"Freddie Jacobson",91,180.1,7210776,1112,"AverageDistancetoHoleAfterTeeShot",2014
132,132,"George McNeill",79,180.1,6271178,967,"AverageDistancetoHoleAfterTeeShot",2014
134,134,"Zach Johnson",97,180.2,7584102,1169,"AverageDistancetoHoleAfterTeeShot",2014
135,135,"Mark Wilson",69,180.3,5121946,789,"AverageDistancetoHoleAfterTeeShot",2014
136,136,"Briny Baird",50,180.5,4034430,621,"AverageDistancetoHoleAfterTeeShot",2014
136,136,"Ken Duke",80,180.5,5933373,913,"AverageDistancetoHoleAfterTeeShot",2014
136,136,"Spencer Levin",59,180.5,4478156,689,"AverageDistancetoHoleAfterTeeShot",2014
136,136,"Nicholas Thompson",85,180.5,6237716,960,"AverageDistancetoHoleAfterTeeShot",2014
140,140,"John Merrick",87,180.6,6455994,993,"AverageDistancetoHoleAfterTeeShot",2014
141,141,"Brian Stuard",91,180.7,6668360,1025,"AverageDistancetoHoleAfterTeeShot",2014
142,142,"Pat Perez",84,180.8,6705171,1030,"AverageDistancetoHoleAfterTeeShot",2014
143,143,"Greg Chalmers",85,180.9,6530672,1003,"AverageDistancetoHoleAfterTeeShot",2014
143,143,"James Driscoll",71,180.9,5138143,789,"AverageDistancetoHoleAfterTeeShot",2014
145,145,"Scott Langley",95,181.1,7101263,1089,"AverageDistancetoHoleAfterTeeShot",2014
145,145,"Daniel Summerhays",98,181.1,7928675,1216,"AverageDistancetoHoleAfterTeeShot",2014
147,147,"DA Points",75,181.2,4930626,756,"AverageDistancetoHoleAfterTeeShot",2014
147,147,"YE Yang",79,181.2,5447366,835,"AverageDistancetoHoleAfterTeeShot",2014
149,149,"Ted Potter Jr",68,181.6,5425439,830,"AverageDistancetoHoleAfterTeeShot",2014
150,150,"David Toms",64,181.7,4887421,747,"AverageDistancetoHoleAfterTeeShot",2014
151,151,"Charlie Wi",72,181.8,5845090,893,"AverageDistancetoHoleAfterTeeShot",2014
152,152,"Brian Davis",93,181.9,7320393,1118,"AverageDistancetoHoleAfterTeeShot",2014
152,152,"Jerry Kelly",80,181.9,5967091,911,"AverageDistancetoHoleAfterTeeShot",2014
154,154,"John Huh",87,182.1,6344992,968,"AverageDistancetoHoleAfterTeeShot",2014
155,155,"Woody Austin",63,182.4,5173110,788,"AverageDistancetoHoleAfterTeeShot",2014
155,155,"Roberto Castro",76,182.4,5346003,814,"AverageDistancetoHoleAfterTeeShot",2014
157,157,"Billy Hurley III",86,182.5,6551659,997,"AverageDistancetoHoleAfterTeeShot",2014
158,158,"Stuart Appleby",92,182.7,7625056,1159,"AverageDistancetoHoleAfterTeeShot",2014
158,158,"Cameron Tringale",111,182.7,8936042,1359,"AverageDistancetoHoleAfterTeeShot",2014
160,160,"David Hearn",97,183,7477295,1135,"AverageDistancetoHoleAfterTeeShot",2014
161,161,"Ian Poulter",57,183.1,3731794,566,"AverageDistancetoHoleAfterTeeShot",2014
162,162,"Tim Clark",75,183.6,5645396,854,"AverageDistancetoHoleAfterTeeShot",2014
163,163,"Brian Gay",81,183.7,5748200,869,"AverageDistancetoHoleAfterTeeShot",2014
163,163,"Kevin Na",94,183.7,7136892,1079,"AverageDistancetoHoleAfterTeeShot",2014
165,165,"Ben Crane",81,183.8,7118456,1076,"AverageDistancetoHoleAfterTeeShot",2014
166,166,"Brendon Todd",108,184.3,8387846,1264,"AverageDistancetoHoleAfterTeeShot",2014
167,167,"Jason Bohn",81,184.4,6663273,1004,"AverageDistancetoHoleAfterTeeShot",2014
168,168,"Bryce Molder",77,184.6,5813442,875,"AverageDistancetoHoleAfterTeeShot",2014
169,169,"Graeme McDowell",66,184.9,4232877,636,"AverageDistancetoHoleAfterTeeShot",2014
170,170,"KJ Choi",80,185.9,6142936,918,"AverageDistancetoHoleAfterTeeShot",2014
171,171,"Ben Curtis",77,186.4,5905008,880,"AverageDistancetoHoleAfterTeeShot",2014
172,172,"Chad Collins",78,186.6,5617289,836,"AverageDistancetoHoleAfterTeeShot",2014
173,173,"Jim Furyk",84,188,6207521,917,"AverageDistancetoHoleAfterTeeShot",2014
174,174,"DH Lee",54,188.3,4169671,615,"AverageDistancetoHoleAfterTeeShot",2014
175,175,"Mike Weir",69,190,4925260,720,"AverageDistancetoHoleAfterTeeShot",2014
176,176,"Luke Donald",57,191.9,4171981,604,"AverageDistancetoHoleAfterTeeShot",2014
177,177,"Justin Leonard",75,192.1,5851231,846,"AverageDistancetoHoleAfterTeeShot",2014
