"ProximitytoHolefrom2030yards_RANKTHISWEEK_2013","ProximitytoHolefrom2030yards_RANKLASTWEEK_2013","ProximitytoHolefrom2030yards_PLAYERNAME_2013","ProximitytoHolefrom2030yards_ROUNDS_2013","ProximitytoHolefrom2030yards_AVGDTP_2013","ProximitytoHolefrom2030yards_TOTALDISTANCEFEET_2013","ProximitytoHolefrom2030yards_OFSHOTS_2013","ProximitytoHolefrom2030yards_SCRAMBLINGRANK_2013","stat_name","year"
1,1,"Steve Stricker",51,NA,323,50,2,"ProximitytoHolefrom2030yards",2013
2,2,"Robert Karlsson",56,NA,267.583,40,100,"ProximitytoHolefrom2030yards",2013
3,3,"Stuart Appleby",88,NA,740.25,103,4,"ProximitytoHolefrom2030yards",2013
3,3,"Roberto Castro",97,NA,806.917,113,26,"ProximitytoHolefrom2030yards",2013
5,5,"DH Lee",65,NA,531.5,72,89,"ProximitytoHolefrom2030yards",2013
6,6,"Tim Herron",45,NA,600.667,80,117,"ProximitytoHolefrom2030yards",2013
6,6,"Lee Williams",62,NA,544.833,73,7,"ProximitytoHolefrom2030yards",2013
8,8,"Ken Duke",87,NA,663.917,87,108,"ProximitytoHolefrom2030yards",2013
8,8,"Bob Estes",66,NA,598.25,78,1,"ProximitytoHolefrom2030yards",2013
8,8,"Justin Leonard",86,NA,826.583,108,72,"ProximitytoHolefrom2030yards",2013
8,8,"Charlie Wi",75,NA,715.083,93,47,"ProximitytoHolefrom2030yards",2013
12,12,"Jonas Blixt",76,NA,961.25,123,24,"ProximitytoHolefrom2030yards",2013
13,13,"Luke Donald",60,NA,669.667,85,22,"ProximitytoHolefrom2030yards",2013
13,13,"Matt Kuchar",93,NA,783.583,99,12,"ProximitytoHolefrom2030yards",2013
13,13,"Mike Weir",60,NA,561.333,71,70,"ProximitytoHolefrom2030yards",2013
13,13,"Mark Wilson",56,NA,548.75,69,27,"ProximitytoHolefrom2030yards",2013
17,17,"Scott Brown",65,NA,726.417,90,130,"ProximitytoHolefrom2030yards",2013
17,17,"David Hearn",88,NA,845.5,105,90,"ProximitytoHolefrom2030yards",2013
17,17,"DA Points",87,NA,947.25,117,129,"ProximitytoHolefrom2030yards",2013
17,17,"Michael Thompson",66,NA,615.333,76,93,"ProximitytoHolefrom2030yards",2013
21,21,"Trevor Immelman",73,NA,669.917,82,68,"ProximitytoHolefrom2030yards",2013
21,21,"Colt Knost",69,NA,704.25,86,116,"ProximitytoHolefrom2030yards",2013
23,23,"Morgan Hoffmann",64,NA,657.667,80,85,"ProximitytoHolefrom2030yards",2013
23,23,"Eric Meierdierks",48,NA,414.167,50,177,"ProximitytoHolefrom2030yards",2013
23,23,"Chez Reavie",72,NA,660.417,80,48,"ProximitytoHolefrom2030yards",2013
23,23,"Patrick Reed",83,NA,994.5,120,40,"ProximitytoHolefrom2030yards",2013
23,23,"Tag Ridings",69,NA,767.833,93,98,"ProximitytoHolefrom2030yards",2013
23,23,"Kevin Stadler",83,NA,678.917,82,143,"ProximitytoHolefrom2030yards",2013
23,23,"Cameron Tringale",80,NA,844.583,102,20,"ProximitytoHolefrom2030yards",2013
23,23,"Bubba Watson",76,NA,660.5,80,150,"ProximitytoHolefrom2030yards",2013
23,23,"Casey Wittenberg",72,NA,760.5,92,37,"ProximitytoHolefrom2030yards",2013
32,32,"Michael Bradley",56,NA,509.75,61,166,"ProximitytoHolefrom2030yards",2013
32,32,"Troy Matteson",68,NA,684.5,82,63,"ProximitytoHolefrom2030yards",2013
32,32,"Seung Yul Noh",71,NA,831.417,100,158,"ProximitytoHolefrom2030yards",2013
32,32,"Geoff Ogilvy",57,NA,582,70,132,"ProximitytoHolefrom2030yards",2013
36,36,"Ben Curtis",59,NA,578.25,69,141,"ProximitytoHolefrom2030yards",2013
36,36,"Jason Day",86,NA,838.417,100,27,"ProximitytoHolefrom2030yards",2013
