"Last15EventsScoring_RANKTHISWEEK_2014","Last15EventsScoring_RANKLASTWEEK_2014","Last15EventsScoring_PLAYERNAME_2014","Last15EventsScoring_EVENTS_2014","Last15EventsScoring_RATING_2014","stat_name","year"
1,1,"Bob Estes",1,8.7,"Last15EventsScoring",2014
1,1,"Rory McIlroy",12,8.7,"Last15EventsScoring",2014
3,3,"Rickie Fowler",8,8.6,"Last15EventsScoring",2014
3,3,"Jim Furyk",12,8.6,"Last15EventsScoring",2014
3,3,"Dustin Johnson",9,8.6,"Last15EventsScoring",2014
3,3,"Justin Rose",10,8.6,"Last15EventsScoring",2014
3,3,"Adam Scott",12,8.6,"Last15EventsScoring",2014
3,3,"Hideto Tanihara",1,8.6,"Last15EventsScoring",2014
3,3,"Marc Warren",1,8.6,"Last15EventsScoring",2014
3,3,"Brady Watt",1,8.6,"Last15EventsScoring",2014
11,11,"Justin Bolli",1,8.5,"Last15EventsScoring",2014
11,11,"Jason Day",7,8.5,"Last15EventsScoring",2014
11,11,"Sergio Garcia",10,8.5,"Last15EventsScoring",2014
11,11,"Ted Potter Jr",5,8.5,"Last15EventsScoring",2014
11,11,"Scottie Scheffler",1,8.5,"Last15EventsScoring",2014
16,16,"Keegan Bradley",8,8.4,"Last15EventsScoring",2014
16,16,"Tim Clark",8,8.4,"Last15EventsScoring",2014
16,16,"Graham DeLaet",9,8.4,"Last15EventsScoring",2014
16,16,"Brad Fritsch",6,8.4,"Last15EventsScoring",2014
16,16,"Billy Horschel",10,8.4,"Last15EventsScoring",2014
16,16,"Jason Kokrak",10,8.4,"Last15EventsScoring",2014
16,16,"Matt Kuchar",11,8.4,"Last15EventsScoring",2014
16,16,"Ben Martin",8,8.4,"Last15EventsScoring",2014
16,16,"George McNeill",9,8.4,"Last15EventsScoring",2014
16,16,"Phil Mickelson",8,8.4,"Last15EventsScoring",2014
16,16,"Jordan Niebrugge",1,8.4,"Last15EventsScoring",2014
16,16,"David Toms",8,8.4,"Last15EventsScoring",2014
16,16,"Jimmy Walker",8,8.4,"Last15EventsScoring",2014
16,16,"Bernd Wiesberger",1,8.4,"Last15EventsScoring",2014
30,30,"Paul Casey",9,8.3,"Last15EventsScoring",2014
30,30,"Austin Cook",1,8.3,"Last15EventsScoring",2014
30,30,"Glen Day",1,8.3,"Last15EventsScoring",2014
30,30,"Darren Fichardt",1,8.3,"Last15EventsScoring",2014
30,30,"Brooks Koepka",8,8.3,"Last15EventsScoring",2014
30,30,"Steve Marino",7,8.3,"Last15EventsScoring",2014
30,30,"Thorbjorn Olesen",2,8.3,"Last15EventsScoring",2014
30,30,"Ryan Palmer",11,8.3,"Last15EventsScoring",2014
30,30,"Andres Romero",9,8.3,"Last15EventsScoring",2014
30,30,"Charl Schwartzel",12,8.3,"Last15EventsScoring",2014
30,30,"Brandt Snedeker",9,8.3,"Last15EventsScoring",2014
30,30,"Nicholas Thompson",4,8.3,"Last15EventsScoring",2014
30,30,"Nick Watney",6,8.3,"Last15EventsScoring",2014
30,30,"Will Wilcox",6,8.3,"Last15EventsScoring",2014
44,44,"Robert Allenby",7,8.2,"Last15EventsScoring",2014
44,44,"Jason Allred",4,8.2,"Last15EventsScoring",2014
44,44,"Aaron Baddeley",6,8.2,"Last15EventsScoring",2014
44,44,"Sangmoon Bae",6,8.2,"Last15EventsScoring",2014
44,44,"Thomas Bjorn",3,8.2,"Last15EventsScoring",2014
44,44,"Angel Cabrera",9,8.2,"Last15EventsScoring",2014
44,44,"Ben Curtis",8,8.2,"Last15EventsScoring",2014
44,44,"Matthew Fitzpatrick",1,8.2,"Last15EventsScoring",2014
44,44,"Scott Gardiner",3,8.2,"Last15EventsScoring",2014
44,44,"Robert Garrigus",8,8.2,"Last15EventsScoring",2014
44,44,"Luke Guthrie",7,8.2,"Last15EventsScoring",2014
44,44,"Bill Haas",12,8.2,"Last15EventsScoring",2014
44,44,"Chesson Hadley",5,8.2,"Last15EventsScoring",2014
44,44,"Scott Hend",1,8.2,"Last15EventsScoring",2014
44,44,"Charley Hoffman",11,8.2,"Last15EventsScoring",2014
44,44,"Ryo Ishikawa",7,8.2,"Last15EventsScoring",2014
44,44,"Chris Kirk",11,8.2,"Last15EventsScoring",2014
44,44,"Kevin Kisner",11,8.2,"Last15EventsScoring",2014
44,44,"Bryce Molder",4,8.2,"Last15EventsScoring",2014
44,44,"Francesco Molinari",7,8.2,"Last15EventsScoring",2014
44,44,"Dicky Pride",3,8.2,"Last15EventsScoring",2014
44,44,"John Senden",10,8.2,"Last15EventsScoring",2014
44,44,"Jordan Spieth",12,8.2,"Last15EventsScoring",2014
44,44,"Brian Stuard",5,8.2,"Last15EventsScoring",2014
44,44,"Justin Thomas",2,8.2,"Last15EventsScoring",2014
