"Puttingfrom510_RANKTHISWEEK_2005","Puttingfrom510_RANKLASTWEEK_2005","Puttingfrom510_PLAYERNAME_2005","Puttingfrom510_ROUNDS_2005","Puttingfrom510_Pct_2005","Puttingfrom510_ATTEMPTS_2005","Puttingfrom510_PUTTSMADE_2005","stat_name","year"
64,64,"Robert Gamez",91,59.14,372,220,"Puttingfrom510",2005
64,64,"Charlie Wi",67,59.14,301,178,"Puttingfrom510",2005
66,66,"Matt Kuchar",60,59.11,225,133,"Puttingfrom510",2005
67,67,"Danny Briggs",70,59.07,281,166,"Puttingfrom510",2005
68,68,"Todd Fischer",99,59.02,388,229,"Puttingfrom510",2005
68,68,"John Senden",101,59.02,388,229,"Puttingfrom510",2005
70,70,"Scott Verplank",87,58.88,304,179,"Puttingfrom510",2005
71,71,"Daniel Chopra",108,58.85,418,246,"Puttingfrom510",2005
72,72,"Vaughn Taylor",99,58.78,393,231,"Puttingfrom510",2005
73,73,"Mark Brooks",72,58.74,286,168,"Puttingfrom510",2005
74,74,"Michael Allen",90,58.73,315,185,"Puttingfrom510",2005
74,74,"Padraig Harrington",50,58.73,189,111,"Puttingfrom510",2005
76,76,"KJ Choi",78,58.7,230,135,"Puttingfrom510",2005
77,77,"Lucas Glover",88,58.69,351,206,"Puttingfrom510",2005
78,78,"Brenden Pappas",51,58.59,198,116,"Puttingfrom510",2005
79,79,"Brian Davis",75,58.55,275,161,"Puttingfrom510",2005
80,80,"Dean Wilson",86,58.5,359,210,"Puttingfrom510",2005
81,81,"Brad Faxon",75,58.49,265,155,"Puttingfrom510",2005
82,82,"Jason Allred",75,58.48,289,169,"Puttingfrom510",2005
83,83,"Shaun Micheel",81,58.46,272,159,"Puttingfrom510",2005
84,84,"Marco Dawson",82,58.43,344,201,"Puttingfrom510",2005
85,85,"Carlos Franco",78,58.39,286,167,"Puttingfrom510",2005
86,86,"Chad Campbell",95,58.38,346,202,"Puttingfrom510",2005
87,87,"Ian Poulter",62,58.33,180,105,"Puttingfrom510",2005
88,88,"Tom Pernice Jr",111,58.27,393,229,"Puttingfrom510",2005
89,89,"Bernhard Langer",67,58.25,194,113,"Puttingfrom510",2005
90,90,"Zach Johnson",96,58.15,368,214,"Puttingfrom510",2005
90,90,"Kent Jones",99,58.15,399,232,"Puttingfrom510",2005
92,92,"Phil Mickelson",81,58.13,246,143,"Puttingfrom510",2005
93,93,"Chris DiMarco",83,57.98,257,149,"Puttingfrom510",2005
94,94,"Rob Rashell",65,57.89,247,143,"Puttingfrom510",2005
95,95,"Jeff Sluman",94,57.88,349,202,"Puttingfrom510",2005
96,96,"Rod Pampling",89,57.86,280,162,"Puttingfrom510",2005
97,97,"Vijay Singh",111,57.77,386,223,"Puttingfrom510",2005
98,98,"Billy Andrade",83,57.76,322,186,"Puttingfrom510",2005
99,99,"Hunter Haas",83,57.7,305,176,"Puttingfrom510",2005
100,100,"Tim Clark",92,57.63,295,170,"Puttingfrom510",2005
101,101,"Briny Baird",98,57.62,387,223,"Puttingfrom510",2005
102,102,"Heath Slocum",103,57.61,427,246,"Puttingfrom510",2005
103,103,"Scott McCarron",78,57.59,257,148,"Puttingfrom510",2005
103,103,"Geoff Ogilvy",97,57.59,349,201,"Puttingfrom510",2005
103,103,"Kevin Sutherland",89,57.59,290,167,"Puttingfrom510",2005
106,106,"Retief Goosen",71,57.54,179,103,"Puttingfrom510",2005
107,107,"Jeff Brehaut",71,57.43,296,170,"Puttingfrom510",2005
108,108,"Todd Hamilton",94,57.4,331,190,"Puttingfrom510",2005
109,109,"Joey Snyder III",102,57.37,373,214,"Puttingfrom510",2005
110,110,"Justin Bolli",65,57.3,274,157,"Puttingfrom510",2005
110,110,"Lee Janzen",75,57.3,267,153,"Puttingfrom510",2005
112,112,"Kevin Na",88,57.26,379,217,"Puttingfrom510",2005
113,113,"John Daly",78,57.09,247,141,"Puttingfrom510",2005
114,114,"Arron Oberholser",65,57.02,228,130,"Puttingfrom510",2005
115,115,"JJ Henry",102,57.01,335,191,"Puttingfrom510",2005
116,116,"Charles Warren",89,56.98,351,200,"Puttingfrom510",2005
117,117,"Ben Curtis",65,56.94,216,123,"Puttingfrom510",2005
118,118,"Jason Bohn",91,56.93,332,189,"Puttingfrom510",2005
119,119,"Justin Rose",99,56.92,390,222,"Puttingfrom510",2005
120,120,"John Huston",90,56.86,350,199,"Puttingfrom510",2005
121,121,"Franklin Langham",91,56.78,317,180,"Puttingfrom510",2005
122,122,"Hidemichi Tanaka",106,56.73,416,236,"Puttingfrom510",2005
123,123,"DJ Trahan",81,56.63,309,175,"Puttingfrom510",2005
124,124,"Cameron Beckman",96,56.61,378,214,"Puttingfrom510",2005
124,124,"Harrison Frazar",105,56.61,454,257,"Puttingfrom510",2005
126,126,"Sergio Garcia",73,56.56,221,125,"Puttingfrom510",2005
127,127,"Ted Purdy",122,56.51,407,230,"Puttingfrom510",2005
128,128,"Brian Bateman",98,56.5,354,200,"Puttingfrom510",2005
129,129,"DA Points",94,56.4,383,216,"Puttingfrom510",2005
130,130,"Matt Gogel",78,56.34,268,151,"Puttingfrom510",2005
131,131,"Charles Howell III",95,56.27,295,166,"Puttingfrom510",2005
132,132,"Robert Damron",89,56.22,386,217,"Puttingfrom510",2005
133,133,"Jerry Kelly",101,56.21,322,181,"Puttingfrom510",2005
134,134,"Jim Carter",62,56.11,262,147,"Puttingfrom510",2005
135,135,"Hunter Mahan",103,56.1,385,216,"Puttingfrom510",2005
136,136,"Tim Petrovic",97,55.94,379,212,"Puttingfrom510",2005
137,137,"Billy Mayfair",114,55.9,483,270,"Puttingfrom510",2005
138,138,"Andrew Magee",82,55.86,333,186,"Puttingfrom510",2005
139,139,"Adam Scott",72,55.81,215,120,"Puttingfrom510",2005
140,140,"Peter Lonard",85,55.76,269,150,"Puttingfrom510",2005
141,141,"Jeff Hart",63,55.73,253,141,"Puttingfrom510",2005
142,142,"Brett Quigley",96,55.67,406,226,"Puttingfrom510",2005
143,143,"Kevin Stadler",96,55.65,363,202,"Puttingfrom510",2005
144,144,"Mike Weir",71,55.56,207,115,"Puttingfrom510",2005
145,145,"Fred Couples",72,55.37,177,98,"Puttingfrom510",2005
146,146,"Steve Jones",56,55.35,215,119,"Puttingfrom510",2005
147,147,"Craig Barlow",81,55.33,300,166,"Puttingfrom510",2005
148,148,"Steve Allan",102,55.22,393,217,"Puttingfrom510",2005
149,149,"Dennis Paulson",63,55.16,252,139,"Puttingfrom510",2005
150,150,"Neal Lancaster",95,55.15,379,209,"Puttingfrom510",2005
151,151,"Doug Barron",70,55.14,292,161,"Puttingfrom510",2005
152,152,"Jay Haas",54,55.13,156,86,"Puttingfrom510",2005
153,153,"Paul Claxton",79,55.12,283,156,"Puttingfrom510",2005
154,154,"John Rollins",97,54.99,371,204,"Puttingfrom510",2005
155,155,"Jonathan Kaye",77,54.98,271,149,"Puttingfrom510",2005
156,156,"Glen Day",80,54.93,304,167,"Puttingfrom510",2005
157,157,"Omar Uresti",84,54.9,306,168,"Puttingfrom510",2005
158,158,"Rich Beem",66,54.72,212,116,"Puttingfrom510",2005
159,159,"Brendan Jones",81,54.67,353,193,"Puttingfrom510",2005
160,160,"Frank Lickliter II",100,54.42,373,203,"Puttingfrom510",2005
161,161,"Robert Allenby",95,54.35,322,175,"Puttingfrom510",2005
162,162,"Jonathan Byrd",103,54.26,411,223,"Puttingfrom510",2005
163,163,"DJ Brigman",76,54.23,284,154,"Puttingfrom510",2005
164,164,"Scott Hend",75,54.11,292,158,"Puttingfrom510",2005
165,165,"Loren Roberts",54,53.97,189,102,"Puttingfrom510",2005
166,166,"Steve Elkington",67,53.95,215,116,"Puttingfrom510",2005
167,167,"Will Ma Kenzie",75,53.94,330,178,"Puttingfrom510",2005
168,168,"Bob Estes",92,53.73,322,173,"Puttingfrom510",2005
169,169,"Mark Wilson",74,53.65,274,147,"Puttingfrom510",2005
170,170,"Phillip Price",77,53.64,261,140,"Puttingfrom510",2005
171,171,"Steve Lowery",100,53.48,374,200,"Puttingfrom510",2005
172,172,"Tom Lehman",69,53.01,183,97,"Puttingfrom510",2005
173,173,"James Driscoll",73,52.94,255,135,"Puttingfrom510",2005
173,173,"Kenny Perry",82,52.94,272,144,"Puttingfrom510",2005
175,175,"Ryuji Imada",78,52.83,318,168,"Puttingfrom510",2005
175,175,"Jay Williamson",53,52.83,212,112,"Puttingfrom510",2005
177,177,"Roland Thatcher",75,52.78,324,171,"Puttingfrom510",2005
178,178,"Rocco Mediate",73,52.76,326,172,"Puttingfrom510",2005
179,179,"John Cook",72,52.67,262,138,"Puttingfrom510",2005
180,180,"Chris Anderson",66,52.63,285,150,"Puttingfrom510",2005
181,181,"Joey Sindelar",104,52.59,424,223,"Puttingfrom510",2005
182,182,"Tom Gillis",77,52.57,331,174,"Puttingfrom510",2005
182,182,"Chris Smith",93,52.57,331,174,"Puttingfrom510",2005
184,184,"Thomas Levet",54,52.54,177,93,"Puttingfrom510",2005
185,185,"Mark Hensby",70,52.47,223,117,"Puttingfrom510",2005
186,186,"Woody Austin",100,52.39,439,230,"Puttingfrom510",2005
187,187,"Craig Perks",67,52.27,264,138,"Puttingfrom510",2005
188,188,"Bradley Hughes",52,52.09,215,112,"Puttingfrom510",2005
189,189,"Michael Long",72,52.08,288,150,"Puttingfrom510",2005
190,190,"Glen Hnatiuk",59,52.07,217,113,"Puttingfrom510",2005
191,191,"Alex Cejka",84,52.06,340,177,"Puttingfrom510",2005
192,192,"Joe Durant",81,51.8,305,158,"Puttingfrom510",2005
193,193,"Mario Tiziani",67,51.78,253,131,"Puttingfrom510",2005
194,194,"Tommy Armour III",103,51.72,377,195,"Puttingfrom510",2005
195,195,"Chris Riley",67,51.43,175,90,"Puttingfrom510",2005
196,196,"John Elliott",58,51.32,228,117,"Puttingfrom510",2005
196,196,"Paul Gow",78,51.32,304,156,"Puttingfrom510",2005
198,198,"Hideto Tanihara",50,51.03,194,99,"Puttingfrom510",2005
199,199,"David Hearn",68,50.92,271,138,"Puttingfrom510",2005
200,200,"Brett Wetterich",76,50,314,157,"Puttingfrom510",2005
201,201,"Lee Westwood",50,49.65,143,71,"Puttingfrom510",2005
202,202,"Mathias Gronberg",60,49.15,234,115,"Puttingfrom510",2005
