"ScoringRating_RANKTHISWEEK_2014","ScoringRating_RANKLASTWEEK_2014","ScoringRating_PLAYERNAME_2014","ScoringRating_EVENTS_2014","ScoringRating_RATING_2014","stat_name","year"
1,1,"Rory McIlroy",12,8.7,"ScoringRating",2014
2,2,"Rickie Fowler",12,8.6,"ScoringRating",2014
2,2,"Adam Scott",14,8.6,"ScoringRating",2014
2,2,"Hideto Tanihara",1,8.6,"ScoringRating",2014
2,2,"Marc Warren",1,8.6,"ScoringRating",2014
2,2,"Brady Watt",1,8.6,"ScoringRating",2014
7,7,"Justin Bolli",1,8.5,"ScoringRating",2014
7,7,"Tim Clark",9,8.5,"ScoringRating",2014
7,7,"Jason Day",7,8.5,"ScoringRating",2014
7,7,"Sergio Garcia",10,8.5,"ScoringRating",2014
7,7,"Dustin Johnson",10,8.5,"ScoringRating",2014
7,7,"Matt Kuchar",18,8.5,"ScoringRating",2014
7,7,"Justin Rose",12,8.5,"ScoringRating",2014
7,7,"Scottie Scheffler",1,8.5,"ScoringRating",2014
15,15,"Keegan Bradley",15,8.4,"ScoringRating",2014
15,15,"Matt Every",13,8.4,"ScoringRating",2014
15,15,"Brad Fritsch",6,8.4,"ScoringRating",2014
15,15,"Jim Furyk",17,8.4,"ScoringRating",2014
15,15,"Chesson Hadley",11,8.4,"ScoringRating",2014
15,15,"Ryo Ishikawa",11,8.4,"ScoringRating",2014
15,15,"Jason Kokrak",13,8.4,"ScoringRating",2014
15,15,"Ben Martin",10,8.4,"ScoringRating",2014
15,15,"Jordan Niebrugge",1,8.4,"ScoringRating",2014
15,15,"Charl Schwartzel",13,8.4,"ScoringRating",2014
15,15,"Jimmy Walker",17,8.4,"ScoringRating",2014
15,15,"Bubba Watson",14,8.4,"ScoringRating",2014
15,15,"Bernd Wiesberger",1,8.4,"ScoringRating",2014
28,28,"Paul Casey",9,8.3,"ScoringRating",2014
28,28,"Austin Cook",1,8.3,"ScoringRating",2014
28,28,"Glen Day",1,8.3,"ScoringRating",2014
28,28,"Graham DeLaet",14,8.3,"ScoringRating",2014
28,28,"Darren Fichardt",1,8.3,"ScoringRating",2014
28,28,"Charley Hoffman",18,8.3,"ScoringRating",2014
28,28,"Brooks Koepka",9,8.3,"ScoringRating",2014
28,28,"Steve Marino",7,8.3,"ScoringRating",2014
28,28,"Hideki Matsuyama",15,8.3,"ScoringRating",2014
28,28,"Kevin Na",17,8.3,"ScoringRating",2014
28,28,"Thorbjorn Olesen",2,8.3,"ScoringRating",2014
28,28,"Ryan Palmer",16,8.3,"ScoringRating",2014
28,28,"David Toms",10,8.3,"ScoringRating",2014
28,28,"Will Wilcox",7,8.3,"ScoringRating",2014
42,42,"Robert Allenby",11,8.2,"ScoringRating",2014
42,42,"Jason Allred",4,8.2,"ScoringRating",2014
42,42,"Thomas Bjorn",3,8.2,"ScoringRating",2014
42,42,"Angel Cabrera",11,8.2,"ScoringRating",2014
42,42,"Matthew Fitzpatrick",1,8.2,"ScoringRating",2014
42,42,"Scott Gardiner",3,8.2,"ScoringRating",2014
42,42,"Robert Garrigus",15,8.2,"ScoringRating",2014
42,42,"Scott Hend",1,8.2,"ScoringRating",2014
42,42,"Billy Horschel",15,8.2,"ScoringRating",2014
42,42,"Billy Hurley III",13,8.2,"ScoringRating",2014
42,42,"Peter Malnati",3,8.2,"ScoringRating",2014
42,42,"Graeme McDowell",12,8.2,"ScoringRating",2014
42,42,"George McNeill",15,8.2,"ScoringRating",2014
42,42,"Phil Mickelson",10,8.2,"ScoringRating",2014
42,42,"Francesco Molinari",7,8.2,"ScoringRating",2014
42,42,"Ted Potter Jr",8,8.2,"ScoringRating",2014
42,42,"Dicky Pride",3,8.2,"ScoringRating",2014
42,42,"Andres Romero",14,8.2,"ScoringRating",2014
42,42,"Webb Simpson",17,8.2,"ScoringRating",2014
42,42,"Jordan Spieth",19,8.2,"ScoringRating",2014
42,42,"Brian Stuard",13,8.2,"ScoringRating",2014
42,42,"Justin Thomas",2,8.2,"ScoringRating",2014
42,42,"Camilo Villegas",16,8.2,"ScoringRating",2014
42,42,"Danny Willett",1,8.2,"ScoringRating",2014
