"ScoringAverageBeforeCut_RANKTHISWEEK_2008","ScoringAverageBeforeCut_RANKLASTWEEK_2008","ScoringAverageBeforeCut_PLAYERNAME_2008","ScoringAverageBeforeCut__2008","ScoringAverageBeforeCut_AVG_2008","ScoringAverageBeforeCut_TOTALSTROKES_2008","ScoringAverageBeforeCut_TOTALROUNDS_2008","stat_name","year"
34,34,"Tom Pernice Jr",NA,70.66,4310,61,"ScoringAverageBeforeCut",2008
36,36,"Stephen Ames",NA,70.67,3251,46,"ScoringAverageBeforeCut",2008
37,37,"Mark Wilson",NA,70.68,4170,59,"ScoringAverageBeforeCut",2008
38,38,"Nick Watney",NA,70.71,3889,55,"ScoringAverageBeforeCut",2008
39,39,"Steve Elkington",NA,70.75,3608,51,"ScoringAverageBeforeCut",2008
40,40,"John Merrick",NA,70.78,4176,59,"ScoringAverageBeforeCut",2008
41,41,"Lucas Glover",NA,70.83,3825,54,"ScoringAverageBeforeCut",2008
42,42,"Chad Campbell",NA,70.84,4038,57,"ScoringAverageBeforeCut",2008
42,42,"Corey Pavin",NA,70.84,3046,43,"ScoringAverageBeforeCut",2008
44,44,"Ben Curtis",NA,70.86,3118,44,"ScoringAverageBeforeCut",2008
44,44,"Vaughn Taylor",NA,70.86,4677,66,"ScoringAverageBeforeCut",2008
46,46,"Mathew Goggin",NA,70.88,4040,57,"ScoringAverageBeforeCut",2008
46,46,"John Riegger",NA,70.88,3402,48,"ScoringAverageBeforeCut",2008
46,46,"Chris Riley",NA,70.88,2410,34,"ScoringAverageBeforeCut",2008
49,49,"Martin Laird",NA,70.9,4325,61,"ScoringAverageBeforeCut",2008
49,49,"Scott Verplank",NA,70.9,3403,48,"ScoringAverageBeforeCut",2008
49,49,"Mike Weir",NA,70.9,3616,51,"ScoringAverageBeforeCut",2008
52,52,"Parker McLachlin",NA,70.91,3900,55,"ScoringAverageBeforeCut",2008
52,52,"DJ Trahan",NA,70.91,4042,57,"ScoringAverageBeforeCut",2008
54,54,"Heath Slocum",NA,70.93,4256,60,"ScoringAverageBeforeCut",2008
55,55,"Tim Herron",NA,70.95,4186,59,"ScoringAverageBeforeCut",2008
56,56,"Jeff Maggert",NA,70.96,4045,57,"ScoringAverageBeforeCut",2008
56,56,"Pat Perez",NA,70.96,3761,53,"ScoringAverageBeforeCut",2008
56,56,"John Senden",NA,70.96,3974,56,"ScoringAverageBeforeCut",2008
59,59,"Jeff Overton",NA,70.98,4614,65,"ScoringAverageBeforeCut",2008
59,59,"Bo Van Pelt",NA,70.98,4543,64,"ScoringAverageBeforeCut",2008
61,61,"Brad Elder",NA,71,3479,49,"ScoringAverageBeforeCut",2008
61,61,"Bill Haas",NA,71,4544,64,"ScoringAverageBeforeCut",2008
61,61,"Matt Jones",NA,71,4615,65,"ScoringAverageBeforeCut",2008
61,61,"Rory Sabbatini",NA,71,3124,44,"ScoringAverageBeforeCut",2008
65,65,"Brad Adamonis",NA,71.02,4261,60,"ScoringAverageBeforeCut",2008
65,65,"Bob Estes",NA,71.02,3977,56,"ScoringAverageBeforeCut",2008
65,65,"Matt Kuchar",NA,71.02,4048,57,"ScoringAverageBeforeCut",2008
68,68,"Michael Allen",NA,71.04,4049,57,"ScoringAverageBeforeCut",2008
68,68,"Todd Demsey",NA,71.04,3765,53,"ScoringAverageBeforeCut",2008
70,70,"Glen Day",NA,71.05,2771,39,"ScoringAverageBeforeCut",2008
71,71,"Jason Gore",NA,71.09,4550,64,"ScoringAverageBeforeCut",2008
71,71,"Dean Wilson",NA,71.09,4692,66,"ScoringAverageBeforeCut",2008
73,73,"Zach Johnson",NA,71.1,3413,48,"ScoringAverageBeforeCut",2008
73,73,"George McNeill",NA,71.1,4195,59,"ScoringAverageBeforeCut",2008
75,75,"Omar Uresti",NA,71.12,3627,51,"ScoringAverageBeforeCut",2008
76,76,"Fred Couples",NA,71.14,2632,37,"ScoringAverageBeforeCut",2008
76,76,"Carlos Franco",NA,71.14,3557,50,"ScoringAverageBeforeCut",2008
78,78,"Peter Lonard",NA,71.15,4198,59,"ScoringAverageBeforeCut",2008
78,78,"Scott Sterling",NA,71.15,4198,59,"ScoringAverageBeforeCut",2008
80,80,"Brett Quigley",NA,71.16,3558,50,"ScoringAverageBeforeCut",2008
80,80,"Tag Ridings",NA,71.16,4341,61,"ScoringAverageBeforeCut",2008
80,80,"David Toms",NA,71.16,2704,38,"ScoringAverageBeforeCut",2008
83,83,"Woody Austin",NA,71.17,4270,60,"ScoringAverageBeforeCut",2008
84,84,"Joe Ogilvie",NA,71.18,4342,61,"ScoringAverageBeforeCut",2008
84,84,"Brenden Pappas",NA,71.18,3488,49,"ScoringAverageBeforeCut",2008
84,84,"Bubba Watson",NA,71.18,4271,60,"ScoringAverageBeforeCut",2008
87,87,"Eric Axley",NA,71.19,5197,73,"ScoringAverageBeforeCut",2008
87,87,"Nick OHern",NA,71.19,3417,48,"ScoringAverageBeforeCut",2008
89,89,"Lee Janzen",NA,71.2,4201,59,"ScoringAverageBeforeCut",2008
89,89,"Brandt Snedeker",NA,71.2,3631,51,"ScoringAverageBeforeCut",2008
91,91,"Jesper Parnevik",NA,71.22,4131,58,"ScoringAverageBeforeCut",2008
92,92,"Cameron Beckman",NA,71.23,4060,57,"ScoringAverageBeforeCut",2008
92,92,"Marc Turnesa",NA,71.23,4345,61,"ScoringAverageBeforeCut",2008
92,92,"Boo Weekley",NA,71.23,3419,48,"ScoringAverageBeforeCut",2008
95,95,"Aaron Baddeley",NA,71.24,2992,42,"ScoringAverageBeforeCut",2008
95,95,"JJ Henry",NA,71.24,5058,71,"ScoringAverageBeforeCut",2008
97,97,"Steve Flesch",NA,71.25,4275,60,"ScoringAverageBeforeCut",2008
97,97,"Charley Hoffman",NA,71.25,4346,61,"ScoringAverageBeforeCut",2008
99,99,"Tim Clark",NA,71.26,3777,53,"ScoringAverageBeforeCut",2008
100,100,"Robert Garrigus",NA,71.27,3991,56,"ScoringAverageBeforeCut",2008
101,101,"Kent Jones",NA,71.28,3350,47,"ScoringAverageBeforeCut",2008
101,101,"Craig Kanada",NA,71.28,3279,46,"ScoringAverageBeforeCut",2008
103,103,"Alejandro Canizares",NA,71.3,2353,33,"ScoringAverageBeforeCut",2008
104,104,"Richard Johnson",NA,71.31,2995,42,"ScoringAverageBeforeCut",2008
104,104,"Kevin Stadler",NA,71.31,4421,62,"ScoringAverageBeforeCut",2008
106,106,"Geoff Ogilvy",NA,71.32,2710,38,"ScoringAverageBeforeCut",2008
107,107,"Jay Williamson",NA,71.33,4565,64,"ScoringAverageBeforeCut",2008
108,108,"Bart Bryant",NA,71.35,3425,48,"ScoringAverageBeforeCut",2008
108,108,"Jimmy Walker",NA,71.35,3496,49,"ScoringAverageBeforeCut",2008
108,108,"YE Yang",NA,71.35,4281,60,"ScoringAverageBeforeCut",2008
111,111,"Sean OHair",NA,71.36,3568,50,"ScoringAverageBeforeCut",2008
111,111,"John Rollins",NA,71.36,4139,58,"ScoringAverageBeforeCut",2008
113,113,"Charles Howell III",NA,71.38,4283,60,"ScoringAverageBeforeCut",2008
113,113,"Rocco Mediate",NA,71.38,3926,55,"ScoringAverageBeforeCut",2008
113,113,"Johnson Wagner",NA,71.38,3926,55,"ScoringAverageBeforeCut",2008
116,116,"Doug LaBelle II",NA,71.39,3141,44,"ScoringAverageBeforeCut",2008
116,116,"Shigeki Maruyama",NA,71.39,2356,33,"ScoringAverageBeforeCut",2008
116,116,"Ryan Moore",NA,71.39,3641,51,"ScoringAverageBeforeCut",2008
119,119,"Steve Stricker",NA,71.4,2999,42,"ScoringAverageBeforeCut",2008
120,120,"Joe Durant",NA,71.41,4142,58,"ScoringAverageBeforeCut",2008
120,120,"Jim McGovern",NA,71.41,3856,54,"ScoringAverageBeforeCut",2008
120,120,"Ian Poulter",NA,71.41,1928,27,"ScoringAverageBeforeCut",2008
123,123,"Michael Letzig",NA,71.42,4285,60,"ScoringAverageBeforeCut",2008
124,124,"JB Holmes",NA,71.43,3643,51,"ScoringAverageBeforeCut",2008
124,124,"Dustin Johnson",NA,71.43,4357,61,"ScoringAverageBeforeCut",2008
126,126,"Jason Day",NA,71.44,4072,57,"ScoringAverageBeforeCut",2008
126,126,"Tim Petrovic",NA,71.44,4715,66,"ScoringAverageBeforeCut",2008
128,128,"Kenneth Ferrie",NA,71.45,3644,51,"ScoringAverageBeforeCut",2008
128,128,"Nick Flanagan",NA,71.45,4287,60,"ScoringAverageBeforeCut",2008
128,128,"Robert Gamez",NA,71.45,3930,55,"ScoringAverageBeforeCut",2008
131,131,"Adam Scott",NA,71.46,2001,28,"ScoringAverageBeforeCut",2008
131,131,"Tim Wilkinson",NA,71.46,4359,61,"ScoringAverageBeforeCut",2008
133,133,"Rich Beem",NA,71.47,4145,58,"ScoringAverageBeforeCut",2008
133,133,"Hunter Mahan",NA,71.47,3645,51,"ScoringAverageBeforeCut",2008
133,133,"Troy Matteson",NA,71.47,4431,62,"ScoringAverageBeforeCut",2008
133,133,"Nicholas Thompson",NA,71.47,5289,74,"ScoringAverageBeforeCut",2008
137,137,"Paul Claxton",NA,71.49,3503,49,"ScoringAverageBeforeCut",2008
137,137,"Freddie Jacobson",NA,71.49,3503,49,"ScoringAverageBeforeCut",2008
137,137,"Will Ma Kenzie",NA,71.49,3074,43,"ScoringAverageBeforeCut",2008
140,140,"Harrison Frazar",NA,71.51,3361,47,"ScoringAverageBeforeCut",2008
141,141,"Padraig Harrington",NA,71.52,2074,29,"ScoringAverageBeforeCut",2008
142,142,"Jonathan Byrd",NA,71.53,3791,53,"ScoringAverageBeforeCut",2008
143,143,"KJ Choi",NA,71.55,2862,40,"ScoringAverageBeforeCut",2008
143,143,"Scott McCarron",NA,71.55,3363,47,"ScoringAverageBeforeCut",2008
145,145,"Marco Dawson",NA,71.59,2935,41,"ScoringAverageBeforeCut",2008
146,146,"Davis Love III",NA,71.6,3365,47,"ScoringAverageBeforeCut",2008
147,147,"Nathan Green",NA,71.61,4368,61,"ScoringAverageBeforeCut",2008
148,148,"Brandt Jobe",NA,71.63,2722,38,"ScoringAverageBeforeCut",2008
149,149,"Ted Purdy",NA,71.65,3511,49,"ScoringAverageBeforeCut",2008
150,150,"Paul Goydos",NA,71.67,3727,52,"ScoringAverageBeforeCut",2008
151,151,"Daniel Chopra",NA,71.69,3943,55,"ScoringAverageBeforeCut",2008
151,151,"Chad Collins",NA,71.69,3513,49,"ScoringAverageBeforeCut",2008
153,153,"Rod Pampling",NA,71.71,4016,56,"ScoringAverageBeforeCut",2008
154,154,"Olin Browne",NA,71.72,4088,57,"ScoringAverageBeforeCut",2008
155,155,"Jeff Gove",NA,71.75,2583,36,"ScoringAverageBeforeCut",2008
156,156,"Cliff Kresge",NA,71.76,4162,58,"ScoringAverageBeforeCut",2008
157,157,"Mathias Gronberg",NA,71.77,4378,61,"ScoringAverageBeforeCut",2008
158,158,"Greg Kraft",NA,71.81,3088,43,"ScoringAverageBeforeCut",2008
159,159,"Ryuji Imada",NA,71.82,3663,51,"ScoringAverageBeforeCut",2008
160,160,"Tom Scherrer",NA,71.83,3017,42,"ScoringAverageBeforeCut",2008
161,161,"Todd Hamilton",NA,71.86,4168,58,"ScoringAverageBeforeCut",2008
161,161,"Jeff Quinney",NA,71.86,4096,57,"ScoringAverageBeforeCut",2008
163,163,"Jerry Kelly",NA,71.88,4313,60,"ScoringAverageBeforeCut",2008
164,164,"Chris Stroud",NA,71.9,4170,58,"ScoringAverageBeforeCut",2008
165,165,"Ernie Els",NA,71.93,2158,30,"ScoringAverageBeforeCut",2008
165,165,"Trevor Immelman",NA,71.93,3021,42,"ScoringAverageBeforeCut",2008
167,167,"Justin Bolli",NA,71.97,4246,59,"ScoringAverageBeforeCut",2008
167,167,"Tom Lehman",NA,71.97,2519,35,"ScoringAverageBeforeCut",2008
167,167,"Jon Mills",NA,71.97,4750,66,"ScoringAverageBeforeCut",2008
170,170,"Chris DiMarco",NA,71.98,4391,61,"ScoringAverageBeforeCut",2008
170,170,"Steve Lowery",NA,71.98,3671,51,"ScoringAverageBeforeCut",2008
172,172,"Ryan Armour",NA,72,4608,64,"ScoringAverageBeforeCut",2008
173,173,"Alex Cejka",NA,72.02,3817,53,"ScoringAverageBeforeCut",2008
173,173,"James Driscoll",NA,72.02,4105,57,"ScoringAverageBeforeCut",2008
173,173,"Bob Sowards",NA,72.02,3241,45,"ScoringAverageBeforeCut",2008
173,173,"Ron Whittaker",NA,72.02,3241,45,"ScoringAverageBeforeCut",2008
177,177,"Brett Rumford",NA,72.04,3962,55,"ScoringAverageBeforeCut",2008
178,178,"Mark Calcavecchia",NA,72.09,3244,45,"ScoringAverageBeforeCut",2008
178,178,"Mark Hensby",NA,72.09,3821,53,"ScoringAverageBeforeCut",2008
180,180,"Andres Romero",NA,72.1,2812,39,"ScoringAverageBeforeCut",2008
181,181,"Steve Allan",NA,72.12,3101,43,"ScoringAverageBeforeCut",2008
182,182,"Paul Casey",NA,72.13,2164,30,"ScoringAverageBeforeCut",2008
183,183,"Retief Goosen",NA,72.15,2453,34,"ScoringAverageBeforeCut",2008
183,183,"Jin Park",NA,72.15,4473,62,"ScoringAverageBeforeCut",2008
185,185,"Kyle Thompson",NA,72.2,3971,55,"ScoringAverageBeforeCut",2008
187,187,"Stephen Leaney",NA,72.22,2600,36,"ScoringAverageBeforeCut",2008
188,188,"Angel Cabrera",NA,72.25,2312,32,"ScoringAverageBeforeCut",2008
189,189,"Jason Allred",NA,72.33,3544,49,"ScoringAverageBeforeCut",2008
190,190,"Charles Warren",NA,72.36,4269,59,"ScoringAverageBeforeCut",2008
191,191,"Tommy Gainey",NA,72.38,3619,50,"ScoringAverageBeforeCut",2008
192,192,"JP Hayes",NA,72.45,3840,53,"ScoringAverageBeforeCut",2008
193,193,"Billy Andrade",NA,72.47,3696,51,"ScoringAverageBeforeCut",2008
194,194,"Cody Freeman",NA,72.53,3989,55,"ScoringAverageBeforeCut",2008
195,195,"David Lutterus",NA,72.62,3268,45,"ScoringAverageBeforeCut",2008
196,196,"Travis Perkins",NA,73,3431,47,"ScoringAverageBeforeCut",2008
197,197,"David Duval",NA,73.93,3031,41,"ScoringAverageBeforeCut",2008
