"AveragePuttingDistanceAll2putts_RANKTHISWEEK_2014","AveragePuttingDistanceAll2putts_RANKLASTWEEK_2014","AveragePuttingDistanceAll2putts_PLAYERNAME_2014","AveragePuttingDistanceAll2putts_ROUNDS_2014","AveragePuttingDistanceAll2putts_AVG_2014","AveragePuttingDistanceAll2putts_DISTANCEFEET_2014","AveragePuttingDistanceAll2putts_TOTALPUTTS_2014","stat_name","year"
1,1,"Hudson Swafford",75,NA,16141.667,646,"AveragePuttingDistanceAll2putts",2014
2,2,"Billy Horschel",92,NA,18403.167,748,"AveragePuttingDistanceAll2putts",2014
3,3,"JJ Henry",91,NA,21762.583,891,"AveragePuttingDistanceAll2putts",2014
3,3,"Daniel Summerhays",98,NA,22455.833,921,"AveragePuttingDistanceAll2putts",2014
3,3,"Jhonattan Vegas",77,NA,16697.083,683,"AveragePuttingDistanceAll2putts",2014
6,6,"Retief Goosen",94,NA,19171,794,"AveragePuttingDistanceAll2putts",2014
7,7,"Greg Chalmers",85,NA,16799.917,698,"AveragePuttingDistanceAll2putts",2014
7,7,"Luke Donald",57,NA,10376.833,431,"AveragePuttingDistanceAll2putts",2014
7,7,"Brice Garnett",92,NA,19223.25,799,"AveragePuttingDistanceAll2putts",2014
7,7,"Andres Romero",81,NA,16739.75,696,"AveragePuttingDistanceAll2putts",2014
7,7,"Kevin Tway",64,NA,12399.583,515,"AveragePuttingDistanceAll2putts",2014
12,12,"Martin Laird",66,NA,14519.583,605,"AveragePuttingDistanceAll2putts",2014
12,12,"John Senden",99,NA,20686.667,862,"AveragePuttingDistanceAll2putts",2014
14,14,"Johnson Wagner",69,NA,14758.333,618,"AveragePuttingDistanceAll2putts",2014
15,15,"Ben Curtis",77,NA,15747.75,661,"AveragePuttingDistanceAll2putts",2014
15,15,"James Driscoll",71,NA,14404.333,604,"AveragePuttingDistanceAll2putts",2014
15,15,"Justin Hicks",103,NA,23406.917,983,"AveragePuttingDistanceAll2putts",2014
15,15,"Cameron Tringale",111,NA,24374.583,1024,"AveragePuttingDistanceAll2putts",2014
19,19,"Charles Howell III",106,NA,23447.167,988,"AveragePuttingDistanceAll2putts",2014
19,19,"Hunter Mahan",88,NA,17717.5,746,"AveragePuttingDistanceAll2putts",2014
19,19,"Jimmy Walker",98,NA,17467.917,735,"AveragePuttingDistanceAll2putts",2014
22,22,"Billy Hurley III",86,NA,17957.333,760,"AveragePuttingDistanceAll2putts",2014
22,22,"Henrik Stenson",56,NA,9737.583,411,"AveragePuttingDistanceAll2putts",2014
24,24,"Aaron Baddeley",74,NA,13382.5,567,"AveragePuttingDistanceAll2putts",2014
24,24,"Rickie Fowler",91,NA,14158.75,601,"AveragePuttingDistanceAll2putts",2014
26,26,"Stewart Cink",91,NA,17521.833,745,"AveragePuttingDistanceAll2putts",2014
26,26,"Andrew Svoboda",77,NA,16760.583,712,"AveragePuttingDistanceAll2putts",2014
26,26,"Michael Thompson",74,NA,14176.75,603,"AveragePuttingDistanceAll2putts",2014
29,29,"Erik Compton",88,NA,17797.917,760,"AveragePuttingDistanceAll2putts",2014
29,29,"Jim Furyk",84,NA,15817.083,676,"AveragePuttingDistanceAll2putts",2014
29,29,"Bill Haas",107,NA,20039.833,855,"AveragePuttingDistanceAll2putts",2014
29,29,"Morgan Hoffmann",103,NA,20693.833,883,"AveragePuttingDistanceAll2putts",2014
29,29,"Matt Kuchar",91,NA,17986.083,767,"AveragePuttingDistanceAll2putts",2014
29,29,"Ryan Palmer",85,NA,14979.75,640,"AveragePuttingDistanceAll2putts",2014
29,29,"Patrick Reed",92,NA,17165.417,733,"AveragePuttingDistanceAll2putts",2014
29,29,"Webb Simpson",87,NA,17272.25,737,"AveragePuttingDistanceAll2putts",2014
29,29,"Heath Slocum",71,NA,15147.583,648,"AveragePuttingDistanceAll2putts",2014
29,29,"Brendan Steele",89,NA,16610.917,710,"AveragePuttingDistanceAll2putts",2014
39,39,"Derek Ernst",80,NA,15438.583,662,"AveragePuttingDistanceAll2putts",2014
39,39,"Russell Henley",92,NA,18176.833,778,"AveragePuttingDistanceAll2putts",2014
39,39,"Justin Leonard",75,NA,13828.75,593,"AveragePuttingDistanceAll2putts",2014
39,39,"Graeme McDowell",66,NA,10584.833,454,"AveragePuttingDistanceAll2putts",2014
39,39,"William McGirt",96,NA,20072.167,859,"AveragePuttingDistanceAll2putts",2014
