"DrivingPct240260AllDrives_RANKTHISWEEK_2016","DrivingPct240260AllDrives_RANKLASTWEEK_2016","DrivingPct240260AllDrives_PLAYERNAME_2016","DrivingPct240260AllDrives_ROUNDS_2016","DrivingPct240260AllDrives_Pct_2016","DrivingPct240260AllDrives_TOTALDRIVESFOR240260_2016","DrivingPct240260AllDrives_TOTALDRIVESOVERALL_2016","DrivingPct240260AllDrives_RELATIVETOPAR_2016","stat_name","year"
1,1,"Darron Stiles",28,45.09,101,224,0.178,"DrivingPct240260AllDrives",2016
2,2,"Brian Gay",22,28,70,250,0.043,"DrivingPct240260AllDrives",2016
3,3,"Jon Curran",55,26.88,150,558,0.047,"DrivingPct240260AllDrives",2016
4,4,"David Toms",38,26.23,117,446,-0.034,"DrivingPct240260AllDrives",2016
5,5,"Dicky Pride",33,24.84,80,322,0.125,"DrivingPct240260AllDrives",2016
6,8,"Robert Allenby",35,24.14,84,348,0.143,"DrivingPct240260AllDrives",2016
7,6,"Brian Stuard",24,23.81,60,252,0,"DrivingPct240260AllDrives",2016
8,7,"Chad Collins",45,23.51,118,502,0.093,"DrivingPct240260AllDrives",2016
9,10,"Billy Hurley III",22,22.46,53,236,0.113,"DrivingPct240260AllDrives",2016
10,11,"Justin Leonard",28,22.37,68,304,0.132,"DrivingPct240260AllDrives",2016
11,12,"KJ Choi",47,22.3,124,556,0.121,"DrivingPct240260AllDrives",2016
12,13,"Mark Wilson",42,22.02,107,486,0.112,"DrivingPct240260AllDrives",2016
13,9,"DA Points",32,21.79,61,280,0.148,"DrivingPct240260AllDrives",2016
14,14,"Jerry Kelly",44,21.13,82,388,0.11,"DrivingPct240260AllDrives",2016
15,24,"Colt Knost",56,20.31,119,586,0.134,"DrivingPct240260AllDrives",2016
16,16,"Lucas Lee",22,20.19,42,208,0.31,"DrivingPct240260AllDrives",2016
17,17,"Graeme McDowell",33,20.06,65,324,0.246,"DrivingPct240260AllDrives",2016
18,18,"Ken Duke",26,19.93,55,276,0.091,"DrivingPct240260AllDrives",2016
19,20,"Steve Stricker",25,19.66,57,290,-0.105,"DrivingPct240260AllDrives",2016
20,15,"Rob Oppenheim",37,19.64,77,392,-0.013,"DrivingPct240260AllDrives",2016
21,22,"Brendon Todd",43,19.41,92,474,0.217,"DrivingPct240260AllDrives",2016
22,21,"George McNeill",33,18.81,73,388,0.178,"DrivingPct240260AllDrives",2016
23,25,"Abraham Ancer",26,18.75,42,224,0.143,"DrivingPct240260AllDrives",2016
24,26,"John Huh",51,18.46,113,612,0.009,"DrivingPct240260AllDrives",2016
25,27,"Matthew Fitzpatrick",23,18.45,31,168,0.323,"DrivingPct240260AllDrives",2016
26,36,"DH Lee",35,18.15,61,336,0.246,"DrivingPct240260AllDrives",2016
27,29,"Tim Wilkinson",40,18.13,66,364,-0.136,"DrivingPct240260AllDrives",2016
28,28,"David Hearn",55,18.09,106,586,-0.123,"DrivingPct240260AllDrives",2016
29,30,"Thomas Aiken",42,18.06,65,360,-0.015,"DrivingPct240260AllDrives",2016
30,23,"Luke Donald",49,17.9,82,458,0.146,"DrivingPct240260AllDrives",2016
31,34,"Jason Bohn",37,17.49,71,406,0.07,"DrivingPct240260AllDrives",2016
32,31,"Justin Hicks",26,17.47,58,332,0.121,"DrivingPct240260AllDrives",2016
33,33,"Ben Crane",48,17.25,89,516,0.079,"DrivingPct240260AllDrives",2016
34,32,"Stuart Appleby",39,17.13,86,502,0.047,"DrivingPct240260AllDrives",2016
35,35,"Zac Blair",56,17.06,100,586,0.15,"DrivingPct240260AllDrives",2016
36,46,"Cameron Tringale",47,16.67,93,558,0.065,"DrivingPct240260AllDrives",2016
37,39,"Spencer Levin",62,16.42,110,670,0.145,"DrivingPct240260AllDrives",2016
38,38,"Sung Kang",51,16.14,92,570,0.076,"DrivingPct240260AllDrives",2016
39,42,"Chad Campbell",54,15.83,95,600,0.147,"DrivingPct240260AllDrives",2016
40,40,"Cameron Percy",22,15.82,31,196,0,"DrivingPct240260AllDrives",2016
41,41,"Freddie Jacobson",54,15.81,86,544,0.105,"DrivingPct240260AllDrives",2016
42,43,"Kevin Na",52,15.5,71,458,0.07,"DrivingPct240260AllDrives",2016
43,44,"Shane Bertsch",30,15.41,41,266,0.098,"DrivingPct240260AllDrives",2016
44,45,"Aaron Baddeley",51,15.28,77,504,0.026,"DrivingPct240260AllDrives",2016
45,67,"Peter Malnati",53,15.25,90,590,0.056,"DrivingPct240260AllDrives",2016
46,50,"Alex Cejka",47,15.07,66,438,0.106,"DrivingPct240260AllDrives",2016
47,49,"Troy Merritt",41,14.95,61,408,0.082,"DrivingPct240260AllDrives",2016
48,37,"Vaughn Taylor",30,14.94,52,348,0.077,"DrivingPct240260AllDrives",2016
49,51,"Chris Kirk",51,14.84,81,546,0.025,"DrivingPct240260AllDrives",2016
50,51,"Davis Love III",40,14.81,69,466,0.087,"DrivingPct240260AllDrives",2016
51,66,"Erik Compton",45,14.8,66,446,0.045,"DrivingPct240260AllDrives",2016
52,47,"Vijay Singh",42,14.79,76,514,0.211,"DrivingPct240260AllDrives",2016
53,56,"Tyler Aldridge",53,14.39,82,570,0.122,"DrivingPct240260AllDrives",2016
53,73,"Blayne Barber",44,14.39,76,528,0.303,"DrivingPct240260AllDrives",2016
55,57,"Kyle Stanley",57,14.38,92,640,-0.022,"DrivingPct240260AllDrives",2016
56,54,"Brendon de Jonge",55,14.34,78,544,0.077,"DrivingPct240260AllDrives",2016
57,48,"Jamie Donaldson",28,14.29,42,294,0.119,"DrivingPct240260AllDrives",2016
