"Approachesfrom200225yardsRgh_RANKTHISWEEK_2013","Approachesfrom200225yardsRgh_RANKLASTWEEK_2013","Approachesfrom200225yardsRgh_PLAYERNAME_2013","Approachesfrom200225yardsRgh_ROUNDS_2013","Approachesfrom200225yardsRgh_AVG_2013","Approachesfrom200225yardsRgh_TOTALDISTANCEFEET_2013","Approachesfrom200225yardsRgh_OFATTEMPTS_2013","Approachesfrom200225yardsRgh_RELATIVETOPAR_2013","stat_name","year"
1,1,"Michael Thompson",66,NA,345.5,11,1,"Approachesfrom200225yardsRgh",2013
2,2,"Rory McIlroy",56,NA,428.083,10,-4,"Approachesfrom200225yardsRgh",2013
3,3,"Bo Van Pelt",72,NA,516.667,12,1,"Approachesfrom200225yardsRgh",2013
4,4,"Scott Gardiner",61,NA,738.833,16,0,"Approachesfrom200225yardsRgh",2013
5,5,"Daniel Summerhays",83,NA,1099.25,23,5,"Approachesfrom200225yardsRgh",2013
6,6,"Alistair Presnell",59,NA,920.417,19,-3,"Approachesfrom200225yardsRgh",2013
7,7,"Robert Garrigus",69,NA,1086.083,22,-5,"Approachesfrom200225yardsRgh",2013
8,8,"Jimmy Walker",84,NA,1244.417,25,1,"Approachesfrom200225yardsRgh",2013
9,9,"Martin Kaymer",61,NA,501.25,10,2,"Approachesfrom200225yardsRgh",2013
10,10,"Steve Stricker",51,NA,454.417,9,1,"Approachesfrom200225yardsRgh",2013
11,11,"Bubba Watson",76,NA,969.333,19,-2,"Approachesfrom200225yardsRgh",2013
12,12,"Robert Karlsson",56,NA,411.667,8,0,"Approachesfrom200225yardsRgh",2013
13,13,"Jason Dufner",78,NA,477.167,9,1,"Approachesfrom200225yardsRgh",2013
14,14,"Charlie Beljan",62,NA,532.167,10,0,"Approachesfrom200225yardsRgh",2013
14,14,"YE Yang",56,NA,691.917,13,-2,"Approachesfrom200225yardsRgh",2013
16,16,"Colt Knost",69,NA,1122.417,21,5,"Approachesfrom200225yardsRgh",2013
17,17,"Graham DeLaet",94,NA,1340.417,25,7,"Approachesfrom200225yardsRgh",2013
17,17,"Kevin Stadler",83,NA,1286.25,24,-2,"Approachesfrom200225yardsRgh",2013
19,19,"Martin Flores",83,NA,1293.25,24,3,"Approachesfrom200225yardsRgh",2013
20,20,"DA Points",87,NA,1350.083,25,6,"Approachesfrom200225yardsRgh",2013
21,21,"Greg Owen",73,NA,1302.583,24,6,"Approachesfrom200225yardsRgh",2013
22,22,"Harris English",95,NA,1580.167,29,-1,"Approachesfrom200225yardsRgh",2013
23,23,"Jerry Kelly",75,NA,1256.583,23,3,"Approachesfrom200225yardsRgh",2013
