"BirdieorBetterPercentage125150ya_RANKTHISWEEK_2006","BirdieorBetterPercentage125150ya_RANKLASTWEEK_2006","BirdieorBetterPercentage125150ya_PLAYERNAME_2006","BirdieorBetterPercentage125150ya_ROUNDS_2006","BirdieorBetterPercentage125150ya_Pct_2006","BirdieorBetterPercentage125150ya_TOTALBIRDIES_2006","BirdieorBetterPercentage125150ya_TOTALHOLES_2006","stat_name","year"
1,1,"Camilo Villegas",95,24.81,65,262,"BirdieorBetterPercentage125150ya",2006
2,2,"Kent Jones",103,24.28,59,243,"BirdieorBetterPercentage125150ya",2006
3,3,"Olin Browne",108,23.92,61,255,"BirdieorBetterPercentage125150ya",2006
4,4,"David Howell",52,23.81,20,84,"BirdieorBetterPercentage125150ya",2006
5,5,"Brett Wetterich",82,23.26,50,215,"BirdieorBetterPercentage125150ya",2006
6,6,"Todd Fischer",101,22.99,60,261,"BirdieorBetterPercentage125150ya",2006
7,7,"Mark Wilson",79,22.89,57,249,"BirdieorBetterPercentage125150ya",2006
8,8,"Retief Goosen",68,22.86,32,140,"BirdieorBetterPercentage125150ya",2006
9,9,"Phil Mickelson",74,22.83,29,127,"BirdieorBetterPercentage125150ya",2006
10,10,"Dean Wilson",115,22.68,66,291,"BirdieorBetterPercentage125150ya",2006
11,11,"Robert Allenby",79,22.62,50,221,"BirdieorBetterPercentage125150ya",2006
12,12,"Davis Love III",85,22.42,37,165,"BirdieorBetterPercentage125150ya",2006
13,13,"Jim Furyk",89,22.4,43,192,"BirdieorBetterPercentage125150ya",2006
14,14,"Luke Donald",66,22.03,26,118,"BirdieorBetterPercentage125150ya",2006
15,15,"David Branshaw",98,21.99,53,241,"BirdieorBetterPercentage125150ya",2006
16,16,"Jerry Kelly",100,21.91,55,251,"BirdieorBetterPercentage125150ya",2006
17,17,"Bob Estes",85,21.82,48,220,"BirdieorBetterPercentage125150ya",2006
18,18,"Daniel Chopra",110,21.75,62,285,"BirdieorBetterPercentage125150ya",2006
19,19,"Brian Gay",107,21.4,55,257,"BirdieorBetterPercentage125150ya",2006
20,20,"Craig Barlow",77,21.39,37,173,"BirdieorBetterPercentage125150ya",2006
21,21,"Greg Kraft",79,21.3,36,169,"BirdieorBetterPercentage125150ya",2006
21,21,"Carl Pettersson",95,21.3,46,216,"BirdieorBetterPercentage125150ya",2006
23,23,"Hunter Mahan",98,21.25,58,273,"BirdieorBetterPercentage125150ya",2006
24,24,"Rory Sabbatini",84,21.24,41,193,"BirdieorBetterPercentage125150ya",2006
25,25,"Bernhard Langer",77,21.2,39,184,"BirdieorBetterPercentage125150ya",2006
26,26,"Mark OMeara",52,21.18,18,85,"BirdieorBetterPercentage125150ya",2006
27,27,"Steve Flesch",119,21.15,70,331,"BirdieorBetterPercentage125150ya",2006
28,28,"Brian Davis",92,21.03,49,233,"BirdieorBetterPercentage125150ya",2006
28,28,"Chris Riley",86,21.03,41,195,"BirdieorBetterPercentage125150ya",2006
30,30,"Tom Pernice Jr",108,21.01,50,238,"BirdieorBetterPercentage125150ya",2006
31,31,"Bubba Dickerson",98,20.99,55,262,"BirdieorBetterPercentage125150ya",2006
32,32,"Ben Crane",85,20.96,35,167,"BirdieorBetterPercentage125150ya",2006
33,33,"David Toms",76,20.94,40,191,"BirdieorBetterPercentage125150ya",2006
34,34,"Stewart Cink",93,20.81,46,221,"BirdieorBetterPercentage125150ya",2006
34,34,"Steve Jones",83,20.81,46,221,"BirdieorBetterPercentage125150ya",2006
36,36,"Jeff Maggert",81,20.71,41,198,"BirdieorBetterPercentage125150ya",2006
36,36,"Brett Quigley",109,20.71,58,280,"BirdieorBetterPercentage125150ya",2006
38,38,"JP Hayes",55,20.63,33,160,"BirdieorBetterPercentage125150ya",2006
38,38,"Vijay Singh",103,20.63,46,223,"BirdieorBetterPercentage125150ya",2006
40,40,"Mark Calcavecchia",94,20.52,47,229,"BirdieorBetterPercentage125150ya",2006
41,41,"Arron Oberholser",82,20.4,41,201,"BirdieorBetterPercentage125150ya",2006
42,42,"Stuart Appleby",83,20.33,37,182,"BirdieorBetterPercentage125150ya",2006
42,42,"Joe Durant",101,20.33,61,300,"BirdieorBetterPercentage125150ya",2006
42,42,"Fred Funk",106,20.33,50,246,"BirdieorBetterPercentage125150ya",2006
45,45,"Marco Dawson",87,20.24,50,247,"BirdieorBetterPercentage125150ya",2006
46,46,"Harrison Frazar",95,20.16,49,243,"BirdieorBetterPercentage125150ya",2006
47,47,"Justin Rose",98,19.92,52,261,"BirdieorBetterPercentage125150ya",2006
48,48,"Ian Poulter",53,19.83,23,116,"BirdieorBetterPercentage125150ya",2006
49,49,"Paul Goydos",72,19.79,37,187,"BirdieorBetterPercentage125150ya",2006
50,50,"Charley Hoffman",100,19.65,56,285,"BirdieorBetterPercentage125150ya",2006
51,51,"Roger Tambellini",64,19.54,34,174,"BirdieorBetterPercentage125150ya",2006
52,52,"Jose Maria Olazabal",62,19.49,23,118,"BirdieorBetterPercentage125150ya",2006
53,53,"Dudley Hart",83,19.4,45,232,"BirdieorBetterPercentage125150ya",2006
54,54,"Tjaart van der Walt",60,19.39,32,165,"BirdieorBetterPercentage125150ya",2006
55,55,"Jason Gore",86,19.35,42,217,"BirdieorBetterPercentage125150ya",2006
56,56,"Nathan Green",108,19.33,52,269,"BirdieorBetterPercentage125150ya",2006
57,57,"Eric Axley",91,19.31,45,233,"BirdieorBetterPercentage125150ya",2006
58,58,"Jason Bohn",104,19.24,56,291,"BirdieorBetterPercentage125150ya",2006
59,59,"Stephen Leaney",84,19.09,42,220,"BirdieorBetterPercentage125150ya",2006
60,60,"Zach Johnson",98,19.03,47,247,"BirdieorBetterPercentage125150ya",2006
61,61,"Brandt Jobe",91,18.94,43,227,"BirdieorBetterPercentage125150ya",2006
62,62,"Jerry Smith",94,18.92,49,259,"BirdieorBetterPercentage125150ya",2006
62,62,"Tiger Woods",55,18.92,21,111,"BirdieorBetterPercentage125150ya",2006
64,64,"Richard Johnson",94,18.91,52,275,"BirdieorBetterPercentage125150ya",2006
65,65,"Ted Purdy",103,18.87,40,212,"BirdieorBetterPercentage125150ya",2006
66,66,"Brad Faxon",78,18.86,33,175,"BirdieorBetterPercentage125150ya",2006
67,67,"Kris Cox",83,18.78,43,229,"BirdieorBetterPercentage125150ya",2006
67,67,"Mike Weir",88,18.78,34,181,"BirdieorBetterPercentage125150ya",2006
69,69,"Tim Clark",80,18.75,27,144,"BirdieorBetterPercentage125150ya",2006
69,69,"Carlos Franco",86,18.75,48,256,"BirdieorBetterPercentage125150ya",2006
71,71,"Robert Garrigus",85,18.7,49,262,"BirdieorBetterPercentage125150ya",2006
71,71,"Heath Slocum",96,18.7,49,262,"BirdieorBetterPercentage125150ya",2006
73,73,"Stephen Ames",63,18.64,22,118,"BirdieorBetterPercentage125150ya",2006
73,73,"Shigeki Maruyama",94,18.64,44,236,"BirdieorBetterPercentage125150ya",2006
75,75,"Robert Damron",91,18.58,47,253,"BirdieorBetterPercentage125150ya",2006
76,76,"Tom Lehman",70,18.52,25,135,"BirdieorBetterPercentage125150ya",2006
77,77,"Kirk Triplett",58,18.42,28,152,"BirdieorBetterPercentage125150ya",2006
78,78,"Jeff Brehaut",100,18.4,46,250,"BirdieorBetterPercentage125150ya",2006
79,79,"Shane Bertsch",104,18.36,47,256,"BirdieorBetterPercentage125150ya",2006
80,80,"Nick Watney",97,18.34,53,289,"BirdieorBetterPercentage125150ya",2006
81,81,"Freddie Jacobson",56,18.23,35,192,"BirdieorBetterPercentage125150ya",2006
82,82,"Lee Janzen",79,18.22,39,214,"BirdieorBetterPercentage125150ya",2006
83,83,"Billy Mayfair",94,18.18,44,242,"BirdieorBetterPercentage125150ya",2006
84,84,"JJ Henry",96,18.1,40,221,"BirdieorBetterPercentage125150ya",2006
85,85,"Steve Lowery",99,18.01,49,272,"BirdieorBetterPercentage125150ya",2006
86,86,"Mathias Gronberg",92,17.76,46,259,"BirdieorBetterPercentage125150ya",2006
87,87,"Ben Curtis",86,17.74,33,186,"BirdieorBetterPercentage125150ya",2006
88,88,"Vance Veazey",59,17.68,29,164,"BirdieorBetterPercentage125150ya",2006
89,89,"Lucas Glover",105,17.67,44,249,"BirdieorBetterPercentage125150ya",2006
90,90,"Steve Stricker",64,17.61,28,159,"BirdieorBetterPercentage125150ya",2006
91,91,"Jonathan Byrd",66,17.5,28,160,"BirdieorBetterPercentage125150ya",2006
92,92,"John Rollins",93,17.47,40,229,"BirdieorBetterPercentage125150ya",2006
