"Last5EventsPower_RANKTHISWEEK_2007","Last5EventsPower_RANKLASTWEEK_2007","Last5EventsPower_PLAYERNAME_2007","Last5EventsPower_EVENTS_2007","Last5EventsPower_RATING_2007","stat_name","year"
1,1,"Tony Finau",1,10,"Last5EventsPower",2007
1,2,"Brett Wetterich",2,10,"Last5EventsPower",2007
3,3,"JB Holmes",4,9.8,"Last5EventsPower",2007
4,4,"Charley Hoffman",3,9.4,"Last5EventsPower",2007
4,4,"Bubba Watson",1,9.4,"Last5EventsPower",2007
6,6,"John Daly",1,9.3,"Last5EventsPower",2007
6,6,"Bubba Dickerson",1,9.3,"Last5EventsPower",2007
6,6,"Tag Ridings",2,9.3,"Last5EventsPower",2007
9,9,"Chris Baryla",1,9.2,"Last5EventsPower",2007
9,9,"Andres Romero",1,9.2,"Last5EventsPower",2007
11,11,"Robert Garrigus",3,9.1,"Last5EventsPower",2007
11,11,"Jason Gore",4,9.1,"Last5EventsPower",2007
11,11,"Tiger Woods",3,9.1,"Last5EventsPower",2007
14,14,"Bill Haas",4,9,"Last5EventsPower",2007
14,14,"Adam Scott",4,9,"Last5EventsPower",2007
14,14,"Nick Watney",5,9,"Last5EventsPower",2007
17,17,"Johan Edfors",1,8.9,"Last5EventsPower",2007
17,17,"Ernie Els",4,8.9,"Last5EventsPower",2007
17,17,"Anton Haig",2,8.9,"Last5EventsPower",2007
17,17,"Sean OHair",5,8.9,"Last5EventsPower",2007
17,17,"Louis Oosthuizen",1,8.9,"Last5EventsPower",2007
17,17,"Jeff Overton",4,8.9,"Last5EventsPower",2007
23,23,"Andy Bare",1,8.8,"Last5EventsPower",2007
23,23,"Daniel Chopra",5,8.8,"Last5EventsPower",2007
23,23,"Mathias Gronberg",4,8.8,"Last5EventsPower",2007
23,23,"Anthony Kim",3,8.8,"Last5EventsPower",2007
23,23,"Bronson La Cassie",1,8.8,"Last5EventsPower",2007
28,28,"Matt Hendrix",2,8.7,"Last5EventsPower",2007
28,28,"Neal Lancaster",2,8.7,"Last5EventsPower",2007
30,31,"Angel Cabrera",3,8.6,"Last5EventsPower",2007
30,31,"Yusaku Miyazato",1,8.6,"Last5EventsPower",2007
30,31,"Charles Warren",4,8.6,"Last5EventsPower",2007
30,28,"Lee Westwood",1,8.6,"Last5EventsPower",2007
34,34,"Davis Love III",2,8.5,"Last5EventsPower",2007
34,34,"Troy Matteson",3,8.5,"Last5EventsPower",2007
34,34,"Chris Smith",2,8.5,"Last5EventsPower",2007
37,37,"Craig Barlow",3,8.4,"Last5EventsPower",2007
37,37,"Matt Every",1,8.4,"Last5EventsPower",2007
37,37,"Retief Goosen",2,8.4,"Last5EventsPower",2007
37,37,"Geoff Ogilvy",4,8.4,"Last5EventsPower",2007
41,41,"Jamie Lovemark",3,8.3,"Last5EventsPower",2007
41,41,"Kyle Reifers",2,8.3,"Last5EventsPower",2007
43,43,"Steve Allan",2,8.2,"Last5EventsPower",2007
43,43,"Robert Allenby",2,8.2,"Last5EventsPower",2007
43,43,"George McNeill",3,8.2,"Last5EventsPower",2007
43,43,"Brady Schnell",1,8.2,"Last5EventsPower",2007
47,47,"Paul Casey",1,8.1,"Last5EventsPower",2007
47,47,"Nick Flanagan",2,8.1,"Last5EventsPower",2007
47,47,"Vijay Singh",3,8.1,"Last5EventsPower",2007
50,50,"Stewart Cink",3,8,"Last5EventsPower",2007
50,50,"Brendon de Jonge",4,8,"Last5EventsPower",2007
52,52,"Lucas Glover",4,7.9,"Last5EventsPower",2007
52,52,"Mathew Goggin",4,7.9,"Last5EventsPower",2007
52,52,"Ted Purdy",3,7.9,"Last5EventsPower",2007
55,55,"Stuart Appleby",2,7.8,"Last5EventsPower",2007
55,55,"Harrison Frazar",1,7.8,"Last5EventsPower",2007
55,55,"Ryan Palmer",3,7.8,"Last5EventsPower",2007
58,58,"Jonathan Byrd",4,7.7,"Last5EventsPower",2007
58,58,"Andres Gonzales",1,7.7,"Last5EventsPower",2007
58,58,"Mark Hensby",3,7.7,"Last5EventsPower",2007
58,58,"John Senden",4,7.7,"Last5EventsPower",2007
58,58,"Jeev Milkha Singh",1,7.7,"Last5EventsPower",2007
58,58,"Camilo Villegas",3,7.7,"Last5EventsPower",2007
58,58,"Boo Weekley",4,7.7,"Last5EventsPower",2007
65,65,"Brian Bateman",2,7.6,"Last5EventsPower",2007
65,65,"Niclas Fasth",1,7.6,"Last5EventsPower",2007
65,65,"Bob May",2,7.6,"Last5EventsPower",2007
68,68,"Sergio Garcia",5,7.5,"Last5EventsPower",2007
68,68,"Kenny Perry",3,7.5,"Last5EventsPower",2007
70,70,"Andrew Buckle",2,7.4,"Last5EventsPower",2007
70,70,"Brent Geiberger",1,7.4,"Last5EventsPower",2007
70,70,"JP Hayes",3,7.4,"Last5EventsPower",2007
70,70,"Peter Lonard",2,7.4,"Last5EventsPower",2007
70,70,"Hennie Otto",1,7.4,"Last5EventsPower",2007
70,70,"Greg Owen",4,7.4,"Last5EventsPower",2007
70,70,"Carl Pettersson",4,7.4,"Last5EventsPower",2007
70,70,"Bo Van Pelt",5,7.4,"Last5EventsPower",2007
78,78,"Steve Lowery",3,7.3,"Last5EventsPower",2007
78,78,"Phil Mickelson",3,7.3,"Last5EventsPower",2007
78,78,"Kevin Stadler",3,7.3,"Last5EventsPower",2007
81,81,"Pat Perez",3,7.2,"Last5EventsPower",2007
81,81,"Paul Stankowski",2,7.2,"Last5EventsPower",2007
81,81,"Henrik Stenson",2,7.2,"Last5EventsPower",2007
81,81,"DJ Trahan",2,7.2,"Last5EventsPower",2007
85,85,"Aaron Baddeley",4,7.1,"Last5EventsPower",2007
85,85,"Charles Howell III",3,7.1,"Last5EventsPower",2007
85,85,"Will Ma Kenzie",3,7.1,"Last5EventsPower",2007
85,85,"Mike Weir",4,7.1,"Last5EventsPower",2007
85,85,"YE Yang",1,7.1,"Last5EventsPower",2007
90,90,"Mike Grob",1,7,"Last5EventsPower",2007
90,90,"Wes Short Jr",2,7,"Last5EventsPower",2007
92,92,"Rich Beem",5,6.9,"Last5EventsPower",2007
92,92,"Paul Broadhurst",1,6.9,"Last5EventsPower",2007
94,94,"Ben Crane",5,6.8,"Last5EventsPower",2007
94,94,"Jarrod Lyle",3,6.8,"Last5EventsPower",2007
94,94,"Joe Ogilvie",4,6.8,"Last5EventsPower",2007
94,94,"John Rollins",5,6.8,"Last5EventsPower",2007
98,100,"Eric Axley",1,6.7,"Last5EventsPower",2007
98,100,"Jason Bohn",3,6.7,"Last5EventsPower",2007
98,100,"Alex Cejka",4,6.7,"Last5EventsPower",2007
98,100,"David Hearn",1,6.7,"Last5EventsPower",2007
98,100,"Robert Karlsson",1,6.7,"Last5EventsPower",2007
98,100,"Charl Schwartzel",2,6.7,"Last5EventsPower",2007
104,106,"Arjun Atwal",4,6.6,"Last5EventsPower",2007
104,106,"Michael Bradley",2,6.6,"Last5EventsPower",2007
104,106,"Jeff Brehaut",3,6.6,"Last5EventsPower",2007
104,106,"Dan Forsman",2,6.6,"Last5EventsPower",2007
104,94,"Padraig Harrington",2,6.6,"Last5EventsPower",2007
104,106,"John Merrick",2,6.6,"Last5EventsPower",2007
104,106,"Bryce Molder",4,6.6,"Last5EventsPower",2007
111,112,"Ricky Barnes",1,6.5,"Last5EventsPower",2007
111,112,"Cameron Beckman",5,6.5,"Last5EventsPower",2007
111,112,"David Berganio Jr",1,6.5,"Last5EventsPower",2007
111,112,"Danny Ellis",2,6.5,"Last5EventsPower",2007
111,112,"John Huston",2,6.5,"Last5EventsPower",2007
111,112,"Thongchai Jaidee",2,6.5,"Last5EventsPower",2007
111,112,"Rory Sabbatini",4,6.5,"Last5EventsPower",2007
111,112,"Chris Tidland",2,6.5,"Last5EventsPower",2007
119,120,"Rich Barcelo",3,6.4,"Last5EventsPower",2007
119,120,"DJ Brigman",3,6.4,"Last5EventsPower",2007
119,120,"Chad Campbell",5,6.4,"Last5EventsPower",2007
119,120,"WC Liang",1,6.4,"Last5EventsPower",2007
119,120,"Shaun Micheel",2,6.4,"Last5EventsPower",2007
119,120,"Rod Pampling",3,6.4,"Last5EventsPower",2007
119,120,"BJ Staten",2,6.4,"Last5EventsPower",2007
126,127,"Thomas Bjorn",1,6.3,"Last5EventsPower",2007
126,127,"JJ Henry",2,6.3,"Last5EventsPower",2007
126,127,"Daisuke Maruyama",3,6.3,"Last5EventsPower",2007
126,127,"Kevin Sutherland",3,6.3,"Last5EventsPower",2007
130,131,"Stephen Ames",4,6.2,"Last5EventsPower",2007
130,131,"Ryan Blaum",1,6.2,"Last5EventsPower",2007
130,131,"Jim Gallagher Jr",3,6.2,"Last5EventsPower",2007
130,131,"Arron Oberholser",3,6.2,"Last5EventsPower",2007
130,131,"Justin Rose",3,6.2,"Last5EventsPower",2007
135,136,"Steve Stricker",4,6.1,"Last5EventsPower",2007
136,137,"Joe Durant",4,6,"Last5EventsPower",2007
136,137,"Tadd Fujikawa",1,6,"Last5EventsPower",2007
136,137,"Tim Herron",5,6,"Last5EventsPower",2007
136,137,"Jerry Kelly",3,6,"Last5EventsPower",2007
136,137,"Ryan Moore",4,6,"Last5EventsPower",2007
136,137,"Lee Williams",1,6,"Last5EventsPower",2007
142,143,"Woody Austin",4,5.9,"Last5EventsPower",2007
142,143,"Briny Baird",5,5.9,"Last5EventsPower",2007
142,143,"Todd Hamilton",3,5.9,"Last5EventsPower",2007
142,143,"Michael Putnam",2,5.9,"Last5EventsPower",2007
142,143,"Jason Schultz",2,5.9,"Last5EventsPower",2007
142,143,"Phil Tataurangi",2,5.9,"Last5EventsPower",2007
142,143,"Jaco Van Zyl",1,5.9,"Last5EventsPower",2007
149,150,"Ryan Armour",5,5.8,"Last5EventsPower",2007
149,150,"Darren Clarke",2,5.8,"Last5EventsPower",2007
149,150,"Tom Gillis",1,5.8,"Last5EventsPower",2007
149,150,"Lee Janzen",2,5.8,"Last5EventsPower",2007
149,150,"Azuma Yano",1,5.8,"Last5EventsPower",2007
154,155,"Todd Demsey",1,5.7,"Last5EventsPower",2007
154,155,"David Howell",1,5.7,"Last5EventsPower",2007
154,155,"Hunter Mahan",3,5.7,"Last5EventsPower",2007
154,155,"Brett Quigley",2,5.7,"Last5EventsPower",2007
154,155,"Richard Sterne",1,5.7,"Last5EventsPower",2007
159,160,"Michael Allen",5,5.6,"Last5EventsPower",2007
