"ConsecutiveSandSaves_RANKTHISWEEK_2010","ConsecutiveSandSaves_RANKLASTWEEK_2010","ConsecutiveSandSaves_PLAYERNAME_2010","ConsecutiveSandSaves_EVENTS_2010","ConsecutiveSandSaves_STREAK_2010","ConsecutiveSandSaves_CURRENTSTREAK_2010","ConsecutiveSandSaves_ROUND_2010","ConsecutiveSandSaves_HOLE_2010","ConsecutiveSandSaves_YEARTOURN_2010","stat_name","year"
50,50,"Jeff Maggert",28,7,2,1,12,2010250,"ConsecutiveSandSaves",2010
50,50,"John Mallinger",29,7,NA,2,4,2010490,"ConsecutiveSandSaves",2010
50,50,"Shaun Micheel",21,7,1,2,12,2010230,"ConsecutiveSandSaves",2010
50,50,"Rod Pampling",26,7,NA,4,9,2010140,"ConsecutiveSandSaves",2010
50,50,"Corey Pavin",8,7,NA,2,15,2010050,"ConsecutiveSandSaves",2010
50,50,"Scott Piercy",28,7,NA,2,15,2010280,"ConsecutiveSandSaves",2010
50,50,"Alex Prugh",28,7,NA,2,5,2010300,"ConsecutiveSandSaves",2010
50,50,"Brett Quigley",29,7,NA,4,14,2010240,"ConsecutiveSandSaves",2010
50,50,"Rory Sabbatini",26,7,4,3,7,2010380,"ConsecutiveSandSaves",2010
50,50,"Michael Sim",20,7,NA,1,4,2010220,"ConsecutiveSandSaves",2010
50,50,"Brian Stuard",28,7,1,2,7,2010420,"ConsecutiveSandSaves",2010
50,50,"Chris Tidland",24,7,1,1,9,2010100,"ConsecutiveSandSaves",2010
50,50,"Bo Van Pelt",28,7,NA,2,18,2010400,"ConsecutiveSandSaves",2010
50,50,"Camilo Villegas",20,7,NA,2,5,2010400,"ConsecutiveSandSaves",2010
50,50,"Johnson Wagner",28,7,NA,2,1,2010210,"ConsecutiveSandSaves",2010
50,50,"Mike Weir",19,7,2,2,14,2010050,"ConsecutiveSandSaves",2010
50,50,"Jay Williamson",24,7,1,1,9,2010420,"ConsecutiveSandSaves",2010
84,84,"Michael Allen",17,6,2,2,3,2010170,"ConsecutiveSandSaves",2010
84,84,"Stuart Appleby",31,6,1,2,14,2010400,"ConsecutiveSandSaves",2010
84,84,"Woody Austin",29,6,NA,1,13,2010320,"ConsecutiveSandSaves",2010
84,84,"Cameron Beckman",25,6,1,1,16,2010230,"ConsecutiveSandSaves",2010
84,84,"Craig Bowden",20,6,NA,2,3,2010250,"ConsecutiveSandSaves",2010
84,84,"Angel Cabrera",19,6,1,2,5,2010230,"ConsecutiveSandSaves",2010
84,84,"Erik Compton",7,6,NA,1,16,2010140,"ConsecutiveSandSaves",2010
84,84,"John Daly",20,6,NA,1,1,2010230,"ConsecutiveSandSaves",2010
84,84,"James Driscoll",26,6,1,3,10,2010220,"ConsecutiveSandSaves",2010
84,84,"Steve Elkington",22,6,NA,2,7,2010280,"ConsecutiveSandSaves",2010
84,84,"Bob Estes",26,6,NA,1,1,2010220,"ConsecutiveSandSaves",2010
84,84,"Steve Flesch",25,6,4,2,18,2010240,"ConsecutiveSandSaves",2010
84,84,"Rickie Fowler",28,6,NA,3,5,2010030,"ConsecutiveSandSaves",2010
84,84,"Jeff Gove",22,6,2,4,6,2010210,"ConsecutiveSandSaves",2010
84,84,"Paul Goydos",25,6,NA,1,18,2010230,"ConsecutiveSandSaves",2010
84,84,"JB Holmes",26,6,NA,4,13,2010250,"ConsecutiveSandSaves",2010
84,84,"Richard Johnson",27,6,1,2,10,2010190,"ConsecutiveSandSaves",2010
84,84,"Kent Jones",9,6,NA,2,15,2010210,"ConsecutiveSandSaves",2010
84,84,"David Lutterus",25,6,3,2,1,2010220,"ConsecutiveSandSaves",2010
84,84,"Billy Mayfair",26,6,NA,1,18,2010210,"ConsecutiveSandSaves",2010
84,84,"Rory McIlroy",16,6,1,3,14,2010360,"ConsecutiveSandSaves",2010
84,84,"Troy Merritt",29,6,3,1,7,2010020,"ConsecutiveSandSaves",2010
84,84,"Phil Mickelson",20,6,NA,2,14,2010040,"ConsecutiveSandSaves",2010
84,84,"Ryan Moore",24,6,NA,2,14,2010240,"ConsecutiveSandSaves",2010
84,84,"Jeff Overton",26,6,2,1,17,2010280,"ConsecutiveSandSaves",2010
84,84,"Kenny Perry",20,6,1,1,4,2010240,"ConsecutiveSandSaves",2010
84,84,"Ian Poulter",15,6,4,1,4,2010250,"ConsecutiveSandSaves",2010
84,84,"Jason Preeo",1,6,NA,2,10,2010260,"ConsecutiveSandSaves",2010
84,84,"Aron Price",22,6,NA,3,2,2010230,"ConsecutiveSandSaves",2010
84,84,"Ted Purdy",30,6,3,2,12,2010090,"ConsecutiveSandSaves",2010
84,84,"Chris Riley",24,6,NA,4,15,2010100,"ConsecutiveSandSaves",2010
84,84,"Justin Rose",22,6,3,2,2,2010130,"ConsecutiveSandSaves",2010
84,84,"John Senden",30,6,NA,3,4,2010240,"ConsecutiveSandSaves",2010
84,84,"Webb Simpson",31,6,1,1,2,2010290,"ConsecutiveSandSaves",2010
84,84,"Vijay Singh",24,6,5,3,17,2010390,"ConsecutiveSandSaves",2010
84,84,"Jeev Milkha Singh",19,6,NA,2,15,2010240,"ConsecutiveSandSaves",2010
84,84,"Heath Slocum",25,6,NA,3,10,2010220,"ConsecutiveSandSaves",2010
84,84,"Paul Stankowski",18,6,1,3,17,2010290,"ConsecutiveSandSaves",2010
84,84,"Henrik Stenson",15,6,NA,3,12,2010230,"ConsecutiveSandSaves",2010
84,84,"Kevin Streelman",28,6,NA,2,11,2010200,"ConsecutiveSandSaves",2010
84,84,"Kevin Sutherland",25,6,NA,2,4,2010240,"ConsecutiveSandSaves",2010
84,84,"Roger Tambellini",26,6,1,4,9,2010020,"ConsecutiveSandSaves",2010
84,84,"Vaughn Taylor",26,6,NA,3,15,2010030,"ConsecutiveSandSaves",2010
84,84,"Marc Turnesa",7,6,NA,1,18,2010060,"ConsecutiveSandSaves",2010
84,84,"Omar Uresti",27,6,NA,1,4,2010130,"ConsecutiveSandSaves",2010
84,84,"Jimmy Walker",27,6,NA,4,5,2010090,"ConsecutiveSandSaves",2010
84,84,"Matt Weibring",10,6,3,3,3,2010220,"ConsecutiveSandSaves",2010
84,84,"Steve Wheatcroft",27,6,NA,1,17,2010220,"ConsecutiveSandSaves",2010
84,84,"Dean Wilson",18,6,1,4,5,2010320,"ConsecutiveSandSaves",2010
84,84,"Mark Wilson",28,6,4,2,12,2010050,"ConsecutiveSandSaves",2010
84,84,"Chris Wilson",26,6,NA,2,13,2010290,"ConsecutiveSandSaves",2010
135,135,"Blake Adams",26,5,NA,2,15,2010370,"ConsecutiveSandSaves",2010
135,135,"Craig Barlow",10,5,NA,3,2,2010260,"ConsecutiveSandSaves",2010
135,135,"Chris Baryla",7,5,1,1,14,2010040,"ConsecutiveSandSaves",2010
135,135,"Kris Blanks",30,5,1,2,15,2010210,"ConsecutiveSandSaves",2010
135,135,"Mark Calcavecchia",16,5,NA,1,10,2010200,"ConsecutiveSandSaves",2010
135,135,"Michael Campbell",3,5,NA,1,17,2010140,"ConsecutiveSandSaves",2010
135,135,"Jim Carter",5,5,NA,2,8,2010210,"ConsecutiveSandSaves",2010
135,135,"Stewart Cink",23,5,3,2,2,2010160,"ConsecutiveSandSaves",2010
135,135,"Ben Crane",24,5,NA,1,1,2010230,"ConsecutiveSandSaves",2010
135,135,"Ben Curtis",24,5,NA,3,4,2010040,"ConsecutiveSandSaves",2010
135,135,"Robert Damron",4,5,NA,2,10,2010210,"ConsecutiveSandSaves",2010
135,135,"Ernie Els",20,5,3,1,8,2010100,"ConsecutiveSandSaves",2010
135,135,"Brad Faxon",23,5,3,2,9,2010240,"ConsecutiveSandSaves",2010
135,135,"Gonzalo Fdez Castano",3,5,NA,3,13,2010120,"ConsecutiveSandSaves",2010
135,135,"Benjamin Fox",3,5,NA,4,12,2010090,"ConsecutiveSandSaves",2010
135,135,"Carlos Franco",11,5,NA,2,18,2010370,"ConsecutiveSandSaves",2010
135,135,"Marcus Fraser",1,5,5,3,12,2010350,"ConsecutiveSandSaves",2010
135,135,"Harrison Frazar",17,5,NA,5,12,2010030,"ConsecutiveSandSaves",2010
135,135,"Robin Freeman",4,5,1,2,3,2010250,"ConsecutiveSandSaves",2010
135,135,"Fred Funk",6,5,2,1,16,2010130,"ConsecutiveSandSaves",2010
135,135,"Sergio Garcia",15,5,NA,2,4,2010160,"ConsecutiveSandSaves",2010
135,135,"Lucas Glover",23,5,NA,3,2,2010230,"ConsecutiveSandSaves",2010
135,135,"Mathew Goggin",28,5,2,1,13,2010240,"ConsecutiveSandSaves",2010
135,135,"Todd Hamilton",20,5,1,2,6,2010220,"ConsecutiveSandSaves",2010
135,135,"Padraig Harrington",18,5,3,1,12,2010350,"ConsecutiveSandSaves",2010
135,135,"Tim Herron",24,5,NA,4,6,2010220,"ConsecutiveSandSaves",2010
135,135,"Charley Hoffman",24,5,NA,4,13,2010280,"ConsecutiveSandSaves",2010
135,135,"John Huston",13,5,2,2,15,2010210,"ConsecutiveSandSaves",2010
135,135,"Thongchai Jaidee",8,5,NA,1,18,2010160,"ConsecutiveSandSaves",2010
135,135,"Dustin Johnson",23,5,1,4,7,2010390,"ConsecutiveSandSaves",2010
135,135,"Skip Kendall",18,5,NA,1,6,2010090,"ConsecutiveSandSaves",2010
135,135,"Anthony Kim",14,5,NA,2,7,2010350,"ConsecutiveSandSaves",2010
135,135,"Greg Kraft",22,5,NA,1,12,2010130,"ConsecutiveSandSaves",2010
135,135,"Martin Laird",26,5,NA,2,6,2010220,"ConsecutiveSandSaves",2010
135,135,"Justin Leonard",27,5,2,1,6,2010400,"ConsecutiveSandSaves",2010
135,135,"Frank Lickliter II",6,5,NA,3,15,2010210,"ConsecutiveSandSaves",2010
135,135,"Davis Love III",24,5,1,1,7,2010390,"ConsecutiveSandSaves",2010
135,135,"Steve Lowery",25,5,1,2,16,2010250,"ConsecutiveSandSaves",2010
135,135,"Will Ma Kenzie",23,5,NA,1,17,2010100,"ConsecutiveSandSaves",2010
135,135,"Hunter Mahan",25,5,NA,1,8,2010390,"ConsecutiveSandSaves",2010
135,135,"Shigeki Maruyama",4,5,NA,1,5,2010020,"ConsecutiveSandSaves",2010
135,135,"Parker McLachlin",20,5,3,3,14,2010060,"ConsecutiveSandSaves",2010
135,135,"Andrew McLardy",21,5,1,2,3,2010150,"ConsecutiveSandSaves",2010
135,135,"George McNeill",28,5,NA,1,15,2010020,"ConsecutiveSandSaves",2010
135,135,"Greg Owen",27,5,3,1,1,2010220,"ConsecutiveSandSaves",2010
135,135,"Ryan Palmer",27,5,2,4,9,2010410,"ConsecutiveSandSaves",2010
135,135,"Brenden Pappas",24,5,NA,2,8,2010300,"ConsecutiveSandSaves",2010
135,135,"Tom Pernice Jr",22,5,NA,1,2,2010340,"ConsecutiveSandSaves",2010
135,135,"Tim Petrovic",32,5,NA,4,1,2010240,"ConsecutiveSandSaves",2010
135,135,"Jeff Quinney",29,5,NA,2,5,2010460,"ConsecutiveSandSaves",2010
135,135,"John Rollins",26,5,NA,1,1,2010140,"ConsecutiveSandSaves",2010
135,135,"Sam Saunders",7,5,NA,4,13,2010030,"ConsecutiveSandSaves",2010
135,135,"Mike Small",8,5,2,2,2,2010460,"ConsecutiveSandSaves",2010
135,135,"Kevin Stadler",28,5,NA,2,16,2010210,"ConsecutiveSandSaves",2010
135,135,"Chris Stroud",27,5,NA,3,5,2010190,"ConsecutiveSandSaves",2010
135,135,"Josh Teater",31,5,NA,3,9,2010100,"ConsecutiveSandSaves",2010
135,135,"Jerod Turner",21,5,NA,2,8,2010150,"ConsecutiveSandSaves",2010
135,135,"Scott Verplank",22,5,2,2,10,2010270,"ConsecutiveSandSaves",2010
135,135,"Nick Watney",24,5,NA,3,15,2010410,"ConsecutiveSandSaves",2010
135,135,"Bubba Watson",22,5,2,3,15,2010130,"ConsecutiveSandSaves",2010
135,135,"Boo Weekley",27,5,1,1,18,2010330,"ConsecutiveSandSaves",2010
135,135,"Lee Westwood",11,5,NA,2,14,2010310,"ConsecutiveSandSaves",2010
135,135,"Garrett Willis",24,5,NA,2,18,2010040,"ConsecutiveSandSaves",2010
135,135,"Willie Wood",2,5,5,1,8,2010420,"ConsecutiveSandSaves",2010
135,135,"Tiger Woods",12,5,1,2,6,2010400,"ConsecutiveSandSaves",2010
200,200,"Arjun Atwal",13,4,NA,2,8,2010420,"ConsecutiveSandSaves",2010
200,200,"Rich Barcelo",25,4,NA,1,12,2010260,"ConsecutiveSandSaves",2010
200,200,"Rich Beem",11,4,1,2,6,2010150,"ConsecutiveSandSaves",2010
200,200,"Henrik Bjornstad",26,4,1,1,7,2010420,"ConsecutiveSandSaves",2010
200,200,"Jason Bohn",25,4,1,2,13,2010290,"ConsecutiveSandSaves",2010
200,200,"Justin Bolli",23,4,NA,2,14,2010020,"ConsecutiveSandSaves",2010
200,200,"Gregory Bourdy",2,4,3,4,12,2010350,"ConsecutiveSandSaves",2010
200,200,"Mark Brooks",14,4,4,1,5,2010450,"ConsecutiveSandSaves",2010
200,200,"Tom Byrum",3,4,NA,3,4,2010210,"ConsecutiveSandSaves",2010
200,200,"Greg Casagranda",1,4,NA,1,1,2010040,"ConsecutiveSandSaves",2010
200,200,"Paul Casey",17,4,2,2,8,2010200,"ConsecutiveSandSaves",2010
200,200,"Alex Cejka",28,4,NA,1,13,2010330,"ConsecutiveSandSaves",2010
200,200,"Daniel Chopra",28,4,2,1,4,2010210,"ConsecutiveSandSaves",2010
200,200,"Michael Clark II",6,4,NA,2,3,2010250,"ConsecutiveSandSaves",2010
200,200,"Wil Collins",1,4,4,1,15,2010220,"ConsecutiveSandSaves",2010
200,200,"Marco Dawson",10,4,4,2,7,2010340,"ConsecutiveSandSaves",2010
200,200,"Glen Day",13,4,1,3,7,2010250,"ConsecutiveSandSaves",2010
200,200,"Jay Delsing",4,4,4,1,16,2010250,"ConsecutiveSandSaves",2010
200,200,"David Duval",24,4,1,2,12,2010230,"ConsecutiveSandSaves",2010
200,200,"Matt Every",18,4,1,1,5,2010090,"ConsecutiveSandSaves",2010
200,200,"Tom Gillis",27,4,1,4,8,2010400,"ConsecutiveSandSaves",2010
200,200,"Bill Haas",25,4,NA,1,12,2010360,"ConsecutiveSandSaves",2010
200,200,"Anders Hansen",6,4,NA,1,12,2010160,"ConsecutiveSandSaves",2010
200,200,"Soren Hansen",7,4,NA,2,3,2010350,"ConsecutiveSandSaves",2010
200,200,"Gregory Havret",2,4,NA,2,11,2010260,"ConsecutiveSandSaves",2010
200,200,"Bob Heintz",3,4,NA,4,5,2010300,"ConsecutiveSandSaves",2010
200,200,"Mark Hensby",12,4,NA,4,5,2010290,"ConsecutiveSandSaves",2010
200,200,"Billy Horschel",4,4,NA,1,16,2010030,"ConsecutiveSandSaves",2010
200,200,"Charles Howell III",28,4,1,2,7,2010420,"ConsecutiveSandSaves",2010
200,200,"Yuta Ikeda",11,4,NA,3,7,2010160,"ConsecutiveSandSaves",2010
200,200,"Miguel Angel Jimenez",7,4,NA,1,2,2010350,"ConsecutiveSandSaves",2010
200,200,"Kevin Johnson",26,4,NA,2,6,2010170,"ConsecutiveSandSaves",2010
200,200,"Jonathan Kaye",6,4,NA,2,17,2010300,"ConsecutiveSandSaves",2010
200,200,"Soren Kjeldsen",7,4,NA,2,16,2010120,"ConsecutiveSandSaves",2010
200,200,"Cliff Kresge",17,4,4,4,6,2010490,"ConsecutiveSandSaves",2010
200,200,"Derek Lamely",28,4,NA,4,17,2010330,"ConsecutiveSandSaves",2010
200,200,"Scott Langley",1,4,4,2,6,2010260,"ConsecutiveSandSaves",2010
200,200,"Tom Lehman",9,4,1,2,8,2010240,"ConsecutiveSandSaves",2010
200,200,"Jamie Lovemark",4,4,1,1,4,2010030,"ConsecutiveSandSaves",2010
200,200,"Bill Lunde",28,4,NA,2,7,2010420,"ConsecutiveSandSaves",2010
200,200,"Troy Matteson",28,4,NA,4,17,2010360,"ConsecutiveSandSaves",2010
200,200,"Gareth Maybin",2,4,NA,1,17,2010260,"ConsecutiveSandSaves",2010
200,200,"Graeme McDowell",10,4,NA,1,7,2010350,"ConsecutiveSandSaves",2010
200,200,"Rocco Mediate",25,4,NA,1,15,2010440,"ConsecutiveSandSaves",2010
200,200,"Edoardo Molinari",8,4,1,2,5,2010160,"ConsecutiveSandSaves",2010
200,200,"Francesco Molinari",8,4,NA,2,7,2010160,"ConsecutiveSandSaves",2010
200,200,"Colin Montgomerie",3,4,NA,4,6,2010140,"ConsecutiveSandSaves",2010
200,200,"Garth Mulroy",19,4,2,2,7,2010220,"ConsecutiveSandSaves",2010
200,200,"Nick OHern",11,4,NA,2,17,2010130,"ConsecutiveSandSaves",2010
200,200,"Mark OMeara",3,4,4,2,2,2010160,"ConsecutiveSandSaves",2010
200,200,"Michael ONeal",2,4,4,3,5,2010250,"ConsecutiveSandSaves",2010
200,200,"Jerry Pate",1,4,4,2,14,2010060,"ConsecutiveSandSaves",2010
200,200,"Cameron Percy",25,4,NA,1,15,2010210,"ConsecutiveSandSaves",2010
200,200,"Mike Perez",1,4,4,2,7,2010490,"ConsecutiveSandSaves",2010
200,200,"Chris Rogers",2,4,NA,4,17,2010250,"ConsecutiveSandSaves",2010
200,200,"Andres Romero",21,4,1,2,16,2010400,"ConsecutiveSandSaves",2010
200,200,"Charl Schwartzel",11,4,1,1,13,2010150,"ConsecutiveSandSaves",2010
200,200,"Adam Scott",20,4,1,3,8,2010390,"ConsecutiveSandSaves",2010
200,200,"Roland Thatcher",26,4,NA,2,7,2010100,"ConsecutiveSandSaves",2010
200,200,"Nicholas Thompson",29,4,NA,1,11,2010220,"ConsecutiveSandSaves",2010
200,200,"David Toms",25,4,3,3,1,2010400,"ConsecutiveSandSaves",2010
200,200,"DJ Trahan",27,4,1,2,1,2010400,"ConsecutiveSandSaves",2010
200,200,"Cameron Tringale",22,4,NA,1,14,2010020,"ConsecutiveSandSaves",2010
200,200,"Kirk Triplett",11,4,NA,2,10,2010300,"ConsecutiveSandSaves",2010
200,200,"Vance Veazey",23,4,2,1,14,2010040,"ConsecutiveSandSaves",2010
200,200,"Drew Weaver",2,4,4,1,11,2010330,"ConsecutiveSandSaves",2010
200,200,"Tim Weinhart",1,4,4,1,16,2010440,"ConsecutiveSandSaves",2010
200,200,"Tim Wilkinson",15,4,1,2,8,2010210,"ConsecutiveSandSaves",2010
268,268,"Brad Adamonis",4,3,NA,2,13,2010270,"ConsecutiveSandSaves",2010
268,268,"Byeong Hun An",8,3,NA,4,12,2010170,"ConsecutiveSandSaves",2010
268,268,"Tommy Armour III",5,3,3,2,11,2010490,"ConsecutiveSandSaves",2010
268,268,"Joseph Bramlett",2,3,3,1,5,2010450,"ConsecutiveSandSaves",2010
268,268,"Bob Burns",1,3,NA,1,15,2010300,"ConsecutiveSandSaves",2010
268,268,"Rhys Davies",4,3,NA,4,12,2010350,"ConsecutiveSandSaves",2010
268,268,"Brent Delahoussaye",21,3,NA,1,5,2010420,"ConsecutiveSandSaves",2010
268,268,"Ken Duke",5,3,1,2,1,2010220,"ConsecutiveSandSaves",2010
268,268,"Joe Durant",19,3,1,1,15,2010440,"ConsecutiveSandSaves",2010
268,268,"Ross Fisher",10,3,NA,1,11,2010350,"ConsecutiveSandSaves",2010
268,268,"Kyle Flinton",1,3,NA,1,6,2010360,"ConsecutiveSandSaves",2010
268,268,"Hiroyuki Fujita",4,3,NA,2,10,2010260,"ConsecutiveSandSaves",2010
268,268,"Stephen Gallacher",2,3,NA,4,2,2010360,"ConsecutiveSandSaves",2010
268,268,"Robert Gamez",8,3,2,2,13,2010300,"ConsecutiveSandSaves",2010
268,268,"Robert Garrigus",22,3,NA,3,6,2010290,"ConsecutiveSandSaves",2010
268,268,"Alex Hamilton",2,3,NA,1,18,2010440,"ConsecutiveSandSaves",2010
268,268,"Peter Hanson",7,3,NA,4,5,2010260,"ConsecutiveSandSaves",2010
268,268,"JJ Henry",27,3,NA,1,17,2010290,"ConsecutiveSandSaves",2010
268,268,"Jim Herman",1,3,3,4,12,2010260,"ConsecutiveSandSaves",2010
268,268,"Ryo Ishikawa",10,3,NA,4,14,2010350,"ConsecutiveSandSaves",2010
268,268,"Michael Jonzon",1,3,2,1,12,2010350,"ConsecutiveSandSaves",2010
268,268,"Thomas Kearney",1,3,NA,1,6,2010210,"ConsecutiveSandSaves",2010
268,268,"KT Kim",2,3,3,4,11,2010310,"ConsecutiveSandSaves",2010
268,268,"James Kingston",1,3,NA,1,4,2010350,"ConsecutiveSandSaves",2010
268,268,"TJ Kua",1,3,3,2,13,2010020,"ConsecutiveSandSaves",2010
268,268,"WC Liang",4,3,1,3,8,2010120,"ConsecutiveSandSaves",2010
268,268,"Andy Matthews",2,3,NA,1,3,2010100,"ConsecutiveSandSaves",2010
268,268,"Len Mattiace",6,3,2,2,8,2010210,"ConsecutiveSandSaves",2010
268,268,"Ross McGowan",6,3,NA,4,4,2010350,"ConsecutiveSandSaves",2010
268,268,"Patrick Moore",4,3,NA,1,1,2010130,"ConsecutiveSandSaves",2010
268,268,"John Morse",5,3,1,2,2,2010340,"ConsecutiveSandSaves",2010
268,268,"Seung Yul Noh",5,3,1,1,17,2010260,"ConsecutiveSandSaves",2010
268,268,"Alexander Noren",3,3,NA,2,17,2010310,"ConsecutiveSandSaves",2010
268,268,"Alistair Presnell",1,3,2,1,12,2010120,"ConsecutiveSandSaves",2010
268,268,"Jonathan Randolph",1,3,NA,1,12,2010420,"ConsecutiveSandSaves",2010
