"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2007","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2007","GIRPercentagefromOtherthanFairway_PLAYERNAME_2007","GIRPercentagefromOtherthanFairway_ROUNDS_2007","GIRPercentagefromOtherthanFairway_Pct_2007","GIRPercentagefromOtherthanFairway_GREENSHIT_2007","GIRPercentagefromOtherthanFairway_OFHOLES_2007","stat_name","year"
25,25,"Bill Haas",93,53.91,248,460,"GIRPercentagefromOtherthanFairway",2007
26,26,"Alex Cejka",80,53.89,187,347,"GIRPercentagefromOtherthanFairway",2007
27,27,"Chris Couch",76,53.8,248,461,"GIRPercentagefromOtherthanFairway",2007
28,28,"Sergio Garcia",68,53.71,217,404,"GIRPercentagefromOtherthanFairway",2007
29,29,"Jeff Maggert",79,53.56,203,379,"GIRPercentagefromOtherthanFairway",2007
30,30,"Steve Lowery",74,53.54,204,381,"GIRPercentagefromOtherthanFairway",2007
31,31,"Steve Wheatcroft",73,53.23,173,325,"GIRPercentagefromOtherthanFairway",2007
32,32,"Kyle Reifers",71,53.16,210,395,"GIRPercentagefromOtherthanFairway",2007
33,33,"Sean OHair",98,53.09,258,486,"GIRPercentagefromOtherthanFairway",2007
34,34,"Steve Allan",63,53.05,174,328,"GIRPercentagefromOtherthanFairway",2007
34,34,"Ken Duke",112,53.05,270,509,"GIRPercentagefromOtherthanFairway",2007
36,36,"Robert Allenby",90,52.97,259,489,"GIRPercentagefromOtherthanFairway",2007
37,37,"Charley Hoffman",97,52.92,308,582,"GIRPercentagefromOtherthanFairway",2007
37,37,"Ryan Moore",92,52.92,245,463,"GIRPercentagefromOtherthanFairway",2007
39,39,"Vijay Singh",102,52.83,299,566,"GIRPercentagefromOtherthanFairway",2007
40,40,"Craig Bowden",78,52.8,151,286,"GIRPercentagefromOtherthanFairway",2007
41,41,"Jeff Gove",103,52.74,260,493,"GIRPercentagefromOtherthanFairway",2007
42,42,"Kenny Perry",83,52.7,215,408,"GIRPercentagefromOtherthanFairway",2007
43,43,"Jarrod Lyle",77,52.63,210,399,"GIRPercentagefromOtherthanFairway",2007
44,44,"Jeff Brehaut",59,52.59,142,270,"GIRPercentagefromOtherthanFairway",2007
45,45,"DJ Trahan",99,52.51,251,478,"GIRPercentagefromOtherthanFairway",2007
46,46,"Joe Durant",88,52.48,169,322,"GIRPercentagefromOtherthanFairway",2007
47,47,"Heath Slocum",101,52.39,197,376,"GIRPercentagefromOtherthanFairway",2007
48,48,"Will Ma Kenzie",100,52.36,277,529,"GIRPercentagefromOtherthanFairway",2007
49,49,"Bubba Watson",80,52.23,258,494,"GIRPercentagefromOtherthanFairway",2007
50,50,"Rory Sabbatini",81,52.2,237,454,"GIRPercentagefromOtherthanFairway",2007
51,51,"Pat Perez",84,52.18,227,435,"GIRPercentagefromOtherthanFairway",2007
52,52,"Briny Baird",115,52.01,272,523,"GIRPercentagefromOtherthanFairway",2007
53,53,"George McNeill",95,51.97,264,508,"GIRPercentagefromOtherthanFairway",2007
54,54,"Anthony Kim",93,51.87,263,507,"GIRPercentagefromOtherthanFairway",2007
55,55,"Tom Byrum",50,51.85,98,189,"GIRPercentagefromOtherthanFairway",2007
56,56,"Jason Bohn",57,51.81,143,276,"GIRPercentagefromOtherthanFairway",2007
57,57,"Duffy Waldorf",69,51.76,176,340,"GIRPercentagefromOtherthanFairway",2007
58,58,"Michael Boyd",61,51.71,106,205,"GIRPercentagefromOtherthanFairway",2007
59,59,"Jason Schultz",63,51.69,168,325,"GIRPercentagefromOtherthanFairway",2007
60,60,"Charlie Wi",90,51.46,211,410,"GIRPercentagefromOtherthanFairway",2007
61,61,"Woody Austin",95,51.44,250,486,"GIRPercentagefromOtherthanFairway",2007
62,62,"Brandt Snedeker",105,51.41,291,566,"GIRPercentagefromOtherthanFairway",2007
63,63,"Freddie Jacobson",70,51.4,184,358,"GIRPercentagefromOtherthanFairway",2007
64,64,"Harrison Frazar",88,51.39,278,541,"GIRPercentagefromOtherthanFairway",2007
65,65,"Charles Howell III",89,51.32,311,606,"GIRPercentagefromOtherthanFairway",2007
66,66,"Stewart Cink",91,51.3,276,538,"GIRPercentagefromOtherthanFairway",2007
67,67,"Bart Bryant",87,51.27,181,353,"GIRPercentagefromOtherthanFairway",2007
68,68,"Craig Barlow",52,51.24,145,283,"GIRPercentagefromOtherthanFairway",2007
69,69,"Tim Petrovic",106,51.19,301,588,"GIRPercentagefromOtherthanFairway",2007
70,70,"Jason Dufner",100,51.09,280,548,"GIRPercentagefromOtherthanFairway",2007
71,71,"Scott Gutschewski",67,51.03,198,388,"GIRPercentagefromOtherthanFairway",2007
72,72,"Boo Weekley",101,50.83,244,480,"GIRPercentagefromOtherthanFairway",2007
73,73,"Billy Mayfair",98,50.75,203,400,"GIRPercentagefromOtherthanFairway",2007
74,74,"Ted Purdy",102,50.72,248,489,"GIRPercentagefromOtherthanFairway",2007
75,75,"Ernie Els",59,50.71,178,351,"GIRPercentagefromOtherthanFairway",2007
76,76,"JJ Henry",86,50.7,218,430,"GIRPercentagefromOtherthanFairway",2007
77,77,"Jim Furyk",84,50.68,150,296,"GIRPercentagefromOtherthanFairway",2007
78,78,"Bob Heintz",85,50.63,201,397,"GIRPercentagefromOtherthanFairway",2007
79,79,"Paul Stankowski",52,50.56,135,267,"GIRPercentagefromOtherthanFairway",2007
80,80,"Cliff Kresge",107,50.52,293,580,"GIRPercentagefromOtherthanFairway",2007
81,81,"Tag Ridings",52,50.5,151,299,"GIRPercentagefromOtherthanFairway",2007
81,81,"Justin Rose",63,50.5,151,299,"GIRPercentagefromOtherthanFairway",2007
83,83,"Frank Lickliter II",95,50.44,230,456,"GIRPercentagefromOtherthanFairway",2007
83,83,"Geoff Ogilvy",84,50.44,227,450,"GIRPercentagefromOtherthanFairway",2007
85,85,"Lucas Glover",98,50.41,246,488,"GIRPercentagefromOtherthanFairway",2007
86,86,"Ryan Armour",107,50.35,215,427,"GIRPercentagefromOtherthanFairway",2007
87,87,"Rich Barcelo",80,50.33,230,457,"GIRPercentagefromOtherthanFairway",2007
88,88,"Steve Flesch",100,50.29,256,509,"GIRPercentagefromOtherthanFairway",2007
89,89,"Padraig Harrington",64,50.27,186,370,"GIRPercentagefromOtherthanFairway",2007
90,90,"Stephen Leaney",82,50.26,196,390,"GIRPercentagefromOtherthanFairway",2007
91,91,"Marco Dawson",73,50.25,200,398,"GIRPercentagefromOtherthanFairway",2007
91,91,"Shaun Micheel",91,50.25,200,398,"GIRPercentagefromOtherthanFairway",2007
93,93,"Jonathan Byrd",73,50.24,206,410,"GIRPercentagefromOtherthanFairway",2007
94,94,"Brian Davis",101,50.13,199,397,"GIRPercentagefromOtherthanFairway",2007
95,95,"Rod Pampling",92,50.11,233,465,"GIRPercentagefromOtherthanFairway",2007
95,95,"Kevin Sutherland",85,50.11,234,467,"GIRPercentagefromOtherthanFairway",2007
97,97,"Carl Pettersson",111,50,314,628,"GIRPercentagefromOtherthanFairway",2007
98,98,"Camilo Villegas",82,49.89,226,453,"GIRPercentagefromOtherthanFairway",2007
99,99,"Arron Oberholser",69,49.86,182,365,"GIRPercentagefromOtherthanFairway",2007
100,100,"Paul Gow",70,49.69,158,318,"GIRPercentagefromOtherthanFairway",2007
100,100,"Troy Matteson",87,49.69,242,487,"GIRPercentagefromOtherthanFairway",2007
102,102,"Henrik Stenson",52,49.64,138,278,"GIRPercentagefromOtherthanFairway",2007
103,103,"David Branshaw",83,49.49,196,396,"GIRPercentagefromOtherthanFairway",2007
104,104,"Robert Gamez",88,49.44,178,360,"GIRPercentagefromOtherthanFairway",2007
105,105,"Matt Hendrix",63,49.37,157,318,"GIRPercentagefromOtherthanFairway",2007
106,106,"Tom Lehman",62,49.36,154,312,"GIRPercentagefromOtherthanFairway",2007
107,107,"Tom Johnson",74,49.3,175,355,"GIRPercentagefromOtherthanFairway",2007
107,107,"Jaco Van Zyl",51,49.3,106,215,"GIRPercentagefromOtherthanFairway",2007
109,109,"Stephen Ames",81,49.29,173,351,"GIRPercentagefromOtherthanFairway",2007
110,110,"Parker McLachlin",83,49.26,234,475,"GIRPercentagefromOtherthanFairway",2007
111,111,"DJ Brigman",67,49.25,164,333,"GIRPercentagefromOtherthanFairway",2007
112,112,"Nathan Green",103,49.24,259,526,"GIRPercentagefromOtherthanFairway",2007
113,113,"Craig Lile",77,49.22,190,386,"GIRPercentagefromOtherthanFairway",2007
114,114,"Mark Calcavecchia",93,49.2,214,435,"GIRPercentagefromOtherthanFairway",2007
115,115,"JP Hayes",89,49.17,236,480,"GIRPercentagefromOtherthanFairway",2007
116,116,"Dicky Pride",71,49.14,172,350,"GIRPercentagefromOtherthanFairway",2007
117,117,"Phil Mickelson",73,49.07,210,428,"GIRPercentagefromOtherthanFairway",2007
118,118,"Brendon de Jonge",76,49.02,201,410,"GIRPercentagefromOtherthanFairway",2007
119,119,"Bubba Dickerson",51,49,123,251,"GIRPercentagefromOtherthanFairway",2007
120,120,"Jay Williamson",50,48.96,94,192,"GIRPercentagefromOtherthanFairway",2007
121,121,"Kirk Triplett",77,48.74,155,318,"GIRPercentagefromOtherthanFairway",2007
122,122,"Jose Coceres",50,48.73,77,158,"GIRPercentagefromOtherthanFairway",2007
123,123,"Adam Scott",69,48.72,191,392,"GIRPercentagefromOtherthanFairway",2007
124,124,"Johnson Wagner",97,48.66,236,485,"GIRPercentagefromOtherthanFairway",2007
125,125,"Lee Janzen",66,48.63,178,366,"GIRPercentagefromOtherthanFairway",2007
126,126,"Davis Love III",66,48.55,184,379,"GIRPercentagefromOtherthanFairway",2007
127,127,"Mike Weir",82,48.42,199,411,"GIRPercentagefromOtherthanFairway",2007
128,128,"Kent Jones",97,48.24,206,427,"GIRPercentagefromOtherthanFairway",2007
129,129,"Glen Day",85,48.2,161,334,"GIRPercentagefromOtherthanFairway",2007
130,130,"Rich Beem",89,48.16,209,434,"GIRPercentagefromOtherthanFairway",2007
131,131,"Brian Bateman",55,48.14,142,295,"GIRPercentagefromOtherthanFairway",2007
132,132,"Ryuji Imada",104,48.09,277,576,"GIRPercentagefromOtherthanFairway",2007
133,133,"Billy Andrade",88,48.08,238,495,"GIRPercentagefromOtherthanFairway",2007
134,134,"Vaughn Taylor",91,48.05,209,435,"GIRPercentagefromOtherthanFairway",2007
135,135,"Stuart Appleby",74,48.03,195,406,"GIRPercentagefromOtherthanFairway",2007
136,136,"Dean Wilson",92,47.95,222,463,"GIRPercentagefromOtherthanFairway",2007
137,137,"Steve Stricker",81,47.91,195,407,"GIRPercentagefromOtherthanFairway",2007
138,138,"Tim Herron",98,47.9,240,501,"GIRPercentagefromOtherthanFairway",2007
138,138,"Craig Kanada",109,47.9,239,499,"GIRPercentagefromOtherthanFairway",2007
140,140,"Luke Donald",69,47.84,144,301,"GIRPercentagefromOtherthanFairway",2007
141,141,"John Rollins",102,47.79,238,498,"GIRPercentagefromOtherthanFairway",2007
142,142,"Bob Estes",88,47.78,204,427,"GIRPercentagefromOtherthanFairway",2007
143,143,"Michael Allen",74,47.7,166,348,"GIRPercentagefromOtherthanFairway",2007
144,144,"Hunter Mahan",91,47.67,194,407,"GIRPercentagefromOtherthanFairway",2007
145,145,"Ryan Palmer",91,47.57,254,534,"GIRPercentagefromOtherthanFairway",2007
146,146,"Daisuke Maruyama",86,47.45,177,373,"GIRPercentagefromOtherthanFairway",2007
147,147,"Bob Tway",103,47.35,259,547,"GIRPercentagefromOtherthanFairway",2007
148,148,"Peter Lonard",85,47.34,178,376,"GIRPercentagefromOtherthanFairway",2007
149,149,"Chris Stroud",66,47.33,142,300,"GIRPercentagefromOtherthanFairway",2007
150,150,"Trevor Immelman",74,47.32,159,336,"GIRPercentagefromOtherthanFairway",2007
151,151,"Darron Stiles",65,47.04,127,270,"GIRPercentagefromOtherthanFairway",2007
152,152,"John Mallinger",96,47.01,189,402,"GIRPercentagefromOtherthanFairway",2007
153,153,"Jeff Quinney",95,46.9,212,452,"GIRPercentagefromOtherthanFairway",2007
154,154,"Jim Rutledge",59,46.83,118,252,"GIRPercentagefromOtherthanFairway",2007
155,155,"Joe Ogilvie",102,46.78,247,528,"GIRPercentagefromOtherthanFairway",2007
156,156,"Michael Sim",52,46.76,130,278,"GIRPercentagefromOtherthanFairway",2007
157,157,"Jerry Kelly",101,46.53,201,432,"GIRPercentagefromOtherthanFairway",2007
158,158,"Eric Axley",107,46.52,307,660,"GIRPercentagefromOtherthanFairway",2007
159,159,"David Toms",80,46.46,177,381,"GIRPercentagefromOtherthanFairway",2007
160,160,"Mark Brooks",53,46.24,86,186,"GIRPercentagefromOtherthanFairway",2007
161,161,"Kevin Na",84,46.01,202,439,"GIRPercentagefromOtherthanFairway",2007
162,162,"Andrew Buckle",77,45.91,202,440,"GIRPercentagefromOtherthanFairway",2007
162,162,"Bryce Molder",56,45.91,157,342,"GIRPercentagefromOtherthanFairway",2007
164,164,"Mark Wilson",87,45.65,173,379,"GIRPercentagefromOtherthanFairway",2007
165,165,"Zach Johnson",76,45.58,129,283,"GIRPercentagefromOtherthanFairway",2007
166,166,"Ian Poulter",63,45.48,141,310,"GIRPercentagefromOtherthanFairway",2007
167,167,"Tom Pernice Jr",104,44.93,217,483,"GIRPercentagefromOtherthanFairway",2007
168,168,"Corey Pavin",81,44.76,158,353,"GIRPercentagefromOtherthanFairway",2007
169,169,"Rocco Mediate",72,44.75,145,324,"GIRPercentagefromOtherthanFairway",2007
170,170,"Mark Hensby",81,44.31,183,413,"GIRPercentagefromOtherthanFairway",2007
170,170,"Scott Verplank",82,44.31,144,325,"GIRPercentagefromOtherthanFairway",2007
172,172,"Chad Campbell",96,44.26,208,470,"GIRPercentagefromOtherthanFairway",2007
173,173,"Tripp Isenhour",86,44.12,180,408,"GIRPercentagefromOtherthanFairway",2007
174,174,"Chris Riley",59,44.09,97,220,"GIRPercentagefromOtherthanFairway",2007
175,175,"Richard Johnson",93,44.04,192,436,"GIRPercentagefromOtherthanFairway",2007
176,176,"Matt Kuchar",85,44.01,169,384,"GIRPercentagefromOtherthanFairway",2007
177,177,"KJ Choi",87,43.94,185,421,"GIRPercentagefromOtherthanFairway",2007
178,178,"Anders Hansen",55,43.88,104,237,"GIRPercentagefromOtherthanFairway",2007
179,179,"Brian Gay",107,43.85,171,390,"GIRPercentagefromOtherthanFairway",2007
180,180,"Doug LaBelle II",104,43.16,164,380,"GIRPercentagefromOtherthanFairway",2007
181,181,"Todd Hamilton",76,42.98,196,456,"GIRPercentagefromOtherthanFairway",2007
182,182,"Tim Clark",66,42.96,119,277,"GIRPercentagefromOtherthanFairway",2007
183,183,"Aaron Baddeley",83,42.67,192,450,"GIRPercentagefromOtherthanFairway",2007
184,184,"Retief Goosen",50,42.36,133,314,"GIRPercentagefromOtherthanFairway",2007
185,185,"Jeff Sluman",60,42.22,133,315,"GIRPercentagefromOtherthanFairway",2007
186,186,"Brett Quigley",79,42.12,203,482,"GIRPercentagefromOtherthanFairway",2007
187,187,"Gavin Coles",87,41.57,143,344,"GIRPercentagefromOtherthanFairway",2007
188,188,"Steve Elkington",87,41.54,135,325,"GIRPercentagefromOtherthanFairway",2007
189,189,"Chris DiMarco",79,41.5,183,441,"GIRPercentagefromOtherthanFairway",2007
190,190,"Fred Funk",65,41.23,87,211,"GIRPercentagefromOtherthanFairway",2007
191,191,"Jose Maria Olazabal",52,41.04,142,346,"GIRPercentagefromOtherthanFairway",2007
192,192,"Shigeki Maruyama",84,41.03,176,429,"GIRPercentagefromOtherthanFairway",2007
193,193,"Nick OHern",72,40.73,145,356,"GIRPercentagefromOtherthanFairway",2007
194,194,"Justin Leonard",95,40.6,162,399,"GIRPercentagefromOtherthanFairway",2007
195,195,"Ben Curtis",80,39.3,145,369,"GIRPercentagefromOtherthanFairway",2007
196,196,"Paul Goydos",60,39.22,100,255,"GIRPercentagefromOtherthanFairway",2007
