"Approaches5075yardsRghRTP_RANKTHISWEEK_2012","Approaches5075yardsRghRTP_RANKLASTWEEK_2012","Approaches5075yardsRghRTP_PLAYERNAME_2012","Approaches5075yardsRghRTP_ROUNDS_2012","Approaches5075yardsRghRTP_AVGRTP_2012","stat_name","year"
1,NA,"Jason Day",57,-0.429,"Approaches5075yardsRghRTP",2012
2,NA,"Matt Jones",53,-0.4,"Approaches5075yardsRghRTP",2012
2,NA,"Mark Wilson",84,-0.4,"Approaches5075yardsRghRTP",2012
4,NA,"Webb Simpson",77,-0.333,"Approaches5075yardsRghRTP",2012
5,NA,"Tim Herron",88,-0.308,"Approaches5075yardsRghRTP",2012
6,NA,"Justin Rose",69,-0.273,"Approaches5075yardsRghRTP",2012
7,NA,"Mathew Goggin",65,-0.25,"Approaches5075yardsRghRTP",2012
7,NA,"Billy Horschel",63,-0.25,"Approaches5075yardsRghRTP",2012
7,NA,"John Senden",81,-0.25,"Approaches5075yardsRghRTP",2012
10,NA,"Keegan Bradley",90,-0.2,"Approaches5075yardsRghRTP",2012
10,NA,"Rickie Fowler",84,-0.2,"Approaches5075yardsRghRTP",2012
12,NA,"Jhonattan Vegas",77,-0.176,"Approaches5075yardsRghRTP",2012
13,NA,"Danny Lee",74,-0.143,"Approaches5075yardsRghRTP",2012
14,NA,"Tim Clark",60,-0.125,"Approaches5075yardsRghRTP",2012
14,NA,"Matt Every",80,-0.125,"Approaches5075yardsRghRTP",2012
14,NA,"Dustin Johnson",70,-0.125,"Approaches5075yardsRghRTP",2012
17,NA,"John Daly",50,-0.1,"Approaches5075yardsRghRTP",2012
18,NA,"Jeff Overton",101,-0.083,"Approaches5075yardsRghRTP",2012
19,NA,"Angel Cabrera",54,-0.077,"Approaches5075yardsRghRTP",2012
20,NA,"Cameron Beckman",81,0,"Approaches5075yardsRghRTP",2012
20,NA,"Daniel Chopra",55,0,"Approaches5075yardsRghRTP",2012
20,NA,"Stewart Cink",71,0,"Approaches5075yardsRghRTP",2012
20,NA,"Chris Couch",61,0,"Approaches5075yardsRghRTP",2012
20,NA,"Ben Crane",73,0,"Approaches5075yardsRghRTP",2012
20,NA,"Luke Donald",63,0,"Approaches5075yardsRghRTP",2012
20,NA,"Ken Duke",104,0,"Approaches5075yardsRghRTP",2012
20,NA,"Bill Haas",79,0,"Approaches5075yardsRghRTP",2012
20,NA,"Padraig Harrington",67,0,"Approaches5075yardsRghRTP",2012
20,NA,"JB Holmes",90,0,"Approaches5075yardsRghRTP",2012
20,NA,"Ryo Ishikawa",54,0,"Approaches5075yardsRghRTP",2012
