"BirdieorBetterPercentageLess125_RANKTHISWEEK_2015","BirdieorBetterPercentageLess125_RANKLASTWEEK_2015","BirdieorBetterPercentageLess125_PLAYERNAME_2015","BirdieorBetterPercentageLess125_ROUNDS_2015","BirdieorBetterPercentageLess125_Pct_2015","BirdieorBetterPercentageLess125_TOTALBIRDIES_2015","BirdieorBetterPercentageLess125_TOTALHOLES_2015","stat_name","year"
66,66,"Kyle Reifers",96,24.53,79,322,"BirdieorBetterPercentageLess125",2015
67,67,"Jamie Donaldson",50,24.49,24,98,"BirdieorBetterPercentageLess125",2015
68,68,"David Lingmerth",90,24.46,79,323,"BirdieorBetterPercentageLess125",2015
68,68,"Phil Mickelson",70,24.46,57,233,"BirdieorBetterPercentageLess125",2015
70,70,"Chad Collins",79,24.44,55,225,"BirdieorBetterPercentageLess125",2015
71,71,"Whee Kim",71,24.4,51,209,"BirdieorBetterPercentageLess125",2015
72,72,"Bryce Molder",91,24.33,73,300,"BirdieorBetterPercentageLess125",2015
73,73,"Keegan Bradley",87,24.26,49,202,"BirdieorBetterPercentageLess125",2015
74,74,"Jordan Spieth",91,24.21,69,285,"BirdieorBetterPercentageLess125",2015
75,75,"Mark Hubbard",79,24.17,51,211,"BirdieorBetterPercentageLess125",2015
76,76,"Nicholas Thompson",90,24.15,64,265,"BirdieorBetterPercentageLess125",2015
77,77,"Russell Knox",96,24.07,78,324,"BirdieorBetterPercentageLess125",2015
78,78,"Aaron Baddeley",76,24.02,49,204,"BirdieorBetterPercentageLess125",2015
79,79,"Cameron Percy",72,23.98,59,246,"BirdieorBetterPercentageLess125",2015
80,80,"Martin Flores",95,23.95,74,309,"BirdieorBetterPercentageLess125",2015
81,81,"Adam Hadwin",95,23.83,71,298,"BirdieorBetterPercentageLess125",2015
82,82,"Robert Streb",110,23.79,98,412,"BirdieorBetterPercentageLess125",2015
83,83,"Shawn Stefani",94,23.77,82,345,"BirdieorBetterPercentageLess125",2015
84,84,"Brian Davis",86,23.7,64,270,"BirdieorBetterPercentageLess125",2015
85,85,"Max Homa",78,23.43,56,239,"BirdieorBetterPercentageLess125",2015
86,86,"Alex Prugh",84,23.4,66,282,"BirdieorBetterPercentageLess125",2015
87,87,"David Toms",62,23.38,54,231,"BirdieorBetterPercentageLess125",2015
88,88,"Daniel Berger",97,23.32,66,283,"BirdieorBetterPercentageLess125",2015
89,89,"Bo Van Pelt",81,23.31,62,266,"BirdieorBetterPercentageLess125",2015
90,90,"Ian Poulter",68,23.21,39,168,"BirdieorBetterPercentageLess125",2015
91,91,"Vijay Singh",78,23.2,58,250,"BirdieorBetterPercentageLess125",2015
92,92,"Bill Haas",89,23.16,63,272,"BirdieorBetterPercentageLess125",2015
93,93,"Patrick Reed",103,23.01,78,339,"BirdieorBetterPercentageLess125",2015
94,94,"Brendon de Jonge",106,22.99,80,348,"BirdieorBetterPercentageLess125",2015
94,94,"Kevin Kisner",104,22.99,86,374,"BirdieorBetterPercentageLess125",2015
96,96,"Alex Cejka",94,22.95,67,292,"BirdieorBetterPercentageLess125",2015
97,97,"Andres Gonzales",90,22.91,74,323,"BirdieorBetterPercentageLess125",2015
98,98,"Jim Herman",88,22.88,62,271,"BirdieorBetterPercentageLess125",2015
99,99,"Jason Dufner",76,22.83,42,184,"BirdieorBetterPercentageLess125",2015
99,99,"Ben Martin",93,22.83,63,276,"BirdieorBetterPercentageLess125",2015
101,101,"Jason Kokrak",88,22.82,68,298,"BirdieorBetterPercentageLess125",2015
102,102,"Jeff Overton",94,22.8,70,307,"BirdieorBetterPercentageLess125",2015
103,103,"Matt Kuchar",97,22.78,77,338,"BirdieorBetterPercentageLess125",2015
104,104,"Michael Putnam",87,22.75,53,233,"BirdieorBetterPercentageLess125",2015
105,105,"Charley Hoffman",97,22.69,76,335,"BirdieorBetterPercentageLess125",2015
106,106,"Carlos Ortiz",100,22.65,70,309,"BirdieorBetterPercentageLess125",2015
106,106,"Ryan Palmer",80,22.65,53,234,"BirdieorBetterPercentageLess125",2015
108,108,"Scott Pinckney",88,22.49,65,289,"BirdieorBetterPercentageLess125",2015
109,109,"Seung Yul Noh",65,22.45,44,196,"BirdieorBetterPercentageLess125",2015
110,110,"Jonas Blixt",78,22.42,50,223,"BirdieorBetterPercentageLess125",2015
111,111,"John Huh",102,22.4,56,250,"BirdieorBetterPercentageLess125",2015
112,112,"Martin Laird",77,22.39,60,268,"BirdieorBetterPercentageLess125",2015
113,113,"Brian Harman",90,22.32,77,345,"BirdieorBetterPercentageLess125",2015
114,114,"Boo Weekley",79,22.31,54,242,"BirdieorBetterPercentageLess125",2015
115,115,"Troy Merritt",91,22.29,74,332,"BirdieorBetterPercentageLess125",2015
116,116,"Billy Horschel",99,22.26,71,319,"BirdieorBetterPercentageLess125",2015
117,117,"DA Points",72,22.22,44,198,"BirdieorBetterPercentageLess125",2015
118,118,"Lucas Glover",79,22.13,52,235,"BirdieorBetterPercentageLess125",2015
119,119,"Steven Alker",62,22.09,38,172,"BirdieorBetterPercentageLess125",2015
120,120,"Luke Guthrie",84,22.05,56,254,"BirdieorBetterPercentageLess125",2015
121,121,"JJ Henry",94,22.03,63,286,"BirdieorBetterPercentageLess125",2015
122,122,"Derek Fathauer",81,21.96,56,255,"BirdieorBetterPercentageLess125",2015
123,123,"Steven Bowditch",103,21.95,81,369,"BirdieorBetterPercentageLess125",2015
124,124,"Tim Wilkinson",73,21.92,48,219,"BirdieorBetterPercentageLess125",2015
125,125,"Brian Stuard",97,21.89,65,297,"BirdieorBetterPercentageLess125",2015
126,126,"Jason Gore",76,21.83,50,229,"BirdieorBetterPercentageLess125",2015
126,126,"Spencer Levin",99,21.83,62,284,"BirdieorBetterPercentageLess125",2015
128,128,"Carl Pettersson",106,21.78,83,381,"BirdieorBetterPercentageLess125",2015
129,129,"Heath Slocum",57,21.57,33,153,"BirdieorBetterPercentageLess125",2015
130,130,"Morgan Hoffmann",85,21.56,58,269,"BirdieorBetterPercentageLess125",2015
131,131,"Louis Oosthuizen",68,21.51,40,186,"BirdieorBetterPercentageLess125",2015
132,132,"Andrew Putnam",68,21.5,43,200,"BirdieorBetterPercentageLess125",2015
133,133,"Sangmoon Bae",98,21.45,74,345,"BirdieorBetterPercentageLess125",2015
133,133,"Brooks Koepka",84,21.45,59,275,"BirdieorBetterPercentageLess125",2015
135,135,"Oscar Fraustro",58,21.43,33,154,"BirdieorBetterPercentageLess125",2015
136,136,"Scott Stallings",60,21.39,40,187,"BirdieorBetterPercentageLess125",2015
137,137,"Roberto Castro",54,21.37,28,131,"BirdieorBetterPercentageLess125",2015
138,138,"Hunter Mahan",88,21.33,61,286,"BirdieorBetterPercentageLess125",2015
139,139,"Pat Perez",96,21.18,61,288,"BirdieorBetterPercentageLess125",2015
140,140,"Erik Compton",86,21.09,54,256,"BirdieorBetterPercentageLess125",2015
141,141,"John Peterson",84,21.03,49,233,"BirdieorBetterPercentageLess125",2015
142,142,"Camilo Villegas",83,20.91,55,263,"BirdieorBetterPercentageLess125",2015
143,143,"Blayne Barber",76,20.78,53,255,"BirdieorBetterPercentageLess125",2015
144,144,"Retief Goosen",81,20.52,47,229,"BirdieorBetterPercentageLess125",2015
145,145,"Billy Hurley III",83,20.51,48,234,"BirdieorBetterPercentageLess125",2015
146,146,"Tyrone Van Aswegen",58,20.39,31,152,"BirdieorBetterPercentageLess125",2015
147,147,"Ricky Barnes",82,20.28,44,217,"BirdieorBetterPercentageLess125",2015
148,148,"Byron Smith",59,20.14,28,139,"BirdieorBetterPercentageLess125",2015
149,149,"Charlie Beljan",76,20.09,47,234,"BirdieorBetterPercentageLess125",2015
149,149,"Sam Saunders",83,20.09,43,214,"BirdieorBetterPercentageLess125",2015
149,149,"Johnson Wagner",68,20.09,47,234,"BirdieorBetterPercentageLess125",2015
152,152,"Bill Lunde",50,20,29,145,"BirdieorBetterPercentageLess125",2015
152,152,"John Merrick",78,20,42,210,"BirdieorBetterPercentageLess125",2015
152,152,"Webb Simpson",81,20,48,240,"BirdieorBetterPercentageLess125",2015
155,155,"Michael Thompson",83,19.78,53,268,"BirdieorBetterPercentageLess125",2015
156,156,"Charles Howell III",105,19.75,80,405,"BirdieorBetterPercentageLess125",2015
157,157,"Ernie Els",57,19.62,31,158,"BirdieorBetterPercentageLess125",2015
158,158,"Charl Schwartzel",67,19.61,30,153,"BirdieorBetterPercentageLess125",2015
159,159,"Gary Woodland",81,19.58,37,189,"BirdieorBetterPercentageLess125",2015
160,160,"Eric Axley",57,19.55,35,179,"BirdieorBetterPercentageLess125",2015
160,160,"Marc Leishman",74,19.55,35,179,"BirdieorBetterPercentageLess125",2015
162,162,"Jonathan Randolph",72,19.49,38,195,"BirdieorBetterPercentageLess125",2015
163,163,"Andres Romero",69,19.25,36,187,"BirdieorBetterPercentageLess125",2015
164,164,"Brendan Steele",88,18.86,43,228,"BirdieorBetterPercentageLess125",2015
164,164,"Jhonattan Vegas",90,18.86,43,228,"BirdieorBetterPercentageLess125",2015
166,166,"Gonzalo Fdez Castano",81,18.84,39,207,"BirdieorBetterPercentageLess125",2015
167,167,"Derek Ernst",75,18.57,44,237,"BirdieorBetterPercentageLess125",2015
168,168,"Graham DeLaet",65,18.54,38,205,"BirdieorBetterPercentageLess125",2015
169,169,"Patrick Rodgers",57,18.45,38,206,"BirdieorBetterPercentageLess125",2015
170,170,"Tony Finau",106,18.15,59,325,"BirdieorBetterPercentageLess125",2015
171,171,"Angel Cabrera",53,18.06,26,144,"BirdieorBetterPercentageLess125",2015
172,172,"Matt Every",73,17.98,41,228,"BirdieorBetterPercentageLess125",2015
173,173,"Robert Garrigus",70,17.86,40,224,"BirdieorBetterPercentageLess125",2015
174,174,"John Senden",80,17.82,31,174,"BirdieorBetterPercentageLess125",2015
175,175,"Brice Garnett",81,17.75,41,231,"BirdieorBetterPercentageLess125",2015
176,176,"Kevin Streelman",95,17.29,51,295,"BirdieorBetterPercentageLess125",2015
177,177,"Andrew Svoboda",80,17.13,43,251,"BirdieorBetterPercentageLess125",2015
178,178,"Geoff Ogilvy",50,16.79,23,137,"BirdieorBetterPercentageLess125",2015
179,179,"Harris English",105,16.72,48,287,"BirdieorBetterPercentageLess125",2015
180,180,"Davis Love III",51,16.56,25,151,"BirdieorBetterPercentageLess125",2015
181,181,"Roger Sloan",56,16.17,27,167,"BirdieorBetterPercentageLess125",2015
182,182,"Padraig Harrington",60,14.44,27,187,"BirdieorBetterPercentageLess125",2015
183,183,"Jim Renner",68,14.08,29,206,"BirdieorBetterPercentageLess125",2015
184,184,"SJ Park",79,13.73,35,255,"BirdieorBetterPercentageLess125",2015
