"FirstTeeLateRound3ScoringAverage_RANKTHISWEEK_2006","FirstTeeLateRound3ScoringAverage_RANKLASTWEEK_2006","FirstTeeLateRound3ScoringAverage_PLAYERNAME_2006","FirstTeeLateRound3ScoringAverage__2006","FirstTeeLateRound3ScoringAverage_AVG_2006","FirstTeeLateRound3ScoringAverage_TOTALSTROKES_2006","FirstTeeLateRound3ScoringAverage_TOTALROUNDS_2006","stat_name","year"
1,1,"Mathew Goggin",NA,67.5,135,2,"FirstTeeLateRound3ScoringAverage",2006
2,2,"Trevor Immelman",NA,67.82,746,11,"FirstTeeLateRound3ScoringAverage",2006
3,3,"Bubba Watson",NA,68.2,341,5,"FirstTeeLateRound3ScoringAverage",2006
4,4,"Chris Riley",NA,68.4,342,5,"FirstTeeLateRound3ScoringAverage",2006
5,5,"Woody Austin",NA,68.44,616,9,"FirstTeeLateRound3ScoringAverage",2006
6,6,"Robert Gamez",NA,68.5,274,4,"FirstTeeLateRound3ScoringAverage",2006
6,6,"Lee Janzen",NA,68.5,137,2,"FirstTeeLateRound3ScoringAverage",2006
8,8,"Will Ma Kenzie",NA,68.67,412,6,"FirstTeeLateRound3ScoringAverage",2006
9,9,"Tiger Woods",NA,68.73,756,11,"FirstTeeLateRound3ScoringAverage",2006
10,10,"Nathan Green",NA,68.75,550,8,"FirstTeeLateRound3ScoringAverage",2006
11,11,"Bob Estes",NA,68.83,413,6,"FirstTeeLateRound3ScoringAverage",2006
12,12,"Sergio Garcia",NA,68.86,482,7,"FirstTeeLateRound3ScoringAverage",2006
13,13,"Vijay Singh",NA,68.93,965,14,"FirstTeeLateRound3ScoringAverage",2006
14,14,"Doug Barron",NA,69,207,3,"FirstTeeLateRound3ScoringAverage",2006
14,14,"Chris DiMarco",NA,69,345,5,"FirstTeeLateRound3ScoringAverage",2006
14,14,"Jerry Kelly",NA,69,690,10,"FirstTeeLateRound3ScoringAverage",2006
14,14,"Joe Ogilvie",NA,69,414,6,"FirstTeeLateRound3ScoringAverage",2006
14,14,"Corey Pavin",NA,69,345,5,"FirstTeeLateRound3ScoringAverage",2006
14,14,"Pat Perez",NA,69,138,2,"FirstTeeLateRound3ScoringAverage",2006
14,14,"Omar Uresti",NA,69,69,1,"FirstTeeLateRound3ScoringAverage",2006
21,21,"Peter Lonard",NA,69.2,346,5,"FirstTeeLateRound3ScoringAverage",2006
21,21,"Heath Slocum",NA,69.2,346,5,"FirstTeeLateRound3ScoringAverage",2006
23,23,"Brett Quigley",NA,69.25,831,12,"FirstTeeLateRound3ScoringAverage",2006
24,24,"Carl Pettersson",NA,69.29,485,7,"FirstTeeLateRound3ScoringAverage",2006
25,25,"Luke Donald",NA,69.44,625,9,"FirstTeeLateRound3ScoringAverage",2006
26,26,"Richard Johnson",NA,69.5,556,8,"FirstTeeLateRound3ScoringAverage",2006
27,27,"Phil Mickelson",NA,69.6,696,10,"FirstTeeLateRound3ScoringAverage",2006
28,28,"JP Hayes",NA,69.67,209,3,"FirstTeeLateRound3ScoringAverage",2006
28,28,"Ryan Moore",NA,69.67,418,6,"FirstTeeLateRound3ScoringAverage",2006
28,28,"Rory Sabbatini",NA,69.67,418,6,"FirstTeeLateRound3ScoringAverage",2006
28,28,"Mike Weir",NA,69.67,627,9,"FirstTeeLateRound3ScoringAverage",2006
32,32,"John Senden",NA,69.71,488,7,"FirstTeeLateRound3ScoringAverage",2006
33,33,"JB Holmes",NA,69.83,419,6,"FirstTeeLateRound3ScoringAverage",2006
33,33,"Charles Howell III",NA,69.83,419,6,"FirstTeeLateRound3ScoringAverage",2006
35,35,"Jonathan Byrd",NA,69.86,489,7,"FirstTeeLateRound3ScoringAverage",2006
35,35,"Bill Haas",NA,69.86,489,7,"FirstTeeLateRound3ScoringAverage",2006
37,37,"Tom Pernice Jr",NA,69.88,559,8,"FirstTeeLateRound3ScoringAverage",2006
38,38,"Justin Rose",NA,69.89,629,9,"FirstTeeLateRound3ScoringAverage",2006
38,38,"Dean Wilson",NA,69.89,629,9,"FirstTeeLateRound3ScoringAverage",2006
40,40,"Zach Johnson",NA,69.9,699,10,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Tommy Armour III",NA,70,140,2,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Stewart Cink",NA,70,700,10,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Chris Couch",NA,70,140,2,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Jim Furyk",NA,70,1120,16,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Matt Hansen",NA,70,140,2,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Steve Jones",NA,70,280,4,"FirstTeeLateRound3ScoringAverage",2006
41,41,"JL Lewis",NA,70,280,4,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Larry Mize",NA,70,70,1,"FirstTeeLateRound3ScoringAverage",2006
41,41,"Joey Sindelar",NA,70,140,2,"FirstTeeLateRound3ScoringAverage",2006
50,50,"Kevin Sutherland",NA,70.14,491,7,"FirstTeeLateRound3ScoringAverage",2006
51,51,"Jason Gore",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2006
51,51,"Vaughn Taylor",NA,70.17,421,6,"FirstTeeLateRound3ScoringAverage",2006
53,53,"Shane Bertsch",NA,70.2,351,5,"FirstTeeLateRound3ScoringAverage",2006
54,54,"Retief Goosen",NA,70.25,562,8,"FirstTeeLateRound3ScoringAverage",2006
