"Scramblingfrom1020yards_RANKTHISWEEK_2006","Scramblingfrom1020yards_RANKLASTWEEK_2006","Scramblingfrom1020yards_PLAYERNAME_2006","Scramblingfrom1020yards_ROUNDS_2006","Scramblingfrom1020yards_Pct_2006","Scramblingfrom1020yards_SUCCESSES_2006","Scramblingfrom1020yards_ATTEMPTS_2006","stat_name","year"
1,1,"Luke Donald",66,74.76,77,103,"Scramblingfrom1020yards",2006
2,2,"Geoff Ogilvy",76,74.1,103,139,"Scramblingfrom1020yards",2006
3,3,"Brian Gay",107,73.66,193,262,"Scramblingfrom1020yards",2006
4,4,"Steve Stricker",64,73.64,95,129,"Scramblingfrom1020yards",2006
5,5,"Steve Elkington",52,73.21,82,112,"Scramblingfrom1020yards",2006
6,6,"Greg Owen",79,72.67,109,150,"Scramblingfrom1020yards",2006
7,7,"Mark OMeara",52,71.96,77,107,"Scramblingfrom1020yards",2006
8,8,"Rod Pampling",89,70.45,124,176,"Scramblingfrom1020yards",2006
9,9,"KJ Choi",93,70.37,114,162,"Scramblingfrom1020yards",2006
10,10,"Paul Azinger",87,70.33,147,209,"Scramblingfrom1020yards",2006
11,11,"Nathan Green",108,70.26,163,232,"Scramblingfrom1020yards",2006
12,12,"Dudley Hart",83,70.18,120,171,"Scramblingfrom1020yards",2006
13,13,"Trevor Immelman",86,70.12,115,164,"Scramblingfrom1020yards",2006
14,14,"Kevin Sutherland",100,69.85,139,199,"Scramblingfrom1020yards",2006
15,15,"Billy Andrade",78,69.74,106,152,"Scramblingfrom1020yards",2006
16,16,"Brett Quigley",109,69.7,161,231,"Scramblingfrom1020yards",2006
17,17,"Richard Johnson",94,69.59,151,217,"Scramblingfrom1020yards",2006
18,18,"Ernie Els",69,69.4,93,134,"Scramblingfrom1020yards",2006
19,19,"Stephen Leaney",84,69.32,122,176,"Scramblingfrom1020yards",2006
20,20,"JP Hayes",55,69.17,83,120,"Scramblingfrom1020yards",2006
21,21,"Stuart Appleby",83,69.03,107,155,"Scramblingfrom1020yards",2006
22,22,"Greg Chalmers",71,69.01,98,142,"Scramblingfrom1020yards",2006
23,23,"Brent Geiberger",99,68.58,155,226,"Scramblingfrom1020yards",2006
24,24,"Scott Verplank",88,68.33,123,180,"Scramblingfrom1020yards",2006
25,25,"Doug Barron",74,68.31,125,183,"Scramblingfrom1020yards",2006
26,26,"Ryuji Imada",105,68.2,148,217,"Scramblingfrom1020yards",2006
27,27,"Jerry Smith",94,68.16,137,201,"Scramblingfrom1020yards",2006
28,28,"Bubba Dickerson",98,68.1,143,210,"Scramblingfrom1020yards",2006
29,29,"Arron Oberholser",82,68.09,96,141,"Scramblingfrom1020yards",2006
30,30,"Jim Furyk",89,67.81,99,146,"Scramblingfrom1020yards",2006
31,31,"Danny Ellis",68,67.65,115,170,"Scramblingfrom1020yards",2006
32,32,"Steve Flesch",119,67.43,176,261,"Scramblingfrom1020yards",2006
33,33,"John Huston",74,67.05,118,176,"Scramblingfrom1020yards",2006
34,34,"Kirk Triplett",58,66.93,85,127,"Scramblingfrom1020yards",2006
35,35,"Jonathan Byrd",66,66.91,91,136,"Scramblingfrom1020yards",2006
36,36,"Jerry Kelly",100,66.82,145,217,"Scramblingfrom1020yards",2006
37,37,"Padraig Harrington",54,66.67,62,93,"Scramblingfrom1020yards",2006
37,37,"Charles Howell III",96,66.67,142,213,"Scramblingfrom1020yards",2006
37,37,"Chris Riley",86,66.67,134,201,"Scramblingfrom1020yards",2006
40,40,"Daniel Chopra",110,66.53,163,245,"Scramblingfrom1020yards",2006
41,41,"Duffy Waldorf",96,66.52,151,227,"Scramblingfrom1020yards",2006
42,42,"Chad Campbell",91,66.46,107,161,"Scramblingfrom1020yards",2006
43,43,"John Cook",67,66.17,88,133,"Scramblingfrom1020yards",2006
44,44,"Shaun Micheel",96,66.11,119,180,"Scramblingfrom1020yards",2006
