"DrivingPct280300Measured_RANKTHISWEEK_2008","DrivingPct280300Measured_RANKLASTWEEK_2008","DrivingPct280300Measured_PLAYERNAME_2008","DrivingPct280300Measured_ROUNDS_2008","DrivingPct280300Measured_Pct_2008","DrivingPct280300Measured_TOTALDRIVESFOR280300_2008","DrivingPct280300Measured_TOTALDRVSOVERALL_2008","DrivingPct280300Measured_RELATIVETOPAR_2008","stat_name","year"
1,1,"Marco Dawson",64,44.64,50,112,0,"DrivingPct280300Measured",2008
2,2,"Woody Austin",109,44.62,83,186,-0.2,"DrivingPct280300Measured",2008
3,3,"Rod Pampling",83,44.44,64,144,-0.2,"DrivingPct280300Measured",2008
4,4,"Geoff Ogilvy",65,44,44,100,-0.09,"DrivingPct280300Measured",2008
5,5,"Kenny Perry",97,43.75,84,192,-0.13,"DrivingPct280300Measured",2008
6,6,"John Senden",93,43.6,75,172,0.07,"DrivingPct280300Measured",2008
7,7,"Brenden Pappas",66,43.33,52,120,0.08,"DrivingPct280300Measured",2008
8,8,"Michael Allen",91,42.94,73,170,-0.19,"DrivingPct280300Measured",2008
9,9,"Michael Letzig",88,42.5,68,160,-0.13,"DrivingPct280300Measured",2008
10,10,"Nick Flanagan",89,42.35,72,170,0,"DrivingPct280300Measured",2008
11,11,"Troy Matteson",94,42.02,79,188,-0.08,"DrivingPct280300Measured",2008
12,12,"Ian Poulter",51,41.67,30,72,-0.17,"DrivingPct280300Measured",2008
13,13,"Lee Janzen",89,41.36,67,162,-0.19,"DrivingPct280300Measured",2008
14,14,"Jeff Gove",50,41.3,38,92,0.05,"DrivingPct280300Measured",2008
15,15,"Will Ma Kenzie",62,41.13,51,124,-0.06,"DrivingPct280300Measured",2008
16,16,"Cliff Kresge",84,41.03,64,156,-0.11,"DrivingPct280300Measured",2008
17,17,"David Lutterus",59,40.95,43,105,0.14,"DrivingPct280300Measured",2008
18,18,"Billy Mayfair",103,40.91,81,198,-0.12,"DrivingPct280300Measured",2008
19,19,"Nicholas Thompson",113,40.78,84,206,-0.14,"DrivingPct280300Measured",2008
20,20,"Stewart Cink",87,40.58,56,138,-0.32,"DrivingPct280300Measured",2008
21,21,"JJ Henry",108,40.57,86,212,-0.15,"DrivingPct280300Measured",2008
22,22,"Tom Lehman",51,40.24,33,82,-0.18,"DrivingPct280300Measured",2008
23,23,"Sergio Garcia",72,40.18,45,112,-0.29,"DrivingPct280300Measured",2008
24,24,"Robert Allenby",108,40.11,73,182,-0.26,"DrivingPct280300Measured",2008
25,25,"Justin Bolli",87,40,64,160,0.16,"DrivingPct280300Measured",2008
26,26,"Jonathan Byrd",88,39.87,63,158,-0.11,"DrivingPct280300Measured",2008
27,27,"Ken Duke",116,39.73,89,224,-0.12,"DrivingPct280300Measured",2008
28,28,"Stuart Appleby",87,39.71,54,136,0.02,"DrivingPct280300Measured",2008
29,29,"Steve Stricker",75,39.66,46,116,-0.13,"DrivingPct280300Measured",2008
30,30,"Phil Mickelson",80,39.52,49,124,-0.27,"DrivingPct280300Measured",2008
31,31,"John Huston",56,39.42,41,104,-0.17,"DrivingPct280300Measured",2008
32,32,"Aaron Baddeley",76,39.34,48,122,-0.23,"DrivingPct280300Measured",2008
33,33,"DJ Trahan",94,39.29,66,168,-0.12,"DrivingPct280300Measured",2008
33,33,"Jay Williamson",96,39.29,66,168,0.06,"DrivingPct280300Measured",2008
35,35,"Kevin Sutherland",98,38.83,73,188,-0.15,"DrivingPct280300Measured",2008
36,36,"JP Hayes",67,38.81,52,134,-0.08,"DrivingPct280300Measured",2008
37,37,"Mathew Goggin",91,38.51,67,174,-0.1,"DrivingPct280300Measured",2008
38,38,"Harrison Frazar",73,38.46,50,130,0.04,"DrivingPct280300Measured",2008
39,39,"Bill Haas",99,38.42,73,190,0.05,"DrivingPct280300Measured",2008
40,40,"Boo Weekley",86,38.41,53,138,-0.09,"DrivingPct280300Measured",2008
41,41,"Fred Couples",60,38.39,43,112,0.09,"DrivingPct280300Measured",2008
42,42,"Rich Beem",90,38.1,64,168,-0.02,"DrivingPct280300Measured",2008
42,42,"Retief Goosen",59,38.1,32,84,-0.19,"DrivingPct280300Measured",2008
44,44,"Tommy Armour III",77,38.03,54,142,-0.17,"DrivingPct280300Measured",2008
45,45,"Marc Turnesa",87,37.95,63,166,-0.06,"DrivingPct280300Measured",2008
46,46,"Vaughn Taylor",103,37.88,75,198,-0.19,"DrivingPct280300Measured",2008
47,47,"Frank Lickliter II",107,37.85,81,214,-0.1,"DrivingPct280300Measured",2008
48,48,"Kevin Stadler",90,37.82,59,156,-0.1,"DrivingPct280300Measured",2008
49,49,"Tim Herron",97,37.63,70,186,-0.03,"DrivingPct280300Measured",2008
50,50,"Jesper Parnevik",88,37.5,60,160,-0.18,"DrivingPct280300Measured",2008
50,50,"Patrick Sheehan",124,37.5,84,224,-0.05,"DrivingPct280300Measured",2008
52,52,"YE Yang",89,37.36,65,174,-0.09,"DrivingPct280300Measured",2008
53,53,"Carl Pettersson",110,37.25,76,204,-0.13,"DrivingPct280300Measured",2008
