"GIRPercentagefromOtherthanFairway_RANKTHISWEEK_2006","GIRPercentagefromOtherthanFairway_RANKLASTWEEK_2006","GIRPercentagefromOtherthanFairway_PLAYERNAME_2006","GIRPercentagefromOtherthanFairway_ROUNDS_2006","GIRPercentagefromOtherthanFairway_Pct_2006","GIRPercentagefromOtherthanFairway_GREENSHIT_2006","GIRPercentagefromOtherthanFairway_OFHOLES_2006","stat_name","year"
61,61,"Heath Slocum",96,52.28,172,329,"GIRPercentagefromOtherthanFairway",2006
61,61,"Steve Stricker",64,52.28,149,285,"GIRPercentagefromOtherthanFairway",2006
63,63,"JB Holmes",81,52.23,258,494,"GIRPercentagefromOtherthanFairway",2006
64,64,"Carlos Franco",86,52.17,277,531,"GIRPercentagefromOtherthanFairway",2006
64,64,"Nick Watney",97,52.17,264,506,"GIRPercentagefromOtherthanFairway",2006
66,66,"Hunter Mahan",98,52.08,225,432,"GIRPercentagefromOtherthanFairway",2006
67,67,"Chad Campbell",91,52.05,254,488,"GIRPercentagefromOtherthanFairway",2006
68,68,"Mark OMeara",52,52.03,154,296,"GIRPercentagefromOtherthanFairway",2006
69,69,"Jesper Parnevik",84,51.99,235,452,"GIRPercentagefromOtherthanFairway",2006
70,70,"Shaun Micheel",96,51.82,256,494,"GIRPercentagefromOtherthanFairway",2006
71,71,"Wes Short Jr",96,51.8,288,556,"GIRPercentagefromOtherthanFairway",2006
72,72,"Bob Estes",85,51.76,220,425,"GIRPercentagefromOtherthanFairway",2006
73,73,"Duffy Waldorf",96,51.71,212,410,"GIRPercentagefromOtherthanFairway",2006
74,74,"James Driscoll",80,51.63,285,552,"GIRPercentagefromOtherthanFairway",2006
75,75,"Brandt Jobe",91,51.57,246,477,"GIRPercentagefromOtherthanFairway",2006
76,76,"Will Ma Kenzie",91,51.54,234,454,"GIRPercentagefromOtherthanFairway",2006
77,77,"Steve Flesch",119,51.45,284,552,"GIRPercentagefromOtherthanFairway",2006
78,78,"Billy Mayfair",94,51.28,201,392,"GIRPercentagefromOtherthanFairway",2006
79,79,"Bernhard Langer",77,51.19,193,377,"GIRPercentagefromOtherthanFairway",2006
80,80,"Jason Gore",86,51.17,241,471,"GIRPercentagefromOtherthanFairway",2006
81,81,"Vance Veazey",59,51.14,179,350,"GIRPercentagefromOtherthanFairway",2006
82,82,"Chris Smith",67,51.1,162,317,"GIRPercentagefromOtherthanFairway",2006
83,83,"Len Mattiace",59,50.99,181,355,"GIRPercentagefromOtherthanFairway",2006
84,84,"Mathew Goggin",72,50.98,182,357,"GIRPercentagefromOtherthanFairway",2006
85,85,"Robert Allenby",79,50.91,168,330,"GIRPercentagefromOtherthanFairway",2006
86,86,"Chris Couch",75,50.86,207,407,"GIRPercentagefromOtherthanFairway",2006
87,87,"Nathan Green",108,50.84,272,535,"GIRPercentagefromOtherthanFairway",2006
88,88,"Dudley Hart",83,50.83,246,484,"GIRPercentagefromOtherthanFairway",2006
89,89,"Robert Garrigus",85,50.71,251,495,"GIRPercentagefromOtherthanFairway",2006
90,90,"Ryuji Imada",105,50.68,298,588,"GIRPercentagefromOtherthanFairway",2006
91,91,"Stephen Leaney",84,50.63,202,399,"GIRPercentagefromOtherthanFairway",2006
92,92,"Jason Bohn",104,50.62,244,482,"GIRPercentagefromOtherthanFairway",2006
93,93,"Paul Goydos",72,50.55,137,271,"GIRPercentagefromOtherthanFairway",2006
94,94,"Harrison Frazar",95,50.4,250,496,"GIRPercentagefromOtherthanFairway",2006
94,94,"Shigeki Maruyama",94,50.4,250,496,"GIRPercentagefromOtherthanFairway",2006
96,96,"Ben Curtis",86,50.37,202,401,"GIRPercentagefromOtherthanFairway",2006
97,97,"Tom Lehman",70,50.31,164,326,"GIRPercentagefromOtherthanFairway",2006
98,98,"Jerry Kelly",100,50.24,208,414,"GIRPercentagefromOtherthanFairway",2006
99,99,"Padraig Harrington",54,50.21,119,237,"GIRPercentagefromOtherthanFairway",2006
100,100,"Brian Davis",92,50,188,376,"GIRPercentagefromOtherthanFairway",2006
100,100,"Freddie Jacobson",56,50,147,294,"GIRPercentagefromOtherthanFairway",2006
100,100,"Jason Schultz",77,50,212,424,"GIRPercentagefromOtherthanFairway",2006
100,100,"Jeff Sluman",101,50,247,494,"GIRPercentagefromOtherthanFairway",2006
104,104,"KJ Choi",93,49.89,224,449,"GIRPercentagefromOtherthanFairway",2006
105,105,"David McKenzie",82,49.86,181,363,"GIRPercentagefromOtherthanFairway",2006
106,106,"Michael Connell",51,49.81,130,261,"GIRPercentagefromOtherthanFairway",2006
107,107,"Brent Geiberger",99,49.78,222,446,"GIRPercentagefromOtherthanFairway",2006
108,108,"Alex Aragon",63,49.76,207,416,"GIRPercentagefromOtherthanFairway",2006
108,108,"DA Points",82,49.76,209,420,"GIRPercentagefromOtherthanFairway",2006
110,110,"Retief Goosen",68,49.72,178,358,"GIRPercentagefromOtherthanFairway",2006
111,111,"Ron Whittaker",81,49.71,172,346,"GIRPercentagefromOtherthanFairway",2006
112,112,"Joe Ogilvie",95,49.67,227,457,"GIRPercentagefromOtherthanFairway",2006
113,113,"Mike Weir",88,49.65,211,425,"GIRPercentagefromOtherthanFairway",2006
114,114,"Patrick Sheehan",104,49.59,242,488,"GIRPercentagefromOtherthanFairway",2006
115,115,"Stephen Ames",63,49.53,159,321,"GIRPercentagefromOtherthanFairway",2006
116,116,"Ian Leggatt",80,49.51,204,412,"GIRPercentagefromOtherthanFairway",2006
116,116,"Jimmy Walker",60,49.51,201,406,"GIRPercentagefromOtherthanFairway",2006
118,118,"Dean Wilson",115,49.47,279,564,"GIRPercentagefromOtherthanFairway",2006
119,119,"Brian Bateman",69,49.45,180,364,"GIRPercentagefromOtherthanFairway",2006
120,120,"Thomas Levet",53,49.42,127,257,"GIRPercentagefromOtherthanFairway",2006
121,121,"Tag Ridings",103,49.37,315,638,"GIRPercentagefromOtherthanFairway",2006
122,122,"Chris DiMarco",83,49.36,192,389,"GIRPercentagefromOtherthanFairway",2006
123,123,"Olin Browne",108,49.35,190,385,"GIRPercentagefromOtherthanFairway",2006
124,124,"Tommy Armour III",65,49.33,148,300,"GIRPercentagefromOtherthanFairway",2006
125,125,"Nicholas Thompson",96,49.29,208,422,"GIRPercentagefromOtherthanFairway",2006
126,126,"Mark Wilson",79,49.28,171,347,"GIRPercentagefromOtherthanFairway",2006
127,127,"JL Lewis",57,49.12,140,285,"GIRPercentagefromOtherthanFairway",2006
128,128,"John Cook",67,49.08,134,273,"GIRPercentagefromOtherthanFairway",2006
129,129,"Adam Scott",70,49.03,177,361,"GIRPercentagefromOtherthanFairway",2006
130,130,"Ted Purdy",103,48.96,236,482,"GIRPercentagefromOtherthanFairway",2006
130,130,"Tjaart van der Walt",60,48.96,118,241,"GIRPercentagefromOtherthanFairway",2006
132,132,"Robert Damron",91,48.94,230,470,"GIRPercentagefromOtherthanFairway",2006
133,133,"Jose Maria Olazabal",62,48.93,160,327,"GIRPercentagefromOtherthanFairway",2006
134,134,"John Huston",74,48.91,202,413,"GIRPercentagefromOtherthanFairway",2006
135,135,"Mark Calcavecchia",94,48.89,220,450,"GIRPercentagefromOtherthanFairway",2006
136,136,"Michael Allen",84,48.88,241,493,"GIRPercentagefromOtherthanFairway",2006
137,137,"Jerry Smith",94,48.84,190,389,"GIRPercentagefromOtherthanFairway",2006
138,138,"Kirk Triplett",58,48.83,104,213,"GIRPercentagefromOtherthanFairway",2006
139,139,"Geoff Ogilvy",76,48.8,183,375,"GIRPercentagefromOtherthanFairway",2006
140,140,"Arjun Atwal",97,48.77,237,486,"GIRPercentagefromOtherthanFairway",2006
141,141,"Scott Verplank",88,48.65,144,296,"GIRPercentagefromOtherthanFairway",2006
142,142,"Tim Clark",80,48.61,175,360,"GIRPercentagefromOtherthanFairway",2006
143,143,"Craig Barlow",77,48.6,208,428,"GIRPercentagefromOtherthanFairway",2006
143,143,"Shane Bertsch",104,48.6,225,463,"GIRPercentagefromOtherthanFairway",2006
145,145,"Sean OHair",100,48.59,242,498,"GIRPercentagefromOtherthanFairway",2006
146,146,"Danny Ellis",68,48.58,171,352,"GIRPercentagefromOtherthanFairway",2006
147,147,"Skip Kendall",72,48.57,136,280,"GIRPercentagefromOtherthanFairway",2006
148,148,"Mike Sposa",68,48.55,151,311,"GIRPercentagefromOtherthanFairway",2006
149,149,"Ryan Palmer",101,48.47,254,524,"GIRPercentagefromOtherthanFairway",2006
150,150,"Lee Janzen",79,48.33,231,478,"GIRPercentagefromOtherthanFairway",2006
151,151,"Robert Gamez",94,48.25,193,400,"GIRPercentagefromOtherthanFairway",2006
152,152,"Todd Fischer",101,47.93,232,484,"GIRPercentagefromOtherthanFairway",2006
153,153,"Daisuke Maruyama",83,47.91,149,311,"GIRPercentagefromOtherthanFairway",2006
154,154,"Vaughn Taylor",88,47.79,216,452,"GIRPercentagefromOtherthanFairway",2006
155,155,"Rod Pampling",89,47.73,221,463,"GIRPercentagefromOtherthanFairway",2006
156,156,"Paul Azinger",87,47.68,216,453,"GIRPercentagefromOtherthanFairway",2006
157,157,"JP Hayes",55,47.64,121,254,"GIRPercentagefromOtherthanFairway",2006
158,158,"Tom Pernice Jr",108,47.41,238,502,"GIRPercentagefromOtherthanFairway",2006
159,159,"Woody Austin",107,47.32,274,579,"GIRPercentagefromOtherthanFairway",2006
160,160,"John Daly",51,47.24,154,326,"GIRPercentagefromOtherthanFairway",2006
160,160,"Peter Lonard",77,47.24,180,381,"GIRPercentagefromOtherthanFairway",2006
162,162,"David Toms",76,47.16,141,299,"GIRPercentagefromOtherthanFairway",2006
163,163,"Kent Jones",103,47.11,212,450,"GIRPercentagefromOtherthanFairway",2006
164,164,"Bob Tway",81,47.04,199,423,"GIRPercentagefromOtherthanFairway",2006
165,165,"David Duval",71,46.82,221,472,"GIRPercentagefromOtherthanFairway",2006
165,165,"Greg Kraft",79,46.82,147,314,"GIRPercentagefromOtherthanFairway",2006
167,167,"Stuart Appleby",83,46.71,206,441,"GIRPercentagefromOtherthanFairway",2006
167,167,"Tim Herron",82,46.71,220,471,"GIRPercentagefromOtherthanFairway",2006
169,169,"Luke Donald",66,46.58,136,292,"GIRPercentagefromOtherthanFairway",2006
170,170,"DJ Trahan",92,46.56,210,451,"GIRPercentagefromOtherthanFairway",2006
171,171,"Tim Petrovic",95,46.44,215,463,"GIRPercentagefromOtherthanFairway",2006
172,172,"Richard Johnson",94,46.41,194,418,"GIRPercentagefromOtherthanFairway",2006
172,172,"Justin Leonard",83,46.41,168,362,"GIRPercentagefromOtherthanFairway",2006
174,174,"Carl Pettersson",95,46.06,234,508,"GIRPercentagefromOtherthanFairway",2006
175,175,"Stewart Cink",93,46.04,227,493,"GIRPercentagefromOtherthanFairway",2006
176,176,"Corey Pavin",74,46.03,145,315,"GIRPercentagefromOtherthanFairway",2006
177,177,"Steve Jones",83,45.57,185,406,"GIRPercentagefromOtherthanFairway",2006
178,178,"Chris Riley",86,45.54,153,336,"GIRPercentagefromOtherthanFairway",2006
179,179,"Ernie Els",69,45.5,172,378,"GIRPercentagefromOtherthanFairway",2006
180,180,"Zach Johnson",98,45.04,168,373,"GIRPercentagefromOtherthanFairway",2006
181,181,"Jon Mills",68,44.95,178,396,"GIRPercentagefromOtherthanFairway",2006
182,182,"Aaron Baddeley",78,44.84,187,417,"GIRPercentagefromOtherthanFairway",2006
183,183,"Greg Chalmers",71,44.78,193,431,"GIRPercentagefromOtherthanFairway",2006
184,184,"John Engler Jr",69,44.64,175,392,"GIRPercentagefromOtherthanFairway",2006
185,185,"Brad Faxon",78,44.49,206,463,"GIRPercentagefromOtherthanFairway",2006
186,186,"Ben Crane",85,44.12,180,408,"GIRPercentagefromOtherthanFairway",2006
187,187,"Larry Mize",53,43.96,80,182,"GIRPercentagefromOtherthanFairway",2006
188,188,"Mark Brooks",90,43.95,167,380,"GIRPercentagefromOtherthanFairway",2006
189,189,"David Howell",52,43.88,104,237,"GIRPercentagefromOtherthanFairway",2006
190,190,"Fred Funk",106,43.79,141,322,"GIRPercentagefromOtherthanFairway",2006
191,191,"Todd Hamilton",72,43.28,190,439,"GIRPercentagefromOtherthanFairway",2006
192,192,"Ryan Moore",68,42.67,128,300,"GIRPercentagefromOtherthanFairway",2006
193,193,"Doug Barron",74,42.6,141,331,"GIRPercentagefromOtherthanFairway",2006
194,194,"Brian Gay",107,41.97,196,467,"GIRPercentagefromOtherthanFairway",2006
195,195,"Jeff Maggert",81,40.88,130,318,"GIRPercentagefromOtherthanFairway",2006
196,196,"Hidemichi Tanaka",74,40.81,171,419,"GIRPercentagefromOtherthanFairway",2006
