"GIRPercentage100125yards_RANKTHISWEEK_2010","GIRPercentage100125yards_RANKLASTWEEK_2010","GIRPercentage100125yards_PLAYERNAME_2010","GIRPercentage100125yards_ROUNDS_2010","GIRPercentage100125yards_Pct_2010","GIRPercentage100125yards_GREENSHIT_2010","GIRPercentage100125yards_TOTALHOLES_2010","GIRPercentage100125yards_RELATIVETOPAR_2010","stat_name","year"
1,1,"Ben Curtis",78,86.96,120,138,-0.33,"GIRPercentage100125yards",2010
1,1,"Trevor Immelman",55,86.96,60,69,-0.12,"GIRPercentage100125yards",2010
3,3,"Adam Scott",70,86.55,103,119,-0.31,"GIRPercentage100125yards",2010
4,4,"Briny Baird",87,85.29,116,136,-0.14,"GIRPercentage100125yards",2010
4,4,"Padraig Harrington",57,85.29,58,68,-0.22,"GIRPercentage100125yards",2010
6,6,"Brendon de Jonge",114,85.1,177,208,-0.32,"GIRPercentage100125yards",2010
7,7,"Spencer Levin",110,84.54,175,207,-0.34,"GIRPercentage100125yards",2010
8,8,"Charles Howell III",103,84.24,155,184,-0.25,"GIRPercentage100125yards",2010
8,8,"Freddie Jacobson",83,84.24,139,165,-0.32,"GIRPercentage100125yards",2010
10,10,"Paul Goydos",78,84.21,96,114,-0.32,"GIRPercentage100125yards",2010
11,11,"Joe Durant",67,84.06,116,138,-0.27,"GIRPercentage100125yards",2010
12,12,"Chris Stroud",90,83.71,149,178,-0.28,"GIRPercentage100125yards",2010
13,13,"Chad Campbell",95,83.44,126,151,-0.31,"GIRPercentage100125yards",2010
13,13,"Kevin Sutherland",86,83.44,136,163,-0.26,"GIRPercentage100125yards",2010
15,15,"Brian Gay",101,82.98,117,141,-0.31,"GIRPercentage100125yards",2010
16,16,"Tom Pernice Jr",74,82.76,96,116,-0.31,"GIRPercentage100125yards",2010
17,17,"Greg Owen",69,82.71,110,133,-0.14,"GIRPercentage100125yards",2010
18,18,"Tim Petrovic",105,82.12,124,151,-0.24,"GIRPercentage100125yards",2010
19,19,"Dean Wilson",54,82.08,87,106,-0.37,"GIRPercentage100125yards",2010
20,20,"Jay Williamson",76,81.69,116,142,-0.26,"GIRPercentage100125yards",2010
21,21,"Paul Stankowski",62,81.65,89,109,-0.33,"GIRPercentage100125yards",2010
22,22,"Ricky Barnes",103,81.63,120,147,-0.28,"GIRPercentage100125yards",2010
23,23,"Brenden Pappas",66,81.6,102,125,-0.26,"GIRPercentage100125yards",2010
24,24,"Bob Estes",79,81.56,115,141,-0.3,"GIRPercentage100125yards",2010
25,25,"Michael Bradley",77,81.51,119,146,-0.26,"GIRPercentage100125yards",2010
26,26,"Jim Furyk",76,81.48,88,108,-0.28,"GIRPercentage100125yards",2010
27,27,"Jeff Maggert",76,81.45,101,124,-0.33,"GIRPercentage100125yards",2010
28,28,"Tim Clark",88,81.4,105,129,-0.3,"GIRPercentage100125yards",2010
29,29,"Chris Riley",73,81.3,100,123,-0.35,"GIRPercentage100125yards",2010
30,30,"Charles Warren",64,81.29,113,139,-0.23,"GIRPercentage100125yards",2010
31,31,"Robert Allenby",76,81.15,99,122,-0.27,"GIRPercentage100125yards",2010
32,32,"Steve Elkington",74,81.1,103,127,-0.19,"GIRPercentage100125yards",2010
33,33,"Jonathan Byrd",85,81.05,154,190,-0.28,"GIRPercentage100125yards",2010
33,33,"Jerry Kelly",99,81.05,124,153,-0.35,"GIRPercentage100125yards",2010
35,35,"Garrett Willis",82,80.99,98,121,-0.37,"GIRPercentage100125yards",2010
36,36,"Jason Day",82,80.95,102,126,-0.2,"GIRPercentage100125yards",2010
37,37,"Vijay Singh",75,80.77,105,130,-0.3,"GIRPercentage100125yards",2010
38,38,"Roger Tambellini",77,80.74,109,135,-0.21,"GIRPercentage100125yards",2010
39,39,"Chris DiMarco",88,80.67,121,150,-0.29,"GIRPercentage100125yards",2010
40,40,"Ryan Moore",80,80.65,100,124,-0.36,"GIRPercentage100125yards",2010
41,41,"Alex Cejka",81,80.47,103,128,-0.3,"GIRPercentage100125yards",2010
42,42,"Mathew Goggin",85,80.39,123,153,-0.28,"GIRPercentage100125yards",2010
43,43,"Nathan Green",86,80.28,114,142,-0.3,"GIRPercentage100125yards",2010
43,43,"James Nitties",92,80.28,114,142,-0.29,"GIRPercentage100125yards",2010
45,45,"Blake Adams",84,80.25,130,162,-0.22,"GIRPercentage100125yards",2010
