"FirstTeeLatePar5ScoringAverage_RANKTHISWEEK_2009","FirstTeeLatePar5ScoringAverage_RANKLASTWEEK_2009","FirstTeeLatePar5ScoringAverage_PLAYERNAME_2009","FirstTeeLatePar5ScoringAverage_ROUNDS_2009","FirstTeeLatePar5ScoringAverage_AVG_2009","FirstTeeLatePar5ScoringAverage_TOTALSTROKES_2009","FirstTeeLatePar5ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Tiger Woods",64,4.42,588,133,"FirstTeeLatePar5ScoringAverage",2009
2,2,"Jimmy Walker",74,4.43,186,42,"FirstTeeLatePar5ScoringAverage",2009
3,3,"Jonathan Byrd",89,4.47,483,108,"FirstTeeLatePar5ScoringAverage",2009
4,4,"Matt Jones",56,4.49,220,49,"FirstTeeLatePar5ScoringAverage",2009
4,4,"Martin Laird",72,4.49,395,88,"FirstTeeLatePar5ScoringAverage",2009
4,4,"Kevin Na",91,4.49,494,110,"FirstTeeLatePar5ScoringAverage",2009
4,4,"John Senden",100,4.49,445,99,"FirstTeeLatePar5ScoringAverage",2009
8,8,"George McNeill",82,4.5,387,86,"FirstTeeLatePar5ScoringAverage",2009
8,8,"Phil Mickelson",66,4.5,387,86,"FirstTeeLatePar5ScoringAverage",2009
10,10,"Stephen Ames",77,4.51,356,79,"FirstTeeLatePar5ScoringAverage",2009
10,10,"Carl Pettersson",86,4.51,212,47,"FirstTeeLatePar5ScoringAverage",2009
12,12,"Pat Perez",74,4.52,271,60,"FirstTeeLatePar5ScoringAverage",2009
13,13,"Anthony Kim",76,4.53,471,104,"FirstTeeLatePar5ScoringAverage",2009
13,13,"Steve Marino",98,4.53,471,104,"FirstTeeLatePar5ScoringAverage",2009
15,15,"Brian Davis",103,4.54,409,90,"FirstTeeLatePar5ScoringAverage",2009
15,15,"Ernie Els",70,4.54,445,98,"FirstTeeLatePar5ScoringAverage",2009
15,15,"Davis Love III",89,4.54,377,83,"FirstTeeLatePar5ScoringAverage",2009
15,15,"Tag Ridings",50,4.54,159,35,"FirstTeeLatePar5ScoringAverage",2009
19,19,"Ryan Moore",89,4.55,387,85,"FirstTeeLatePar5ScoringAverage",2009
19,19,"Charlie Wi",92,4.55,382,84,"FirstTeeLatePar5ScoringAverage",2009
19,19,"Dean Wilson",81,4.55,241,53,"FirstTeeLatePar5ScoringAverage",2009
22,22,"Retief Goosen",74,4.56,442,97,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Tommy Armour III",58,4.57,247,54,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Tim Clark",81,4.57,375,82,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Tom Lehman",55,4.57,242,53,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Hunter Mahan",94,4.57,548,120,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Geoff Ogilvy",78,4.57,548,120,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Tom Pernice Jr",82,4.57,420,92,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Kevin Streelman",97,4.57,375,82,"FirstTeeLatePar5ScoringAverage",2009
23,23,"Steve Stricker",81,4.57,630,138,"FirstTeeLatePar5ScoringAverage",2009
23,23,"DJ Trahan",96,4.57,384,84,"FirstTeeLatePar5ScoringAverage",2009
32,32,"Michael Allen",73,4.58,334,73,"FirstTeeLatePar5ScoringAverage",2009
32,32,"Brian Gay",96,4.58,357,78,"FirstTeeLatePar5ScoringAverage",2009
32,32,"Charles Howell III",99,4.58,403,88,"FirstTeeLatePar5ScoringAverage",2009
32,32,"Freddie Jacobson",83,4.58,302,66,"FirstTeeLatePar5ScoringAverage",2009
32,32,"Jerry Kelly",90,4.58,394,86,"FirstTeeLatePar5ScoringAverage",2009
32,32,"Vaughn Taylor",88,4.58,417,91,"FirstTeeLatePar5ScoringAverage",2009
32,32,"Bo Van Pelt",100,4.58,421,92,"FirstTeeLatePar5ScoringAverage",2009
39,39,"Lucas Glover",93,4.59,560,122,"FirstTeeLatePar5ScoringAverage",2009
39,39,"John Mallinger",90,4.59,317,69,"FirstTeeLatePar5ScoringAverage",2009
39,39,"Brian Vranesh",51,4.59,124,27,"FirstTeeLatePar5ScoringAverage",2009
39,39,"Charles Warren",63,4.59,317,69,"FirstTeeLatePar5ScoringAverage",2009
39,39,"Boo Weekley",79,4.59,450,98,"FirstTeeLatePar5ScoringAverage",2009
44,44,"Briny Baird",89,4.6,566,123,"FirstTeeLatePar5ScoringAverage",2009
44,44,"Daniel Chopra",89,4.6,345,75,"FirstTeeLatePar5ScoringAverage",2009
44,44,"Luke Donald",79,4.6,322,70,"FirstTeeLatePar5ScoringAverage",2009
44,44,"Bob Estes",78,4.6,262,57,"FirstTeeLatePar5ScoringAverage",2009
44,44,"Vijay Singh",71,4.6,373,81,"FirstTeeLatePar5ScoringAverage",2009
44,44,"Chris Stroud",88,4.6,474,103,"FirstTeeLatePar5ScoringAverage",2009
44,44,"Kevin Sutherland",96,4.6,377,82,"FirstTeeLatePar5ScoringAverage",2009
51,51,"Woody Austin",84,4.61,272,59,"FirstTeeLatePar5ScoringAverage",2009
51,51,"Jason Day",61,4.61,346,75,"FirstTeeLatePar5ScoringAverage",2009
51,51,"Harrison Frazar",93,4.61,392,85,"FirstTeeLatePar5ScoringAverage",2009
51,51,"Padraig Harrington",66,4.61,429,93,"FirstTeeLatePar5ScoringAverage",2009
51,51,"John Rollins",92,4.61,392,85,"FirstTeeLatePar5ScoringAverage",2009
51,51,"Rory Sabbatini",81,4.61,493,107,"FirstTeeLatePar5ScoringAverage",2009
51,51,"Camilo Villegas",76,4.61,507,110,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Steve Elkington",70,4.62,291,63,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Sergio Garcia",59,4.62,351,76,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Robert Garrigus",83,4.62,416,90,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Mathew Goggin",76,4.62,365,79,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Zach Johnson",94,4.62,624,135,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Dustin Johnson",85,4.62,564,122,"FirstTeeLatePar5ScoringAverage",2009
58,58,"John Merrick",91,4.62,499,108,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Ted Purdy",101,4.62,425,92,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Patrick Sheehan",51,4.62,194,42,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Peter Tomasulo",61,4.62,337,73,"FirstTeeLatePar5ScoringAverage",2009
58,58,"David Toms",98,4.62,610,132,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Bubba Watson",73,4.62,388,84,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Jay Williamson",69,4.62,180,39,"FirstTeeLatePar5ScoringAverage",2009
58,58,"Gary Woodland",53,4.62,171,37,"FirstTeeLatePar5ScoringAverage",2009
72,72,"Jason Dufner",90,4.63,361,78,"FirstTeeLatePar5ScoringAverage",2009
72,72,"Sean OHair",80,4.63,431,93,"FirstTeeLatePar5ScoringAverage",2009
72,72,"Brett Quigley",92,4.63,287,62,"FirstTeeLatePar5ScoringAverage",2009
72,72,"Webb Simpson",94,4.63,477,103,"FirstTeeLatePar5ScoringAverage",2009
72,72,"Kirk Triplett",60,4.63,199,43,"FirstTeeLatePar5ScoringAverage",2009
72,72,"Matt Weibring",65,4.63,259,56,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Alex Cejka",82,4.64,418,90,"FirstTeeLatePar5ScoringAverage",2009
78,78,"KJ Choi",65,4.64,357,77,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Ben Crane",93,4.64,450,97,"FirstTeeLatePar5ScoringAverage",2009
78,78,"David Duval",56,4.64,218,47,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Tim Petrovic",97,4.64,534,115,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Scott Piercy",85,4.64,496,107,"FirstTeeLatePar5ScoringAverage",2009
78,78,"DA Points",99,4.64,450,97,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Scott Verplank",88,4.64,441,95,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Nick Watney",86,4.64,529,114,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Mike Weir",85,4.64,413,89,"FirstTeeLatePar5ScoringAverage",2009
78,78,"Mark Wilson",99,4.64,441,95,"FirstTeeLatePar5ScoringAverage",2009
89,89,"Aaron Baddeley",66,4.65,186,40,"FirstTeeLatePar5ScoringAverage",2009
89,89,"Matt Bettencourt",98,4.65,367,79,"FirstTeeLatePar5ScoringAverage",2009
89,89,"Tim Herron",87,4.65,344,74,"FirstTeeLatePar5ScoringAverage",2009
89,89,"Justin Leonard",95,4.65,604,130,"FirstTeeLatePar5ScoringAverage",2009
93,93,"Rich Beem",77,4.66,312,67,"FirstTeeLatePar5ScoringAverage",2009
93,93,"Ryuji Imada",85,4.66,387,83,"FirstTeeLatePar5ScoringAverage",2009
93,93,"Rocco Mediate",79,4.66,289,62,"FirstTeeLatePar5ScoringAverage",2009
93,93,"Chris Riley",77,4.66,270,58,"FirstTeeLatePar5ScoringAverage",2009
93,93,"Adam Scott",53,4.66,303,65,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Mark Calcavecchia",72,4.67,201,43,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Stewart Cink",79,4.67,336,72,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Chris DiMarco",97,4.67,271,58,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Steve Flesch",77,4.67,280,60,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Jim Furyk",86,4.67,612,131,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Paul Goydos",79,4.67,266,57,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Bill Haas",91,4.67,476,102,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Charley Hoffman",97,4.67,430,92,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Matt Kuchar",82,4.67,495,106,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Marc Leishman",91,4.67,392,84,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Bryce Molder",69,4.67,299,64,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Kenny Perry",92,4.67,630,135,"FirstTeeLatePar5ScoringAverage",2009
98,98,"Darron Stiles",52,4.67,215,46,"FirstTeeLatePar5ScoringAverage",2009
111,111,"Fred Couples",54,4.68,290,62,"FirstTeeLatePar5ScoringAverage",2009
111,111,"Ben Curtis",63,4.68,276,59,"FirstTeeLatePar5ScoringAverage",2009
111,111,"Peter Lonard",86,4.68,290,62,"FirstTeeLatePar5ScoringAverage",2009
111,111,"Billy Mayfair",83,4.68,290,62,"FirstTeeLatePar5ScoringAverage",2009
111,111,"Marc Turnesa",77,4.68,187,40,"FirstTeeLatePar5ScoringAverage",2009
111,111,"Johnson Wagner",81,4.68,346,74,"FirstTeeLatePar5ScoringAverage",2009
111,111,"YE Yang",83,4.68,407,87,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Greg Chalmers",85,4.69,417,89,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Todd Hamilton",83,4.69,352,75,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Cliff Kresge",78,4.69,366,78,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Michael Letzig",96,4.69,394,84,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Steve Lowery",83,4.69,211,45,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Will Ma Kenzie",69,4.69,394,84,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Scott McCarron",91,4.69,319,68,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Joe Ogilvie",85,4.69,422,90,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Rod Pampling",72,4.69,422,90,"FirstTeeLatePar5ScoringAverage",2009
118,118,"Ian Poulter",59,4.69,436,93,"FirstTeeLatePar5ScoringAverage",2009
128,128,"Jason Gore",74,4.7,207,44,"FirstTeeLatePar5ScoringAverage",2009
128,128,"Nathan Green",104,4.7,390,83,"FirstTeeLatePar5ScoringAverage",2009
128,128,"JJ Henry",97,4.7,451,96,"FirstTeeLatePar5ScoringAverage",2009
128,128,"James Nitties",86,4.7,428,91,"FirstTeeLatePar5ScoringAverage",2009
128,128,"Jeff Overton",92,4.7,555,118,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Mark Brooks",55,4.71,146,31,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Angel Cabrera",55,4.71,212,45,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Glen Day",79,4.71,297,63,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Lee Janzen",74,4.71,325,69,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Greg Owen",97,4.71,466,99,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Ryan Palmer",78,4.71,297,63,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Corey Pavin",73,4.71,292,62,"FirstTeeLatePar5ScoringAverage",2009
133,133,"Jeff Quinney",78,4.71,292,62,"FirstTeeLatePar5ScoringAverage",2009
141,141,"Robert Allenby",71,4.72,349,74,"FirstTeeLatePar5ScoringAverage",2009
141,141,"Kent Jones",73,4.72,283,60,"FirstTeeLatePar5ScoringAverage",2009
141,141,"Greg Kraft",51,4.72,236,50,"FirstTeeLatePar5ScoringAverage",2009
141,141,"Jarrod Lyle",65,4.72,288,61,"FirstTeeLatePar5ScoringAverage",2009
141,141,"Rick Price",54,4.72,255,54,"FirstTeeLatePar5ScoringAverage",2009
141,141,"Nicholas Thompson",96,4.72,326,69,"FirstTeeLatePar5ScoringAverage",2009
147,147,"Cameron Beckman",87,4.73,232,49,"FirstTeeLatePar5ScoringAverage",2009
147,147,"Kris Blanks",60,4.73,208,44,"FirstTeeLatePar5ScoringAverage",2009
147,147,"Troy Matteson",95,4.73,501,106,"FirstTeeLatePar5ScoringAverage",2009
147,147,"Aron Price",89,4.73,350,74,"FirstTeeLatePar5ScoringAverage",2009
147,147,"Justin Rose",71,4.73,317,67,"FirstTeeLatePar5ScoringAverage",2009
152,152,"Brendon de Jonge",90,4.74,308,65,"FirstTeeLatePar5ScoringAverage",2009
152,152,"Chez Reavie",81,4.74,294,62,"FirstTeeLatePar5ScoringAverage",2009
152,152,"Andres Romero",58,4.74,199,42,"FirstTeeLatePar5ScoringAverage",2009
152,152,"Scott Sterling",51,4.74,251,53,"FirstTeeLatePar5ScoringAverage",2009
156,156,"JB Holmes",74,4.75,190,40,"FirstTeeLatePar5ScoringAverage",2009
156,156,"Jeff Maggert",79,4.75,385,81,"FirstTeeLatePar5ScoringAverage",2009
156,156,"Brandt Snedeker",81,4.75,361,76,"FirstTeeLatePar5ScoringAverage",2009
159,159,"Bart Bryant",58,4.76,214,45,"FirstTeeLatePar5ScoringAverage",2009
159,159,"Jeff Klauk",97,4.76,486,102,"FirstTeeLatePar5ScoringAverage",2009
159,159,"Heath Slocum",95,4.76,371,78,"FirstTeeLatePar5ScoringAverage",2009
159,159,"Casey Wittenberg",71,4.76,314,66,"FirstTeeLatePar5ScoringAverage",2009
163,163,"Chad Campbell",90,4.77,353,74,"FirstTeeLatePar5ScoringAverage",2009
163,163,"Ken Duke",87,4.77,296,62,"FirstTeeLatePar5ScoringAverage",2009
163,163,"Bob Heintz",59,4.77,248,52,"FirstTeeLatePar5ScoringAverage",2009
163,163,"Richard Johnson",85,4.77,315,66,"FirstTeeLatePar5ScoringAverage",2009
163,163,"Kevin Stadler",65,4.77,339,71,"FirstTeeLatePar5ScoringAverage",2009
168,168,"Colt Knost",71,4.79,302,63,"FirstTeeLatePar5ScoringAverage",2009
169,169,"Parker McLachlin",71,4.8,307,64,"FirstTeeLatePar5ScoringAverage",2009
170,170,"Ricky Barnes",67,4.81,154,32,"FirstTeeLatePar5ScoringAverage",2009
170,170,"David Mathis",82,4.81,356,74,"FirstTeeLatePar5ScoringAverage",2009
170,170,"Leif Olson",51,4.81,202,42,"FirstTeeLatePar5ScoringAverage",2009
173,173,"Spencer Levin",75,4.83,227,47,"FirstTeeLatePar5ScoringAverage",2009
174,174,"Stuart Appleby",79,4.84,363,75,"FirstTeeLatePar5ScoringAverage",2009
174,174,"Nick OHern",90,4.84,368,76,"FirstTeeLatePar5ScoringAverage",2009
176,176,"Brad Adamonis",70,4.85,189,39,"FirstTeeLatePar5ScoringAverage",2009
177,177,"Jason Bohn",88,4.86,272,56,"FirstTeeLatePar5ScoringAverage",2009
177,177,"Derek Fathauer",63,4.86,238,49,"FirstTeeLatePar5ScoringAverage",2009
179,179,"Brian Bateman",55,4.87,224,46,"FirstTeeLatePar5ScoringAverage",2009
180,180,"Eric Axley",71,4.88,200,41,"FirstTeeLatePar5ScoringAverage",2009
180,180,"Joe Durant",62,4.88,254,52,"FirstTeeLatePar5ScoringAverage",2009
182,182,"Bill Lunde",83,4.89,274,56,"FirstTeeLatePar5ScoringAverage",2009
183,183,"Brendon Todd",53,4.96,283,57,"FirstTeeLatePar5ScoringAverage",2009
184,184,"Brad Faxon",59,5.06,167,33,"FirstTeeLatePar5ScoringAverage",2009
