"Total3Putts1015_RANKTHISWEEK_2010","Total3Putts1015_RANKLASTWEEK_2010","Total3Putts1015_PLAYERNAME_2010","Total3Putts1015_ROUNDS_2010","Total3Putts1015_TOTAL3PUTTS1015_2010","Total3Putts1015_TOTAL3PUTTS_2010","stat_name","year"
1,1,"Graham DeLaet",88,8,70,"Total3Putts1015",2010
1,1,"DJ Trahan",92,8,57,"Total3Putts1015",2010
3,3,"James Nitties",92,7,49,"Total3Putts1015",2010
4,4,"Billy Mayfair",78,6,58,"Total3Putts1015",2010
4,4,"Nicholas Thompson",88,6,66,"Total3Putts1015",2010
6,6,"Matt Bettencourt",91,5,32,"Total3Putts1015",2010
6,6,"Craig Bowden",56,5,31,"Total3Putts1015",2010
6,6,"John Mallinger",78,5,42,"Total3Putts1015",2010
6,6,"George McNeill",79,5,50,"Total3Putts1015",2010
6,6,"Brenden Pappas",66,5,30,"Total3Putts1015",2010
6,6,"Kevin Stadler",86,5,46,"Total3Putts1015",2010
12,12,"Blake Adams",84,4,42,"Total3Putts1015",2010
12,12,"Kris Blanks",91,4,59,"Total3Putts1015",2010
12,12,"Ben Crane",85,4,41,"Total3Putts1015",2010
12,12,"Matt Every",60,4,30,"Total3Putts1015",2010
12,12,"Robert Garrigus",71,4,45,"Total3Putts1015",2010
12,12,"Tom Gillis",97,4,60,"Total3Putts1015",2010
12,12,"Davis Love III",79,4,47,"Total3Putts1015",2010
12,12,"Rocco Mediate",71,4,51,"Total3Putts1015",2010
12,12,"Troy Merritt",86,4,42,"Total3Putts1015",2010
12,12,"Scott Piercy",88,4,43,"Total3Putts1015",2010
12,12,"Josh Teater",101,4,57,"Total3Putts1015",2010
23,23,"Stephen Ames",75,3,30,"Total3Putts1015",2010
23,23,"Aaron Baddeley",94,3,30,"Total3Putts1015",2010
23,23,"Rich Barcelo",70,3,21,"Total3Putts1015",2010
23,23,"Henrik Bjornstad",72,3,38,"Total3Putts1015",2010
23,23,"Mark Calcavecchia",50,3,35,"Total3Putts1015",2010
23,23,"Chad Campbell",95,3,32,"Total3Putts1015",2010
23,23,"Alex Cejka",81,3,42,"Total3Putts1015",2010
