"1125FinalRoundPerformance_RANKTHISWEEK_2016","1125FinalRoundPerformance_RANKLASTWEEK_2016","1125FinalRoundPerformance_PLAYERNAME_2016","1125FinalRoundPerformance_EVENTS_2016","1125FinalRoundPerformance_PctTIMESIMPROVED_2016","1125FinalRoundPerformance_OFTIMESIMPROVED_2016","stat_name","year"
1,1,"Daniel Berger",15,100,3,"1125FinalRoundPerformance",2016
1,1,"Zac Blair",18,100,1,"1125FinalRoundPerformance",2016
1,1,"Chad Campbell",18,100,3,"1125FinalRoundPerformance",2016
1,1,"Paul Casey",11,100,3,"1125FinalRoundPerformance",2016
1,1,"Jason Day",9,100,1,"1125FinalRoundPerformance",2016
1,1,"Matthew Fitzpatrick",7,100,2,"1125FinalRoundPerformance",2016
1,1,"Rickie Fowler",12,100,1,"1125FinalRoundPerformance",2016
1,1,"Branden Grace",9,100,1,"1125FinalRoundPerformance",2016
1,1,"Luke Guthrie",11,100,2,"1125FinalRoundPerformance",2016
1,1,"Brian Harman",18,100,1,"1125FinalRoundPerformance",2016
1,1,"Morgan Hoffmann",15,100,1,"1125FinalRoundPerformance",2016
1,1,"Dustin Johnson",9,100,1,"1125FinalRoundPerformance",2016
1,1,"Whee Kim",18,100,1,"1125FinalRoundPerformance",2016
1,1,"Kelly Kraft",12,100,1,"1125FinalRoundPerformance",2016
1,1,"Martin Laird",13,100,1,"1125FinalRoundPerformance",2016
1,1,"Andrew Loupe",16,100,1,"1125FinalRoundPerformance",2016
1,1,"Hideki Matsuyama",12,100,2,"1125FinalRoundPerformance",2016
1,1,"Rory McIlroy",9,100,3,"1125FinalRoundPerformance",2016
1,1,"Troy Merritt",14,100,2,"1125FinalRoundPerformance",2016
1,1,"Phil Mickelson",11,100,2,"1125FinalRoundPerformance",2016
1,1,"Ryan Moore",11,100,2,"1125FinalRoundPerformance",2016
1,1,"Louis Oosthuizen",6,100,3,"1125FinalRoundPerformance",2016
1,1,"Ryan Palmer",12,100,3,"1125FinalRoundPerformance",2016
1,1,"Scott Pinckney",18,100,1,"1125FinalRoundPerformance",2016
1,1,"Patrick Reed",14,100,1,"1125FinalRoundPerformance",2016
1,1,"Andres Romero",8,100,1,"1125FinalRoundPerformance",2016
1,1,"Sam Saunders",15,100,2,"1125FinalRoundPerformance",2016
1,1,"Adam Scott",10,100,2,"1125FinalRoundPerformance",2016
1,1,"Webb Simpson",10,100,1,"1125FinalRoundPerformance",2016
1,1,"Jordan Spieth",9,100,2,"1125FinalRoundPerformance",2016
1,1,"Henrik Stenson",8,100,1,"1125FinalRoundPerformance",2016
1,1,"Steve Stricker",8,100,1,"1125FinalRoundPerformance",2016
1,1,"Hudson Swafford",17,100,2,"1125FinalRoundPerformance",2016
1,1,"DJ Trahan",7,100,1,"1125FinalRoundPerformance",2016
1,1,"Dawie van der Walt",16,100,1,"1125FinalRoundPerformance",2016
36,40,"JB Holmes",10,80,4,"1125FinalRoundPerformance",2016
37,41,"Kevin Streelman",15,75,3,"1125FinalRoundPerformance",2016
38,42,"Aaron Baddeley",15,66.7,2,"1125FinalRoundPerformance",2016
38,1,"Kevin Chappell",14,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Jamie Donaldson",8,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Tony Finau",15,66.7,2,"1125FinalRoundPerformance",2016
38,57,"Chesson Hadley",16,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Jim Herman",17,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Billy Horschel",12,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Charles Howell III",17,66.7,4,"1125FinalRoundPerformance",2016
38,42,"Zach Johnson",12,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Sung Kang",16,66.7,2,"1125FinalRoundPerformance",2016
38,1,"Patton Kizzire",16,66.7,2,"1125FinalRoundPerformance",2016
38,42,"William McGirt",15,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Bryce Molder",16,66.7,2,"1125FinalRoundPerformance",2016
38,57,"Francesco Molinari",10,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Sean OHair",14,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Justin Rose",10,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Charl Schwartzel",8,66.7,2,"1125FinalRoundPerformance",2016
38,1,"Johnson Wagner",14,66.7,2,"1125FinalRoundPerformance",2016
38,42,"Jimmy Walker",12,66.7,2,"1125FinalRoundPerformance",2016
57,56,"Si Woo Kim",19,60,3,"1125FinalRoundPerformance",2016
58,57,"Tyler Aldridge",18,50,2,"1125FinalRoundPerformance",2016
58,57,"Alex Cejka",15,50,2,"1125FinalRoundPerformance",2016
58,57,"Stewart Cink",14,50,1,"1125FinalRoundPerformance",2016
58,57,"Brendon de Jonge",19,50,1,"1125FinalRoundPerformance",2016
58,57,"Sergio Garcia",8,50,1,"1125FinalRoundPerformance",2016
58,57,"Russell Henley",14,50,1,"1125FinalRoundPerformance",2016
58,57,"Michael Kim",18,50,1,"1125FinalRoundPerformance",2016
