"MissedFairwayPercentOther_RANKTHISWEEK_2015","MissedFairwayPercentOther_RANKLASTWEEK_2015","MissedFairwayPercentOther_PLAYERNAME_2015","MissedFairwayPercentOther_ROUNDS_2015","MissedFairwayPercentOther_Pct_2015","MissedFairwayPercentOther_TOTALMISSED_2015","MissedFairwayPercentOther_TOTALFWYS_2015","MissedFairwayPercentOther_RELATIVETOPAR_2015","stat_name","year"
47,47,"Cameron Tringale",96,2.74,30,1094,0.47,"MissedFairwayPercentOther",2015
49,49,"Billy Hurley III",83,2.76,24,871,0.63,"MissedFairwayPercentOther",2015
50,50,"Sangmoon Bae",98,2.85,35,1229,0.6,"MissedFairwayPercentOther",2015
51,51,"Blayne Barber",76,2.86,25,873,0.68,"MissedFairwayPercentOther",2015
52,52,"Bryce Molder",91,2.9,31,1070,0.55,"MissedFairwayPercentOther",2015
53,53,"Jonas Blixt",78,2.95,21,712,0.33,"MissedFairwayPercentOther",2015
53,53,"Lee Westwood",56,2.95,13,440,0.62,"MissedFairwayPercentOther",2015
55,55,"Kyle Reifers",96,2.97,33,1111,0.3,"MissedFairwayPercentOther",2015
56,56,"Scott Langley",94,3.01,33,1098,0.55,"MissedFairwayPercentOther",2015
57,57,"Scott Brown",97,3.03,34,1123,0.35,"MissedFairwayPercentOther",2015
58,58,"Hideki Matsuyama",95,3.06,30,980,0.13,"MissedFairwayPercentOther",2015
58,58,"Greg Owen",58,3.06,17,556,0.47,"MissedFairwayPercentOther",2015
60,60,"Ben Martin",93,3.07,33,1075,0.45,"MissedFairwayPercentOther",2015
61,61,"Steve Wheatcroft",87,3.09,31,1002,0.81,"MissedFairwayPercentOther",2015
62,62,"Alex Prugh",84,3.12,31,994,0.55,"MissedFairwayPercentOther",2015
63,63,"Bill Haas",89,3.14,31,986,0.39,"MissedFairwayPercentOther",2015
64,64,"Keegan Bradley",87,3.16,28,886,0.43,"MissedFairwayPercentOther",2015
64,64,"KJ Choi",66,3.16,25,790,0.64,"MissedFairwayPercentOther",2015
64,64,"Kevin Na",98,3.16,31,981,0.23,"MissedFairwayPercentOther",2015
67,67,"Lucas Glover",79,3.2,32,1000,0.38,"MissedFairwayPercentOther",2015
68,68,"Webb Simpson",81,3.26,29,889,0.28,"MissedFairwayPercentOther",2015
69,69,"Jason Dufner",76,3.3,22,666,1.09,"MissedFairwayPercentOther",2015
70,70,"Graham DeLaet",65,3.35,25,746,0.68,"MissedFairwayPercentOther",2015
71,71,"Jonathan Byrd",69,3.39,24,707,0.54,"MissedFairwayPercentOther",2015
71,71,"Adam Scott",51,3.39,15,442,0.47,"MissedFairwayPercentOther",2015
73,73,"Scott Pinckney",88,3.41,35,1027,0.66,"MissedFairwayPercentOther",2015
74,74,"Robert Streb",110,3.43,46,1341,0.3,"MissedFairwayPercentOther",2015
75,75,"Derek Ernst",75,3.44,30,872,0.3,"MissedFairwayPercentOther",2015
75,75,"Boo Weekley",79,3.44,32,931,0.41,"MissedFairwayPercentOther",2015
77,77,"Sam Saunders",83,3.45,30,870,0.57,"MissedFairwayPercentOther",2015
78,78,"Hudson Swafford",97,3.48,40,1151,0.33,"MissedFairwayPercentOther",2015
78,78,"Bubba Watson",71,3.48,27,776,0.37,"MissedFairwayPercentOther",2015
80,80,"Cameron Percy",72,3.5,28,800,0.82,"MissedFairwayPercentOther",2015
80,80,"Andrew Svoboda",80,3.5,34,972,0.65,"MissedFairwayPercentOther",2015
82,82,"SJ Park",79,3.55,31,873,0.87,"MissedFairwayPercentOther",2015
83,83,"Daniel Summerhays",101,3.56,44,1236,0.2,"MissedFairwayPercentOther",2015
84,84,"Harris English",105,3.57,43,1205,0.42,"MissedFairwayPercentOther",2015
84,84,"Pat Perez",96,3.57,41,1148,0.54,"MissedFairwayPercentOther",2015
86,86,"Jason Gore",76,3.58,29,810,0.62,"MissedFairwayPercentOther",2015
86,86,"Brian Harman",90,3.58,39,1090,0.59,"MissedFairwayPercentOther",2015
88,88,"John Senden",80,3.64,26,714,0.38,"MissedFairwayPercentOther",2015
89,89,"Nick Watney",91,3.65,41,1124,0.73,"MissedFairwayPercentOther",2015
90,90,"Johnson Wagner",68,3.66,29,793,0.59,"MissedFairwayPercentOther",2015
91,91,"Charl Schwartzel",67,3.68,21,570,0.57,"MissedFairwayPercentOther",2015
92,92,"Troy Merritt",91,3.71,42,1132,0.55,"MissedFairwayPercentOther",2015
93,93,"Brice Garnett",81,3.72,33,888,0.88,"MissedFairwayPercentOther",2015
93,93,"Camilo Villegas",83,3.72,38,1022,0.68,"MissedFairwayPercentOther",2015
95,95,"George McNeill",93,3.73,46,1233,0.61,"MissedFairwayPercentOther",2015
96,96,"Angel Cabrera",53,3.75,22,586,0.77,"MissedFairwayPercentOther",2015
97,97,"Ian Poulter",68,3.78,25,662,0.72,"MissedFairwayPercentOther",2015
98,98,"Alex Cejka",94,3.84,42,1093,0.52,"MissedFairwayPercentOther",2015
98,98,"Kevin Chappell",86,3.84,40,1041,0.75,"MissedFairwayPercentOther",2015
98,98,"Matt Kuchar",97,3.84,41,1069,0.41,"MissedFairwayPercentOther",2015
98,98,"John Merrick",78,3.84,31,808,0.52,"MissedFairwayPercentOther",2015
98,98,"Brandt Snedeker",98,3.84,40,1042,0.48,"MissedFairwayPercentOther",2015
103,103,"Max Homa",78,3.85,33,858,1,"MissedFairwayPercentOther",2015
104,104,"Ryan Palmer",80,3.89,29,745,0.55,"MissedFairwayPercentOther",2015
104,104,"DA Points",72,3.89,31,797,0.61,"MissedFairwayPercentOther",2015
106,106,"Chris Stroud",84,3.93,37,942,0.7,"MissedFairwayPercentOther",2015
107,107,"Martin Flores",95,3.94,43,1091,0.58,"MissedFairwayPercentOther",2015
108,108,"Fabian Gomez",83,3.95,38,961,0.66,"MissedFairwayPercentOther",2015
108,108,"Michael Putnam",87,3.95,37,936,0.27,"MissedFairwayPercentOther",2015
110,110,"Jonathan Randolph",72,3.98,31,778,0.35,"MissedFairwayPercentOther",2015
111,111,"Brendan Steele",88,4,42,1049,0.57,"MissedFairwayPercentOther",2015
112,112,"Bo Van Pelt",81,4.01,36,897,0.72,"MissedFairwayPercentOther",2015
113,113,"Gonzalo Fdez Castano",81,4.02,35,870,0.66,"MissedFairwayPercentOther",2015
113,113,"Adam Hadwin",95,4.02,45,1119,0.58,"MissedFairwayPercentOther",2015
115,115,"Eric Axley",57,4.03,24,595,0.96,"MissedFairwayPercentOther",2015
116,116,"Billy Horschel",99,4.04,41,1016,0.41,"MissedFairwayPercentOther",2015
116,116,"Shawn Stefani",94,4.04,49,1213,0.59,"MissedFairwayPercentOther",2015
118,118,"Luke Guthrie",84,4.05,38,938,0.42,"MissedFairwayPercentOther",2015
119,119,"Charlie Beljan",76,4.06,32,788,0.56,"MissedFairwayPercentOther",2015
119,119,"Greg Chalmers",58,4.06,20,493,0.45,"MissedFairwayPercentOther",2015
121,121,"Rory Sabbatini",81,4.07,37,910,0.46,"MissedFairwayPercentOther",2015
122,122,"Tom Hoge",83,4.09,37,904,0.73,"MissedFairwayPercentOther",2015
123,123,"Hunter Mahan",88,4.1,37,902,0.57,"MissedFairwayPercentOther",2015
124,124,"James Hahn",94,4.16,45,1082,0.56,"MissedFairwayPercentOther",2015
125,125,"Jeff Overton",94,4.17,43,1032,0.56,"MissedFairwayPercentOther",2015
126,126,"Luke Donald",71,4.18,31,741,0.77,"MissedFairwayPercentOther",2015
126,126,"Russell Henley",87,4.18,39,933,0.54,"MissedFairwayPercentOther",2015
126,126,"Carlos Ortiz",100,4.18,48,1148,0.85,"MissedFairwayPercentOther",2015
129,129,"Erik Compton",86,4.26,41,963,0.73,"MissedFairwayPercentOther",2015
130,130,"Nick Taylor",91,4.27,49,1148,0.76,"MissedFairwayPercentOther",2015
131,131,"Justin Rose",69,4.28,29,678,0.52,"MissedFairwayPercentOther",2015
132,132,"Jason Day",75,4.29,34,792,0.35,"MissedFairwayPercentOther",2015
133,133,"Danny Lee",120,4.33,60,1385,0.73,"MissedFairwayPercentOther",2015
134,134,"Jordan Spieth",91,4.41,40,907,0.23,"MissedFairwayPercentOther",2015
135,135,"Andres Gonzales",90,4.42,46,1041,0.65,"MissedFairwayPercentOther",2015
135,135,"Patrick Rodgers",57,4.42,28,634,0.36,"MissedFairwayPercentOther",2015
137,137,"Chris Kirk",76,4.48,35,782,0.71,"MissedFairwayPercentOther",2015
138,138,"Jamie Donaldson",50,4.51,20,443,0.5,"MissedFairwayPercentOther",2015
139,139,"Chesson Hadley",101,4.53,56,1235,0.39,"MissedFairwayPercentOther",2015
140,140,"Charley Hoffman",97,4.54,48,1057,0.58,"MissedFairwayPercentOther",2015
140,140,"Jhonattan Vegas",90,4.54,45,992,0.64,"MissedFairwayPercentOther",2015
142,142,"Roger Sloan",56,4.55,25,549,1.2,"MissedFairwayPercentOther",2015
143,143,"Carl Pettersson",106,4.6,61,1327,0.72,"MissedFairwayPercentOther",2015
144,144,"Scott Piercy",90,4.62,53,1148,0.45,"MissedFairwayPercentOther",2015
145,145,"Stewart Cink",77,4.64,42,905,0.4,"MissedFairwayPercentOther",2015
146,146,"Jimmy Walker",89,4.67,41,878,0.34,"MissedFairwayPercentOther",2015
147,147,"Charles Howell III",105,4.7,64,1363,0.44,"MissedFairwayPercentOther",2015
148,148,"Jim Renner",68,4.8,37,771,0.68,"MissedFairwayPercentOther",2015
149,149,"Robert Allenby",63,4.81,34,707,0.91,"MissedFairwayPercentOther",2015
150,150,"Matt Jones",89,4.84,45,929,0.18,"MissedFairwayPercentOther",2015
151,151,"Sergio Garcia",59,4.85,24,495,0.46,"MissedFairwayPercentOther",2015
151,151,"Tim Wilkinson",73,4.85,39,804,0.69,"MissedFairwayPercentOther",2015
153,153,"Sean OHair",86,4.92,55,1117,0.38,"MissedFairwayPercentOther",2015
154,154,"Martin Laird",77,4.98,50,1005,0.56,"MissedFairwayPercentOther",2015
155,155,"Patrick Reed",103,5.04,53,1051,0.25,"MissedFairwayPercentOther",2015
156,156,"Padraig Harrington",60,5.08,34,669,0.56,"MissedFairwayPercentOther",2015
157,157,"Ryo Ishikawa",90,5.14,53,1031,0.72,"MissedFairwayPercentOther",2015
158,158,"Michael Thompson",83,5.17,54,1044,0.72,"MissedFairwayPercentOther",2015
159,159,"Tony Finau",106,5.21,66,1268,0.59,"MissedFairwayPercentOther",2015
160,160,"Louis Oosthuizen",68,5.22,34,651,0.21,"MissedFairwayPercentOther",2015
161,161,"Geoff Ogilvy",50,5.31,26,490,0.38,"MissedFairwayPercentOther",2015
162,162,"Steven Bowditch",103,5.33,65,1219,0.57,"MissedFairwayPercentOther",2015
163,163,"Brooks Koepka",84,5.37,48,894,0.42,"MissedFairwayPercentOther",2015
164,164,"Retief Goosen",81,5.38,44,818,0.7,"MissedFairwayPercentOther",2015
165,165,"Daniel Berger",97,5.4,62,1148,0.53,"MissedFairwayPercentOther",2015
166,166,"Rickie Fowler",76,5.45,43,789,0.6,"MissedFairwayPercentOther",2015
167,167,"Justin Thomas",106,5.46,72,1319,0.65,"MissedFairwayPercentOther",2015
168,168,"Morgan Hoffmann",85,5.55,53,955,0.34,"MissedFairwayPercentOther",2015
169,169,"Ricky Barnes",82,5.68,49,863,0.98,"MissedFairwayPercentOther",2015
170,170,"Ernie Els",57,5.77,31,537,1,"MissedFairwayPercentOther",2015
171,171,"Robert Garrigus",70,5.84,44,754,0.91,"MissedFairwayPercentOther",2015
172,172,"Seung Yul Noh",65,5.9,44,746,0.89,"MissedFairwayPercentOther",2015
173,173,"JB Holmes",89,5.91,53,897,0.58,"MissedFairwayPercentOther",2015
173,173,"Jason Kokrak",88,5.91,65,1100,0.54,"MissedFairwayPercentOther",2015
175,175,"Phil Mickelson",70,5.94,45,758,0.49,"MissedFairwayPercentOther",2015
176,176,"Scott Stallings",60,6.07,41,676,0.61,"MissedFairwayPercentOther",2015
177,177,"Tyrone Van Aswegen",58,6.23,36,578,0.89,"MissedFairwayPercentOther",2015
178,178,"Andrew Putnam",68,6.38,47,737,0.83,"MissedFairwayPercentOther",2015
179,179,"Derek Fathauer",81,6.42,58,904,0.5,"MissedFairwayPercentOther",2015
180,180,"Gary Woodland",81,6.83,51,747,0.45,"MissedFairwayPercentOther",2015
181,181,"Matt Every",73,6.93,53,765,0.7,"MissedFairwayPercentOther",2015
182,182,"Dustin Johnson",75,7.5,56,747,0.43,"MissedFairwayPercentOther",2015
183,183,"Andres Romero",69,7.65,57,745,0.79,"MissedFairwayPercentOther",2015
184,184,"Aaron Baddeley",76,8.08,73,904,0.45,"MissedFairwayPercentOther",2015
