"TenthTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2009","TenthTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2009","TenthTeeEarlyPar4ScoringAverage_PLAYERNAME_2009","TenthTeeEarlyPar4ScoringAverage_ROUNDS_2009","TenthTeeEarlyPar4ScoringAverage_AVG_2009","TenthTeeEarlyPar4ScoringAverage_TOTALSTROKES_2009","TenthTeeEarlyPar4ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Tim Clark",81,3.89,576,148,"TenthTeeEarlyPar4ScoringAverage",2009
2,2,"Paul Goydos",79,3.9,433,111,"TenthTeeEarlyPar4ScoringAverage",2009
3,3,"Colt Knost",71,3.91,578,148,"TenthTeeEarlyPar4ScoringAverage",2009
3,3,"Steve Stricker",81,3.91,618,158,"TenthTeeEarlyPar4ScoringAverage",2009
3,3,"Mark Wilson",99,3.91,805,206,"TenthTeeEarlyPar4ScoringAverage",2009
6,6,"Brandt Snedeker",81,3.92,568,145,"TenthTeeEarlyPar4ScoringAverage",2009
7,7,"Tommy Armour III",58,3.93,377,96,"TenthTeeEarlyPar4ScoringAverage",2009
7,7,"Jim Furyk",86,3.93,759,193,"TenthTeeEarlyPar4ScoringAverage",2009
7,7,"Charlie Wi",92,3.93,813,207,"TenthTeeEarlyPar4ScoringAverage",2009
10,10,"Tiger Woods",64,3.94,555,141,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"Jonathan Byrd",89,3.95,668,169,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"Brian Gay",96,3.95,688,174,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"Marc Leishman",91,3.95,632,160,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"Hunter Mahan",94,3.95,865,219,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"Troy Matteson",95,3.95,758,192,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"Rod Pampling",72,3.95,580,147,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"Vaughn Taylor",88,3.95,814,206,"TenthTeeEarlyPar4ScoringAverage",2009
11,11,"David Toms",98,3.95,937,237,"TenthTeeEarlyPar4ScoringAverage",2009
19,19,"JJ Henry",97,3.96,1188,300,"TenthTeeEarlyPar4ScoringAverage",2009
20,20,"Briny Baird",89,3.97,938,236,"TenthTeeEarlyPar4ScoringAverage",2009
20,20,"Charles Howell III",99,3.97,798,201,"TenthTeeEarlyPar4ScoringAverage",2009
20,20,"Chris Riley",77,3.97,837,211,"TenthTeeEarlyPar4ScoringAverage",2009
20,20,"Andres Romero",58,3.97,437,110,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Joe Durant",62,3.98,640,161,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Bob Estes",78,3.98,414,104,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Lucas Glover",93,3.98,725,182,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Mathew Goggin",76,3.98,649,163,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Zach Johnson",94,3.98,736,185,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Anthony Kim",76,3.98,581,146,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Chez Reavie",81,3.98,756,190,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Kevin Sutherland",96,3.98,859,216,"TenthTeeEarlyPar4ScoringAverage",2009
24,24,"Nick Watney",86,3.98,637,160,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Aaron Baddeley",66,3.99,483,121,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Chris DiMarco",97,3.99,743,186,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Harrison Frazar",93,3.99,1184,297,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Bill Haas",91,3.99,775,194,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Matt Kuchar",82,3.99,427,107,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Bill Lunde",83,3.99,735,184,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Jarrod Lyle",65,3.99,699,175,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Corey Pavin",73,3.99,595,149,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Tim Petrovic",97,3.99,898,225,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Jeff Quinney",78,3.99,986,247,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Patrick Sheehan",51,3.99,611,153,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"DJ Trahan",96,3.99,937,235,"TenthTeeEarlyPar4ScoringAverage",2009
33,33,"Scott Verplank",88,3.99,626,157,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Stephen Ames",77,4,340,85,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Kris Blanks",60,4,464,116,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Angel Cabrera",55,4,308,77,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Greg Chalmers",85,4,692,173,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Justin Rose",71,4,468,117,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Scott Sterling",51,4,580,145,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Kevin Streelman",97,4,993,248,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Nicholas Thompson",96,4,833,208,"TenthTeeEarlyPar4ScoringAverage",2009
46,46,"Camilo Villegas",76,4,564,141,"TenthTeeEarlyPar4ScoringAverage",2009
55,55,"Jason Day",61,4.01,614,153,"TenthTeeEarlyPar4ScoringAverage",2009
55,55,"Robert Garrigus",83,4.01,839,209,"TenthTeeEarlyPar4ScoringAverage",2009
55,55,"Lee Janzen",74,4.01,573,143,"TenthTeeEarlyPar4ScoringAverage",2009
55,55,"Spencer Levin",75,4.01,429,107,"TenthTeeEarlyPar4ScoringAverage",2009
55,55,"Kenny Perry",92,4.01,745,186,"TenthTeeEarlyPar4ScoringAverage",2009
55,55,"John Senden",100,4.01,545,136,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Woody Austin",84,4.02,422,105,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Chad Campbell",90,4.02,836,208,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Brian Davis",103,4.02,1004,250,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Ernie Els",70,4.02,527,131,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Tim Herron",87,4.02,719,179,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Charley Hoffman",97,4.02,458,114,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Matt Jones",56,4.02,434,108,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"David Mathis",82,4.02,972,242,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Kevin Na",91,4.02,724,180,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Nick OHern",90,4.02,837,208,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Pat Perez",74,4.02,438,109,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Tag Ridings",50,4.02,450,112,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Heath Slocum",95,4.02,796,198,"TenthTeeEarlyPar4ScoringAverage",2009
61,61,"Mike Weir",85,4.02,648,161,"TenthTeeEarlyPar4ScoringAverage",2009
75,75,"Ken Duke",87,4.03,597,148,"TenthTeeEarlyPar4ScoringAverage",2009
