"ProximitytoHolefromRough_RANKTHISWEEK_2010","ProximitytoHolefromRough_RANKLASTWEEK_2010","ProximitytoHolefromRough_PLAYERNAME_2010","ProximitytoHolefromRough_ROUNDS_2010","ProximitytoHolefromRough_AVGDTP_2010","ProximitytoHolefromRough_TOTALDISTANCEFEET_2010","ProximitytoHolefromRough_OFSHOTS_2010","ProximitytoHolefromRough_SCRAMBLINGRANK_2010","stat_name","year"
1,1,"Jim Furyk",76,NA,881.833,148,16,"ProximitytoHolefromRough",2010
2,2,"KJ Choi",82,NA,916.5,143,20,"ProximitytoHolefromRough",2010
2,2,"Ernie Els",72,NA,871.083,135,41,"ProximitytoHolefromRough",2010
4,4,"Brian Gay",101,NA,1198,184,2,"ProximitytoHolefromRough",2010
4,4,"Steve Stricker",73,NA,919,141,14,"ProximitytoHolefromRough",2010
6,6,"Alex Cejka",81,NA,1089.5,166,130,"ProximitytoHolefromRough",2010
7,7,"Charles Howell III",103,NA,1428.25,213,7,"ProximitytoHolefromRough",2010
7,7,"John Mallinger",78,NA,937.5,140,84,"ProximitytoHolefromRough",2010
7,7,"David Toms",86,NA,1104.083,165,39,"ProximitytoHolefromRough",2010
10,10,"Tim Clark",88,NA,1040.833,154,20,"ProximitytoHolefromRough",2010
10,10,"Luke Donald",71,NA,932.167,138,4,"ProximitytoHolefromRough",2010
10,10,"Scott Verplank",74,NA,707,105,70,"ProximitytoHolefromRough",2010
13,13,"Ben Curtis",78,NA,957.917,140,60,"ProximitytoHolefromRough",2010
13,13,"Sergio Garcia",58,NA,701.417,103,161,"ProximitytoHolefromRough",2010
13,13,"Pat Perez",90,NA,1289.5,188,26,"ProximitytoHolefromRough",2010
13,13,"Adam Scott",70,NA,863.083,127,171,"ProximitytoHolefromRough",2010
13,13,"Charlie Wi",95,NA,1355.75,198,3,"ProximitytoHolefromRough",2010
18,18,"Jonathan Byrd",85,NA,1153,167,34,"ProximitytoHolefromRough",2010
18,18,"Retief Goosen",75,NA,979.25,142,12,"ProximitytoHolefromRough",2010
18,18,"Justin Rose",78,NA,1169.333,169,13,"ProximitytoHolefromRough",2010
18,18,"Jeev Milkha Singh",59,NA,959.917,138,15,"ProximitytoHolefromRough",2010
22,22,"Briny Baird",87,NA,1034.5,148,37,"ProximitytoHolefromRough",2010
22,22,"Tom Gillis",97,NA,1808,258,54,"ProximitytoHolefromRough",2010
22,22,"Jerod Turner",54,NA,815.75,116,186,"ProximitytoHolefromRough",2010
22,22,"Bo Van Pelt",104,NA,1357.083,194,25,"ProximitytoHolefromRough",2010
26,26,"Paul Casey",64,NA,841.583,117,45,"ProximitytoHolefromRough",2010
26,26,"Cliff Kresge",50,NA,674,94,77,"ProximitytoHolefromRough",2010
26,26,"Tom Pernice Jr",74,NA,987.5,137,63,"ProximitytoHolefromRough",2010
26,26,"Chris Riley",73,NA,854.083,119,6,"ProximitytoHolefromRough",2010
26,26,"Brandt Snedeker",89,NA,1465.25,204,43,"ProximitytoHolefromRough",2010
31,31,"Woody Austin",93,NA,1326.667,183,87,"ProximitytoHolefromRough",2010
31,31,"Chris DiMarco",88,NA,1195.333,165,29,"ProximitytoHolefromRough",2010
31,31,"Paul Goydos",78,NA,1054.25,145,155,"ProximitytoHolefromRough",2010
31,31,"Phil Mickelson",76,NA,1155.583,159,31,"ProximitytoHolefromRough",2010
31,31,"Ian Poulter",55,NA,725.583,100,57,"ProximitytoHolefromRough",2010
31,31,"Omar Uresti",74,NA,992.167,137,38,"ProximitytoHolefromRough",2010
37,37,"Brian Davis",101,NA,1666.25,227,30,"ProximitytoHolefromRough",2010
37,37,"Jason Day",82,NA,1396.583,190,51,"ProximitytoHolefromRough",2010
37,37,"Jeff Maggert",76,NA,1049.917,143,141,"ProximitytoHolefromRough",2010
37,37,"Dean Wilson",54,NA,939,128,1,"ProximitytoHolefromRough",2010
41,41,"Bob Estes",79,NA,1164.167,157,50,"ProximitytoHolefromRough",2010
41,41,"Lucas Glover",75,NA,1328.917,179,169,"ProximitytoHolefromRough",2010
41,41,"Jeff Gove",57,NA,741.5,100,189,"ProximitytoHolefromRough",2010
41,41,"Matt Kuchar",97,NA,1369.083,185,5,"ProximitytoHolefromRough",2010
41,41,"Marc Leishman",87,NA,1175.583,158,123,"ProximitytoHolefromRough",2010
