"Approach175200yardsRTPScore_RANKTHISWEEK_2007","Approach175200yardsRTPScore_RANKLASTWEEK_2007","Approach175200yardsRTPScore_PLAYERNAME_2007","Approach175200yardsRTPScore_ROUNDS_2007","Approach175200yardsRTPScore_AVGRTP_2007","stat_name","year"
1,1,"Tiger Woods",63,-0.101,"Approach175200yardsRTPScore",2007
2,2,"Ernie Els",59,-0.098,"Approach175200yardsRTPScore",2007
3,3,"KJ Choi",87,-0.092,"Approach175200yardsRTPScore",2007
4,4,"Rory Sabbatini",81,-0.086,"Approach175200yardsRTPScore",2007
5,5,"Stephen Leaney",82,-0.069,"Approach175200yardsRTPScore",2007
6,6,"Steve Stricker",81,-0.065,"Approach175200yardsRTPScore",2007
7,7,"Jonathan Byrd",73,-0.061,"Approach175200yardsRTPScore",2007
8,8,"Phil Mickelson",73,-0.053,"Approach175200yardsRTPScore",2007
9,9,"JP Hayes",89,-0.052,"Approach175200yardsRTPScore",2007
10,10,"Craig Lile",77,-0.041,"Approach175200yardsRTPScore",2007
11,11,"Stephen Ames",81,-0.035,"Approach175200yardsRTPScore",2007
12,12,"Bob Heintz",85,-0.033,"Approach175200yardsRTPScore",2007
12,12,"Matt Hendrix",63,-0.033,"Approach175200yardsRTPScore",2007
14,14,"Freddie Jacobson",70,-0.031,"Approach175200yardsRTPScore",2007
15,15,"Michael Allen",74,-0.03,"Approach175200yardsRTPScore",2007
16,16,"Tim Clark",66,-0.027,"Approach175200yardsRTPScore",2007
16,16,"Rod Pampling",92,-0.027,"Approach175200yardsRTPScore",2007
18,18,"Heath Slocum",101,-0.026,"Approach175200yardsRTPScore",2007
19,19,"Henrik Stenson",52,-0.024,"Approach175200yardsRTPScore",2007
20,20,"Charley Hoffman",97,-0.021,"Approach175200yardsRTPScore",2007
21,21,"Aaron Baddeley",83,-0.02,"Approach175200yardsRTPScore",2007
21,21,"Peter Lonard",85,-0.02,"Approach175200yardsRTPScore",2007
23,23,"Kenny Perry",83,-0.019,"Approach175200yardsRTPScore",2007
24,24,"Steve Marino",106,-0.018,"Approach175200yardsRTPScore",2007
24,24,"Jay Williamson",50,-0.018,"Approach175200yardsRTPScore",2007
26,26,"Sergio Garcia",68,-0.014,"Approach175200yardsRTPScore",2007
27,27,"Vijay Singh",102,-0.011,"Approach175200yardsRTPScore",2007
