"FairwayProximity_RANKTHISWEEK_2011","FairwayProximity_RANKLASTWEEK_2011","FairwayProximity_PLAYERNAME_2011","FairwayProximity_ROUNDS_2011","FairwayProximity_AVG_2011","FairwayProximity_ATTEMPTS_2011","FairwayProximity_TOTALDISTANCEFEET_2011","FairwayProximity_RELATIVETOPAR_2011","stat_name","year"
1,1,"Paul Goydos",81,NA,1052,30155.667,-14,"FairwayProximity",2011
1,1,"Dustin Johnson",72,NA,657,18853.75,-77,"FairwayProximity",2011
3,3,"Chad Campbell",99,NA,1205,34666.083,-114,"FairwayProximity",2011
4,4,"Heath Slocum",89,NA,1072,30922,-91,"FairwayProximity",2011
5,5,"Alex Cejka",59,NA,644,18668.667,-32,"FairwayProximity",2011
5,5,"Rickie Fowler",84,NA,832,24138.5,-81,"FairwayProximity",2011
7,7,"Luke Donald",73,NA,729,21176.667,-115,"FairwayProximity",2011
7,7,"Ernie Els",71,NA,780,22699.583,-76,"FairwayProximity",2011
7,7,"Kyle Stanley",98,NA,1017,29542.75,-93,"FairwayProximity",2011
10,10,"David Hearn",88,NA,1022,29905.583,-107,"FairwayProximity",2011
11,11,"Jim Furyk",87,NA,1011,29671.917,-90,"FairwayProximity",2011
11,11,"Tom Gillis",55,NA,658,19278.25,-22,"FairwayProximity",2011
13,13,"Kris Blanks",92,NA,1120,32936.833,-95,"FairwayProximity",2011
13,13,"Robert Garrigus",83,NA,823,24228.75,-62,"FairwayProximity",2011
13,13,"Chris Kirk",87,NA,974,28625.75,-117,"FairwayProximity",2011
13,13,"David Toms",78,NA,856,25155.583,-107,"FairwayProximity",2011
17,17,"Shane Bertsch",62,NA,742,21859.25,-43,"FairwayProximity",2011
18,18,"Brandt Jobe",100,NA,1127,33307.25,-110,"FairwayProximity",2011
18,18,"Scott Stallings",84,NA,883,26134.917,-58,"FairwayProximity",2011
20,20,"Briny Baird",60,NA,693,20616.75,-67,"FairwayProximity",2011
20,20,"Jason Dufner",78,NA,893,26594.333,-75,"FairwayProximity",2011
20,20,"Joe Durant",71,NA,951,28287.833,-32,"FairwayProximity",2011
20,20,"Sean OHair",71,NA,756,22482.083,-43,"FairwayProximity",2011
20,20,"Scott Piercy",78,NA,772,22984.417,-84,"FairwayProximity",2011
20,20,"Ian Poulter",52,NA,535,15924.833,-37,"FairwayProximity",2011
20,20,"Kevin Stadler",88,NA,975,28991.583,-60,"FairwayProximity",2011
20,20,"Gary Woodland",93,NA,876,26052.833,-108,"FairwayProximity",2011
28,28,"Kevin Chappell",78,NA,769,23004.333,-33,"FairwayProximity",2011
28,28,"Alex Prugh",82,NA,906,27100.417,-37,"FairwayProximity",2011
28,28,"DJ Trahan",91,NA,1058,31612.583,-77,"FairwayProximity",2011
31,31,"KJ Choi",77,NA,791,23734.25,-86,"FairwayProximity",2011
31,31,"John Rollins",85,NA,994,29780.833,-102,"FairwayProximity",2011
31,31,"Webb Simpson",98,NA,1110,33281.833,-210,"FairwayProximity",2011
31,31,"Nick Watney",80,NA,787,23593.75,-128,"FairwayProximity",2011
35,35,"Ricky Barnes",78,NA,818,24619.417,-47,"FairwayProximity",2011
35,35,"Chris Stroud",88,NA,1007,30255.083,-47,"FairwayProximity",2011
37,37,"Tommy Gainey",104,NA,1186,35743.167,-92,"FairwayProximity",2011
37,37,"Sung Kang",63,NA,661,19935.083,-47,"FairwayProximity",2011
37,37,"Davis Love III",70,NA,678,20478.917,-71,"FairwayProximity",2011
40,40,"Matt Kuchar",94,NA,958,28984.5,-140,"FairwayProximity",2011
40,40,"Brendan Steele",89,NA,1041,31498.833,-89,"FairwayProximity",2011
42,42,"Brian Davis",105,NA,1328,40280.083,-126,"FairwayProximity",2011
42,42,"Brian Gay",90,NA,1096,33264.167,-87,"FairwayProximity",2011
42,42,"Lucas Glover",74,NA,807,24491.083,-78,"FairwayProximity",2011
42,42,"Steve Stricker",70,NA,723,21953.417,-119,"FairwayProximity",2011
46,46,"Robert Allenby",84,NA,933,28373.083,-111,"FairwayProximity",2011
46,46,"Troy Matteson",91,NA,1028,31277.583,-74,"FairwayProximity",2011
46,46,"Chez Reavie",92,NA,1152,35046.583,-105,"FairwayProximity",2011
49,49,"Arjun Atwal",91,NA,1035,31577,-79,"FairwayProximity",2011
49,49,"Harrison Frazar",58,NA,507,15483.667,-8,"FairwayProximity",2011
49,49,"Andres Gonzales",60,NA,625,19061.167,-31,"FairwayProximity",2011
49,49,"Jim Renner",65,NA,686,20895.667,-56,"FairwayProximity",2011
49,49,"Michael Thompson",79,NA,933,28470.167,-73,"FairwayProximity",2011
49,49,"Bo Van Pelt",92,NA,939,28629.167,-109,"FairwayProximity",2011
55,55,"Stephen Ames",69,NA,854,26091.333,-26,"FairwayProximity",2011
55,55,"Woody Austin",59,NA,691,21139.667,-69,"FairwayProximity",2011
55,55,"Jason Bohn",74,NA,947,28980.417,-83,"FairwayProximity",2011
55,55,"Padraig Harrington",60,NA,563,17236.833,-41,"FairwayProximity",2011
55,55,"Jerry Kelly",85,NA,990,30288.917,-106,"FairwayProximity",2011
55,55,"Justin Leonard",82,NA,1063,32534,-30,"FairwayProximity",2011
55,55,"Pat Perez",76,NA,959,29327.417,-71,"FairwayProximity",2011
62,62,"Stewart Cink",72,NA,672,20609.25,-52,"FairwayProximity",2011
62,62,"Spencer Levin",113,NA,1269,38875.75,-124,"FairwayProximity",2011
62,62,"David Mathis",83,NA,975,29939.417,-36,"FairwayProximity",2011
62,62,"Matt McQuillan",59,NA,675,20698.917,-38,"FairwayProximity",2011
62,62,"Phil Mickelson",79,NA,709,21755.5,-82,"FairwayProximity",2011
62,62,"Rory Sabbatini",85,NA,768,23577.75,-66,"FairwayProximity",2011
62,62,"Vaughn Taylor",89,NA,1105,33881.083,-85,"FairwayProximity",2011
62,62,"Camilo Villegas",69,NA,731,22401.75,-57,"FairwayProximity",2011
62,62,"Dean Wilson",62,NA,772,23658.25,-49,"FairwayProximity",2011
71,71,"JB Holmes",57,NA,557,17128.25,-45,"FairwayProximity",2011
72,72,"Brendon de Jonge",105,NA,1251,38624.333,-137,"FairwayProximity",2011
72,72,"Zach Johnson",79,NA,931,28703.417,-114,"FairwayProximity",2011
72,72,"Vijay Singh",79,NA,926,28548.583,-82,"FairwayProximity",2011
75,75,"Lee Janzen",62,NA,689,21291,-38,"FairwayProximity",2011
75,75,"Marc Leishman",87,NA,968,29944.083,-79,"FairwayProximity",2011
77,77,"Bryce Molder",82,NA,1007,31206.833,-107,"FairwayProximity",2011
77,77,"Ryan Moore",79,NA,805,24923.667,-82,"FairwayProximity",2011
77,77,"Geoff Ogilvy",69,NA,723,22441.667,-56,"FairwayProximity",2011
77,77,"YE Yang",63,NA,558,17307.917,-25,"FairwayProximity",2011
81,81,"David Duval",67,NA,701,21787.167,-22,"FairwayProximity",2011
81,81,"Kevin Na",84,NA,873,27121.583,-91,"FairwayProximity",2011
83,83,"Robert Karlsson",61,NA,574,17867.25,-55,"FairwayProximity",2011
83,83,"Garrett Willis",71,NA,884,27522.25,-60,"FairwayProximity",2011
85,85,"Michael Connell",76,NA,989,30884.583,-48,"FairwayProximity",2011
85,85,"Ben Curtis",66,NA,891,27873.833,-43,"FairwayProximity",2011
85,85,"Chris DiMarco",93,NA,1123,35137,-73,"FairwayProximity",2011
85,85,"Martin Laird",77,NA,804,25130.167,-104,"FairwayProximity",2011
85,85,"Steve Marino",76,NA,813,25382.917,-68,"FairwayProximity",2011
85,85,"Nick OHern",89,NA,1117,34862.5,-73,"FairwayProximity",2011
85,85,"Justin Rose",79,NA,840,26260.25,-104,"FairwayProximity",2011
85,85,"Boo Weekley",66,NA,771,24076.333,-54,"FairwayProximity",2011
93,93,"Michael Bradley",74,NA,756,23660.25,-43,"FairwayProximity",2011
93,93,"Retief Goosen",50,NA,531,16657.583,-37,"FairwayProximity",2011
93,93,"Jim Herman",69,NA,725,22696.417,-54,"FairwayProximity",2011
93,93,"Paul Stankowski",78,NA,829,25986.167,-64,"FairwayProximity",2011
97,97,"Jonathan Byrd",83,NA,946,29756.167,-101,"FairwayProximity",2011
97,97,"Joe Ogilvie",75,NA,747,23480.667,-45,"FairwayProximity",2011
97,97,"Adam Scott",60,NA,606,19058.5,-65,"FairwayProximity",2011
97,97,"John Senden",94,NA,1085,34102,-134,"FairwayProximity",2011
97,97,"Brandt Snedeker",85,NA,892,28025.417,-104,"FairwayProximity",2011
97,97,"Marc Turnesa",54,NA,621,19533.5,-9,"FairwayProximity",2011
103,103,"Cameron Beckman",71,NA,841,26479.667,-40,"FairwayProximity",2011
103,103,"Keegan Bradley",91,NA,1017,32052,-69,"FairwayProximity",2011
103,103,"Joseph Bramlett",73,NA,793,24969.083,-27,"FairwayProximity",2011
103,103,"Kent Jones",76,NA,920,29015.083,-45,"FairwayProximity",2011
103,103,"Bubba Watson",85,NA,724,22830.083,-78,"FairwayProximity",2011
108,108,"Ben Crane",76,NA,866,27339.25,-67,"FairwayProximity",2011
108,108,"Bill Lunde",92,NA,1028,32456.333,-80,"FairwayProximity",2011
108,108,"George McNeill",69,NA,751,23734.083,-42,"FairwayProximity",2011
108,108,"Aron Price",58,NA,710,22440.167,-47,"FairwayProximity",2011
108,108,"Josh Teater",104,NA,1205,38030.083,-88,"FairwayProximity",2011
113,113,"Matt Bettencourt",84,NA,952,30140.583,-34,"FairwayProximity",2011
113,113,"Angel Cabrera",50,NA,407,12899.833,-38,"FairwayProximity",2011
113,113,"Tim Herron",85,NA,970,30731.5,-59,"FairwayProximity",2011
113,113,"John Merrick",71,NA,840,26586.917,-72,"FairwayProximity",2011
113,113,"Kevin Streelman",90,NA,973,30773.417,-100,"FairwayProximity",2011
113,113,"Mark Wilson",89,NA,972,30742.75,-98,"FairwayProximity",2011
119,119,"Scott Gutschewski",67,NA,700,22230.75,-45,"FairwayProximity",2011
119,119,"Charley Hoffman",93,NA,949,30159.667,-121,"FairwayProximity",2011
