"FairwayProximity_RANKTHISWEEK_2011","FairwayProximity_RANKLASTWEEK_2011","FairwayProximity_PLAYERNAME_2011","FairwayProximity_ROUNDS_2011","FairwayProximity_AVG_2011","FairwayProximity_ATTEMPTS_2011","FairwayProximity_TOTALDISTANCEFEET_2011","FairwayProximity_RELATIVETOPAR_2011","stat_name","year"
121,121,"Justin Hicks",60,NA,626,19922.75,17,"FairwayProximity",2011
121,121,"Charles Howell III",108,NA,1160,36961.417,-137,"FairwayProximity",2011
121,121,"Trevor Immelman",84,NA,901,28650.833,-49,"FairwayProximity",2011
121,121,"Freddie Jacobson",92,NA,923,29380.333,-83,"FairwayProximity",2011
121,121,"Jimmy Walker",79,NA,927,29472.5,-82,"FairwayProximity",2011
126,126,"Sergio Garcia",61,NA,574,18338.917,-44,"FairwayProximity",2011
126,126,"William McGirt",103,NA,1215,38730,-76,"FairwayProximity",2011
126,126,"Michael Putnam",67,NA,634,20212.167,-22,"FairwayProximity",2011
126,126,"Chris Riley",76,NA,981,31293.75,-57,"FairwayProximity",2011
130,130,"Jason Day",76,NA,719,23018.917,-122,"FairwayProximity",2011
130,130,"Roland Thatcher",67,NA,784,25078.833,-48,"FairwayProximity",2011
132,132,"Ryan Palmer",82,NA,727,23315.083,-39,"FairwayProximity",2011
132,132,"Carl Pettersson",95,NA,1215,39017.25,-113,"FairwayProximity",2011
132,132,"Tag Ridings",87,NA,915,29360.917,-68,"FairwayProximity",2011
132,132,"Johnson Wagner",81,NA,979,31411.583,-53,"FairwayProximity",2011
136,136,"Derek Lamely",65,NA,690,22204.333,-11,"FairwayProximity",2011
137,137,"Stuart Appleby",65,NA,766,24725.917,-10,"FairwayProximity",2011
137,137,"Billy Horschel",75,NA,857,27619.333,-56,"FairwayProximity",2011
137,137,"Graeme McDowell",50,NA,511,16485.917,-39,"FairwayProximity",2011
137,137,"Andres Romero",77,NA,848,27372.667,-92,"FairwayProximity",2011
141,141,"Ben Martin",74,NA,873,28231.667,-67,"FairwayProximity",2011
141,141,"Alexandre Rocha",65,NA,647,20895.583,-29,"FairwayProximity",2011
143,143,"Rich Beem",53,NA,622,20142.25,8,"FairwayProximity",2011
143,143,"Billy Mayfair",94,NA,1198,38802.833,-78,"FairwayProximity",2011
145,145,"Zack Miller",86,NA,969,31481.083,4,"FairwayProximity",2011
146,146,"Fabian Gomez",84,NA,922,30049.333,-33,"FairwayProximity",2011
146,146,"Anthony Kim",72,NA,646,21022.083,-41,"FairwayProximity",2011
146,146,"Jeff Overton",92,NA,927,30190.5,-68,"FairwayProximity",2011
146,146,"Tim Petrovic",88,NA,1046,34090.583,-66,"FairwayProximity",2011
150,150,"Blake Adams",116,NA,1450,47351.917,-119,"FairwayProximity",2011
150,150,"Chris Couch",73,NA,910,29740.917,-70,"FairwayProximity",2011
150,150,"Richard Johnson",64,NA,726,23693.75,-1,"FairwayProximity",2011
150,150,"Troy Merritt",63,NA,748,24442.833,-29,"FairwayProximity",2011
150,150,"Nate Smith",66,NA,702,22917,-28,"FairwayProximity",2011
155,155,"Ryuji Imada",83,NA,982,32198.25,-57,"FairwayProximity",2011
155,155,"Hunter Mahan",92,NA,1044,34225.833,-144,"FairwayProximity",2011
155,155,"Martin Piller",63,NA,648,21232.667,-11,"FairwayProximity",2011
158,158,"Hunter Haas",96,NA,1115,36649.167,-73,"FairwayProximity",2011
158,158,"Jarrod Lyle",83,NA,928,30470.083,-19,"FairwayProximity",2011
160,160,"James Driscoll",71,NA,756,24888.333,-34,"FairwayProximity",2011
160,160,"Daniel Summerhays",75,NA,894,29457.333,1,"FairwayProximity",2011
162,162,"Bobby Gates",82,NA,867,28637.917,-26,"FairwayProximity",2011
162,162,"JJ Henry",96,NA,1122,36987,-68,"FairwayProximity",2011
164,164,"Shaun Micheel",77,NA,823,27210.667,-33,"FairwayProximity",2011
165,165,"Nathan Green",81,NA,898,29801.833,-38,"FairwayProximity",2011
165,165,"JP Hayes",56,NA,642,21278,-20,"FairwayProximity",2011
165,165,"Kevin Kisner",70,NA,755,25041.417,5,"FairwayProximity",2011
168,168,"DJ Brigman",67,NA,692,22995.25,-11,"FairwayProximity",2011
168,168,"Greg Chalmers",88,NA,1052,35011.667,-86,"FairwayProximity",2011
168,168,"Steve Flesch",88,NA,1031,34286,-50,"FairwayProximity",2011
168,168,"DA Points",89,NA,995,33114.75,-83,"FairwayProximity",2011
172,172,"Colt Knost",80,NA,940,31297.167,-17,"FairwayProximity",2011
172,172,"Rod Pampling",72,NA,836,27835.083,-67,"FairwayProximity",2011
172,172,"Charl Schwartzel",58,NA,521,17384.583,-55,"FairwayProximity",2011
172,172,"Jhonattan Vegas",84,NA,834,27818.917,-45,"FairwayProximity",2011
176,176,"Aaron Baddeley",77,NA,745,24879.417,-114,"FairwayProximity",2011
176,176,"Charlie Wi",83,NA,1022,34142.333,-71,"FairwayProximity",2011
178,178,"Cameron Tringale",110,NA,1266,42556.25,-85,"FairwayProximity",2011
179,179,"Rocco Mediate",53,NA,670,22591.583,-6,"FairwayProximity",2011
180,180,"Matt Jones",71,NA,814,27541,-33,"FairwayProximity",2011
181,181,"Steven Bowditch",86,NA,922,31350.833,-47,"FairwayProximity",2011
181,181,"Bill Haas",93,NA,958,32582.417,-104,"FairwayProximity",2011
183,183,"Steve Elkington",50,NA,595,20599.917,-37,"FairwayProximity",2011
184,184,"Bio Kim",71,NA,688,23869.583,0,"FairwayProximity",2011
185,185,"Will Strickler",51,NA,556,19639.25,-17,"FairwayProximity",2011
186,186,"Scott McCarron",65,NA,714,25477.25,-32,"FairwayProximity",2011
