"2PuttsperRound_RANKTHISWEEK_2013","2PuttsperRound_RANKLASTWEEK_2013","2PuttsperRound_PLAYERNAME_2013","2PuttsperRound_ROUNDS_2013","2PuttsperRound_AVG_2013","2PuttsperRound_TOTAL2PUTTS_2013","2PuttsperRound_TOTALROUNDS_2013","stat_name","year"
1,1,"Nicolas Colsaerts",50,11.23,528,47,"2PuttsperRound",2013
1,1,"Vijay Singh",61,11.23,685,61,"2PuttsperRound",2013
3,3,"JJ Henry",83,11.22,909,81,"2PuttsperRound",2013
4,4,"Ricky Barnes",74,11.06,774,70,"2PuttsperRound",2013
5,5,"Derek Ernst",58,10.95,635,58,"2PuttsperRound",2013
6,6,"Eric Meierdierks",48,10.93,503,46,"2PuttsperRound",2013
7,7,"Bobby Gates",49,10.89,490,45,"2PuttsperRound",2013
8,8,"Robert Garrigus",69,10.85,705,65,"2PuttsperRound",2013
9,9,"Will Claxton",67,10.84,683,63,"2PuttsperRound",2013
9,9,"Andrew Svoboda",46,10.84,477,44,"2PuttsperRound",2013
11,11,"Adam Scott",61,10.83,650,60,"2PuttsperRound",2013
11,11,"John Senden",79,10.83,845,78,"2PuttsperRound",2013
13,13,"Rod Pampling",46,10.79,453,42,"2PuttsperRound",2013
14,14,"Trevor Immelman",73,10.77,743,69,"2PuttsperRound",2013
15,15,"Stewart Cink",71,10.76,764,71,"2PuttsperRound",2013
16,16,"Boo Weekley",100,10.73,1073,100,"2PuttsperRound",2013
17,17,"Brandt Jobe",62,10.71,621,58,"2PuttsperRound",2013
17,17,"Sean OHair",56,10.71,600,56,"2PuttsperRound",2013
17,17,"Bubba Watson",76,10.71,782,73,"2PuttsperRound",2013
20,20,"Ryo Ishikawa",72,10.69,748,70,"2PuttsperRound",2013
21,21,"Henrik Norlander",70,10.68,726,68,"2PuttsperRound",2013
22,22,"David Mathis",71,10.67,715,67,"2PuttsperRound",2013
22,22,"Mark Wilson",56,10.67,555,52,"2PuttsperRound",2013
24,24,"Charlie Beljan",62,10.66,661,62,"2PuttsperRound",2013
24,24,"Lucas Glover",65,10.66,693,65,"2PuttsperRound",2013
26,26,"Jim Herman",59,10.65,586,55,"2PuttsperRound",2013
27,27,"Michael Bradley",56,10.63,553,52,"2PuttsperRound",2013
27,27,"Henrik Stenson",65,10.63,680,64,"2PuttsperRound",2013
29,29,"Nick Watney",88,10.62,913,86,"2PuttsperRound",2013
30,30,"Scott Gardiner",61,10.61,626,59,"2PuttsperRound",2013
31,31,"Tag Ridings",69,10.6,689,65,"2PuttsperRound",2013
32,32,"Chad Campbell",78,10.59,805,76,"2PuttsperRound",2013
32,32,"Martin Kaymer",61,10.59,614,58,"2PuttsperRound",2013
32,32,"Kyle Stanley",71,10.59,752,71,"2PuttsperRound",2013
35,35,"Bill Haas",85,10.58,889,84,"2PuttsperRound",2013
35,35,"John Rollins",77,10.58,772,73,"2PuttsperRound",2013
37,37,"Bud Cauley",67,10.57,666,63,"2PuttsperRound",2013
37,37,"DJ Trahan",48,10.57,486,46,"2PuttsperRound",2013
37,37,"Bo Van Pelt",72,10.57,740,70,"2PuttsperRound",2013
40,40,"Justin Hicks",79,10.55,791,75,"2PuttsperRound",2013
41,41,"Robert Allenby",58,10.54,590,56,"2PuttsperRound",2013
41,41,"Gary Woodland",94,10.54,949,90,"2PuttsperRound",2013
43,43,"Brian Stuard",78,10.53,779,74,"2PuttsperRound",2013
43,43,"Johnson Wagner",64,10.53,632,60,"2PuttsperRound",2013
