"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2012","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2012","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2012","TenthTeeLateRound4ScoringAverage__2012","TenthTeeLateRound4ScoringAverage_AVG_2012","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2012","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2012","stat_name","year"
1,1,"Mark Wilson",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2012
2,2,"Jason Bohn",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2012
2,2,"Brian Davis",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2012
2,2,"Luke Donald",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2012
5,5,"Chad Campbell",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2012
6,6,"Heath Slocum",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2012
7,7,"Brian Gay",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2012
7,7,"Ryuji Imada",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2012
7,7,"Edward Loar",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2012
7,7,"Rocco Mediate",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2012
7,7,"Seung Yul Noh",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2012
7,7,"Brandt Snedeker",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2012
7,7,"Steve Wheatcroft",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2012
14,14,"Robert Allenby",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2012
14,14,"Martin Laird",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2012
14,14,"George McNeill",NA,68.5,137,2,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Roberto Castro",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Rickie Fowler",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Jim Furyk",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Freddie Jacobson",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Phil Mickelson",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Jeff Overton",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Tom Pernice Jr",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Scott Piercy",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Dicky Pride",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Kyle Stanley",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
17,17,"Roland Thatcher",NA,69,69,1,"TenthTeeLateRound4ScoringAverage",2012
28,28,"Charlie Wi",NA,69.5,139,2,"TenthTeeLateRound4ScoringAverage",2012
29,29,"John Huh",NA,69.67,209,3,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Blake Adams",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Cameron Beckman",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Scott Brown",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Stewart Cink",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Erik Compton",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Ben Curtis",NA,70,140,2,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Harrison Frazar",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Nathan Green",NA,70,210,3,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Bill Haas",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Padraig Harrington",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Robert Karlsson",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Troy Matteson",NA,70,210,3,"TenthTeeLateRound4ScoringAverage",2012
30,30,"John Merrick",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"Chris Stroud",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
30,30,"David Toms",NA,70,70,1,"TenthTeeLateRound4ScoringAverage",2012
45,45,"John Daly",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2012
45,45,"Charley Hoffman",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2012
45,45,"Kevin Kisner",NA,70.5,141,2,"TenthTeeLateRound4ScoringAverage",2012
48,48,"Bud Cauley",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2012
48,48,"Will Claxton",NA,71,142,2,"TenthTeeLateRound4ScoringAverage",2012
48,48,"David Hearn",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2012
48,48,"JB Holmes",NA,71,213,3,"TenthTeeLateRound4ScoringAverage",2012
48,48,"Dustin Johnson",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2012
48,48,"William McGirt",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2012
48,48,"Ian Poulter",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2012
48,48,"Kevin Stadler",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2012
48,48,"Vaughn Taylor",NA,71,71,1,"TenthTeeLateRound4ScoringAverage",2012
57,57,"Chez Reavie",NA,71.4,357,5,"TenthTeeLateRound4ScoringAverage",2012
58,58,"Mark Anderson",NA,71.5,143,2,"TenthTeeLateRound4ScoringAverage",2012
58,58,"Scott Dunlap",NA,71.5,143,2,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Aaron Baddeley",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Michael Bradley",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Brendon de Jonge",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Harris English",NA,72,216,3,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Hunter Haas",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Matt Jones",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Troy Kelly",NA,72,144,2,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Richard Lee",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Alexandre Rocha",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"John Rollins",NA,72,72,1,"TenthTeeLateRound4ScoringAverage",2012
60,60,"Kevin Streelman",NA,72,144,2,"TenthTeeLateRound4ScoringAverage",2012
71,71,"Ricky Barnes",NA,72.5,290,4,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Stephen Ames",NA,73,73,1,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Stuart Appleby",NA,73,146,2,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Arjun Atwal",NA,73,73,1,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Charlie Beljan",NA,73,146,2,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Tommy Biershenk",NA,73,146,2,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Kris Blanks",NA,73,73,1,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Graham DeLaet",NA,73,146,2,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Chris DiMarco",NA,73,146,2,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Jason Dufner",NA,73,73,1,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Billy Mayfair",NA,73,146,2,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Kevin Na",NA,73,146,2,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Pat Perez",NA,73,73,1,"TenthTeeLateRound4ScoringAverage",2012
72,72,"Lee Westwood",NA,73,73,1,"TenthTeeLateRound4ScoringAverage",2012
85,85,"Ken Duke",NA,73.5,147,2,"TenthTeeLateRound4ScoringAverage",2012
85,85,"Bobby Gates",NA,73.5,147,2,"TenthTeeLateRound4ScoringAverage",2012
85,85,"Ryo Ishikawa",NA,73.5,147,2,"TenthTeeLateRound4ScoringAverage",2012
85,85,"Colt Knost",NA,73.5,147,2,"TenthTeeLateRound4ScoringAverage",2012
85,85,"John Mallinger",NA,73.5,147,2,"TenthTeeLateRound4ScoringAverage",2012
90,90,"Marco Dawson",NA,73.67,221,3,"TenthTeeLateRound4ScoringAverage",2012
91,91,"Sangmoon Bae",NA,74,74,1,"TenthTeeLateRound4ScoringAverage",2012
91,91,"Matt Bettencourt",NA,74,148,2,"TenthTeeLateRound4ScoringAverage",2012
91,91,"Jason Day",NA,74,74,1,"TenthTeeLateRound4ScoringAverage",2012
91,91,"Bill Lunde",NA,74,148,2,"TenthTeeLateRound4ScoringAverage",2012
91,91,"Nick OHern",NA,74,148,2,"TenthTeeLateRound4ScoringAverage",2012
96,96,"Gary Christian",NA,74.5,149,2,"TenthTeeLateRound4ScoringAverage",2012
97,97,"Chris Kirk",NA,74.67,224,3,"TenthTeeLateRound4ScoringAverage",2012
97,97,"Ted Potter Jr",NA,74.67,224,3,"TenthTeeLateRound4ScoringAverage",2012
99,99,"Brendan Steele",NA,74.75,299,4,"TenthTeeLateRound4ScoringAverage",2012
100,100,"Miguel Angel Carballo",NA,75,75,1,"TenthTeeLateRound4ScoringAverage",2012
