"BirdieorBetterPercentageFairway_RANKTHISWEEK_2007","BirdieorBetterPercentageFairway_RANKLASTWEEK_2007","BirdieorBetterPercentageFairway_PLAYERNAME_2007","BirdieorBetterPercentageFairway_ROUNDS_2007","BirdieorBetterPercentageFairway_Pct_2007","BirdieorBetterPercentageFairway_TOTALBIRDIES_2007","BirdieorBetterPercentageFairway_TOTALHOLES_2007","stat_name","year"
30,30,"Nick Watney",87,22.6,205,907,"BirdieorBetterPercentageFairway",2007
31,31,"Pat Perez",84,22.59,192,850,"BirdieorBetterPercentageFairway",2007
32,32,"Anthony Kim",93,22.54,234,1038,"BirdieorBetterPercentageFairway",2007
33,33,"JP Hayes",89,22.47,238,1059,"BirdieorBetterPercentageFairway",2007
34,34,"Steve Allan",63,22.46,157,699,"BirdieorBetterPercentageFairway",2007
35,35,"Briny Baird",115,22.44,329,1466,"BirdieorBetterPercentageFairway",2007
36,36,"Hunter Mahan",91,22.41,229,1022,"BirdieorBetterPercentageFairway",2007
37,37,"Rocco Mediate",72,22.32,208,932,"BirdieorBetterPercentageFairway",2007
38,38,"Tom Lehman",62,22.29,152,682,"BirdieorBetterPercentageFairway",2007
39,39,"Brett Wetterich",88,22.26,199,894,"BirdieorBetterPercentageFairway",2007
40,40,"Billy Andrade",88,22.22,226,1017,"BirdieorBetterPercentageFairway",2007
40,40,"Vaughn Taylor",91,22.22,220,990,"BirdieorBetterPercentageFairway",2007
42,42,"Tim Petrovic",106,22.12,271,1225,"BirdieorBetterPercentageFairway",2007
43,43,"Bob Estes",88,22.1,244,1104,"BirdieorBetterPercentageFairway",2007
44,44,"Rich Beem",89,22.09,211,955,"BirdieorBetterPercentageFairway",2007
45,45,"Bob Heintz",85,22.08,217,983,"BirdieorBetterPercentageFairway",2007
45,45,"Geoff Ogilvy",84,22.08,187,847,"BirdieorBetterPercentageFairway",2007
47,47,"Robert Allenby",90,22.02,216,981,"BirdieorBetterPercentageFairway",2007
47,47,"Frank Lickliter II",95,22.02,262,1190,"BirdieorBetterPercentageFairway",2007
49,49,"John Senden",97,21.98,255,1160,"BirdieorBetterPercentageFairway",2007
50,50,"Alex Cejka",80,21.97,225,1024,"BirdieorBetterPercentageFairway",2007
51,51,"Will Ma Kenzie",100,21.96,260,1184,"BirdieorBetterPercentageFairway",2007
52,52,"Mathias Gronberg",95,21.93,241,1099,"BirdieorBetterPercentageFairway",2007
53,53,"Ryan Palmer",91,21.85,232,1062,"BirdieorBetterPercentageFairway",2007
53,53,"David Toms",80,21.85,189,865,"BirdieorBetterPercentageFairway",2007
55,55,"Michael Putnam",96,21.84,225,1030,"BirdieorBetterPercentageFairway",2007
56,56,"Nathan Green",103,21.82,249,1141,"BirdieorBetterPercentageFairway",2007
57,57,"Jim Furyk",84,21.81,215,986,"BirdieorBetterPercentageFairway",2007
58,58,"Bo Van Pelt",104,21.8,281,1289,"BirdieorBetterPercentageFairway",2007
59,59,"Charles Howell III",89,21.78,171,785,"BirdieorBetterPercentageFairway",2007
60,60,"Chad Campbell",96,21.77,216,992,"BirdieorBetterPercentageFairway",2007
61,61,"Charley Hoffman",97,21.75,231,1062,"BirdieorBetterPercentageFairway",2007
62,62,"Jeff Overton",60,21.73,156,718,"BirdieorBetterPercentageFairway",2007
63,63,"Tom Pernice Jr",104,21.67,252,1163,"BirdieorBetterPercentageFairway",2007
64,64,"Jay Williamson",50,21.57,148,686,"BirdieorBetterPercentageFairway",2007
65,65,"Steve Marino",106,21.56,257,1192,"BirdieorBetterPercentageFairway",2007
66,66,"Brian Davis",101,21.53,268,1245,"BirdieorBetterPercentageFairway",2007
66,66,"Jarrod Lyle",77,21.53,188,873,"BirdieorBetterPercentageFairway",2007
68,68,"Robert Garrigus",95,21.52,221,1027,"BirdieorBetterPercentageFairway",2007
68,68,"Troy Matteson",87,21.52,213,990,"BirdieorBetterPercentageFairway",2007
68,68,"Charlie Wi",90,21.52,249,1157,"BirdieorBetterPercentageFairway",2007
71,71,"John Daly",59,21.5,112,521,"BirdieorBetterPercentageFairway",2007
72,72,"John Merrick",92,21.46,232,1081,"BirdieorBetterPercentageFairway",2007
73,73,"Steve Lowery",74,21.4,196,916,"BirdieorBetterPercentageFairway",2007
74,74,"Woody Austin",95,21.37,241,1128,"BirdieorBetterPercentageFairway",2007
74,74,"JJ Henry",86,21.37,200,936,"BirdieorBetterPercentageFairway",2007
76,76,"Kent Jones",97,21.35,268,1255,"BirdieorBetterPercentageFairway",2007
76,76,"Ryan Moore",92,21.35,215,1007,"BirdieorBetterPercentageFairway",2007
78,78,"Cameron Beckman",96,21.31,250,1173,"BirdieorBetterPercentageFairway",2007
79,79,"Brett Quigley",79,21.3,170,798,"BirdieorBetterPercentageFairway",2007
80,80,"Darron Stiles",65,21.29,162,761,"BirdieorBetterPercentageFairway",2007
81,81,"Rich Barcelo",80,21.28,186,874,"BirdieorBetterPercentageFairway",2007
82,82,"Jerry Kelly",101,21.23,225,1060,"BirdieorBetterPercentageFairway",2007
82,82,"Michael Sim",52,21.23,142,669,"BirdieorBetterPercentageFairway",2007
84,84,"Daniel Chopra",106,21.2,248,1170,"BirdieorBetterPercentageFairway",2007
85,85,"Billy Mayfair",98,21.19,256,1208,"BirdieorBetterPercentageFairway",2007
86,86,"Andrew Buckle",77,21.18,180,850,"BirdieorBetterPercentageFairway",2007
87,87,"Rod Pampling",92,21.17,210,992,"BirdieorBetterPercentageFairway",2007
88,88,"Bart Bryant",87,21.16,223,1054,"BirdieorBetterPercentageFairway",2007
88,88,"Tag Ridings",52,21.16,120,567,"BirdieorBetterPercentageFairway",2007
88,88,"Chris Stroud",66,21.16,160,756,"BirdieorBetterPercentageFairway",2007
91,91,"Zach Johnson",76,21.13,187,885,"BirdieorBetterPercentageFairway",2007
92,92,"Jeff Maggert",79,21.1,223,1057,"BirdieorBetterPercentageFairway",2007
92,92,"Kenny Perry",83,21.1,219,1038,"BirdieorBetterPercentageFairway",2007
94,94,"Brian Gay",107,21.08,300,1423,"BirdieorBetterPercentageFairway",2007
95,95,"Bill Haas",93,21.07,224,1063,"BirdieorBetterPercentageFairway",2007
95,95,"Paul Stankowski",52,21.07,114,541,"BirdieorBetterPercentageFairway",2007
97,97,"Anders Hansen",55,21.05,100,475,"BirdieorBetterPercentageFairway",2007
97,97,"Bubba Watson",80,21.05,173,822,"BirdieorBetterPercentageFairway",2007
99,99,"Craig Lile",77,20.93,190,908,"BirdieorBetterPercentageFairway",2007
100,100,"Heath Slocum",101,20.91,284,1358,"BirdieorBetterPercentageFairway",2007
101,101,"Brandt Snedeker",105,20.9,238,1139,"BirdieorBetterPercentageFairway",2007
102,102,"Ryan Armour",107,20.81,276,1326,"BirdieorBetterPercentageFairway",2007
103,103,"Paul Goydos",60,20.77,140,674,"BirdieorBetterPercentageFairway",2007
103,103,"Jeff Quinney",95,20.77,249,1199,"BirdieorBetterPercentageFairway",2007
105,105,"Boo Weekley",101,20.74,220,1061,"BirdieorBetterPercentageFairway",2007
106,106,"Tim Herron",98,20.71,226,1091,"BirdieorBetterPercentageFairway",2007
107,107,"Scott Gutschewski",67,20.64,148,717,"BirdieorBetterPercentageFairway",2007
107,107,"George McNeill",95,20.64,220,1066,"BirdieorBetterPercentageFairway",2007
109,109,"Jason Gore",86,20.62,218,1057,"BirdieorBetterPercentageFairway",2007
110,110,"Harrison Frazar",88,20.56,183,890,"BirdieorBetterPercentageFairway",2007
111,111,"Craig Barlow",52,20.55,120,584,"BirdieorBetterPercentageFairway",2007
112,112,"Tommy Armour III",81,20.52,206,1004,"BirdieorBetterPercentageFairway",2007
113,113,"Robert Gamez",88,20.47,220,1075,"BirdieorBetterPercentageFairway",2007
113,113,"Davis Love III",66,20.47,138,674,"BirdieorBetterPercentageFairway",2007
115,115,"Jason Schultz",63,20.46,142,694,"BirdieorBetterPercentageFairway",2007
116,116,"Ian Poulter",63,20.45,109,533,"BirdieorBetterPercentageFairway",2007
116,116,"Dean Wilson",92,20.45,211,1032,"BirdieorBetterPercentageFairway",2007
118,118,"Arron Oberholser",69,20.43,144,705,"BirdieorBetterPercentageFairway",2007
119,119,"Johnson Wagner",97,20.4,236,1157,"BirdieorBetterPercentageFairway",2007
120,120,"Stuart Appleby",74,20.38,161,790,"BirdieorBetterPercentageFairway",2007
121,121,"John Rollins",102,20.37,232,1139,"BirdieorBetterPercentageFairway",2007
121,121,"Mike Weir",82,20.37,166,815,"BirdieorBetterPercentageFairway",2007
123,123,"Parker McLachlin",83,20.35,188,924,"BirdieorBetterPercentageFairway",2007
124,124,"Matt Kuchar",85,20.33,199,979,"BirdieorBetterPercentageFairway",2007
124,124,"Scott Verplank",82,20.33,173,851,"BirdieorBetterPercentageFairway",2007
126,126,"Shaun Micheel",91,20.25,198,978,"BirdieorBetterPercentageFairway",2007
127,127,"Jeff Brehaut",59,20.2,139,688,"BirdieorBetterPercentageFairway",2007
128,128,"Nick OHern",72,20.19,152,753,"BirdieorBetterPercentageFairway",2007
129,129,"Tripp Isenhour",86,20.12,203,1009,"BirdieorBetterPercentageFairway",2007
129,129,"Justin Leonard",95,20.12,238,1183,"BirdieorBetterPercentageFairway",2007
131,131,"Chris Couch",76,20.07,184,917,"BirdieorBetterPercentageFairway",2007
131,131,"Marco Dawson",73,20.07,171,852,"BirdieorBetterPercentageFairway",2007
133,133,"Dicky Pride",71,20.05,165,823,"BirdieorBetterPercentageFairway",2007
134,134,"Stephen Leaney",82,20.04,206,1028,"BirdieorBetterPercentageFairway",2007
135,135,"Craig Bowden",78,20,192,960,"BirdieorBetterPercentageFairway",2007
135,135,"Craig Kanada",109,20,261,1305,"BirdieorBetterPercentageFairway",2007
137,137,"Ken Duke",112,19.98,260,1301,"BirdieorBetterPercentageFairway",2007
138,138,"Steve Flesch",100,19.97,246,1232,"BirdieorBetterPercentageFairway",2007
139,139,"Steve Elkington",87,19.92,212,1064,"BirdieorBetterPercentageFairway",2007
140,140,"Shigeki Maruyama",84,19.91,216,1085,"BirdieorBetterPercentageFairway",2007
141,141,"Padraig Harrington",64,19.83,115,580,"BirdieorBetterPercentageFairway",2007
142,142,"Mark Hensby",81,19.82,194,979,"BirdieorBetterPercentageFairway",2007
142,142,"Kevin Sutherland",85,19.82,176,888,"BirdieorBetterPercentageFairway",2007
144,144,"Jason Bohn",57,19.81,143,722,"BirdieorBetterPercentageFairway",2007
145,145,"John Mallinger",96,19.78,237,1198,"BirdieorBetterPercentageFairway",2007
146,146,"Glen Day",85,19.77,210,1062,"BirdieorBetterPercentageFairway",2007
147,147,"Cliff Kresge",107,19.73,263,1333,"BirdieorBetterPercentageFairway",2007
147,147,"Steve Wheatcroft",73,19.73,161,816,"BirdieorBetterPercentageFairway",2007
149,149,"Jeff Gove",103,19.68,257,1306,"BirdieorBetterPercentageFairway",2007
150,150,"Eric Axley",107,19.65,233,1186,"BirdieorBetterPercentageFairway",2007
150,150,"Mathew Goggin",97,19.65,235,1196,"BirdieorBetterPercentageFairway",2007
152,152,"DJ Trahan",99,19.63,241,1228,"BirdieorBetterPercentageFairway",2007
153,153,"Ted Purdy",102,19.62,236,1203,"BirdieorBetterPercentageFairway",2007
154,154,"Jason Dufner",100,19.6,224,1143,"BirdieorBetterPercentageFairway",2007
155,155,"Chris Tidland",59,19.59,135,689,"BirdieorBetterPercentageFairway",2007
156,156,"Kirk Triplett",77,19.46,188,966,"BirdieorBetterPercentageFairway",2007
157,157,"Greg Owen",81,19.4,180,928,"BirdieorBetterPercentageFairway",2007
157,157,"Henrik Stenson",52,19.4,91,469,"BirdieorBetterPercentageFairway",2007
159,159,"Tom Johnson",74,19.31,163,844,"BirdieorBetterPercentageFairway",2007
160,160,"Bob Tway",103,19.28,231,1198,"BirdieorBetterPercentageFairway",2007
161,161,"Brian Bateman",55,19.24,112,582,"BirdieorBetterPercentageFairway",2007
162,162,"JB Holmes",71,19.19,152,792,"BirdieorBetterPercentageFairway",2007
163,163,"Kyle Reifers",71,19.16,160,835,"BirdieorBetterPercentageFairway",2007
164,164,"Fred Funk",65,19.07,152,797,"BirdieorBetterPercentageFairway",2007
165,165,"Tom Byrum",50,19.02,112,589,"BirdieorBetterPercentageFairway",2007
166,166,"Lee Janzen",66,19.01,130,684,"BirdieorBetterPercentageFairway",2007
167,167,"Mark Wilson",87,19,201,1058,"BirdieorBetterPercentageFairway",2007
168,168,"Stephen Ames",81,18.9,162,857,"BirdieorBetterPercentageFairway",2007
169,169,"Joey Sindelar",75,18.8,178,947,"BirdieorBetterPercentageFairway",2007
170,170,"Jose Coceres",50,18.75,117,624,"BirdieorBetterPercentageFairway",2007
171,171,"Matt Hendrix",63,18.72,137,732,"BirdieorBetterPercentageFairway",2007
172,172,"Gavin Coles",87,18.71,206,1101,"BirdieorBetterPercentageFairway",2007
172,172,"Joe Durant",88,18.71,200,1069,"BirdieorBetterPercentageFairway",2007
174,174,"Daisuke Maruyama",86,18.59,195,1049,"BirdieorBetterPercentageFairway",2007
175,175,"Bryce Molder",56,18.58,115,619,"BirdieorBetterPercentageFairway",2007
176,176,"Peter Lonard",85,18.57,197,1061,"BirdieorBetterPercentageFairway",2007
177,177,"Jeff Sluman",60,18.56,106,571,"BirdieorBetterPercentageFairway",2007
178,178,"Duffy Waldorf",69,18.55,151,814,"BirdieorBetterPercentageFairway",2007
179,179,"Paul Gow",70,18.51,142,767,"BirdieorBetterPercentageFairway",2007
180,180,"DJ Brigman",67,18.5,131,708,"BirdieorBetterPercentageFairway",2007
181,181,"Chris DiMarco",79,18.44,151,819,"BirdieorBetterPercentageFairway",2007
182,182,"Richard Johnson",93,18.3,211,1153,"BirdieorBetterPercentageFairway",2007
183,183,"Corey Pavin",81,18.25,186,1019,"BirdieorBetterPercentageFairway",2007
184,184,"Trevor Immelman",74,18.18,138,759,"BirdieorBetterPercentageFairway",2007
185,185,"Ben Curtis",80,17.98,160,890,"BirdieorBetterPercentageFairway",2007
186,186,"David Branshaw",83,17.9,184,1028,"BirdieorBetterPercentageFairway",2007
187,187,"Doug LaBelle II",104,17.78,234,1316,"BirdieorBetterPercentageFairway",2007
188,188,"Todd Hamilton",76,17.77,134,754,"BirdieorBetterPercentageFairway",2007
189,189,"Retief Goosen",50,17.67,76,430,"BirdieorBetterPercentageFairway",2007
190,190,"Jaco Van Zyl",51,17.66,107,606,"BirdieorBetterPercentageFairway",2007
191,191,"Kevin Stadler",95,17.42,174,999,"BirdieorBetterPercentageFairway",2007
192,192,"Jose Maria Olazabal",52,17.35,80,461,"BirdieorBetterPercentageFairway",2007
193,193,"Michael Boyd",61,17.25,129,748,"BirdieorBetterPercentageFairway",2007
193,193,"Bubba Dickerson",51,17.25,93,539,"BirdieorBetterPercentageFairway",2007
195,195,"Mark Brooks",53,16.28,99,608,"BirdieorBetterPercentageFairway",2007
196,196,"Jim Rutledge",59,15.38,100,650,"BirdieorBetterPercentageFairway",2007
