"Front9LowestRound_RANKTHISWEEK_2011","Front9LowestRound_RANKLASTWEEK_2011","Front9LowestRound_PLAYERNAME_2011","Front9LowestRound__2011","Front9LowestRound_LOWRND_2011","stat_name","year"
1,1,"George McNeill",NA,28,"Front9LowestRound",2011
1,1,"Scott Piercy",NA,28,"Front9LowestRound",2011
3,3,"Brian Davis",NA,29,"Front9LowestRound",2011
3,3,"Rickie Fowler",NA,29,"Front9LowestRound",2011
3,3,"Tommy Gainey",NA,29,"Front9LowestRound",2011
3,3,"Robert Garrigus",NA,29,"Front9LowestRound",2011
3,3,"Dustin Johnson",NA,29,"Front9LowestRound",2011
3,3,"Derek Lamely",NA,29,"Front9LowestRound",2011
3,3,"Scott McCarron",NA,29,"Front9LowestRound",2011
3,3,"Brandt Snedeker",NA,29,"Front9LowestRound",2011
3,3,"DJ Trahan",NA,29,"Front9LowestRound",2011
3,3,"YE Yang",NA,29,"Front9LowestRound",2011
13,13,"Aaron Baddeley",NA,30,"Front9LowestRound",2011
13,13,"Briny Baird",NA,30,"Front9LowestRound",2011
13,13,"Cameron Beckman",NA,30,"Front9LowestRound",2011
13,13,"Shane Bertsch",NA,30,"Front9LowestRound",2011
13,13,"Matt Bettencourt",NA,30,"Front9LowestRound",2011
13,13,"Kris Blanks",NA,30,"Front9LowestRound",2011
13,13,"Steven Bowditch",NA,30,"Front9LowestRound",2011
13,13,"Keegan Bradley",NA,30,"Front9LowestRound",2011
13,13,"Patrick Cantlay",NA,30,"Front9LowestRound",2011
13,13,"KJ Choi",NA,30,"Front9LowestRound",2011
13,13,"Ben Crane",NA,30,"Front9LowestRound",2011
13,13,"Brendon de Jonge",NA,30,"Front9LowestRound",2011
13,13,"Luke Donald",NA,30,"Front9LowestRound",2011
13,13,"James Driscoll",NA,30,"Front9LowestRound",2011
13,13,"David Duval",NA,30,"Front9LowestRound",2011
13,13,"Jim Furyk",NA,30,"Front9LowestRound",2011
13,13,"Tom Gillis",NA,30,"Front9LowestRound",2011
13,13,"Nathan Green",NA,30,"Front9LowestRound",2011
13,13,"Bill Haas",NA,30,"Front9LowestRound",2011
13,13,"Anders Hansen",NA,30,"Front9LowestRound",2011
13,13,"Jim Herman",NA,30,"Front9LowestRound",2011
13,13,"Charles Howell III",NA,30,"Front9LowestRound",2011
13,13,"Freddie Jacobson",NA,30,"Front9LowestRound",2011
13,13,"Lee Janzen",NA,30,"Front9LowestRound",2011
13,13,"Brandt Jobe",NA,30,"Front9LowestRound",2011
13,13,"Kent Jones",NA,30,"Front9LowestRound",2011
13,13,"Jerry Kelly",NA,30,"Front9LowestRound",2011
13,13,"Anthony Kim",NA,30,"Front9LowestRound",2011
13,13,"Chris Kirk",NA,30,"Front9LowestRound",2011
13,13,"Jamie Lovemark",NA,30,"Front9LowestRound",2011
13,13,"Will Ma Kenzie",NA,30,"Front9LowestRound",2011
13,13,"David Mathis",NA,30,"Front9LowestRound",2011
13,13,"Graeme McDowell",NA,30,"Front9LowestRound",2011
13,13,"William McGirt",NA,30,"Front9LowestRound",2011
13,13,"Matt McQuillan",NA,30,"Front9LowestRound",2011
13,13,"Phil Mickelson",NA,30,"Front9LowestRound",2011
13,13,"Ryan Moore",NA,30,"Front9LowestRound",2011
13,13,"Kevin Na",NA,30,"Front9LowestRound",2011
13,13,"Ryan Palmer",NA,30,"Front9LowestRound",2011
13,13,"DA Points",NA,30,"Front9LowestRound",2011
13,13,"Jim Renner",NA,30,"Front9LowestRound",2011
13,13,"John Rollins",NA,30,"Front9LowestRound",2011
13,13,"Justin Rose",NA,30,"Front9LowestRound",2011
13,13,"Charl Schwartzel",NA,30,"Front9LowestRound",2011
13,13,"Webb Simpson",NA,30,"Front9LowestRound",2011
13,13,"Vijay Singh",NA,30,"Front9LowestRound",2011
13,13,"Henrik Stenson",NA,30,"Front9LowestRound",2011
13,13,"Steve Stricker",NA,30,"Front9LowestRound",2011
13,13,"Chris Stroud",NA,30,"Front9LowestRound",2011
13,13,"Jhonattan Vegas",NA,30,"Front9LowestRound",2011
13,13,"Nick Watney",NA,30,"Front9LowestRound",2011
13,13,"Gary Woodland",NA,30,"Front9LowestRound",2011
65,65,"Blake Adams",NA,31,"Front9LowestRound",2011
65,65,"Robert Allenby",NA,31,"Front9LowestRound",2011
