"EarlyRound1ScoringAverage_RANKTHISWEEK_2013","EarlyRound1ScoringAverage_RANKLASTWEEK_2013","EarlyRound1ScoringAverage_PLAYERNAME_2013","EarlyRound1ScoringAverage__2013","EarlyRound1ScoringAverage_AVG_2013","EarlyRound1ScoringAverage_TOTALSTROKES_2013","EarlyRound1ScoringAverage_TOTALROUNDS_2013","stat_name","year"
1,1,"Steve Stricker",NA,67.8,339,5,"EarlyRound1ScoringAverage",2013
2,2,"Tiger Woods",NA,68.11,613,9,"EarlyRound1ScoringAverage",2013
3,3,"Zach Johnson",NA,68.2,682,10,"EarlyRound1ScoringAverage",2013
4,4,"Phil Mickelson",NA,68.5,685,10,"EarlyRound1ScoringAverage",2013
5,5,"Brendon de Jonge",NA,68.63,1098,16,"EarlyRound1ScoringAverage",2013
6,6,"Hunter Mahan",NA,68.73,756,11,"EarlyRound1ScoringAverage",2013
6,6,"Charl Schwartzel",NA,68.73,756,11,"EarlyRound1ScoringAverage",2013
8,8,"Morgan Hoffmann",NA,68.8,688,10,"EarlyRound1ScoringAverage",2013
9,9,"Camilo Villegas",NA,68.83,826,12,"EarlyRound1ScoringAverage",2013
10,10,"Brandt Snedeker",NA,68.91,758,11,"EarlyRound1ScoringAverage",2013
11,11,"Matt Kuchar",NA,68.92,827,12,"EarlyRound1ScoringAverage",2013
12,12,"Webb Simpson",NA,69.09,760,11,"EarlyRound1ScoringAverage",2013
13,13,"Henrik Stenson",NA,69.1,691,10,"EarlyRound1ScoringAverage",2013
14,14,"Charley Hoffman",NA,69.3,693,10,"EarlyRound1ScoringAverage",2013
15,15,"Freddie Jacobson",NA,69.33,624,9,"EarlyRound1ScoringAverage",2013
16,16,"Matt Jones",NA,69.38,902,13,"EarlyRound1ScoringAverage",2013
17,17,"Harris English",NA,69.43,972,14,"EarlyRound1ScoringAverage",2013
17,17,"Jim Herman",NA,69.43,486,7,"EarlyRound1ScoringAverage",2013
17,17,"Billy Horschel",NA,69.43,972,14,"EarlyRound1ScoringAverage",2013
20,20,"Ryan Palmer",NA,69.46,903,13,"EarlyRound1ScoringAverage",2013
21,21,"Chris Kirk",NA,69.5,695,10,"EarlyRound1ScoringAverage",2013
