"TenthTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2013","TenthTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2013","TenthTeeEarlyPar3ScoringAverage_PLAYERNAME_2013","TenthTeeEarlyPar3ScoringAverage_ROUNDS_2013","TenthTeeEarlyPar3ScoringAverage_AVG_2013","TenthTeeEarlyPar3ScoringAverage_TOTALSTROKES_2013","TenthTeeEarlyPar3ScoringAverage_TOTALHOLES_2013","stat_name","year"
1,1,"Webb Simpson",92,2.82,203,72,"TenthTeeEarlyPar3ScoringAverage",2013
2,2,"Ryo Ishikawa",72,2.84,159,56,"TenthTeeEarlyPar3ScoringAverage",2013
3,3,"Ted Potter Jr",65,2.85,114,40,"TenthTeeEarlyPar3ScoringAverage",2013
4,4,"Michael Bradley",56,2.86,120,42,"TenthTeeEarlyPar3ScoringAverage",2013
4,4,"Steve Stricker",51,2.86,80,28,"TenthTeeEarlyPar3ScoringAverage",2013
6,6,"Angel Cabrera",73,2.87,149,52,"TenthTeeEarlyPar3ScoringAverage",2013
7,7,"Stephen Ames",49,2.88,95,33,"TenthTeeEarlyPar3ScoringAverage",2013
8,8,"Graeme McDowell",53,2.89,127,44,"TenthTeeEarlyPar3ScoringAverage",2013
9,9,"Justin Hicks",79,2.9,209,72,"TenthTeeEarlyPar3ScoringAverage",2013
10,10,"Brendon de Jonge",110,2.91,262,90,"TenthTeeEarlyPar3ScoringAverage",2013
11,11,"Dustin Johnson",71,2.92,175,60,"TenthTeeEarlyPar3ScoringAverage",2013
11,11,"Adam Scott",61,2.92,155,53,"TenthTeeEarlyPar3ScoringAverage",2013
11,11,"David Toms",49,2.92,105,36,"TenthTeeEarlyPar3ScoringAverage",2013
11,11,"Tiger Woods",61,2.92,152,52,"TenthTeeEarlyPar3ScoringAverage",2013
15,15,"Jim Furyk",80,2.93,179,61,"TenthTeeEarlyPar3ScoringAverage",2013
15,15,"David Hearn",88,2.93,211,72,"TenthTeeEarlyPar3ScoringAverage",2013
15,15,"Martin Kaymer",61,2.93,120,41,"TenthTeeEarlyPar3ScoringAverage",2013
15,15,"Chris Kirk",89,2.93,120,41,"TenthTeeEarlyPar3ScoringAverage",2013
15,15,"Matt Kuchar",93,2.93,246,84,"TenthTeeEarlyPar3ScoringAverage",2013
15,15,"Phil Mickelson",78,2.93,249,85,"TenthTeeEarlyPar3ScoringAverage",2013
15,15,"Henrik Norlander",70,2.93,179,61,"TenthTeeEarlyPar3ScoringAverage",2013
22,22,"Bud Cauley",67,2.95,168,57,"TenthTeeEarlyPar3ScoringAverage",2013
22,22,"Bryce Molder",82,2.95,180,61,"TenthTeeEarlyPar3ScoringAverage",2013
22,22,"Kevin Streelman",86,2.95,192,65,"TenthTeeEarlyPar3ScoringAverage",2013
25,25,"Luke Donald",60,2.96,145,49,"TenthTeeEarlyPar3ScoringAverage",2013
25,25,"David Lynn",70,2.96,145,49,"TenthTeeEarlyPar3ScoringAverage",2013
25,25,"Chez Reavie",72,2.96,169,57,"TenthTeeEarlyPar3ScoringAverage",2013
25,25,"Chris Stroud",88,2.96,216,73,"TenthTeeEarlyPar3ScoringAverage",2013
29,29,"Chad Campbell",78,2.97,181,61,"TenthTeeEarlyPar3ScoringAverage",2013
29,29,"Rickie Fowler",75,2.97,235,79,"TenthTeeEarlyPar3ScoringAverage",2013
