"ConsecutiveCuts_RANKTHISWEEK_2009","ConsecutiveCuts_RANKLASTWEEK_2009","ConsecutiveCuts_PLAYERNAME_2009","ConsecutiveCuts__2009","ConsecutiveCuts_TOTAL_2009","ConsecutiveCuts_STARTTOURNAMENTID_2009","stat_name","year"
19,19,"Mark Wilson",NA,7,2009370,"ConsecutiveCuts",2009
19,19,"Tiger Woods",NA,7,2009330,"ConsecutiveCuts",2009
29,29,"Alex Cejka",NA,6,2009340,"ConsecutiveCuts",2009
29,29,"Jason Day",NA,6,2009290,"ConsecutiveCuts",2009
29,29,"Brian Gay",NA,6,2009380,"ConsecutiveCuts",2009
29,29,"DA Points",NA,6,2009380,"ConsecutiveCuts",2009
29,29,"John Senden",NA,6,2009370,"ConsecutiveCuts",2009
29,29,"Doug Tewell",NA,6,1999230,"ConsecutiveCuts",2009
35,35,"Jason Bohn",NA,5,2009390,"ConsecutiveCuts",2009
35,35,"Jerry Kelly",NA,5,2009380,"ConsecutiveCuts",2009
35,35,"Matt Kuchar",NA,5,2009380,"ConsecutiveCuts",2009
35,35,"Martin Laird",NA,5,2009340,"ConsecutiveCuts",2009
35,35,"Wayne Levi",NA,5,2001300,"ConsecutiveCuts",2009
35,35,"Carl Pettersson",NA,5,2009370,"ConsecutiveCuts",2009
35,35,"John Riegger",NA,5,2008450,"ConsecutiveCuts",2009
35,35,"Justin Rose",NA,5,2009370,"ConsecutiveCuts",2009
35,35,"Patrick Sheehan",NA,5,2009320,"ConsecutiveCuts",2009
35,35,"Jeev Milkha Singh",NA,5,2009350,"ConsecutiveCuts",2009
35,35,"DJ Trahan",NA,5,2009390,"ConsecutiveCuts",2009
35,35,"Bo Van Pelt",NA,5,2009400,"ConsecutiveCuts",2009
35,35,"Mike Weir",NA,5,2009380,"ConsecutiveCuts",2009
48,48,"Paul Broadhurst",NA,4,2006440,"ConsecutiveCuts",2009
48,48,"Greg Chalmers",NA,4,2009390,"ConsecutiveCuts",2009
48,48,"Ross Fisher",NA,4,2009260,"ConsecutiveCuts",2009
48,48,"Alastair Forsyth",NA,4,2007310,"ConsecutiveCuts",2009
48,48,"Hiroyuki Fujita",NA,4,2004290,"ConsecutiveCuts",2009
48,48,"Sergio Garcia",NA,4,2009370,"ConsecutiveCuts",2009
48,48,"Nathan Green",NA,4,2009400,"ConsecutiveCuts",2009
48,48,"Soren Hansen",NA,4,2009260,"ConsecutiveCuts",2009
48,48,"James Kingston",NA,4,2008350,"ConsecutiveCuts",2009
48,48,"Tom Lehman",NA,4,2009310,"ConsecutiveCuts",2009
48,48,"Jonathan Lomas",NA,4,1995290,"ConsecutiveCuts",2009
48,48,"Rory McIlroy",NA,4,2009260,"ConsecutiveCuts",2009
48,48,"Francesco Molinari",NA,4,2009260,"ConsecutiveCuts",2009
48,48,"Nick OHern",NA,4,2009420,"ConsecutiveCuts",2009
48,48,"Ted Purdy",NA,4,2009420,"ConsecutiveCuts",2009
48,48,"Henrik Stenson",NA,4,2009260,"ConsecutiveCuts",2009
48,48,"Richard Sterne",NA,4,2009240,"ConsecutiveCuts",2009
48,48,"Steve Stricker",NA,4,2009380,"ConsecutiveCuts",2009
48,48,"Scott Verplank",NA,4,2009380,"ConsecutiveCuts",2009
48,48,"Johnson Wagner",NA,4,2009370,"ConsecutiveCuts",2009
48,48,"Oliver Wilson",NA,4,2009260,"ConsecutiveCuts",2009
69,69,"Fredrik Andersson Hed",NA,3,2002310,"ConsecutiveCuts",2009
69,69,"Stuart Appleby",NA,3,2009420,"ConsecutiveCuts",2009
69,69,"Ronnie Black",NA,3,2009110,"ConsecutiveCuts",2009
69,69,"Gregory Bourdy",NA,3,2006440,"ConsecutiveCuts",2009
69,69,"Angel Cabrera",NA,3,2009390,"ConsecutiveCuts",2009
69,69,"Chad Campbell",NA,3,2009400,"ConsecutiveCuts",2009
69,69,"Tim Clark",NA,3,2009400,"ConsecutiveCuts",2009
69,69,"Chris DiMarco",NA,3,2009440,"ConsecutiveCuts",2009
69,69,"Jason Dufner",NA,3,2009390,"ConsecutiveCuts",2009
69,69,"Gonzalo Fdez Castano",NA,3,2009310,"ConsecutiveCuts",2009
69,69,"Rickie Fowler",NA,3,2009440,"ConsecutiveCuts",2009
69,69,"Carlos Franco",NA,3,2009300,"ConsecutiveCuts",2009
69,69,"Lucas Glover",NA,3,2009390,"ConsecutiveCuts",2009
69,69,"Andres Gonzales",NA,3,2006460,"ConsecutiveCuts",2009
69,69,"Gregory Havret",NA,3,2008140,"ConsecutiveCuts",2009
69,69,"JP Hayes",NA,3,2009330,"ConsecutiveCuts",2009
69,69,"Tim Herron",NA,3,2009440,"ConsecutiveCuts",2009
69,69,"David Howell",NA,3,2008320,"ConsecutiveCuts",2009
69,69,"Thongchai Jaidee",NA,3,2009310,"ConsecutiveCuts",2009
69,69,"Miguel Angel Jimenez",NA,3,2009310,"ConsecutiveCuts",2009
69,69,"Martin Kaymer",NA,3,2009310,"ConsecutiveCuts",2009
69,69,"Soren Kjeldsen",NA,3,2009310,"ConsecutiveCuts",2009
69,69,"Jeff Klauk",NA,3,2009440,"ConsecutiveCuts",2009
69,69,"Kenichi Kuboya",NA,3,2003470,"ConsecutiveCuts",2009
69,69,"Thomas Levet",NA,3,2009260,"ConsecutiveCuts",2009
69,69,"Spencer Levin",NA,3,2009440,"ConsecutiveCuts",2009
69,69,"Len Mattiace",NA,3,2008340,"ConsecutiveCuts",2009
69,69,"Bob May",NA,3,2008080,"ConsecutiveCuts",2009
69,69,"Spike McRoy",NA,3,2008340,"ConsecutiveCuts",2009
69,69,"Yusaku Miyazato",NA,3,2006360,"ConsecutiveCuts",2009
69,69,"Sean OHair",NA,3,2009390,"ConsecutiveCuts",2009
69,69,"Geoff Ogilvy",NA,3,2009390,"ConsecutiveCuts",2009
69,69,"Jose Maria Olazabal",NA,3,2009170,"ConsecutiveCuts",2009
69,69,"Greg Owen",NA,3,2009440,"ConsecutiveCuts",2009
69,69,"Pat Perez",NA,3,2009390,"ConsecutiveCuts",2009
69,69,"Tom Pernice Jr",NA,3,2009440,"ConsecutiveCuts",2009
69,69,"Andres Romero",NA,3,2009420,"ConsecutiveCuts",2009
69,69,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2009
69,69,"Chris Stroud",NA,3,2009420,"ConsecutiveCuts",2009
69,69,"Steve Wheatcroft",NA,3,2007465,"ConsecutiveCuts",2009
69,69,"Garrett Willis",NA,3,2009210,"ConsecutiveCuts",2009
69,69,"Chris Wood",NA,3,2008320,"ConsecutiveCuts",2009
111,111,"Stephen Ames",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Ricky Barnes",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Michael Bradley",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Jeff Brehaut",NA,2,2007480,"ConsecutiveCuts",2009
111,111,"Bart Bryant",NA,2,2009280,"ConsecutiveCuts",2009
111,111,"Jonathan Byrd",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Stewart Cink",NA,2,2009400,"ConsecutiveCuts",2009
111,111,"Brian Davis",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Ernie Els",NA,2,2009400,"ConsecutiveCuts",2009
111,111,"Niclas Fasth",NA,2,2008350,"ConsecutiveCuts",2009
111,111,"Dan Forsman",NA,2,2008340,"ConsecutiveCuts",2009
111,111,"Keiichiro Fukabori",NA,2,2006310,"ConsecutiveCuts",2009
111,111,"Tommy Gainey",NA,2,2009340,"ConsecutiveCuts",2009
111,111,"Mike Grob",NA,2,2007320,"ConsecutiveCuts",2009
111,111,"Mathias Gronberg",NA,2,2009420,"ConsecutiveCuts",2009
111,111,"Scott Hoch",NA,2,2008100,"ConsecutiveCuts",2009
111,111,"Kevin Johnson",NA,2,2002300,"ConsecutiveCuts",2009
111,111,"Kent Jones",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Brendan Jones",NA,2,2009090,"ConsecutiveCuts",2009
111,111,"Anthony Kang",NA,2,2001250,"ConsecutiveCuts",2009
111,111,"Robert Karlsson",NA,2,2009190,"ConsecutiveCuts",2009
111,111,"Skip Kendall",NA,2,2009140,"ConsecutiveCuts",2009
111,111,"Chih Bing Lam",NA,2,2008320,"ConsecutiveCuts",2009
111,111,"Danny Lee",NA,2,2009350,"ConsecutiveCuts",2009
111,111,"Peter Lonard",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Bill Lunde",NA,2,2009440,"ConsecutiveCuts",2009
111,111,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2009
111,111,"Larry Mize",NA,2,2008410,"ConsecutiveCuts",2009
111,111,"Ryan Moore",NA,2,2009440,"ConsecutiveCuts",2009
111,111,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2009
111,111,"Ryan Palmer",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Craig Parry",NA,2,2008320,"ConsecutiveCuts",2009
111,111,"Rod Perry",NA,2,2008480,"ConsecutiveCuts",2009
111,111,"Aron Price",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Brett Quigley",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Alvaro Quiros",NA,2,2009350,"ConsecutiveCuts",2009
111,111,"Chez Reavie",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Loren Roberts",NA,2,2009250,"ConsecutiveCuts",2009
111,111,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2009
111,111,"Charl Schwartzel",NA,2,2009340,"ConsecutiveCuts",2009
111,111,"Adam Scott",NA,2,2009380,"ConsecutiveCuts",2009
111,111,"Webb Simpson",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2009
111,111,"Graeme Storm",NA,2,2008320,"ConsecutiveCuts",2009
111,111,"Nicholas Thompson",NA,2,2009450,"ConsecutiveCuts",2009
111,111,"Camilo Villegas",NA,2,2009390,"ConsecutiveCuts",2009
111,111,"Brett Wetterich",NA,2,2008230,"ConsecutiveCuts",2009
