"PuttingInside10_RANKTHISWEEK_2012","PuttingInside10_RANKLASTWEEK_2012","PuttingInside10_PLAYERNAME_2012","PuttingInside10_ROUNDS_2012","PuttingInside10_PctMADE_2012","PuttingInside10_ATTEMPTS_2012","PuttingInside10_PUTTSMADE_2012","stat_name","year"
66,66,"Nathan Green",73,87.8,1041,914,"PuttingInside10",2012
68,68,"Chris Stroud",86,87.76,1397,1226,"PuttingInside10",2012
69,69,"Mark Wilson",84,87.74,1264,1109,"PuttingInside10",2012
70,70,"Spencer Levin",81,87.66,1216,1066,"PuttingInside10",2012
71,71,"Patrick Sheehan",58,87.63,800,701,"PuttingInside10",2012
72,72,"Charles Howell III",98,87.62,1422,1246,"PuttingInside10",2012
73,73,"Kyle Reifers",86,87.56,1367,1197,"PuttingInside10",2012
74,74,"Stewart Cink",71,87.55,980,858,"PuttingInside10",2012
74,74,"Kevin Kisner",69,87.55,988,865,"PuttingInside10",2012
76,76,"Keegan Bradley",90,87.54,1300,1138,"PuttingInside10",2012
77,77,"Jonathan Byrd",69,87.5,1016,889,"PuttingInside10",2012
77,77,"Brendon Todd",78,87.5,1152,1008,"PuttingInside10",2012
79,79,"Russell Knox",72,87.44,1035,905,"PuttingInside10",2012
80,80,"John Merrick",83,87.41,1334,1166,"PuttingInside10",2012
81,81,"Tommy Biershenk",74,87.3,1063,928,"PuttingInside10",2012
82,82,"Graham DeLaet",79,87.28,1336,1166,"PuttingInside10",2012
83,83,"Ernie Els",80,87.27,1218,1063,"PuttingInside10",2012
84,84,"Henrik Stenson",51,87.24,768,670,"PuttingInside10",2012
85,85,"George McNeill",85,87.22,1322,1153,"PuttingInside10",2012
86,86,"Jason Dufner",83,87.19,1179,1028,"PuttingInside10",2012
87,87,"Brendon de Jonge",115,87.18,1888,1646,"PuttingInside10",2012
87,87,"John Rollins",81,87.18,1334,1163,"PuttingInside10",2012
87,87,"Charl Schwartzel",56,87.18,733,639,"PuttingInside10",2012
90,90,"Sangmoon Bae",81,87.15,1043,909,"PuttingInside10",2012
90,90,"John Senden",81,87.15,1144,997,"PuttingInside10",2012
92,92,"Daniel Summerhays",81,87.13,1259,1097,"PuttingInside10",2012
92,92,"Bubba Watson",68,87.13,956,833,"PuttingInside10",2012
94,94,"Rocco Mediate",70,87.12,1087,947,"PuttingInside10",2012
95,95,"Gary Christian",91,87.1,1395,1215,"PuttingInside10",2012
95,95,"Rickie Fowler",84,87.1,1248,1087,"PuttingInside10",2012
97,97,"Tim Clark",60,87.08,929,809,"PuttingInside10",2012
97,97,"Michael Thompson",80,87.08,1207,1051,"PuttingInside10",2012
99,99,"Cameron Tringale",88,87.06,1430,1245,"PuttingInside10",2012
100,100,"Bob Estes",78,86.97,1213,1055,"PuttingInside10",2012
101,101,"Edward Loar",59,86.95,797,693,"PuttingInside10",2012
102,102,"Ted Potter Jr",77,86.94,1133,985,"PuttingInside10",2012
103,103,"Will Claxton",99,86.92,1621,1409,"PuttingInside10",2012
103,103,"Brian Harman",101,86.92,1628,1415,"PuttingInside10",2012
105,105,"Kevin Stadler",85,86.88,1326,1152,"PuttingInside10",2012
106,106,"Marc Leishman",84,86.85,1445,1255,"PuttingInside10",2012
107,107,"Ben Crane",73,86.82,1123,975,"PuttingInside10",2012
108,108,"Ryo Ishikawa",54,86.8,682,592,"PuttingInside10",2012
108,108,"Davis Love III",64,86.8,970,842,"PuttingInside10",2012
110,110,"Danny Lee",74,86.78,1082,939,"PuttingInside10",2012
111,111,"Webb Simpson",77,86.76,1201,1042,"PuttingInside10",2012
112,112,"Tim Herron",88,86.72,1438,1247,"PuttingInside10",2012
113,113,"Adam Scott",59,86.67,750,650,"PuttingInside10",2012
114,114,"Padraig Harrington",67,86.66,847,734,"PuttingInside10",2012
115,115,"Vaughn Taylor",81,86.65,1176,1019,"PuttingInside10",2012
116,116,"Angel Cabrera",54,86.62,710,615,"PuttingInside10",2012
117,117,"Chris DiMarco",83,86.61,1337,1158,"PuttingInside10",2012
118,118,"Chez Reavie",83,86.54,1226,1061,"PuttingInside10",2012
119,119,"Matt Every",80,86.53,1195,1034,"PuttingInside10",2012
120,120,"Erik Compton",81,86.52,1187,1027,"PuttingInside10",2012
120,120,"Trevor Immelman",76,86.52,1083,937,"PuttingInside10",2012
122,122,"Jerry Kelly",84,86.47,1375,1189,"PuttingInside10",2012
123,123,"Freddie Jacobson",61,86.46,827,715,"PuttingInside10",2012
124,124,"Tommy Gainey",98,86.45,1653,1429,"PuttingInside10",2012
125,125,"Ken Duke",104,86.41,1656,1431,"PuttingInside10",2012
126,126,"Alexandre Rocha",62,86.4,934,807,"PuttingInside10",2012
127,127,"JB Holmes",90,86.39,1462,1263,"PuttingInside10",2012
127,127,"Ryuji Imada",78,86.39,1271,1098,"PuttingInside10",2012
129,129,"Chris Kirk",93,86.38,1608,1389,"PuttingInside10",2012
129,129,"Josh Teater",97,86.38,1578,1363,"PuttingInside10",2012
131,131,"Jason Kokrak",79,86.36,1298,1121,"PuttingInside10",2012
131,131,"Jeff Maggert",83,86.36,1459,1260,"PuttingInside10",2012
131,131,"Camilo Villegas",79,86.36,1393,1203,"PuttingInside10",2012
134,134,"Martin Laird",77,86.35,1018,879,"PuttingInside10",2012
135,135,"Stephen Gangluff",57,86.32,826,713,"PuttingInside10",2012
135,135,"Sung Kang",75,86.32,1148,991,"PuttingInside10",2012
137,137,"Matt Jones",53,86.29,824,711,"PuttingInside10",2012
137,137,"YE Yang",64,86.29,890,768,"PuttingInside10",2012
139,139,"Arjun Atwal",79,86.28,1239,1069,"PuttingInside10",2012
139,139,"Tom Pernice Jr",62,86.28,984,849,"PuttingInside10",2012
141,141,"Matt Bettencourt",80,86.26,1128,973,"PuttingInside10",2012
142,142,"JJ Killeen",101,86.25,1600,1380,"PuttingInside10",2012
142,142,"Jhonattan Vegas",77,86.25,1295,1117,"PuttingInside10",2012
144,144,"Hunter Haas",69,86.24,974,840,"PuttingInside10",2012
145,145,"Billy Mayfair",90,86.23,1482,1278,"PuttingInside10",2012
146,146,"Rod Pampling",88,86.21,1298,1119,"PuttingInside10",2012
147,147,"Stephen Ames",54,86.2,739,637,"PuttingInside10",2012
148,148,"Bill Lunde",83,86.19,1267,1092,"PuttingInside10",2012
149,149,"Graeme McDowell",55,86.18,709,611,"PuttingInside10",2012
150,150,"Bobby Gates",87,86.16,1452,1251,"PuttingInside10",2012
151,151,"Brian Davis",91,86.11,1476,1271,"PuttingInside10",2012
151,151,"Nick Watney",97,86.11,1425,1227,"PuttingInside10",2012
153,153,"John Mallinger",74,86.08,1185,1020,"PuttingInside10",2012
154,154,"Charlie Beljan",61,86.03,802,690,"PuttingInside10",2012
155,155,"Kevin Chappell",91,86.01,1365,1174,"PuttingInside10",2012
156,156,"Marco Dawson",60,86,864,743,"PuttingInside10",2012
157,157,"Justin Leonard",79,85.96,1289,1108,"PuttingInside10",2012
158,158,"DA Points",88,85.94,1487,1278,"PuttingInside10",2012
159,159,"Heath Slocum",93,85.89,1446,1242,"PuttingInside10",2012
160,160,"Jason Bohn",81,85.87,1246,1070,"PuttingInside10",2012
160,160,"Kyle Stanley",86,85.87,1366,1173,"PuttingInside10",2012
162,162,"Miguel Angel Carballo",73,85.85,1074,922,"PuttingInside10",2012
163,163,"Michael Bradley",63,85.82,1037,890,"PuttingInside10",2012
164,164,"Roland Thatcher",55,85.8,831,713,"PuttingInside10",2012
165,165,"Rory Sabbatini",84,85.79,1358,1165,"PuttingInside10",2012
166,166,"Mark Anderson",75,85.78,1146,983,"PuttingInside10",2012
167,167,"Robert Karlsson",54,85.77,787,675,"PuttingInside10",2012
168,168,"Justin Rose",69,85.71,994,852,"PuttingInside10",2012
168,168,"Scott Stallings",78,85.71,1295,1110,"PuttingInside10",2012
170,170,"Kris Blanks",65,85.56,1143,978,"PuttingInside10",2012
171,171,"Andres Romero",68,85.52,1015,868,"PuttingInside10",2012
172,172,"Sean OHair",84,85.48,1446,1236,"PuttingInside10",2012
173,173,"Charley Hoffman",88,85.45,1450,1239,"PuttingInside10",2012
174,174,"KJ Choi",71,85.43,1071,915,"PuttingInside10",2012
174,174,"Lee Westwood",60,85.43,748,639,"PuttingInside10",2012
176,176,"Scott Brown",65,85.42,967,826,"PuttingInside10",2012
177,177,"Ricky Barnes",92,85.4,1562,1334,"PuttingInside10",2012
178,178,"Robert Garrigus",89,85.39,1389,1186,"PuttingInside10",2012
179,179,"Greg Owen",90,85.38,1464,1250,"PuttingInside10",2012
180,180,"Robert Allenby",76,85.28,1243,1060,"PuttingInside10",2012
181,181,"Vijay Singh",99,85.27,1548,1320,"PuttingInside10",2012
182,182,"Cameron Beckman",81,85.25,1322,1127,"PuttingInside10",2012
183,183,"Nick OHern",78,85.24,1294,1103,"PuttingInside10",2012
184,184,"Gary Woodland",70,85.13,1009,859,"PuttingInside10",2012
185,185,"Scott Dunlap",57,85.08,878,747,"PuttingInside10",2012
186,186,"Chad Campbell",84,85.06,1406,1196,"PuttingInside10",2012
186,186,"Harrison Frazar",56,85.06,897,763,"PuttingInside10",2012
188,188,"John Daly",50,84.9,715,607,"PuttingInside10",2012
189,189,"DJ Trahan",73,84.82,1192,1011,"PuttingInside10",2012
190,190,"Boo Weekley",74,84.44,1125,950,"PuttingInside10",2012
191,191,"Kyle Thompson",51,83.33,744,620,"PuttingInside10",2012
