"PuttingInside10_RANKTHISWEEK_2012","PuttingInside10_RANKLASTWEEK_2012","PuttingInside10_PLAYERNAME_2012","PuttingInside10_ROUNDS_2012","PuttingInside10_PctMADE_2012","PuttingInside10_ATTEMPTS_2012","PuttingInside10_PUTTSMADE_2012","stat_name","year"
1,1,"Brian Gay",91,90.27,1398,1262,"PuttingInside10",2012
2,2,"Luke Donald",63,90.17,844,761,"PuttingInside10",2012
3,3,"Carl Pettersson",92,89.69,1435,1287,"PuttingInside10",2012
4,4,"Jonas Blixt",72,89.43,1154,1032,"PuttingInside10",2012
5,5,"Jimmy Walker",101,89.4,1651,1476,"PuttingInside10",2012
6,6,"Bo Van Pelt",84,89.29,1167,1042,"PuttingInside10",2012
7,7,"Greg Chalmers",88,89.17,1357,1210,"PuttingInside10",2012
8,8,"David Hearn",95,89.15,1613,1438,"PuttingInside10",2012
9,9,"Steve Stricker",73,89.05,986,878,"PuttingInside10",2012
10,10,"Gavin Coles",72,89.02,1038,924,"PuttingInside10",2012
11,11,"Ian Poulter",57,88.97,698,621,"PuttingInside10",2012
12,12,"Louis Oosthuizen",65,88.81,876,778,"PuttingInside10",2012
12,12,"Kevin Streelman",89,88.81,1421,1262,"PuttingInside10",2012
14,14,"Ben Curtis",62,88.8,866,769,"PuttingInside10",2012
14,14,"Seung Yul Noh",105,88.8,1562,1387,"PuttingInside10",2012
16,16,"Matt Kuchar",86,88.73,1189,1055,"PuttingInside10",2012
17,17,"Jim Furyk",85,88.72,1188,1054,"PuttingInside10",2012
18,18,"JJ Henry",93,88.7,1301,1154,"PuttingInside10",2012
19,19,"Geoff Ogilvy",73,88.69,1008,894,"PuttingInside10",2012
20,20,"Sergio Garcia",57,88.68,795,705,"PuttingInside10",2012
20,20,"Bryce Molder",83,88.68,1263,1120,"PuttingInside10",2012
22,22,"Jason Day",57,88.65,846,750,"PuttingInside10",2012
22,22,"Garth Mulroy",59,88.65,846,750,"PuttingInside10",2012
24,24,"John Huh",99,88.61,1554,1377,"PuttingInside10",2012
25,25,"Pat Perez",81,88.58,1261,1117,"PuttingInside10",2012
26,26,"Richard Lee",71,88.57,1041,922,"PuttingInside10",2012
27,27,"Steve Wheatcroft",56,88.54,768,680,"PuttingInside10",2012
28,28,"William McGirt",96,88.52,1437,1272,"PuttingInside10",2012
29,29,"Mathew Goggin",65,88.51,1027,909,"PuttingInside10",2012
30,30,"Martin Flores",95,88.49,1451,1284,"PuttingInside10",2012
31,31,"Brandt Jobe",57,88.43,830,734,"PuttingInside10",2012
32,32,"Bud Cauley",99,88.38,1687,1491,"PuttingInside10",2012
33,33,"Derek Lamely",64,88.36,1014,896,"PuttingInside10",2012
33,33,"Rory McIlroy",60,88.36,730,645,"PuttingInside10",2012
35,35,"Phil Mickelson",79,88.3,1094,966,"PuttingInside10",2012
36,36,"Zach Johnson",95,88.29,1341,1184,"PuttingInside10",2012
37,37,"Dustin Johnson",70,88.26,971,857,"PuttingInside10",2012
38,38,"Brendan Steele",77,88.24,1182,1043,"PuttingInside10",2012
38,38,"David Toms",60,88.24,816,720,"PuttingInside10",2012
40,40,"Blake Adams",107,88.22,1621,1430,"PuttingInside10",2012
40,40,"Dicky Pride",62,88.22,900,794,"PuttingInside10",2012
42,42,"Kevin Na",80,88.17,1192,1051,"PuttingInside10",2012
43,43,"Roberto Castro",92,88.16,1393,1228,"PuttingInside10",2012
44,44,"Brandt Snedeker",81,88.15,1156,1019,"PuttingInside10",2012
45,45,"Colt Knost",79,88.14,1223,1078,"PuttingInside10",2012
46,46,"Bill Haas",79,88.09,1117,984,"PuttingInside10",2012
47,47,"Billy Horschel",63,88.08,889,783,"PuttingInside10",2012
48,48,"Billy Hurley III",70,88.07,1039,915,"PuttingInside10",2012
48,48,"Jeff Overton",101,88.07,1701,1498,"PuttingInside10",2012
48,48,"Tiger Woods",69,88.07,872,768,"PuttingInside10",2012
51,51,"Hunter Mahan",88,88.06,1189,1047,"PuttingInside10",2012
52,52,"James Driscoll",83,88.05,1297,1142,"PuttingInside10",2012
53,53,"David Mathis",83,88.03,1262,1111,"PuttingInside10",2012
54,54,"Stuart Appleby",75,88.02,1194,1051,"PuttingInside10",2012
55,55,"Ryan Palmer",81,87.95,1295,1139,"PuttingInside10",2012
56,56,"Tom Gillis",75,87.92,1275,1121,"PuttingInside10",2012
57,57,"Harris English",98,87.89,1602,1408,"PuttingInside10",2012
57,57,"Ryan Moore",89,87.89,1470,1292,"PuttingInside10",2012
57,57,"Scott Piercy",95,87.89,1569,1379,"PuttingInside10",2012
60,60,"Charlie Wi",86,87.88,1337,1175,"PuttingInside10",2012
61,61,"Daniel Chopra",55,87.85,790,694,"PuttingInside10",2012
61,61,"Troy Matteson",100,87.85,1515,1331,"PuttingInside10",2012
63,63,"Chris Couch",61,87.84,995,874,"PuttingInside10",2012
63,63,"Johnson Wagner",88,87.84,1382,1214,"PuttingInside10",2012
65,65,"Troy Kelly",68,87.82,936,822,"PuttingInside10",2012
66,66,"Aaron Baddeley",73,87.8,1016,892,"PuttingInside10",2012
