"MoneyLeadersFallSeries_RANKTHISWEEK_2008","MoneyLeadersFallSeries_RANKLASTWEEK_2008","MoneyLeadersFallSeries_PLAYERNAME_2008","MoneyLeadersFallSeries_EVENTS_2008","MoneyLeadersFallSeries_MONEY_2008","MoneyLeadersFallSeries_YTDVICTORIES_2008","stat_name","year"
55,55,"Rory Sabbatini",23,202800,33000,"MoneyLeadersFallSeries",2008
56,56,"Michael Sim",7,202758,18000,"MoneyLeadersFallSeries",2008
57,57,"Paul Goydos",25,197975,22000,"MoneyLeadersFallSeries",2008
58,58,"Chad Collins",24,178842,67000,"MoneyLeadersFallSeries",2008
59,59,"Stephen Ames",24,178685,33000,"MoneyLeadersFallSeries",2008
60,60,"Tom Pernice Jr",30,178260,22000,"MoneyLeadersFallSeries",2008
61,61,"Tag Ridings",29,177895,96000,"MoneyLeadersFallSeries",2008
62,62,"Brian Davis",34,177323,33000,"MoneyLeadersFallSeries",2008
63,63,"Jason Day",28,176058,22000,"MoneyLeadersFallSeries",2008
64,64,"Bo Van Pelt",32,171329,22000,"MoneyLeadersFallSeries",2008
65,65,"Casey Wittenberg",4,167520,4158000,"MoneyLeadersFallSeries",2008
66,66,"Mark Hensby",26,166146,83000,"MoneyLeadersFallSeries",2008
67,67,"Chris DiMarco",29,163779,97000,"MoneyLeadersFallSeries",2008
68,68,"Peter Lonard",30,158987,22000,"MoneyLeadersFallSeries",2008
69,69,"John Huston",18,157290,54000,"MoneyLeadersFallSeries",2008
70,70,"Charles Warren",29,156629,97000,"MoneyLeadersFallSeries",2008
71,71,"Shane Bertsch",29,154572,96000,"MoneyLeadersFallSeries",2008
72,72,"Jeff Maggert",28,154062,90000,"MoneyLeadersFallSeries",2008
73,73,"Kevin Stadler",30,139965,97000,"MoneyLeadersFallSeries",2008
74,74,"James Driscoll",28,137919,85000,"MoneyLeadersFallSeries",2008
75,75,"Brenden Pappas",24,136137,67000,"MoneyLeadersFallSeries",2008
76,76,"Brad Adamonis",29,133257,90000,"MoneyLeadersFallSeries",2008
77,77,"Todd Hamilton",28,127974,105000,"MoneyLeadersFallSeries",2008
78,78,"Martin Laird",29,127032,33000,"MoneyLeadersFallSeries",2008
79,79,"Sean OHair",25,123955,92000,"MoneyLeadersFallSeries",2008
80,80,"David Toms",20,117028,78000,"MoneyLeadersFallSeries",2008
81,81,"Charley Hoffman",29,115572,33000,"MoneyLeadersFallSeries",2008
82,82,"Nick Watney",27,112623,22000,"MoneyLeadersFallSeries",2008
83,83,"Rich Beem",29,112429,22000,"MoneyLeadersFallSeries",2008
84,84,"Dicky Pride",14,109260,40000,"MoneyLeadersFallSeries",2008
85,85,"Jimmy Walker",24,108490,67000,"MoneyLeadersFallSeries",2008
86,86,"Lee Janzen",28,108014,22000,"MoneyLeadersFallSeries",2008
87,87,"Jesper Parnevik",29,105879,22000,"MoneyLeadersFallSeries",2008
88,88,"Aaron Baddeley",22,102500,33000,"MoneyLeadersFallSeries",2008
89,89,"Patrick Sheehan",35,101523,22000,"MoneyLeadersFallSeries",2008
90,90,"Justin Leonard",25,99000,45000,"MoneyLeadersFallSeries",2008
91,91,"Doug LaBelle II",22,89936,70000,"MoneyLeadersFallSeries",2008
92,92,"Kent Jones",23,88761,63000,"MoneyLeadersFallSeries",2008
93,93,"Robert Gamez",26,88595,83000,"MoneyLeadersFallSeries",2008
94,94,"Carl Pettersson",29,87943,45000,"MoneyLeadersFallSeries",2008
95,95,"Todd Demsey",25,84723,74000,"MoneyLeadersFallSeries",2008
96,96,"John Riegger",24,83583,67000,"MoneyLeadersFallSeries",2008
97,97,"Steve Flesch",29,82236,22000,"MoneyLeadersFallSeries",2008
98,98,"Kevin Na",29,81636,22000,"MoneyLeadersFallSeries",2008
99,99,"Nathan Green",30,81277,99000,"MoneyLeadersFallSeries",2008
100,100,"Ryan Moore",24,79458,22000,"MoneyLeadersFallSeries",2008
101,101,"Mathias Gronberg",30,78642,97000,"MoneyLeadersFallSeries",2008
102,102,"YE Yang",29,76769,92000,"MoneyLeadersFallSeries",2008
103,103,"Billy Mayfair",29,75000,45000,"MoneyLeadersFallSeries",2008
104,104,"Bob Sowards",22,73690,58000,"MoneyLeadersFallSeries",2008
105,105,"Matt Jones",31,72899,99000,"MoneyLeadersFallSeries",2008
106,106,"David Duval",20,68687,65000,"MoneyLeadersFallSeries",2008
107,107,"Omar Uresti",24,67175,67000,"MoneyLeadersFallSeries",2008
108,108,"Richard Johnson",29,66304,92000,"MoneyLeadersFallSeries",2008
109,109,"Tim Clark",27,66137,45000,"MoneyLeadersFallSeries",2008
110,110,"JP Hayes",26,64954,88000,"MoneyLeadersFallSeries",2008
111,111,"Carlos Franco",25,62428,76000,"MoneyLeadersFallSeries",2008
112,112,"Michael Bradley",14,60869,38000,"MoneyLeadersFallSeries",2008
113,113,"Kenneth Ferrie",25,60374,76000,"MoneyLeadersFallSeries",2008
114,114,"Rod Pampling",28,59504,101000,"MoneyLeadersFallSeries",2008
115,115,"Frank Lickliter II",32,59373,22000,"MoneyLeadersFallSeries",2008
116,116,"Brett Quigley",25,59254,22000,"MoneyLeadersFallSeries",2008
117,117,"Daniel Chopra",27,57673,96000,"MoneyLeadersFallSeries",2008
118,118,"Olin Browne",27,49561,96000,"MoneyLeadersFallSeries",2008
119,119,"JB Holmes",26,49277,33000,"MoneyLeadersFallSeries",2008
120,120,"Steve Lowery",25,48664,78000,"MoneyLeadersFallSeries",2008
121,121,"Eric Axley",35,45997,33000,"MoneyLeadersFallSeries",2008
122,122,"Kyle Thompson",26,44516,78000,"MoneyLeadersFallSeries",2008
123,123,"John Merrick",28,42417,33000,"MoneyLeadersFallSeries",2008
124,124,"Brandt Jobe",19,39100,74000,"MoneyLeadersFallSeries",2008
124,124,"John Senden",28,39100,33000,"MoneyLeadersFallSeries",2008
126,126,"Justin Bolli",28,39080,22000,"MoneyLeadersFallSeries",2008
127,127,"Briny Baird",30,38604,45000,"MoneyLeadersFallSeries",2008
128,128,"Nick Flanagan",29,37803,92000,"MoneyLeadersFallSeries",2008
129,129,"Alejandro Canizares",16,36576,40000,"MoneyLeadersFallSeries",2008
130,130,"John Rollins",28,32660,22000,"MoneyLeadersFallSeries",2008
131,131,"Michael Thompson",4,32625,4590000,"MoneyLeadersFallSeries",2008
132,132,"Rocco Mediate",27,32500,22000,"MoneyLeadersFallSeries",2008
133,133,"Gavin Coles",16,32168,49000,"MoneyLeadersFallSeries",2008
134,134,"Parker McLachlin",27,30899,88000,"MoneyLeadersFallSeries",2008
135,135,"Chez Reavie",30,30501,33000,"MoneyLeadersFallSeries",2008
136,136,"Chris Riley",17,29530,49000,"MoneyLeadersFallSeries",2008
137,137,"Heath Slocum",29,29526,33000,"MoneyLeadersFallSeries",2008
138,138,"Marco Dawson",21,29476,67000,"MoneyLeadersFallSeries",2008
139,139,"Fred Couples",18,29058,64000,"MoneyLeadersFallSeries",2008
139,139,"Hunter Mahan",27,29058,45000,"MoneyLeadersFallSeries",2008
141,141,"Jason Allred",23,28643,63000,"MoneyLeadersFallSeries",2008
142,142,"Dan Forsman",11,26897,38000,"MoneyLeadersFallSeries",2008
142,142,"Paul Stankowski",13,26897,45000,"MoneyLeadersFallSeries",2008
144,144,"Billy Andrade",24,26412,85000,"MoneyLeadersFallSeries",2008
145,145,"Jerry Kelly",31,26208,33000,"MoneyLeadersFallSeries",2008
146,146,"Ron Whittaker",22,25800,63000,"MoneyLeadersFallSeries",2008
147,147,"Jeff Quinney",28,23666,105000,"MoneyLeadersFallSeries",2008
147,147,"Bubba Watson",29,23666,45000,"MoneyLeadersFallSeries",2008
149,149,"Dean Wilson",32,23433,33000,"MoneyLeadersFallSeries",2008
150,150,"Paul Claxton",23,23355,63000,"MoneyLeadersFallSeries",2008
151,151,"Bob Heintz",17,22678,45000,"MoneyLeadersFallSeries",2008
152,152,"Cody Freeman",26,22330,76000,"MoneyLeadersFallSeries",2008
153,153,"Jim McGovern",26,21245,76000,"MoneyLeadersFallSeries",2008
154,154,"Ryan Armour",32,21160,106000,"MoneyLeadersFallSeries",2008
155,155,"Jeff Gove",18,21052,54000,"MoneyLeadersFallSeries",2008
156,156,"Craig Kanada",23,20248,67000,"MoneyLeadersFallSeries",2008
157,157,"Jhonattan Vegas",1,19828,810000,"MoneyLeadersFallSeries",2008
159,159,"Guy Boros",6,19080,15000,"MoneyLeadersFallSeries",2008
159,159,"Jay Williamson",33,19080,33000,"MoneyLeadersFallSeries",2008
159,159,"Garrett Willis",11,19080,38000,"MoneyLeadersFallSeries",2008
162,162,"Kirk Triplett",9,15988,13000,"MoneyLeadersFallSeries",2008
163,163,"Stewart Cink",23,15640,45000,"MoneyLeadersFallSeries",2008
163,163,"Ted Purdy",25,15640,76000,"MoneyLeadersFallSeries",2008
165,165,"John Daly",17,14040,66000,"MoneyLeadersFallSeries",2008
166,166,"Brett Rumford",26,12840,81000,"MoneyLeadersFallSeries",2008
166,166,"Johnson Wagner",26,12840,33000,"MoneyLeadersFallSeries",2008
168,168,"Joey Sindelar",5,12060,13000,"MoneyLeadersFallSeries",2008
169,169,"Jonathan Byrd",27,11885,33000,"MoneyLeadersFallSeries",2008
170,170,"John Douma",1,11150,9e+05,"MoneyLeadersFallSeries",2008
171,171,"Boo Weekley",24,10568,33000,"MoneyLeadersFallSeries",2008
172,172,"Chip Deason",1,10350,828000,"MoneyLeadersFallSeries",2008
172,172,"Jason Dufner",16,10350,45000,"MoneyLeadersFallSeries",2008
174,174,"Erik Compton",1,10074,828000,"MoneyLeadersFallSeries",2008
175,175,"David Lutterus",23,9798,63000,"MoneyLeadersFallSeries",2008
176,176,"Dudley Hart",22,9614,45000,"MoneyLeadersFallSeries",2008
177,177,"Ben Crane",25,9491,33000,"MoneyLeadersFallSeries",2008
178,178,"Spike McRoy",4,9490,11000,"MoneyLeadersFallSeries",2008
179,179,"Tommy Armour III",25,9350,33000,"MoneyLeadersFallSeries",2008
179,179,"Scott McCarron",22,9350,22000,"MoneyLeadersFallSeries",2008
181,181,"Glen Day",19,9200,22000,"MoneyLeadersFallSeries",2008
182,182,"Rod Perry",1,9154,828000,"MoneyLeadersFallSeries",2008
183,183,"Mike Ruiz",1,8692,738000,"MoneyLeadersFallSeries",2008
184,184,"JL Lewis",16,8685,58000,"MoneyLeadersFallSeries",2008
185,185,"Notah Begay III",9,7992,22000,"MoneyLeadersFallSeries",2008
185,185,"Andrew Buckle",15,7992,45000,"MoneyLeadersFallSeries",2008
185,185,"Larry Mize",16,7992,58000,"MoneyLeadersFallSeries",2008
188,188,"Mark Brooks",17,7488,63000,"MoneyLeadersFallSeries",2008
188,188,"Tom Byrum",12,7488,40000,"MoneyLeadersFallSeries",2008
188,188,"Len Mattiace",11,7488,40000,"MoneyLeadersFallSeries",2008
191,191,"Casey Bourque",1,7462,738000,"MoneyLeadersFallSeries",2008
192,192,"Neal Lancaster",9,7092,27000,"MoneyLeadersFallSeries",2008
193,193,"Bart Bryant",23,6696,33000,"MoneyLeadersFallSeries",2008
