"Par4ScoringAverage_RANKTHISWEEK_2010","Par4ScoringAverage_RANKLASTWEEK_2010","Par4ScoringAverage_PLAYERNAME_2010","Par4ScoringAverage_ROUNDS_2010","Par4ScoringAverage_AVG_2010","Par4ScoringAverage_TOTALSTROKES_2010","Par4ScoringAverage_TOTALHOLES_2010","stat_name","year"
1,NA,"Joe Durant",67,3.95,2894,732,"Par4ScoringAverage",2010
2,NA,"Matt Kuchar",97,3.96,4106,1038,"Par4ScoringAverage",2010
3,NA,"Carl Pettersson",99,3.97,4212,1062,"Par4ScoringAverage",2010
3,NA,"Dean Wilson",54,3.97,2350,592,"Par4ScoringAverage",2010
5,NA,"Paul Casey",64,3.98,2595,652,"Par4ScoringAverage",2010
5,NA,"Ernie Els",72,3.98,3024,760,"Par4ScoringAverage",2010
5,NA,"Charlie Wi",95,3.98,4106,1031,"Par4ScoringAverage",2010
8,NA,"Chris Couch",66,3.99,2812,704,"Par4ScoringAverage",2010
8,NA,"Graham DeLaet",88,3.99,3810,956,"Par4ScoringAverage",2010
8,NA,"Jim Furyk",76,3.99,3194,800,"Par4ScoringAverage",2010
8,NA,"Retief Goosen",75,3.99,3123,782,"Par4ScoringAverage",2010
8,NA,"Freddie Jacobson",83,3.99,3608,905,"Par4ScoringAverage",2010
8,NA,"Rory McIlroy",54,3.99,2289,574,"Par4ScoringAverage",2010
8,NA,"Bryce Molder",84,3.99,3589,900,"Par4ScoringAverage",2010
8,NA,"Pat Perez",90,3.99,3875,970,"Par4ScoringAverage",2010
8,NA,"Chris Riley",73,3.99,3209,804,"Par4ScoringAverage",2010
8,NA,"Steve Stricker",73,3.99,3160,792,"Par4ScoringAverage",2010
8,NA,"Bo Van Pelt",104,3.99,4549,1140,"Par4ScoringAverage",2010
19,NA,"Ricky Barnes",103,4,4457,1114,"Par4ScoringAverage",2010
19,NA,"Ben Crane",85,4,3584,897,"Par4ScoringAverage",2010
