"FirstTeeEarlyLowestRound_RANKTHISWEEK_2008","FirstTeeEarlyLowestRound_RANKLASTWEEK_2008","FirstTeeEarlyLowestRound_PLAYERNAME_2008","FirstTeeEarlyLowestRound_ROUNDS_2008","FirstTeeEarlyLowestRound_LOWRND_2008","stat_name","year"
33,33,"Chris DiMarco",87,64,"FirstTeeEarlyLowestRound",2008
33,33,"Luke Donald",35,64,"FirstTeeEarlyLowestRound",2008
33,33,"Joe Durant",92,64,"FirstTeeEarlyLowestRound",2008
33,33,"Bob Estes",90,64,"FirstTeeEarlyLowestRound",2008
33,33,"Nick Flanagan",89,64,"FirstTeeEarlyLowestRound",2008
33,33,"Mathew Goggin",91,64,"FirstTeeEarlyLowestRound",2008
33,33,"JJ Henry",108,64,"FirstTeeEarlyLowestRound",2008
33,33,"JB Holmes",86,64,"FirstTeeEarlyLowestRound",2008
33,33,"Richard Johnson",77,64,"FirstTeeEarlyLowestRound",2008
33,33,"Zach Johnson",85,64,"FirstTeeEarlyLowestRound",2008
33,33,"Matt Jones",95,64,"FirstTeeEarlyLowestRound",2008
33,33,"Cliff Kresge",84,64,"FirstTeeEarlyLowestRound",2008
33,33,"Justin Leonard",101,64,"FirstTeeEarlyLowestRound",2008
33,33,"Davis Love III",78,64,"FirstTeeEarlyLowestRound",2008
33,33,"Steve Lowery",74,64,"FirstTeeEarlyLowestRound",2008
33,33,"David Lutterus",59,64,"FirstTeeEarlyLowestRound",2008
33,33,"Will Ma Kenzie",62,64,"FirstTeeEarlyLowestRound",2008
33,33,"Jeff Maggert",86,64,"FirstTeeEarlyLowestRound",2008
33,33,"John Mallinger",95,64,"FirstTeeEarlyLowestRound",2008
33,33,"Kevin Na",97,64,"FirstTeeEarlyLowestRound",2008
33,33,"Arron Oberholser",33,64,"FirstTeeEarlyLowestRound",2008
33,33,"Brenden Pappas",66,64,"FirstTeeEarlyLowestRound",2008
33,33,"Corey Pavin",69,64,"FirstTeeEarlyLowestRound",2008
33,33,"Kenny Perry",97,64,"FirstTeeEarlyLowestRound",2008
33,33,"Chez Reavie",102,64,"FirstTeeEarlyLowestRound",2008
33,33,"Tag Ridings",88,64,"FirstTeeEarlyLowestRound",2008
33,33,"John Rollins",94,64,"FirstTeeEarlyLowestRound",2008
33,33,"Michael Sim",27,64,"FirstTeeEarlyLowestRound",2008
33,33,"Scott Sterling",89,64,"FirstTeeEarlyLowestRound",2008
33,33,"Chris Stroud",81,64,"FirstTeeEarlyLowestRound",2008
33,33,"Vaughn Taylor",103,64,"FirstTeeEarlyLowestRound",2008
33,33,"David Toms",70,64,"FirstTeeEarlyLowestRound",2008
33,33,"Marc Turnesa",87,64,"FirstTeeEarlyLowestRound",2008
33,33,"Bob Tway",70,64,"FirstTeeEarlyLowestRound",2008
33,33,"Omar Uresti",74,64,"FirstTeeEarlyLowestRound",2008
33,33,"Bo Van Pelt",101,64,"FirstTeeEarlyLowestRound",2008
33,33,"Garrett Willis",34,64,"FirstTeeEarlyLowestRound",2008
78,78,"Stephen Ames",83,65,"FirstTeeEarlyLowestRound",2008
78,78,"Aaron Baddeley",76,65,"FirstTeeEarlyLowestRound",2008
78,78,"Brian Bateman",48,65,"FirstTeeEarlyLowestRound",2008
78,78,"Bart Bryant",81,65,"FirstTeeEarlyLowestRound",2008
78,78,"Chad Collins",72,65,"FirstTeeEarlyLowestRound",2008
78,78,"Ben Curtis",80,65,"FirstTeeEarlyLowestRound",2008
78,78,"Brian Davis",108,65,"FirstTeeEarlyLowestRound",2008
78,78,"Jason Day",81,65,"FirstTeeEarlyLowestRound",2008
78,78,"James Driscoll",85,65,"FirstTeeEarlyLowestRound",2008
78,78,"Ken Duke",116,65,"FirstTeeEarlyLowestRound",2008
78,78,"Harrison Frazar",73,65,"FirstTeeEarlyLowestRound",2008
78,78,"Robert Garrigus",90,65,"FirstTeeEarlyLowestRound",2008
78,78,"Lucas Glover",91,65,"FirstTeeEarlyLowestRound",2008
78,78,"Bill Haas",99,65,"FirstTeeEarlyLowestRound",2008
78,78,"Hidemasa Hoshino",4,65,"FirstTeeEarlyLowestRound",2008
78,78,"Freddie Jacobson",78,65,"FirstTeeEarlyLowestRound",2008
78,78,"Brandt Jobe",52,65,"FirstTeeEarlyLowestRound",2008
78,78,"Dustin Johnson",92,65,"FirstTeeEarlyLowestRound",2008
78,78,"Kent Jones",68,65,"FirstTeeEarlyLowestRound",2008
78,78,"Greg Kraft",63,65,"FirstTeeEarlyLowestRound",2008
78,78,"Frank Lickliter II",107,65,"FirstTeeEarlyLowestRound",2008
78,78,"Steve Marino",119,65,"FirstTeeEarlyLowestRound",2008
78,78,"Jon Mills",95,65,"FirstTeeEarlyLowestRound",2008
78,78,"Nick OHern",82,65,"FirstTeeEarlyLowestRound",2008
78,78,"Geoff Ogilvy",65,65,"FirstTeeEarlyLowestRound",2008
78,78,"Jeff Overton",103,65,"FirstTeeEarlyLowestRound",2008
78,78,"Rod Pampling",83,65,"FirstTeeEarlyLowestRound",2008
78,78,"Tim Petrovic",97,65,"FirstTeeEarlyLowestRound",2008
78,78,"Stephen Poole",4,65,"FirstTeeEarlyLowestRound",2008
78,78,"Andres Romero",69,65,"FirstTeeEarlyLowestRound",2008
78,78,"Patrick Sheehan",124,65,"FirstTeeEarlyLowestRound",2008
78,78,"Heath Slocum",104,65,"FirstTeeEarlyLowestRound",2008
78,78,"Paul Stankowski",38,65,"FirstTeeEarlyLowestRound",2008
78,78,"Chip Sullivan",18,65,"FirstTeeEarlyLowestRound",2008
78,78,"Michael Thompson",14,65,"FirstTeeEarlyLowestRound",2008
78,78,"Scott Verplank",82,65,"FirstTeeEarlyLowestRound",2008
78,78,"Camilo Villegas",79,65,"FirstTeeEarlyLowestRound",2008
78,78,"Jimmy Walker",73,65,"FirstTeeEarlyLowestRound",2008
78,78,"Charles Warren",79,65,"FirstTeeEarlyLowestRound",2008
78,78,"Charlie Wi",97,65,"FirstTeeEarlyLowestRound",2008
118,118,"Brad Adamonis",87,66,"FirstTeeEarlyLowestRound",2008
118,118,"Robert Allenby",108,66,"FirstTeeEarlyLowestRound",2008
118,118,"Billy Andrade",71,66,"FirstTeeEarlyLowestRound",2008
118,118,"Stuart Appleby",87,66,"FirstTeeEarlyLowestRound",2008
118,118,"Woody Austin",109,66,"FirstTeeEarlyLowestRound",2008
118,118,"Ryan Blaum",4,66,"FirstTeeEarlyLowestRound",2008
118,118,"Jason Bohn",45,66,"FirstTeeEarlyLowestRound",2008
118,118,"Michael Bradley",40,66,"FirstTeeEarlyLowestRound",2008
118,118,"Mark Brooks",48,66,"FirstTeeEarlyLowestRound",2008
118,118,"Jonathan Byrd",88,66,"FirstTeeEarlyLowestRound",2008
118,118,"Mark Calcavecchia",67,66,"FirstTeeEarlyLowestRound",2008
118,118,"Alejandro Canizares",52,66,"FirstTeeEarlyLowestRound",2008
118,118,"Paul Casey",55,66,"FirstTeeEarlyLowestRound",2008
118,118,"Alex Cejka",75,66,"FirstTeeEarlyLowestRound",2008
118,118,"Daniel Chopra",84,66,"FirstTeeEarlyLowestRound",2008
118,118,"John Daly",43,66,"FirstTeeEarlyLowestRound",2008
118,118,"Niclas Fasth",32,66,"FirstTeeEarlyLowestRound",2008
118,118,"Kenneth Ferrie",72,66,"FirstTeeEarlyLowestRound",2008
118,118,"Jim Furyk",95,66,"FirstTeeEarlyLowestRound",2008
118,118,"Tommy Gainey",60,66,"FirstTeeEarlyLowestRound",2008
118,118,"Brian Gay",102,66,"FirstTeeEarlyLowestRound",2008
118,118,"Retief Goosen",59,66,"FirstTeeEarlyLowestRound",2008
118,118,"Jason Gore",94,66,"FirstTeeEarlyLowestRound",2008
118,118,"Paul Goydos",78,66,"FirstTeeEarlyLowestRound",2008
118,118,"Nathan Green",95,66,"FirstTeeEarlyLowestRound",2008
118,118,"Padraig Harrington",52,66,"FirstTeeEarlyLowestRound",2008
118,118,"JP Hayes",67,66,"FirstTeeEarlyLowestRound",2008
118,118,"Mark Hensby",71,66,"FirstTeeEarlyLowestRound",2008
118,118,"Charles Howell III",101,66,"FirstTeeEarlyLowestRound",2008
118,118,"Ryuji Imada",80,66,"FirstTeeEarlyLowestRound",2008
118,118,"Craig Kanada",65,66,"FirstTeeEarlyLowestRound",2008
118,118,"Jonathan Kaye",22,66,"FirstTeeEarlyLowestRound",2008
118,118,"Soren Kjeldsen",8,66,"FirstTeeEarlyLowestRound",2008
118,118,"Neal Lancaster",28,66,"FirstTeeEarlyLowestRound",2008
118,118,"Danny Lee",6,66,"FirstTeeEarlyLowestRound",2008
118,118,"Tom Lehman",51,66,"FirstTeeEarlyLowestRound",2008
118,118,"Peter Lonard",92,66,"FirstTeeEarlyLowestRound",2008
118,118,"Troy Matteson",94,66,"FirstTeeEarlyLowestRound",2008
118,118,"Rocco Mediate",87,66,"FirstTeeEarlyLowestRound",2008
118,118,"Joe Ogilvie",100,66,"FirstTeeEarlyLowestRound",2008
118,118,"Ryan Palmer",69,66,"FirstTeeEarlyLowestRound",2008
118,118,"Jesper Parnevik",88,66,"FirstTeeEarlyLowestRound",2008
118,118,"Jeff Quinney",87,66,"FirstTeeEarlyLowestRound",2008
118,118,"John Riegger",73,66,"FirstTeeEarlyLowestRound",2008
118,118,"Chris Riley",51,66,"FirstTeeEarlyLowestRound",2008
118,118,"Justin Rose",46,66,"FirstTeeEarlyLowestRound",2008
118,118,"Rory Sabbatini",77,66,"FirstTeeEarlyLowestRound",2008
118,118,"Tom Scherrer",56,66,"FirstTeeEarlyLowestRound",2008
118,118,"Adam Scott",51,66,"FirstTeeEarlyLowestRound",2008
118,118,"John Senden",93,66,"FirstTeeEarlyLowestRound",2008
118,118,"Brandt Snedeker",85,66,"FirstTeeEarlyLowestRound",2008
118,118,"Kevin Sutherland",98,66,"FirstTeeEarlyLowestRound",2008
118,118,"Nicholas Thompson",113,66,"FirstTeeEarlyLowestRound",2008
118,118,"Nick Watney",96,66,"FirstTeeEarlyLowestRound",2008
118,118,"Bubba Watson",97,66,"FirstTeeEarlyLowestRound",2008
118,118,"Mark Wilson",107,66,"FirstTeeEarlyLowestRound",2008
118,118,"YE Yang",89,66,"FirstTeeEarlyLowestRound",2008
175,175,"Ryan Armour",87,67,"FirstTeeEarlyLowestRound",2008
175,175,"Craig Barlow",43,67,"FirstTeeEarlyLowestRound",2008
175,175,"Notah Begay III",24,67,"FirstTeeEarlyLowestRound",2008
175,175,"Tom Byrum",36,67,"FirstTeeEarlyLowestRound",2008
175,175,"Stewart Cink",87,67,"FirstTeeEarlyLowestRound",2008
175,175,"Robert Damron",22,67,"FirstTeeEarlyLowestRound",2008
175,175,"Todd Demsey",80,67,"FirstTeeEarlyLowestRound",2008
175,175,"Tony Finau",2,67,"FirstTeeEarlyLowestRound",2008
175,175,"Richard Finch",8,67,"FirstTeeEarlyLowestRound",2008
175,175,"Steve Flesch",95,67,"FirstTeeEarlyLowestRound",2008
175,175,"Philip Francis",4,67,"FirstTeeEarlyLowestRound",2008
175,175,"Carlos Franco",73,67,"FirstTeeEarlyLowestRound",2008
175,175,"Robert Gamez",79,67,"FirstTeeEarlyLowestRound",2008
175,175,"Jeff Gove",50,67,"FirstTeeEarlyLowestRound",2008
175,175,"Richard Green",29,67,"FirstTeeEarlyLowestRound",2008
175,175,"Mathias Gronberg",87,67,"FirstTeeEarlyLowestRound",2008
175,175,"Todd Hamilton",92,67,"FirstTeeEarlyLowestRound",2008
175,175,"Anders Hansen",17,67,"FirstTeeEarlyLowestRound",2008
175,175,"David Howell",10,67,"FirstTeeEarlyLowestRound",2008
175,175,"John Huston",56,67,"FirstTeeEarlyLowestRound",2008
175,175,"Trevor Immelman",70,67,"FirstTeeEarlyLowestRound",2008
175,175,"Lee Janzen",89,67,"FirstTeeEarlyLowestRound",2008
175,175,"Pete Jordan",4,67,"FirstTeeEarlyLowestRound",2008
175,175,"Robert Karlsson",29,67,"FirstTeeEarlyLowestRound",2008
175,175,"Jerry Kelly",89,67,"FirstTeeEarlyLowestRound",2008
175,175,"Anthony Kim",81,67,"FirstTeeEarlyLowestRound",2008
175,175,"Bob May",15,67,"FirstTeeEarlyLowestRound",2008
175,175,"Paul McGinley",4,67,"FirstTeeEarlyLowestRound",2008
175,175,"John Merrick",98,67,"FirstTeeEarlyLowestRound",2008
175,175,"Phil Mickelson",80,67,"FirstTeeEarlyLowestRound",2008
175,175,"Larry Mize",46,67,"FirstTeeEarlyLowestRound",2008
175,175,"Ryan Moore",72,67,"FirstTeeEarlyLowestRound",2008
175,175,"Jin Park",85,67,"FirstTeeEarlyLowestRound",2008
175,175,"Dicky Pride",39,67,"FirstTeeEarlyLowestRound",2008
175,175,"Ted Purdy",68,67,"FirstTeeEarlyLowestRound",2008
175,175,"Brett Quigley",80,67,"FirstTeeEarlyLowestRound",2008
175,175,"Adam Short",2,67,"FirstTeeEarlyLowestRound",2008
175,175,"Webb Simpson",18,67,"FirstTeeEarlyLowestRound",2008
175,175,"Kevin Stadler",90,67,"FirstTeeEarlyLowestRound",2008
175,175,"Roland Thatcher",41,67,"FirstTeeEarlyLowestRound",2008
175,175,"Kyle Thompson",70,67,"FirstTeeEarlyLowestRound",2008
175,175,"Jhonattan Vegas",4,67,"FirstTeeEarlyLowestRound",2008
175,175,"Ron Whittaker",54,67,"FirstTeeEarlyLowestRound",2008
175,175,"Tiger Woods",26,67,"FirstTeeEarlyLowestRound",2008
220,220,"Thomas Aiken",4,68,"FirstTeeEarlyLowestRound",2008
220,220,"Tommy Armour III",77,68,"FirstTeeEarlyLowestRound",2008
220,220,"Paul Azinger",21,68,"FirstTeeEarlyLowestRound",2008
220,220,"Justin Bolli",87,68,"FirstTeeEarlyLowestRound",2008
220,220,"Guy Boros",17,68,"FirstTeeEarlyLowestRound",2008
220,220,"Olin Browne",77,68,"FirstTeeEarlyLowestRound",2008
220,220,"Andrew Buckle",46,68,"FirstTeeEarlyLowestRound",2008
220,220,"Angel Cabrera",55,68,"FirstTeeEarlyLowestRound",2008
220,220,"Paul Claxton",63,68,"FirstTeeEarlyLowestRound",2008
220,220,"Jose Coceres",37,68,"FirstTeeEarlyLowestRound",2008
220,220,"Gavin Coles",54,68,"FirstTeeEarlyLowestRound",2008
220,220,"Fred Couples",60,68,"FirstTeeEarlyLowestRound",2008
220,220,"Marco Dawson",64,68,"FirstTeeEarlyLowestRound",2008
220,220,"Glen Day",64,68,"FirstTeeEarlyLowestRound",2008
220,220,"Stuart Deane",6,68,"FirstTeeEarlyLowestRound",2008
220,220,"Jason Dufner",49,68,"FirstTeeEarlyLowestRound",2008
220,220,"Ernie Els",51,68,"FirstTeeEarlyLowestRound",2008
220,220,"Dan Forsman",36,68,"FirstTeeEarlyLowestRound",2008
220,220,"Cody Freeman",66,68,"FirstTeeEarlyLowestRound",2008
220,220,"Fred Funk",42,68,"FirstTeeEarlyLowestRound",2008
220,220,"Sergio Garcia",72,68,"FirstTeeEarlyLowestRound",2008
220,220,"Rob Grube",4,68,"FirstTeeEarlyLowestRound",2008
220,220,"Dudley Hart",74,68,"FirstTeeEarlyLowestRound",2008
220,220,"Gregory Havret",8,68,"FirstTeeEarlyLowestRound",2008
220,220,"Bob Heintz",48,68,"FirstTeeEarlyLowestRound",2008
220,220,"Miguel Angel Jimenez",25,68,"FirstTeeEarlyLowestRound",2008
220,220,"Martin Kaymer",23,68,"FirstTeeEarlyLowestRound",2008
220,220,"Doug LaBelle II",65,68,"FirstTeeEarlyLowestRound",2008
220,220,"JL Lewis",40,68,"FirstTeeEarlyLowestRound",2008
220,220,"Prayad Marksaeng",11,68,"FirstTeeEarlyLowestRound",2008
220,220,"Pablo Martin Benavides",10,68,"FirstTeeEarlyLowestRound",2008
220,220,"Shigeki Maruyama",50,68,"FirstTeeEarlyLowestRound",2008
220,220,"Billy Mayfair",103,68,"FirstTeeEarlyLowestRound",2008
220,220,"Graeme McDowell",16,68,"FirstTeeEarlyLowestRound",2008
220,220,"Shaun Micheel",45,68,"FirstTeeEarlyLowestRound",2008
220,220,"DA Points",12,68,"FirstTeeEarlyLowestRound",2008
220,220,"Alvaro Quiros",8,68,"FirstTeeEarlyLowestRound",2008
220,220,"Jeev Milkha Singh",18,68,"FirstTeeEarlyLowestRound",2008
220,220,"Henrik Stenson",36,68,"FirstTeeEarlyLowestRound",2008
220,220,"Scott Strange",8,68,"FirstTeeEarlyLowestRound",2008
220,220,"Toru Taniguchi",17,68,"FirstTeeEarlyLowestRound",2008
220,220,"Peter Tomasulo",5,68,"FirstTeeEarlyLowestRound",2008
220,220,"Kirk Triplett",25,68,"FirstTeeEarlyLowestRound",2008
220,220,"Lee Westwood",32,68,"FirstTeeEarlyLowestRound",2008
220,220,"Brett Wetterich",36,68,"FirstTeeEarlyLowestRound",2008
220,220,"Oliver Wilson",12,68,"FirstTeeEarlyLowestRound",2008
220,220,"Casey Wittenberg",12,68,"FirstTeeEarlyLowestRound",2008
267,267,"Fulton Allem",3,69,"FirstTeeEarlyLowestRound",2008
267,267,"Bubba Dickerson",4,69,"FirstTeeEarlyLowestRound",2008
267,267,"Nick Dougherty",24,69,"FirstTeeEarlyLowestRound",2008
267,267,"David Duval",51,69,"FirstTeeEarlyLowestRound",2008
267,267,"Brent Geiberger",26,69,"FirstTeeEarlyLowestRound",2008
267,267,"Soren Hansen",27,69,"FirstTeeEarlyLowestRound",2008
267,267,"Matt Harmon",2,69,"FirstTeeEarlyLowestRound",2008
267,267,"Brendan Jones",15,69,"FirstTeeEarlyLowestRound",2008
267,267,"Skip Kendall",15,69,"FirstTeeEarlyLowestRound",2008
267,267,"Chris Kirk",11,69,"FirstTeeEarlyLowestRound",2008
267,267,"Colt Knost",13,69,"FirstTeeEarlyLowestRound",2008
267,267,"Stephen Leaney",53,69,"FirstTeeEarlyLowestRound",2008
267,267,"Ian Leggatt",17,69,"FirstTeeEarlyLowestRound",2008
267,267,"WC Liang",20,69,"FirstTeeEarlyLowestRound",2008
267,267,"Dick Mast",2,69,"FirstTeeEarlyLowestRound",2008
267,267,"Len Mattiace",31,69,"FirstTeeEarlyLowestRound",2008
267,267,"Yusaku Miyazato",4,69,"FirstTeeEarlyLowestRound",2008
267,267,"Mark OMeara",14,69,"FirstTeeEarlyLowestRound",2008
267,267,"Ian Poulter",51,69,"FirstTeeEarlyLowestRound",2008
267,267,"Mike Ruiz",4,69,"FirstTeeEarlyLowestRound",2008
267,267,"Brett Rumford",72,69,"FirstTeeEarlyLowestRound",2008
267,267,"Chris Smith",13,69,"FirstTeeEarlyLowestRound",2008
267,267,"Diego Vanegas",4,69,"FirstTeeEarlyLowestRound",2008
290,290,"Adam Bland",2,70,"FirstTeeEarlyLowestRound",2008
290,290,"Casey Bourque",3,70,"FirstTeeEarlyLowestRound",2008
290,290,"Mark Brown",12,70,"FirstTeeEarlyLowestRound",2008
290,290,"Ross Fisher",19,70,"FirstTeeEarlyLowestRound",2008
290,290,"Robert Floyd",8,70,"FirstTeeEarlyLowestRound",2008
290,290,"Alastair Forsyth",8,70,"FirstTeeEarlyLowestRound",2008
290,290,"Rickie Fowler",6,70,"FirstTeeEarlyLowestRound",2008
290,290,"Jim Gallagher Jr",17,70,"FirstTeeEarlyLowestRound",2008
290,290,"Tom Gillis",10,70,"FirstTeeEarlyLowestRound",2008
290,290,"Mike Johnston",2,70,"FirstTeeEarlyLowestRound",2008
290,290,"Peter Karmis",4,70,"FirstTeeEarlyLowestRound",2008
290,290,"Derek Lamely",4,70,"FirstTeeEarlyLowestRound",2008
290,290,"Jamie Lovemark",14,70,"FirstTeeEarlyLowestRound",2008
290,290,"Andrew Magee",9,70,"FirstTeeEarlyLowestRound",2008
290,290,"Andrew McLardy",6,70,"FirstTeeEarlyLowestRound",2008
290,290,"Spike McRoy",13,70,"FirstTeeEarlyLowestRound",2008
290,290,"Kiyoshi Miyazato",4,70,"FirstTeeEarlyLowestRound",2008
290,290,"Alexander Noren",4,70,"FirstTeeEarlyLowestRound",2008
290,290,"Greg Norman",11,70,"FirstTeeEarlyLowestRound",2008
290,290,"Deane Pappas",8,70,"FirstTeeEarlyLowestRound",2008
290,290,"Andrew Parr",4,70,"FirstTeeEarlyLowestRound",2008
290,290,"Travis Perkins",53,70,"FirstTeeEarlyLowestRound",2008
290,290,"Fran Quinn",2,70,"FirstTeeEarlyLowestRound",2008
290,290,"Joey Sindelar",15,70,"FirstTeeEarlyLowestRound",2008
290,290,"Richard Sterne",25,70,"FirstTeeEarlyLowestRound",2008
290,290,"Graeme Storm",10,70,"FirstTeeEarlyLowestRound",2008
290,290,"Paul Trittler",2,70,"FirstTeeEarlyLowestRound",2008
290,290,"Jean Van de Velde",4,70,"FirstTeeEarlyLowestRound",2008
290,290,"Grant Waite",17,70,"FirstTeeEarlyLowestRound",2008
290,290,"Chris Wood",4,70,"FirstTeeEarlyLowestRound",2008
320,320,"Michael Campbell",16,71,"FirstTeeEarlyLowestRound",2008
320,320,"Ariel Canete",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Chip Deason",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Robert Dinwiddie",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Keiichiro Fukabori",2,71,"FirstTeeEarlyLowestRound",2008
320,320,"Peter Hanson",13,71,"FirstTeeEarlyLowestRound",2008
320,320,"Gabriel Hjertstedt",10,71,"FirstTeeEarlyLowestRound",2008
320,320,"Simon Khan",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"James Kingston",16,71,"FirstTeeEarlyLowestRound",2008
320,320,"Pablo Larrazabal",10,71,"FirstTeeEarlyLowestRound",2008
320,320,"Rick Leibovich",7,71,"FirstTeeEarlyLowestRound",2008
320,320,"Jarrod Lyle",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Daisuke Maruyama",12,71,"FirstTeeEarlyLowestRound",2008
320,320,"David Morland IV",2,71,"FirstTeeEarlyLowestRound",2008
320,320,"John Morse",21,71,"FirstTeeEarlyLowestRound",2008
320,320,"Dennis Paulson",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Cameron Peck",2,71,"FirstTeeEarlyLowestRound",2008
320,320,"Scott Piercy",6,71,"FirstTeeEarlyLowestRound",2008
320,320,"Jake Roos",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Jim Rutledge",2,71,"FirstTeeEarlyLowestRound",2008
320,320,"Brady Schnell",2,71,"FirstTeeEarlyLowestRound",2008
320,320,"Nick Taylor",6,71,"FirstTeeEarlyLowestRound",2008
320,320,"Paul Waring",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Drew Weaver",8,71,"FirstTeeEarlyLowestRound",2008
320,320,"Erik Wolf",4,71,"FirstTeeEarlyLowestRound",2008
320,320,"Ian Woosnam",4,71,"FirstTeeEarlyLowestRound",2008
346,346,"David Berganio Jr",2,72,"FirstTeeEarlyLowestRound",2008
346,346,"Rafael Campos",3,72,"FirstTeeEarlyLowestRound",2008
346,346,"Alex Ching",2,72,"FirstTeeEarlyLowestRound",2008
346,346,"Kris Cox",17,72,"FirstTeeEarlyLowestRound",2008
346,346,"Andrew Dresser",4,72,"FirstTeeEarlyLowestRound",2008
346,346,"Brad Faxon",6,72,"FirstTeeEarlyLowestRound",2008
346,346,"David Frost",9,72,"FirstTeeEarlyLowestRound",2008
346,346,"David Hearn",6,72,"FirstTeeEarlyLowestRound",2008
346,346,"Scott Hoch",4,72,"FirstTeeEarlyLowestRound",2008
346,346,"Tripp Isenhour",2,72,"FirstTeeEarlyLowestRound",2008
346,346,"Jason Knutzon",2,72,"FirstTeeEarlyLowestRound",2008
346,346,"JT Kohut",6,72,"FirstTeeEarlyLowestRound",2008
346,346,"Spencer Levin",4,72,"FirstTeeEarlyLowestRound",2008
346,346,"Ross McGowan",4,72,"FirstTeeEarlyLowestRound",2008
346,346,"Jonathan Moore",7,72,"FirstTeeEarlyLowestRound",2008
346,346,"Wilfredo Morales",3,72,"FirstTeeEarlyLowestRound",2008
346,346,"Jose Maria Olazabal",12,72,"FirstTeeEarlyLowestRound",2008
346,346,"Louis Oosthuizen",10,72,"FirstTeeEarlyLowestRound",2008
346,346,"David Peoples",4,72,"FirstTeeEarlyLowestRound",2008
346,346,"Dustin Risdon",3,72,"FirstTeeEarlyLowestRound",2008
346,346,"Chris Rogers",2,72,"FirstTeeEarlyLowestRound",2008
346,346,"Ted Schulz",4,72,"FirstTeeEarlyLowestRound",2008
346,346,"Jim Schuman",2,72,"FirstTeeEarlyLowestRound",2008
346,346,"Craig Stadler",5,72,"FirstTeeEarlyLowestRound",2008
