"Par5ScoringAverage_RANKTHISWEEK_2015","Par5ScoringAverage_RANKLASTWEEK_2015","Par5ScoringAverage_PLAYERNAME_2015","Par5ScoringAverage_ROUNDS_2015","Par5ScoringAverage_AVG_2015","Par5ScoringAverage_TOTALSTROKES_2015","Par5ScoringAverage_TOTALHOLES_2015","stat_name","year"
24,24,"Shawn Stefani",94,4.6,1380,300,"Par5ScoringAverage",2015
28,28,"Charlie Beljan",76,4.61,1052,228,"Par5ScoringAverage",2015
28,28,"Chad Campbell",97,4.61,1369,297,"Par5ScoringAverage",2015
28,28,"Harris English",105,4.61,1410,306,"Par5ScoringAverage",2015
28,28,"Zach Johnson",90,4.61,1158,251,"Par5ScoringAverage",2015
28,28,"Kevin Kisner",104,4.61,1472,319,"Par5ScoringAverage",2015
28,28,"Louis Oosthuizen",68,4.61,913,198,"Par5ScoringAverage",2015
28,28,"Alex Prugh",84,4.61,1170,254,"Par5ScoringAverage",2015
28,28,"Patrick Reed",103,4.61,1476,320,"Par5ScoringAverage",2015
28,28,"Vijay Singh",78,4.61,1125,244,"Par5ScoringAverage",2015
28,28,"Brandt Snedeker",98,4.61,1350,293,"Par5ScoringAverage",2015
28,28,"Brendan Steele",88,4.61,1319,286,"Par5ScoringAverage",2015
28,28,"Hudson Swafford",97,4.61,1359,295,"Par5ScoringAverage",2015
40,40,"Tony Finau",106,4.62,1534,332,"Par5ScoringAverage",2015
40,40,"Charley Hoffman",97,4.62,1385,300,"Par5ScoringAverage",2015
40,40,"Morgan Hoffmann",85,4.62,1219,264,"Par5ScoringAverage",2015
40,40,"Mark Hubbard",79,4.62,1119,242,"Par5ScoringAverage",2015
40,40,"Scott Piercy",90,4.62,1285,278,"Par5ScoringAverage",2015
40,40,"Patrick Rodgers",57,4.62,702,152,"Par5ScoringAverage",2015
40,40,"Henrik Stenson",63,4.62,887,192,"Par5ScoringAverage",2015
40,40,"Boo Weekley",79,4.62,1163,252,"Par5ScoringAverage",2015
48,48,"Kevin Chappell",86,4.63,1269,274,"Par5ScoringAverage",2015
48,48,"Sergio Garcia",59,4.63,814,176,"Par5ScoringAverage",2015
48,48,"Scott Langley",94,4.63,1339,289,"Par5ScoringAverage",2015
48,48,"Rory Sabbatini",81,4.63,1167,252,"Par5ScoringAverage",2015
52,52,"Chad Collins",79,4.64,1151,248,"Par5ScoringAverage",2015
52,52,"Bill Haas",89,4.64,1263,272,"Par5ScoringAverage",2015
52,52,"Chris Kirk",76,4.64,1124,242,"Par5ScoringAverage",2015
52,52,"David Lingmerth",90,4.64,1290,278,"Par5ScoringAverage",2015
52,52,"Francesco Molinari",56,4.64,761,164,"Par5ScoringAverage",2015
52,52,"Ryan Moore",81,4.64,1230,265,"Par5ScoringAverage",2015
52,52,"Pat Perez",96,4.64,1484,320,"Par5ScoringAverage",2015
52,52,"Sam Saunders",83,4.64,1221,263,"Par5ScoringAverage",2015
52,52,"Charl Schwartzel",67,4.64,919,198,"Par5ScoringAverage",2015
61,61,"Jonas Blixt",78,4.65,1121,241,"Par5ScoringAverage",2015
61,61,"Steven Bowditch",103,4.65,1474,317,"Par5ScoringAverage",2015
61,61,"Roberto Castro",54,4.65,697,150,"Par5ScoringAverage",2015
61,61,"Stewart Cink",77,4.65,1103,237,"Par5ScoringAverage",2015
61,61,"Martin Flores",95,4.65,1302,280,"Par5ScoringAverage",2015
61,61,"Robert Garrigus",70,4.65,976,210,"Par5ScoringAverage",2015
61,61,"Brian Harman",90,4.65,1228,264,"Par5ScoringAverage",2015
61,61,"Russell Henley",87,4.65,1172,252,"Par5ScoringAverage",2015
61,61,"Jim Herman",88,4.65,1278,275,"Par5ScoringAverage",2015
61,61,"Tom Hoge",83,4.65,1121,241,"Par5ScoringAverage",2015
61,61,"Jerry Kelly",79,4.65,1120,241,"Par5ScoringAverage",2015
61,61,"George McNeill",93,4.65,1320,284,"Par5ScoringAverage",2015
61,61,"Kevin Na",98,4.65,1387,298,"Par5ScoringAverage",2015
61,61,"John Senden",80,4.65,1145,246,"Par5ScoringAverage",2015
61,61,"Robert Streb",110,4.65,1533,330,"Par5ScoringAverage",2015
61,61,"Jhonattan Vegas",90,4.65,1259,271,"Par5ScoringAverage",2015
61,61,"Steve Wheatcroft",87,4.65,1247,268,"Par5ScoringAverage",2015
78,78,"Blayne Barber",76,4.66,1128,242,"Par5ScoringAverage",2015
78,78,"Jason Bohn",95,4.66,1417,304,"Par5ScoringAverage",2015
78,78,"Scott Brown",97,4.66,1413,303,"Par5ScoringAverage",2015
78,78,"Jason Dufner",76,4.66,1058,227,"Par5ScoringAverage",2015
78,78,"Ernie Els",57,4.66,877,188,"Par5ScoringAverage",2015
78,78,"Derek Ernst",75,4.66,998,214,"Par5ScoringAverage",2015
78,78,"Lucas Glover",79,4.66,1165,250,"Par5ScoringAverage",2015
78,78,"Billy Horschel",99,4.66,1471,316,"Par5ScoringAverage",2015
78,78,"Colt Knost",90,4.66,1249,268,"Par5ScoringAverage",2015
78,78,"Marc Leishman",74,4.66,987,212,"Par5ScoringAverage",2015
78,78,"William McGirt",103,4.66,1495,321,"Par5ScoringAverage",2015
78,78,"Seung Yul Noh",65,4.66,978,210,"Par5ScoringAverage",2015
78,78,"Cameron Percy",72,4.66,1016,218,"Par5ScoringAverage",2015
78,78,"John Peterson",84,4.66,1263,271,"Par5ScoringAverage",2015
78,78,"Jonathan Randolph",72,4.66,1039,223,"Par5ScoringAverage",2015
78,78,"Michael Thompson",83,4.66,1175,252,"Par5ScoringAverage",2015
78,78,"Cameron Tringale",96,4.66,1427,306,"Par5ScoringAverage",2015
78,78,"Nick Watney",91,4.66,1351,290,"Par5ScoringAverage",2015
78,78,"Will Wilcox",58,4.66,764,164,"Par5ScoringAverage",2015
97,97,"Steven Alker",62,4.67,868,186,"Par5ScoringAverage",2015
97,97,"Zac Blair",108,4.67,1493,320,"Par5ScoringAverage",2015
97,97,"Alex Cejka",94,4.67,1410,302,"Par5ScoringAverage",2015
97,97,"James Hahn",94,4.67,1391,298,"Par5ScoringAverage",2015
97,97,"JJ Henry",94,4.67,1337,286,"Par5ScoringAverage",2015
97,97,"Ryo Ishikawa",90,4.67,1311,281,"Par5ScoringAverage",2015
97,97,"Martin Laird",77,4.67,1158,248,"Par5ScoringAverage",2015
97,97,"Hunter Mahan",88,4.67,1288,276,"Par5ScoringAverage",2015
97,97,"John Merrick",78,4.67,1117,239,"Par5ScoringAverage",2015
97,97,"Ryan Palmer",80,4.67,1073,230,"Par5ScoringAverage",2015
97,97,"Carl Pettersson",106,4.67,1538,329,"Par5ScoringAverage",2015
97,97,"Ian Poulter",68,4.67,972,208,"Par5ScoringAverage",2015
97,97,"Daniel Summerhays",101,4.67,1443,309,"Par5ScoringAverage",2015
97,97,"Nick Taylor",91,4.67,1395,299,"Par5ScoringAverage",2015
97,97,"Brendon Todd",96,4.67,1313,281,"Par5ScoringAverage",2015
97,97,"Camilo Villegas",83,4.67,1164,249,"Par5ScoringAverage",2015
97,97,"Johnson Wagner",68,4.67,962,206,"Par5ScoringAverage",2015
97,97,"Gary Woodland",81,4.67,1093,234,"Par5ScoringAverage",2015
115,115,"Brendon de Jonge",106,4.68,1600,342,"Par5ScoringAverage",2015
115,115,"Ken Duke",93,4.68,1277,273,"Par5ScoringAverage",2015
115,115,"Adam Hadwin",95,4.68,1395,298,"Par5ScoringAverage",2015
115,115,"John Huh",102,4.68,1508,322,"Par5ScoringAverage",2015
115,115,"Danny Lee",120,4.68,1751,374,"Par5ScoringAverage",2015
115,115,"Jeff Overton",94,4.68,1328,284,"Par5ScoringAverage",2015
115,115,"Scott Pinckney",88,4.68,1281,274,"Par5ScoringAverage",2015
115,115,"Michael Putnam",87,4.68,1309,280,"Par5ScoringAverage",2015
115,115,"Kyle Reifers",96,4.68,1335,285,"Par5ScoringAverage",2015
124,124,"Jonathan Byrd",69,4.69,975,208,"Par5ScoringAverage",2015
124,124,"Luke Donald",71,4.69,989,211,"Par5ScoringAverage",2015
124,124,"Derek Fathauer",81,4.69,1167,249,"Par5ScoringAverage",2015
124,124,"Chez Reavie",56,4.69,821,175,"Par5ScoringAverage",2015
124,124,"Andres Romero",69,4.69,1003,214,"Par5ScoringAverage",2015
129,129,"Sangmoon Bae",98,4.7,1475,314,"Par5ScoringAverage",2015
129,129,"Erik Compton",86,4.7,1317,280,"Par5ScoringAverage",2015
129,129,"Andres Gonzales",90,4.7,1302,277,"Par5ScoringAverage",2015
129,129,"Chesson Hadley",101,4.7,1649,351,"Par5ScoringAverage",2015
129,129,"SJ Park",79,4.7,1133,241,"Par5ScoringAverage",2015
129,129,"DA Points",72,4.7,1066,227,"Par5ScoringAverage",2015
129,129,"Kevin Streelman",95,4.7,1437,306,"Par5ScoringAverage",2015
136,136,"Jim Furyk",71,4.71,998,212,"Par5ScoringAverage",2015
136,136,"Fabian Gomez",83,4.71,1196,254,"Par5ScoringAverage",2015
136,136,"Max Homa",78,4.71,1116,237,"Par5ScoringAverage",2015
136,136,"Ben Martin",93,4.71,1243,264,"Par5ScoringAverage",2015
136,136,"Geoff Ogilvy",50,4.71,716,152,"Par5ScoringAverage",2015
136,136,"Heath Slocum",57,4.71,820,174,"Par5ScoringAverage",2015
136,136,"Byron Smith",59,4.71,796,169,"Par5ScoringAverage",2015
136,136,"Scott Stallings",60,4.71,1018,216,"Par5ScoringAverage",2015
136,136,"Tim Wilkinson",73,4.71,1070,227,"Par5ScoringAverage",2015
145,145,"Ricky Barnes",82,4.72,1194,253,"Par5ScoringAverage",2015
145,145,"KJ Choi",66,4.72,1019,216,"Par5ScoringAverage",2015
145,145,"Jon Curran",83,4.72,1148,243,"Par5ScoringAverage",2015
145,145,"Gonzalo Fdez Castano",81,4.72,1142,242,"Par5ScoringAverage",2015
145,145,"Retief Goosen",81,4.72,1246,264,"Par5ScoringAverage",2015
145,145,"Jason Gore",76,4.72,1052,223,"Par5ScoringAverage",2015
145,145,"Whee Kim",71,4.72,1025,217,"Par5ScoringAverage",2015
145,145,"Russell Knox",96,4.72,1430,303,"Par5ScoringAverage",2015
145,145,"Justin Leonard",61,4.72,874,185,"Par5ScoringAverage",2015
145,145,"Andrew Svoboda",80,4.72,1171,248,"Par5ScoringAverage",2015
155,155,"Greg Chalmers",58,4.73,814,172,"Par5ScoringAverage",2015
155,155,"Oscar Fraustro",58,4.73,819,173,"Par5ScoringAverage",2015
155,155,"David Hearn",97,4.73,1482,313,"Par5ScoringAverage",2015
155,155,"Greg Owen",58,4.73,875,185,"Par5ScoringAverage",2015
155,155,"Bo Van Pelt",81,4.73,1226,259,"Par5ScoringAverage",2015
155,155,"Mark Wilson",89,4.73,1240,262,"Par5ScoringAverage",2015
161,161,"Ben Crane",62,4.74,887,187,"Par5ScoringAverage",2015
161,161,"Brian Davis",86,4.74,1236,261,"Par5ScoringAverage",2015
161,161,"Spencer Levin",99,4.74,1418,299,"Par5ScoringAverage",2015
161,161,"Davis Love III",51,4.74,740,156,"Par5ScoringAverage",2015
161,161,"Brian Stuard",97,4.74,1417,299,"Par5ScoringAverage",2015
166,166,"Brice Garnett",81,4.75,1196,252,"Par5ScoringAverage",2015
166,166,"Bill Lunde",50,4.75,665,140,"Par5ScoringAverage",2015
166,166,"Bryce Molder",91,4.75,1268,267,"Par5ScoringAverage",2015
166,166,"Sean OHair",86,4.75,1348,284,"Par5ScoringAverage",2015
166,166,"Roger Sloan",56,4.75,783,165,"Par5ScoringAverage",2015
166,166,"Chris Stroud",84,4.75,1305,275,"Par5ScoringAverage",2015
172,172,"Padraig Harrington",60,4.76,899,189,"Par5ScoringAverage",2015
172,172,"Nicholas Thompson",90,4.76,1294,272,"Par5ScoringAverage",2015
172,172,"Tyrone Van Aswegen",58,4.76,823,173,"Par5ScoringAverage",2015
175,175,"Luke Guthrie",84,4.77,1236,259,"Par5ScoringAverage",2015
175,175,"Andrew Putnam",68,4.77,1015,213,"Par5ScoringAverage",2015
175,175,"Jim Renner",68,4.77,977,205,"Par5ScoringAverage",2015
175,175,"Lee Westwood",56,4.77,801,168,"Par5ScoringAverage",2015
179,179,"Eric Axley",57,4.78,817,171,"Par5ScoringAverage",2015
179,179,"Matt Every",73,4.78,1090,228,"Par5ScoringAverage",2015
181,181,"Billy Hurley III",83,4.79,1198,250,"Par5ScoringAverage",2015
181,181,"David Toms",62,4.79,900,188,"Par5ScoringAverage",2015
183,183,"Troy Merritt",91,4.81,1454,302,"Par5ScoringAverage",2015
184,184,"Robert Allenby",63,4.84,872,180,"Par5ScoringAverage",2015
