"Last5EventsAccuracy_RANKTHISWEEK_2006","Last5EventsAccuracy_RANKLASTWEEK_2006","Last5EventsAccuracy_PLAYERNAME_2006","Last5EventsAccuracy_EVENTS_2006","Last5EventsAccuracy_RATING_2006","stat_name","year"
1,1,"Garrett Willis",1,9.4,"Last5EventsAccuracy",2006
2,2,"Joey Sindelar",1,9,"Last5EventsAccuracy",2006
3,3,"Heath Slocum",2,8.7,"Last5EventsAccuracy",2006
4,4,"Shane Bertsch",1,8.6,"Last5EventsAccuracy",2006
5,8,"Tiger Woods",3,8.4,"Last5EventsAccuracy",2006
6,5,"Glen Day",1,8.3,"Last5EventsAccuracy",2006
6,5,"Jim Furyk",5,8.3,"Last5EventsAccuracy",2006
6,5,"David Hearn",1,8.3,"Last5EventsAccuracy",2006
9,8,"Scott Dunlap",1,8.2,"Last5EventsAccuracy",2006
9,8,"Fred Funk",3,8.2,"Last5EventsAccuracy",2006
11,11,"Robin Freeman",1,8.1,"Last5EventsAccuracy",2006
12,12,"Joe Durant",5,8,"Last5EventsAccuracy",2006
13,13,"Jay Haas",2,7.9,"Last5EventsAccuracy",2006
13,13,"Stephen Leaney",2,7.9,"Last5EventsAccuracy",2006
13,13,"John Mallinger",1,7.9,"Last5EventsAccuracy",2006
13,13,"Kenny Perry",2,7.9,"Last5EventsAccuracy",2006
13,13,"Richard Scott",1,7.9,"Last5EventsAccuracy",2006
13,13,"Darron Stiles",2,7.9,"Last5EventsAccuracy",2006
19,19,"Olin Browne",3,7.8,"Last5EventsAccuracy",2006
19,19,"Jim Carter",1,7.8,"Last5EventsAccuracy",2006
19,19,"Ken Duke",2,7.8,"Last5EventsAccuracy",2006
19,19,"Kent Jones",4,7.8,"Last5EventsAccuracy",2006
19,19,"Jerry Kelly",2,7.8,"Last5EventsAccuracy",2006
19,19,"Frank Lickliter II",5,7.8,"Last5EventsAccuracy",2006
19,19,"Steve Stricker",4,7.8,"Last5EventsAccuracy",2006
26,27,"Joel Edwards",1,7.7,"Last5EventsAccuracy",2006
26,27,"Robert Gamez",3,7.7,"Last5EventsAccuracy",2006
26,27,"Billy Hurley III",1,7.7,"Last5EventsAccuracy",2006
26,27,"Shingo Katayama",2,7.7,"Last5EventsAccuracy",2006
26,27,"Phillip Price",1,7.7,"Last5EventsAccuracy",2006
26,27,"Loren Roberts",4,7.7,"Last5EventsAccuracy",2006
26,27,"Justin Rose",4,7.7,"Last5EventsAccuracy",2006
26,19,"Adam Scott",3,7.7,"Last5EventsAccuracy",2006
34,34,"Briny Baird",4,7.6,"Last5EventsAccuracy",2006
34,34,"Gavin Coles",3,7.6,"Last5EventsAccuracy",2006
34,34,"Sergio Garcia",2,7.6,"Last5EventsAccuracy",2006
34,34,"Trevor Immelman",3,7.6,"Last5EventsAccuracy",2006
34,34,"Anthony Kim",2,7.6,"Last5EventsAccuracy",2006
34,34,"Nick OHern",4,7.6,"Last5EventsAccuracy",2006
34,34,"Scott Verplank",3,7.6,"Last5EventsAccuracy",2006
41,41,"Jason Bohn",4,7.5,"Last5EventsAccuracy",2006
41,41,"Brian Gay",3,7.5,"Last5EventsAccuracy",2006
41,41,"Justin Leonard",3,7.5,"Last5EventsAccuracy",2006
41,41,"Hunter Mahan",5,7.5,"Last5EventsAccuracy",2006
41,41,"Joey Snyder III",1,7.5,"Last5EventsAccuracy",2006
41,41,"Vaughn Taylor",4,7.5,"Last5EventsAccuracy",2006
47,47,"Bart Bryant",5,7.4,"Last5EventsAccuracy",2006
47,47,"Tim Clark",4,7.4,"Last5EventsAccuracy",2006
47,47,"Robert Karlsson",3,7.4,"Last5EventsAccuracy",2006
47,47,"Hank Kuehne",1,7.4,"Last5EventsAccuracy",2006
47,47,"Graeme McDowell",2,7.4,"Last5EventsAccuracy",2006
47,47,"Jim McGovern",1,7.4,"Last5EventsAccuracy",2006
47,47,"Rocco Mediate",4,7.4,"Last5EventsAccuracy",2006
47,47,"Shaun Micheel",5,7.4,"Last5EventsAccuracy",2006
47,47,"Ryan Moore",3,7.4,"Last5EventsAccuracy",2006
47,47,"Joe Ogilvie",3,7.4,"Last5EventsAccuracy",2006
47,47,"Greg Owen",4,7.4,"Last5EventsAccuracy",2006
47,47,"John Riegger",1,7.4,"Last5EventsAccuracy",2006
47,47,"Mike Small",3,7.4,"Last5EventsAccuracy",2006
47,47,"David Toms",4,7.4,"Last5EventsAccuracy",2006
47,47,"Jay Williamson",1,7.4,"Last5EventsAccuracy",2006
62,62,"Robert Allenby",4,7.3,"Last5EventsAccuracy",2006
62,62,"Jay Delsing",2,7.3,"Last5EventsAccuracy",2006
62,62,"Luke Donald",3,7.3,"Last5EventsAccuracy",2006
62,62,"Bradley Hughes",1,7.3,"Last5EventsAccuracy",2006
62,62,"Zach Johnson",4,7.3,"Last5EventsAccuracy",2006
62,62,"Joel Kribel",1,7.3,"Last5EventsAccuracy",2006
62,62,"Ian Leggatt",2,7.3,"Last5EventsAccuracy",2006
62,62,"Scott Parel",1,7.3,"Last5EventsAccuracy",2006
62,62,"Kevin Stadler",4,7.3,"Last5EventsAccuracy",2006
62,62,"Roland Thatcher",1,7.3,"Last5EventsAccuracy",2006
62,62,"Charles Warren",3,7.3,"Last5EventsAccuracy",2006
73,73,"Bob Burns",1,7.2,"Last5EventsAccuracy",2006
73,73,"Mark Calcavecchia",3,7.2,"Last5EventsAccuracy",2006
73,73,"Chad Campbell",4,7.2,"Last5EventsAccuracy",2006
73,73,"Kris Cox",3,7.2,"Last5EventsAccuracy",2006
73,73,"David Edwards",2,7.2,"Last5EventsAccuracy",2006
73,73,"Steve Elkington",3,7.2,"Last5EventsAccuracy",2006
73,73,"Bob Estes",3,7.2,"Last5EventsAccuracy",2006
73,73,"Lucas Glover",5,7.2,"Last5EventsAccuracy",2006
73,73,"Paul Goydos",3,7.2,"Last5EventsAccuracy",2006
73,73,"Franklin Langham",2,7.2,"Last5EventsAccuracy",2006
73,73,"Brad Lardon",1,7.2,"Last5EventsAccuracy",2006
73,73,"Thomas Levet",2,7.2,"Last5EventsAccuracy",2006
73,73,"Nick Price",1,7.2,"Last5EventsAccuracy",2006
73,73,"Mario Tiziani",1,7.2,"Last5EventsAccuracy",2006
73,73,"Tjaart van der Walt",2,7.2,"Last5EventsAccuracy",2006
73,73,"Bo Van Pelt",3,7.2,"Last5EventsAccuracy",2006
89,89,"Arjun Atwal",3,7.1,"Last5EventsAccuracy",2006
89,89,"David Branshaw",3,7.1,"Last5EventsAccuracy",2006
89,89,"Chris Couch",3,7.1,"Last5EventsAccuracy",2006
89,89,"Ben Curtis",3,7.1,"Last5EventsAccuracy",2006
89,89,"Bill Glasson",2,7.1,"Last5EventsAccuracy",2006
89,89,"Todd Hamilton",2,7.1,"Last5EventsAccuracy",2006
89,89,"Padraig Harrington",2,7.1,"Last5EventsAccuracy",2006
89,89,"Larry Mize",2,7.1,"Last5EventsAccuracy",2006
89,89,"Arron Oberholser",5,7.1,"Last5EventsAccuracy",2006
89,89,"Pat Perez",2,7.1,"Last5EventsAccuracy",2006
89,89,"John Senden",3,7.1,"Last5EventsAccuracy",2006
89,89,"Scott Sterling",1,7.1,"Last5EventsAccuracy",2006
89,89,"Nick Watney",4,7.1,"Last5EventsAccuracy",2006
89,89,"Ron Whittaker",4,7.1,"Last5EventsAccuracy",2006
89,89,"Casey Wittenberg",2,7.1,"Last5EventsAccuracy",2006
104,104,"Rich Beem",2,7,"Last5EventsAccuracy",2006
104,104,"Jonathan Byrd",4,7,"Last5EventsAccuracy",2006
104,104,"Daniel Chopra",4,7,"Last5EventsAccuracy",2006
104,104,"Robert Garrigus",2,7,"Last5EventsAccuracy",2006
104,104,"Andres Gonzales",1,7,"Last5EventsAccuracy",2006
104,104,"Tetsuji Hiratsuka",1,7,"Last5EventsAccuracy",2006
104,104,"Skip Kendall",2,7,"Last5EventsAccuracy",2006
104,104,"Davis Love III",4,7,"Last5EventsAccuracy",2006
104,104,"Troy Matteson",5,7,"Last5EventsAccuracy",2006
104,104,"Spike McRoy",1,7,"Last5EventsAccuracy",2006
104,104,"Corey Pavin",1,7,"Last5EventsAccuracy",2006
104,104,"Dicky Pride",3,7,"Last5EventsAccuracy",2006
104,104,"John Rollins",5,7,"Last5EventsAccuracy",2006
104,104,"Craig Stadler",2,7,"Last5EventsAccuracy",2006
104,104,"Nicholas Thompson",4,7,"Last5EventsAccuracy",2006
104,104,"DJ Trahan",3,7,"Last5EventsAccuracy",2006
120,120,"Aaron Baddeley",4,6.9,"Last5EventsAccuracy",2006
120,120,"Alex Cejka",2,6.9,"Last5EventsAccuracy",2006
120,120,"Bubba Dickerson",2,6.9,"Last5EventsAccuracy",2006
120,120,"Steve Flesch",4,6.9,"Last5EventsAccuracy",2006
120,120,"Brent Geiberger",2,6.9,"Last5EventsAccuracy",2006
120,120,"Richard Johnson",4,6.9,"Last5EventsAccuracy",2006
120,120,"Steve Jones",2,6.9,"Last5EventsAccuracy",2006
120,120,"Greg Kraft",4,6.9,"Last5EventsAccuracy",2006
120,120,"Will Ma Kenzie",4,6.9,"Last5EventsAccuracy",2006
120,120,"Shigeki Maruyama",4,6.9,"Last5EventsAccuracy",2006
120,120,"Kevin Na",3,6.9,"Last5EventsAccuracy",2006
120,120,"Carl Pettersson",1,6.9,"Last5EventsAccuracy",2006
120,120,"Ted Purdy",3,6.9,"Last5EventsAccuracy",2006
120,120,"Patrick Sheehan",2,6.9,"Last5EventsAccuracy",2006
120,120,"Vijay Singh",5,6.9,"Last5EventsAccuracy",2006
120,120,"Vance Veazey",2,6.9,"Last5EventsAccuracy",2006
120,120,"Duffy Waldorf",3,6.9,"Last5EventsAccuracy",2006
120,120,"Brett Wetterich",5,6.9,"Last5EventsAccuracy",2006
138,138,"Craig Barlow",2,6.8,"Last5EventsAccuracy",2006
138,138,"David Berganio Jr",1,6.8,"Last5EventsAccuracy",2006
138,138,"Jeff Gove",3,6.8,"Last5EventsAccuracy",2006
138,138,"Mathias Gronberg",2,6.8,"Last5EventsAccuracy",2006
138,138,"Scott Gump",1,6.8,"Last5EventsAccuracy",2006
138,138,"Brian Henninger",3,6.8,"Last5EventsAccuracy",2006
138,138,"Thongchai Jaidee",1,6.8,"Last5EventsAccuracy",2006
138,138,"JL Lewis",3,6.8,"Last5EventsAccuracy",2006
138,138,"Jeff Maggert",2,6.8,"Last5EventsAccuracy",2006
138,138,"Billy Mayfair",1,6.8,"Last5EventsAccuracy",2006
138,138,"Scott Miller",1,6.8,"Last5EventsAccuracy",2006
138,138,"Colin Montgomerie",1,6.8,"Last5EventsAccuracy",2006
138,138,"Jeff Sluman",1,6.8,"Last5EventsAccuracy",2006
138,138,"Mike Sposa",4,6.8,"Last5EventsAccuracy",2006
138,138,"Camilo Villegas",2,6.8,"Last5EventsAccuracy",2006
153,153,"Billy Andrade",2,6.7,"Last5EventsAccuracy",2006
153,153,"Jose Coceres",2,6.7,"Last5EventsAccuracy",2006
153,153,"Chris DiMarco",4,6.7,"Last5EventsAccuracy",2006
153,153,"Mathew Goggin",2,6.7,"Last5EventsAccuracy",2006
153,153,"Jason Gore",3,6.7,"Last5EventsAccuracy",2006
153,153,"Jonathan Kaye",1,6.7,"Last5EventsAccuracy",2006
153,153,"Bob May",2,6.7,"Last5EventsAccuracy",2006
153,153,"Will Moore",1,6.7,"Last5EventsAccuracy",2006
153,153,"Ryan Palmer",4,6.7,"Last5EventsAccuracy",2006
153,153,"Jesper Parnevik",4,6.7,"Last5EventsAccuracy",2006
153,153,"David Peoples",1,6.7,"Last5EventsAccuracy",2006
153,153,"Tom Pernice Jr",4,6.7,"Last5EventsAccuracy",2006
153,153,"Mike Weir",2,6.7,"Last5EventsAccuracy",2006
166,166,"Stephen Ames",1,6.6,"Last5EventsAccuracy",2006
166,166,"Ricky Barnes",1,6.6,"Last5EventsAccuracy",2006
166,166,"Doug Barron",1,6.6,"Last5EventsAccuracy",2006
166,166,"Cameron Beckman",2,6.6,"Last5EventsAccuracy",2006
166,166,"John Bickerton",2,6.6,"Last5EventsAccuracy",2006
166,166,"KJ Choi",5,6.6,"Last5EventsAccuracy",2006
166,166,"Stewart Cink",3,6.6,"Last5EventsAccuracy",2006
166,166,"Brian Davis",3,6.6,"Last5EventsAccuracy",2006
166,166,"Stuart Deane",1,6.6,"Last5EventsAccuracy",2006
166,166,"Brent Delahoussaye",1,6.6,"Last5EventsAccuracy",2006
166,166,"JJ Henry",3,6.6,"Last5EventsAccuracy",2006
166,166,"Charley Hoffman",4,6.6,"Last5EventsAccuracy",2006
166,166,"Freddie Jacobson",2,6.6,"Last5EventsAccuracy",2006
166,166,"Peter Lonard",4,6.6,"Last5EventsAccuracy",2006
166,166,"Steve Lowery",4,6.6,"Last5EventsAccuracy",2006
166,166,"David McKenzie",2,6.6,"Last5EventsAccuracy",2006
166,166,"Rory Sabbatini",3,6.6,"Last5EventsAccuracy",2006
166,166,"Kirk Triplett",3,6.6,"Last5EventsAccuracy",2006
166,166,"Bubba Watson",4,6.6,"Last5EventsAccuracy",2006
185,185,"Eric Axley",5,6.5,"Last5EventsAccuracy",2006
185,185,"Dan Forsman",1,6.5,"Last5EventsAccuracy",2006
185,185,"Harrison Frazar",4,6.5,"Last5EventsAccuracy",2006
185,185,"David Frost",3,6.5,"Last5EventsAccuracy",2006
185,185,"David Gossett",1,6.5,"Last5EventsAccuracy",2006
185,185,"Dudley Hart",2,6.5,"Last5EventsAccuracy",2006
185,185,"John Huston",1,6.5,"Last5EventsAccuracy",2006
185,185,"Peter Jacobsen",2,6.5,"Last5EventsAccuracy",2006
185,185,"Blaine McCallister",2,6.5,"Last5EventsAccuracy",2006
185,185,"Jin Park",1,6.5,"Last5EventsAccuracy",2006
185,185,"Ian Poulter",2,6.5,"Last5EventsAccuracy",2006
185,185,"Wes Short Jr",2,6.5,"Last5EventsAccuracy",2006
185,185,"Sonny Skinner",1,6.5,"Last5EventsAccuracy",2006
185,185,"Jerry Smith",3,6.5,"Last5EventsAccuracy",2006
185,185,"Kevin Sutherland",3,6.5,"Last5EventsAccuracy",2006
185,185,"Dean Wilson",5,6.5,"Last5EventsAccuracy",2006
185,185,"Mark Wilson",4,6.5,"Last5EventsAccuracy",2006
185,185,"Don Yrene",1,6.5,"Last5EventsAccuracy",2006
203,204,"Woody Austin",4,6.4,"Last5EventsAccuracy",2006
203,204,"Paul Azinger",3,6.4,"Last5EventsAccuracy",2006
203,204,"Michael Bradley",1,6.4,"Last5EventsAccuracy",2006
203,204,"Jeff Brehaut",2,6.4,"Last5EventsAccuracy",2006
203,204,"Paul Casey",2,6.4,"Last5EventsAccuracy",2006
203,204,"Michael Connell",1,6.4,"Last5EventsAccuracy",2006
203,204,"Ben Crane",4,6.4,"Last5EventsAccuracy",2006
203,204,"Robert Damron",4,6.4,"Last5EventsAccuracy",2006
203,204,"Marco Dawson",2,6.4,"Last5EventsAccuracy",2006
203,204,"David Duval",2,6.4,"Last5EventsAccuracy",2006
203,204,"Mark Hensby",2,6.4,"Last5EventsAccuracy",2006
203,204,"Charles Howell III",2,6.4,"Last5EventsAccuracy",2006
203,204,"Ryuji Imada",5,6.4,"Last5EventsAccuracy",2006
203,204,"Jamie Lovemark",1,6.4,"Last5EventsAccuracy",2006
203,204,"Parker McLachlin",2,6.4,"Last5EventsAccuracy",2006
203,204,"Yusaku Miyazato",1,6.4,"Last5EventsAccuracy",2006
203,204,"Geoff Ogilvy",3,6.4,"Last5EventsAccuracy",2006
203,204,"Louis Oosthuizen",1,6.4,"Last5EventsAccuracy",2006
203,204,"Brett Quigley",4,6.4,"Last5EventsAccuracy",2006
203,204,"Paul Stankowski",1,6.4,"Last5EventsAccuracy",2006
203,204,"Hideto Tanihara",1,6.4,"Last5EventsAccuracy",2006
