"Approachesfrom50125yards_RANKTHISWEEK_2011","Approachesfrom50125yards_RANKLASTWEEK_2011","Approachesfrom50125yards_PLAYERNAME_2011","Approachesfrom50125yards_ROUNDS_2011","Approachesfrom50125yards_AVG_2011","Approachesfrom50125yards_TOTALDISTANCEFEET_2011","Approachesfrom50125yards_OFATTEMPTS_2011","Approachesfrom50125yards_RELATIVETOPAR_2011","stat_name","year"
1,1,"Steve Stricker",70,NA,2554.083,170,-34,"Approachesfrom50125yards",2011
2,2,"Luke Donald",73,NA,2029.417,132,-38,"Approachesfrom50125yards",2011
3,3,"Anthony Kim",72,NA,2099.25,134,-21,"Approachesfrom50125yards",2011
4,4,"Webb Simpson",98,NA,3640.75,229,-60,"Approachesfrom50125yards",2011
5,5,"Brian Davis",105,NA,4316.583,270,-68,"Approachesfrom50125yards",2011
5,5,"Nick Watney",80,NA,2698.75,169,-39,"Approachesfrom50125yards",2011
7,7,"Brian Gay",90,NA,3944.083,244,-45,"Approachesfrom50125yards",2011
8,8,"Jimmy Walker",79,NA,2907.25,179,-25,"Approachesfrom50125yards",2011
9,9,"Chris DiMarco",93,NA,3748.667,229,-43,"Approachesfrom50125yards",2011
9,9,"Paul Goydos",81,NA,3942.583,242,-27,"Approachesfrom50125yards",2011
11,11,"Greg Chalmers",88,NA,3479.25,212,-60,"Approachesfrom50125yards",2011
11,11,"Stewart Cink",72,NA,2201.333,134,-22,"Approachesfrom50125yards",2011
13,13,"Woody Austin",59,NA,2320.917,141,-35,"Approachesfrom50125yards",2011
13,13,"Justin Leonard",82,NA,4020.75,244,-17,"Approachesfrom50125yards",2011
15,15,"David Duval",67,NA,2550.583,154,-21,"Approachesfrom50125yards",2011
15,15,"Kyle Stanley",98,NA,3375.5,204,-31,"Approachesfrom50125yards",2011
15,15,"Dean Wilson",62,NA,2609.5,157,-33,"Approachesfrom50125yards",2011
18,18,"JB Holmes",57,NA,2420.917,145,-11,"Approachesfrom50125yards",2011
19,19,"Shane Bertsch",62,NA,2878.583,172,-15,"Approachesfrom50125yards",2011
19,19,"Jonathan Byrd",83,NA,2791.167,167,-19,"Approachesfrom50125yards",2011
21,21,"Chad Campbell",99,NA,3934.083,234,-32,"Approachesfrom50125yards",2011
