"DrivingPct280300Measured_RANKTHISWEEK_2015","DrivingPct280300Measured_RANKLASTWEEK_2015","DrivingPct280300Measured_PLAYERNAME_2015","DrivingPct280300Measured_ROUNDS_2015","DrivingPct280300Measured_Pct_2015","DrivingPct280300Measured_TOTALDRIVESFOR280300_2015","DrivingPct280300Measured_TOTALDRVSOVERALL_2015","DrivingPct280300Measured_RELATIVETOPAR_2015","stat_name","year"
1,1,"Bill Lunde",50,55.56,50,90,-0.2,"DrivingPct280300Measured",2015
2,2,"Bo Van Pelt",81,54.67,82,150,-0.24,"DrivingPct280300Measured",2015
3,3,"Jamie Donaldson",50,51.52,34,66,-0.29,"DrivingPct280300Measured",2015
4,4,"Oscar Fraustro",58,50.94,54,106,-0.33,"DrivingPct280300Measured",2015
5,5,"Jonathan Byrd",69,50.86,59,116,-0.19,"DrivingPct280300Measured",2015
6,6,"Rory Sabbatini",81,50.68,75,148,-0.19,"DrivingPct280300Measured",2015
7,7,"Luke Guthrie",84,50.67,76,150,-0.17,"DrivingPct280300Measured",2015
8,8,"Andrew Svoboda",80,50.65,78,154,-0.1,"DrivingPct280300Measured",2015
9,9,"Ernie Els",57,50,41,82,-0.22,"DrivingPct280300Measured",2015
9,9,"Ryo Ishikawa",90,50,82,164,-0.23,"DrivingPct280300Measured",2015
9,9,"Jim Renner",68,50,65,130,-0.2,"DrivingPct280300Measured",2015
9,9,"Michael Thompson",83,50,78,156,-0.09,"DrivingPct280300Measured",2015
13,13,"Vijay Singh",78,49.3,70,142,-0.07,"DrivingPct280300Measured",2015
14,14,"Robert Allenby",63,49.07,53,108,-0.17,"DrivingPct280300Measured",2015
15,15,"Brian Harman",90,48.77,79,162,-0.14,"DrivingPct280300Measured",2015
16,16,"Max Homa",78,48.63,71,146,-0.06,"DrivingPct280300Measured",2015
17,17,"Cameron Percy",72,48.51,65,134,-0.11,"DrivingPct280300Measured",2015
18,18,"Chris Kirk",76,47.54,58,122,-0.24,"DrivingPct280300Measured",2015
19,19,"Chesson Hadley",101,47.42,92,194,-0.16,"DrivingPct280300Measured",2015
20,20,"Sergio Garcia",59,47.22,34,72,-0.18,"DrivingPct280300Measured",2015
21,21,"Geoff Ogilvy",50,47.14,33,70,-0.21,"DrivingPct280300Measured",2015
22,22,"Russell Henley",87,47.01,63,134,-0.19,"DrivingPct280300Measured",2015
23,23,"Webb Simpson",81,46.97,62,132,-0.31,"DrivingPct280300Measured",2015
24,24,"Bill Haas",89,46.62,69,148,-0.22,"DrivingPct280300Measured",2015
25,25,"Boo Weekley",79,46.58,68,146,-0.26,"DrivingPct280300Measured",2015
26,26,"Jonas Blixt",78,46.49,53,114,-0.08,"DrivingPct280300Measured",2015
27,27,"Chez Reavie",56,46.36,51,110,-0.2,"DrivingPct280300Measured",2015
28,28,"David Lingmerth",90,46.3,75,162,-0.15,"DrivingPct280300Measured",2015
29,29,"Chris Stroud",84,46.25,74,160,-0.03,"DrivingPct280300Measured",2015
30,30,"Billy Horschel",99,46.15,72,156,-0.14,"DrivingPct280300Measured",2015
30,30,"Nick Taylor",91,46.15,84,182,-0.2,"DrivingPct280300Measured",2015
32,32,"Adam Hadwin",95,46.11,83,180,-0.13,"DrivingPct280300Measured",2015
33,33,"Erik Compton",86,46.1,71,154,-0.07,"DrivingPct280300Measured",2015
33,33,"Kevin Streelman",95,46.1,71,154,-0.18,"DrivingPct280300Measured",2015
35,35,"Tom Hoge",83,46.05,70,152,-0.26,"DrivingPct280300Measured",2015
36,36,"SJ Park",79,45.95,68,148,-0.09,"DrivingPct280300Measured",2015
36,36,"Sam Saunders",83,45.95,68,148,0.04,"DrivingPct280300Measured",2015
38,38,"Jason Gore",76,45.77,65,142,-0.11,"DrivingPct280300Measured",2015
39,39,"Fabian Gomez",83,45.73,75,164,-0.13,"DrivingPct280300Measured",2015
40,40,"Paul Casey",87,45.45,60,132,-0.32,"DrivingPct280300Measured",2015
41,41,"Derek Fathauer",81,45.39,69,152,0,"DrivingPct280300Measured",2015
42,42,"Daniel Summerhays",101,45.36,88,194,-0.2,"DrivingPct280300Measured",2015
43,43,"Blayne Barber",76,44.44,64,144,-0.2,"DrivingPct280300Measured",2015
44,44,"Michael Putnam",87,44.16,68,154,-0.15,"DrivingPct280300Measured",2015
45,45,"Brendon de Jonge",106,43.94,87,198,-0.13,"DrivingPct280300Measured",2015
46,46,"Sangmoon Bae",98,43.82,78,178,-0.17,"DrivingPct280300Measured",2015
47,47,"Nicholas Thompson",90,43.67,69,158,-0.01,"DrivingPct280300Measured",2015
48,48,"Scott Brown",97,43.62,82,188,-0.18,"DrivingPct280300Measured",2015
48,48,"Louis Oosthuizen",68,43.62,41,94,-0.17,"DrivingPct280300Measured",2015
50,50,"Morgan Hoffmann",85,43.57,61,140,-0.15,"DrivingPct280300Measured",2015
51,51,"Jordan Spieth",91,43.48,60,138,-0.27,"DrivingPct280300Measured",2015
52,52,"James Hahn",94,43.37,72,166,-0.06,"DrivingPct280300Measured",2015
53,53,"Steve Wheatcroft",87,43.21,70,162,-0.09,"DrivingPct280300Measured",2015
54,54,"Ben Martin",93,43.13,69,160,-0.16,"DrivingPct280300Measured",2015
55,55,"Carl Pettersson",106,42.57,86,202,-0.15,"DrivingPct280300Measured",2015
56,56,"Jonathan Randolph",72,42.54,57,134,-0.07,"DrivingPct280300Measured",2015
57,57,"Brandt Snedeker",98,42.5,68,160,-0.16,"DrivingPct280300Measured",2015
58,58,"Ricky Barnes",82,42.47,62,146,-0.32,"DrivingPct280300Measured",2015
59,59,"Alex Prugh",84,42.41,67,158,-0.13,"DrivingPct280300Measured",2015
60,60,"John Senden",80,42.31,44,104,-0.05,"DrivingPct280300Measured",2015
61,61,"John Peterson",84,42.26,71,168,-0.24,"DrivingPct280300Measured",2015
62,62,"Rickie Fowler",76,42.24,49,116,-0.39,"DrivingPct280300Measured",2015
63,63,"Brice Garnett",81,42,63,150,-0.17,"DrivingPct280300Measured",2015
64,64,"Kevin Kisner",104,41.84,82,196,-0.28,"DrivingPct280300Measured",2015
65,65,"Chad Campbell",97,41.67,80,192,-0.2,"DrivingPct280300Measured",2015
66,66,"Kyle Reifers",96,41.57,74,178,-0.22,"DrivingPct280300Measured",2015
67,67,"John Merrick",78,41.55,59,142,-0.07,"DrivingPct280300Measured",2015
68,68,"Mark Wilson",89,41.18,70,170,-0.14,"DrivingPct280300Measured",2015
69,69,"David Hearn",97,40.86,76,186,-0.24,"DrivingPct280300Measured",2015
70,70,"Pat Perez",96,40.76,75,184,-0.15,"DrivingPct280300Measured",2015
71,71,"Byron Smith",59,40.74,44,108,0.02,"DrivingPct280300Measured",2015
72,72,"Jeff Overton",94,40.59,69,170,-0.14,"DrivingPct280300Measured",2015
73,73,"Matt Kuchar",97,40.51,64,158,-0.34,"DrivingPct280300Measured",2015
74,74,"Patrick Reed",103,40,64,160,-0.28,"DrivingPct280300Measured",2015
75,75,"Cameron Tringale",96,39.88,67,168,-0.28,"DrivingPct280300Measured",2015
76,76,"Mark Hubbard",79,39.86,59,148,-0.22,"DrivingPct280300Measured",2015
77,77,"Troy Merritt",91,39.66,69,174,-0.19,"DrivingPct280300Measured",2015
78,78,"Tyrone Van Aswegen",58,39.62,42,106,-0.19,"DrivingPct280300Measured",2015
79,79,"Greg Chalmers",58,39.53,34,86,-0.21,"DrivingPct280300Measured",2015
80,80,"Robert Streb",110,39.5,79,200,-0.2,"DrivingPct280300Measured",2015
81,81,"Hideki Matsuyama",95,39.44,56,142,-0.18,"DrivingPct280300Measured",2015
82,82,"Andres Gonzales",90,39.41,67,170,-0.06,"DrivingPct280300Measured",2015
83,83,"Russell Knox",96,39.36,74,188,-0.19,"DrivingPct280300Measured",2015
83,83,"Davis Love III",51,39.36,37,94,0.05,"DrivingPct280300Measured",2015
85,85,"Ian Poulter",68,39.22,40,102,-0.28,"DrivingPct280300Measured",2015
86,86,"Lee Westwood",56,39.06,25,64,-0.16,"DrivingPct280300Measured",2015
87,87,"Jim Herman",88,38.95,67,172,-0.16,"DrivingPct280300Measured",2015
87,87,"Sean OHair",86,38.95,67,172,-0.09,"DrivingPct280300Measured",2015
89,89,"Spencer Levin",99,38.83,73,188,-0.08,"DrivingPct280300Measured",2015
90,90,"Hunter Mahan",88,38.81,52,134,-0.15,"DrivingPct280300Measured",2015
90,90,"Johnson Wagner",68,38.81,52,134,-0.15,"DrivingPct280300Measured",2015
92,92,"Gonzalo Fdez Castano",81,38.51,57,148,-0.05,"DrivingPct280300Measured",2015
93,93,"Kevin Chappell",86,38.46,60,156,-0.22,"DrivingPct280300Measured",2015
94,94,"Greg Owen",58,38.24,39,102,-0.21,"DrivingPct280300Measured",2015
94,94,"Scott Pinckney",88,38.24,65,170,-0.23,"DrivingPct280300Measured",2015
96,96,"JJ Henry",94,38.2,68,178,-0.19,"DrivingPct280300Measured",2015
97,97,"Zach Johnson",90,38.19,55,144,-0.13,"DrivingPct280300Measured",2015
98,98,"Martin Laird",77,38.16,58,152,-0.1,"DrivingPct280300Measured",2015
99,99,"Roberto Castro",54,38.1,32,84,-0.13,"DrivingPct280300Measured",2015
100,100,"Retief Goosen",81,38.06,51,134,-0.24,"DrivingPct280300Measured",2015
100,100,"Whee Kim",71,38.06,51,134,-0.08,"DrivingPct280300Measured",2015
102,102,"Eric Axley",57,37.96,41,108,-0.1,"DrivingPct280300Measured",2015
103,103,"Tim Wilkinson",73,37.88,50,132,-0.24,"DrivingPct280300Measured",2015
104,104,"Matt Every",73,37.72,43,114,-0.02,"DrivingPct280300Measured",2015
105,105,"DA Points",72,37.69,49,130,-0.08,"DrivingPct280300Measured",2015
106,106,"Stewart Cink",77,37.68,52,138,0.13,"DrivingPct280300Measured",2015
107,107,"Lucas Glover",79,37.66,58,154,-0.16,"DrivingPct280300Measured",2015
108,108,"Chad Collins",79,37.5,57,152,-0.19,"DrivingPct280300Measured",2015
109,109,"Scott Langley",94,37.36,68,182,-0.19,"DrivingPct280300Measured",2015
109,109,"George McNeill",93,37.36,68,182,-0.24,"DrivingPct280300Measured",2015
111,111,"Steven Alker",62,37.29,44,118,-0.2,"DrivingPct280300Measured",2015
112,112,"Roger Sloan",56,37.25,38,102,-0.03,"DrivingPct280300Measured",2015
113,113,"Shawn Stefani",94,37.23,70,188,0.04,"DrivingPct280300Measured",2015
114,114,"Danny Lee",120,37.16,81,218,-0.3,"DrivingPct280300Measured",2015
115,115,"Camilo Villegas",83,37.01,57,154,-0.21,"DrivingPct280300Measured",2015
116,116,"Andres Romero",69,36.89,45,122,-0.13,"DrivingPct280300Measured",2015
117,117,"Derek Ernst",75,36.76,50,136,-0.18,"DrivingPct280300Measured",2015
118,118,"Nick Watney",91,36.36,64,176,-0.05,"DrivingPct280300Measured",2015
119,119,"Phil Mickelson",70,36.21,42,116,-0.26,"DrivingPct280300Measured",2015
119,119,"Ryan Palmer",80,36.21,42,116,0,"DrivingPct280300Measured",2015
121,121,"Will Wilcox",58,36.17,34,94,-0.03,"DrivingPct280300Measured",2015
122,122,"Charley Hoffman",97,36.14,60,166,-0.2,"DrivingPct280300Measured",2015
123,123,"Padraig Harrington",60,36.11,39,108,-0.18,"DrivingPct280300Measured",2015
124,124,"Alex Cejka",94,35.87,66,184,-0.24,"DrivingPct280300Measured",2015
125,125,"Scott Stallings",60,35.58,37,104,-0.11,"DrivingPct280300Measured",2015
126,126,"Carlos Ortiz",100,35.56,64,180,-0.11,"DrivingPct280300Measured",2015
126,126,"Scott Piercy",90,35.56,64,180,-0.27,"DrivingPct280300Measured",2015
128,128,"Matt Jones",89,35.21,50,142,-0.3,"DrivingPct280300Measured",2015
129,129,"Seung Yul Noh",65,35.09,40,114,0.03,"DrivingPct280300Measured",2015
130,130,"William McGirt",103,34.95,72,206,-0.31,"DrivingPct280300Measured",2015
131,131,"Marc Leishman",74,34.55,38,110,-0.18,"DrivingPct280300Measured",2015
132,132,"Daniel Berger",97,34.24,63,184,-0.08,"DrivingPct280300Measured",2015
133,133,"Charl Schwartzel",67,34.15,28,82,-0.18,"DrivingPct280300Measured",2015
134,134,"Henrik Stenson",63,34.09,30,88,-0.1,"DrivingPct280300Measured",2015
135,135,"Kevin Na",98,34,51,150,-0.29,"DrivingPct280300Measured",2015
135,135,"Justin Rose",69,34,34,100,-0.18,"DrivingPct280300Measured",2015
137,137,"Ryan Moore",81,33.87,42,124,-0.33,"DrivingPct280300Measured",2015
138,138,"John Huh",102,33.67,66,196,-0.03,"DrivingPct280300Measured",2015
139,139,"KJ Choi",66,33.62,39,116,-0.23,"DrivingPct280300Measured",2015
140,140,"Martin Flores",95,33.52,59,176,-0.29,"DrivingPct280300Measured",2015
141,141,"Brian Davis",86,33.33,52,156,-0.23,"DrivingPct280300Measured",2015
