"Front9Par4ScoringAverage_RANKTHISWEEK_2009","Front9Par4ScoringAverage_RANKLASTWEEK_2009","Front9Par4ScoringAverage_PLAYERNAME_2009","Front9Par4ScoringAverage_ROUNDS_2009","Front9Par4ScoringAverage_AVG_2009","Front9Par4ScoringAverage_TOTALSTROKES_2009","Front9Par4ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"Bob Estes",78,3.95,1687,427,"Front9Par4ScoringAverage",2009
2,2,"Tiger Woods",64,3.96,1330,336,"Front9Par4ScoringAverage",2009
3,3,"Justin Leonard",95,3.97,1982,499,"Front9Par4ScoringAverage",2009
4,4,"Jeff Klauk",97,3.98,2105,529,"Front9Par4ScoringAverage",2009
4,4,"Heath Slocum",95,3.98,2097,527,"Front9Par4ScoringAverage",2009
4,4,"Mark Wilson",99,3.98,2175,547,"Front9Par4ScoringAverage",2009
7,7,"Tim Clark",81,3.99,1724,432,"Front9Par4ScoringAverage",2009
7,7,"Jerry Kelly",90,3.99,2013,504,"Front9Par4ScoringAverage",2009
7,7,"Marc Leishman",91,3.99,2008,503,"Front9Par4ScoringAverage",2009
7,7,"Sean OHair",80,3.99,1684,422,"Front9Par4ScoringAverage",2009
7,7,"Scott Verplank",88,3.99,1980,496,"Front9Par4ScoringAverage",2009
12,12,"Stephen Ames",77,4,1651,413,"Front9Par4ScoringAverage",2009
12,12,"Briny Baird",89,4,1980,495,"Front9Par4ScoringAverage",2009
12,12,"Mark Calcavecchia",72,4,1598,400,"Front9Par4ScoringAverage",2009
12,12,"Greg Chalmers",85,4,1866,467,"Front9Par4ScoringAverage",2009
12,12,"Jim Furyk",86,4,1811,453,"Front9Par4ScoringAverage",2009
12,12,"Charley Hoffman",97,4,2114,528,"Front9Par4ScoringAverage",2009
12,12,"Matt Kuchar",82,4,1784,446,"Front9Par4ScoringAverage",2009
12,12,"Hunter Mahan",94,4,2041,510,"Front9Par4ScoringAverage",2009
12,12,"Nick OHern",90,4,1991,498,"Front9Par4ScoringAverage",2009
12,12,"Kenny Perry",92,4,2013,503,"Front9Par4ScoringAverage",2009
12,12,"Tim Petrovic",97,4,2102,525,"Front9Par4ScoringAverage",2009
12,12,"Chris Riley",77,4,1716,429,"Front9Par4ScoringAverage",2009
12,12,"Brandt Snedeker",81,4,1794,449,"Front9Par4ScoringAverage",2009
12,12,"Steve Stricker",81,4,1730,433,"Front9Par4ScoringAverage",2009
12,12,"Kevin Sutherland",96,4,2072,518,"Front9Par4ScoringAverage",2009
12,12,"Bo Van Pelt",100,4,2192,548,"Front9Par4ScoringAverage",2009
28,28,"Woody Austin",84,4.01,1836,458,"Front9Par4ScoringAverage",2009
28,28,"Ben Crane",93,4.01,2034,507,"Front9Par4ScoringAverage",2009
28,28,"Brian Davis",103,4.01,2290,571,"Front9Par4ScoringAverage",2009
28,28,"Chris DiMarco",97,4.01,2176,542,"Front9Par4ScoringAverage",2009
28,28,"Jason Dufner",90,4.01,1971,492,"Front9Par4ScoringAverage",2009
28,28,"Sergio Garcia",59,4.01,1284,320,"Front9Par4ScoringAverage",2009
28,28,"Robert Garrigus",83,4.01,1820,454,"Front9Par4ScoringAverage",2009
28,28,"JJ Henry",97,4.01,2179,543,"Front9Par4ScoringAverage",2009
28,28,"Zach Johnson",94,4.01,2035,508,"Front9Par4ScoringAverage",2009
28,28,"Kent Jones",73,4.01,1598,399,"Front9Par4ScoringAverage",2009
28,28,"Troy Matteson",95,4.01,2075,518,"Front9Par4ScoringAverage",2009
28,28,"John Merrick",91,4.01,2018,503,"Front9Par4ScoringAverage",2009
28,28,"Bryce Molder",69,4.01,1585,395,"Front9Par4ScoringAverage",2009
28,28,"James Nitties",86,4.01,1908,476,"Front9Par4ScoringAverage",2009
28,28,"Greg Owen",97,4.01,2132,532,"Front9Par4ScoringAverage",2009
28,28,"Kevin Stadler",65,4.01,1423,355,"Front9Par4ScoringAverage",2009
28,28,"David Toms",98,4.01,2189,546,"Front9Par4ScoringAverage",2009
28,28,"Charlie Wi",92,4.01,2019,504,"Front9Par4ScoringAverage",2009
46,46,"Chad Campbell",90,4.02,2012,501,"Front9Par4ScoringAverage",2009
46,46,"Luke Donald",79,4.02,1681,418,"Front9Par4ScoringAverage",2009
46,46,"Lucas Glover",93,4.02,2069,515,"Front9Par4ScoringAverage",2009
46,46,"Tim Herron",87,4.02,1951,485,"Front9Par4ScoringAverage",2009
46,46,"Charles Howell III",99,4.02,2181,543,"Front9Par4ScoringAverage",2009
46,46,"Anthony Kim",76,4.02,1650,410,"Front9Par4ScoringAverage",2009
46,46,"John Mallinger",90,4.02,1968,490,"Front9Par4ScoringAverage",2009
46,46,"Scott McCarron",91,4.02,2022,503,"Front9Par4ScoringAverage",2009
46,46,"George McNeill",82,4.02,1826,454,"Front9Par4ScoringAverage",2009
46,46,"Kevin Na",91,4.02,1995,496,"Front9Par4ScoringAverage",2009
46,46,"Corey Pavin",73,4.02,1605,399,"Front9Par4ScoringAverage",2009
46,46,"Ted Purdy",101,4.02,2229,555,"Front9Par4ScoringAverage",2009
46,46,"Justin Rose",71,4.02,1528,380,"Front9Par4ScoringAverage",2009
46,46,"Webb Simpson",94,4.02,2081,518,"Front9Par4ScoringAverage",2009
46,46,"Boo Weekley",79,4.02,1694,421,"Front9Par4ScoringAverage",2009
61,61,"Robert Allenby",71,4.03,1555,386,"Front9Par4ScoringAverage",2009
61,61,"Rich Beem",77,4.03,1705,423,"Front9Par4ScoringAverage",2009
61,61,"Jason Bohn",88,4.03,1951,484,"Front9Par4ScoringAverage",2009
61,61,"Daniel Chopra",89,4.03,1961,486,"Front9Par4ScoringAverage",2009
61,61,"Glen Day",79,4.03,1740,432,"Front9Par4ScoringAverage",2009
61,61,"Steve Elkington",70,4.03,1534,381,"Front9Par4ScoringAverage",2009
61,61,"Ernie Els",70,4.03,1452,360,"Front9Par4ScoringAverage",2009
61,61,"Harrison Frazar",93,4.03,2095,520,"Front9Par4ScoringAverage",2009
61,61,"Brian Gay",96,4.03,2159,536,"Front9Par4ScoringAverage",2009
61,61,"Bob Heintz",59,4.03,1319,327,"Front9Par4ScoringAverage",2009
61,61,"Dustin Johnson",85,4.03,1826,453,"Front9Par4ScoringAverage",2009
61,61,"Scott Piercy",85,4.03,1853,460,"Front9Par4ScoringAverage",2009
61,61,"Ian Poulter",59,4.03,1218,302,"Front9Par4ScoringAverage",2009
61,61,"John Rollins",92,4.03,1982,492,"Front9Par4ScoringAverage",2009
61,61,"Kevin Streelman",97,4.03,2179,541,"Front9Par4ScoringAverage",2009
61,61,"Johnson Wagner",81,4.03,1803,447,"Front9Par4ScoringAverage",2009
61,61,"Matt Weibring",65,4.03,1447,359,"Front9Par4ScoringAverage",2009
61,61,"Dean Wilson",81,4.03,1800,447,"Front9Par4ScoringAverage",2009
79,79,"Michael Allen",73,4.04,1589,393,"Front9Par4ScoringAverage",2009
79,79,"Aaron Baddeley",66,4.04,1443,357,"Front9Par4ScoringAverage",2009
79,79,"Stewart Cink",79,4.04,1638,405,"Front9Par4ScoringAverage",2009
79,79,"Jason Day",61,4.04,1344,333,"Front9Par4ScoringAverage",2009
79,79,"Paul Goydos",79,4.04,1767,437,"Front9Par4ScoringAverage",2009
79,79,"Padraig Harrington",66,4.04,1417,351,"Front9Par4ScoringAverage",2009
79,79,"Lee Janzen",74,4.04,1622,401,"Front9Par4ScoringAverage",2009
79,79,"Richard Johnson",85,4.04,1892,468,"Front9Par4ScoringAverage",2009
79,79,"Michael Letzig",96,4.04,2121,525,"Front9Par4ScoringAverage",2009
79,79,"Spencer Levin",75,4.04,1662,411,"Front9Par4ScoringAverage",2009
79,79,"Bill Lunde",83,4.04,1859,460,"Front9Par4ScoringAverage",2009
79,79,"Brett Quigley",92,4.04,2009,497,"Front9Par4ScoringAverage",2009
79,79,"Jeff Quinney",78,4.04,1719,425,"Front9Par4ScoringAverage",2009
79,79,"John Senden",100,4.04,2216,549,"Front9Par4ScoringAverage",2009
79,79,"Scott Sterling",51,4.04,1136,281,"Front9Par4ScoringAverage",2009
94,94,"Tommy Armour III",58,4.05,1283,317,"Front9Par4ScoringAverage",2009
94,94,"Jonathan Byrd",89,4.05,1923,475,"Front9Par4ScoringAverage",2009
94,94,"KJ Choi",65,4.05,1386,342,"Front9Par4ScoringAverage",2009
94,94,"Fred Couples",54,4.05,1192,294,"Front9Par4ScoringAverage",2009
94,94,"Ben Curtis",63,4.05,1354,334,"Front9Par4ScoringAverage",2009
94,94,"Joe Durant",62,4.05,1354,334,"Front9Par4ScoringAverage",2009
94,94,"Steve Flesch",77,4.05,1675,414,"Front9Par4ScoringAverage",2009
94,94,"Retief Goosen",74,4.05,1625,401,"Front9Par4ScoringAverage",2009
94,94,"Bill Haas",91,4.05,2013,497,"Front9Par4ScoringAverage",2009
94,94,"Steve Marino",98,4.05,2209,546,"Front9Par4ScoringAverage",2009
94,94,"Phil Mickelson",66,4.05,1382,341,"Front9Par4ScoringAverage",2009
94,94,"Ryan Moore",89,4.05,1989,491,"Front9Par4ScoringAverage",2009
