"PowerRating_RANKTHISWEEK_2008","PowerRating_RANKLASTWEEK_2008","PowerRating_PLAYERNAME_2008","PowerRating_EVENTS_2008","PowerRating_RATING_2008","stat_name","year"
148,148,"Trevor Immelman",10,6.2,"PowerRating",2008
148,148,"David Lutterus",6,6.2,"PowerRating",2008
154,154,"Michael Allen",17,6.1,"PowerRating",2008
154,154,"Woody Austin",21,6.1,"PowerRating",2008
154,154,"Ben Curtis",15,6.1,"PowerRating",2008
154,154,"Joe Durant",15,6.1,"PowerRating",2008
154,154,"James Kingston",2,6.1,"PowerRating",2008
154,154,"JL Lewis",3,6.1,"PowerRating",2008
154,154,"Jeff Maggert",15,6.1,"PowerRating",2008
154,154,"Jesper Parnevik",13,6.1,"PowerRating",2008
154,154,"Roland Thatcher",4,6.1,"PowerRating",2008
154,154,"YE Yang",15,6.1,"PowerRating",2008
164,164,"Chad Campbell",18,6,"PowerRating",2008
164,164,"Jason Dufner",6,6,"PowerRating",2008
164,164,"Stephen Poole",1,6,"PowerRating",2008
164,164,"Brett Quigley",14,6,"PowerRating",2008
168,168,"Jonathan Byrd",16,5.9,"PowerRating",2008
168,168,"Ken Duke",23,5.9,"PowerRating",2008
168,168,"Reid Edstrom",1,5.9,"PowerRating",2008
168,168,"Jeff Gove",7,5.9,"PowerRating",2008
168,168,"Gregory Havret",1,5.9,"PowerRating",2008
168,168,"Ian Leggatt",2,5.9,"PowerRating",2008
168,168,"Graeme Storm",1,5.9,"PowerRating",2008
168,168,"Vaughn Taylor",18,5.9,"PowerRating",2008
168,168,"Mike Weir",15,5.9,"PowerRating",2008
177,177,"Briny Baird",23,5.8,"PowerRating",2008
177,177,"Marco Dawson",10,5.8,"PowerRating",2008
177,177,"Nick Dougherty",2,5.8,"PowerRating",2008
177,177,"John Douma",1,5.8,"PowerRating",2008
177,177,"Peter Hanson",1,5.8,"PowerRating",2008
177,177,"Frank Lickliter II",21,5.8,"PowerRating",2008
177,177,"Steve Stricker",12,5.8,"PowerRating",2008
184,184,"Rich Beem",15,5.7,"PowerRating",2008
184,184,"Alex Cejka",10,5.7,"PowerRating",2008
184,184,"KJ Choi",13,5.7,"PowerRating",2008
184,184,"Luke Donald",6,5.7,"PowerRating",2008
184,184,"Brad Elder",8,5.7,"PowerRating",2008
184,184,"Richard Finch",1,5.7,"PowerRating",2008
184,184,"Todd Hamilton",14,5.7,"PowerRating",2008
184,184,"Bob Heintz",6,5.7,"PowerRating",2008
184,184,"Tim Petrovic",14,5.7,"PowerRating",2008
193,193,"Kenneth Ferrie",8,5.6,"PowerRating",2008
193,193,"Brett Rumford",8,5.6,"PowerRating",2008
193,193,"Richard Sterne",4,5.6,"PowerRating",2008
193,193,"Charlie Wi",20,5.6,"PowerRating",2008
197,197,"Stephen Ames",15,5.5,"PowerRating",2008
197,197,"Ben Crane",17,5.5,"PowerRating",2008
197,197,"Cody Freeman",5,5.5,"PowerRating",2008
197,197,"Michael Sim",4,5.5,"PowerRating",2008
197,197,"Joey Sindelar",1,5.5,"PowerRating",2008
202,202,"Nathan Green",17,5.4,"PowerRating",2008
202,202,"Lee Janzen",13,5.4,"PowerRating",2008
202,202,"Daisuke Maruyama",2,5.4,"PowerRating",2008
202,202,"Kiyoshi Miyazato",1,5.4,"PowerRating",2008
202,202,"Deane Pappas",1,5.4,"PowerRating",2008
202,202,"DA Points",2,5.4,"PowerRating",2008
202,202,"Webb Simpson",3,5.4,"PowerRating",2008
202,202,"Michael Thompson",2,5.4,"PowerRating",2008
202,202,"Mark Wilson",24,5.4,"PowerRating",2008
211,211,"Alejandro Canizares",8,5.3,"PowerRating",2008
211,211,"Steve Elkington",16,5.3,"PowerRating",2008
211,211,"Steve Flesch",15,5.3,"PowerRating",2008
211,211,"Ian Poulter",8,5.3,"PowerRating",2008
211,211,"Tom Scherrer",6,5.3,"PowerRating",2008
211,211,"Brandt Snedeker",14,5.3,"PowerRating",2008
211,211,"David Toms",12,5.3,"PowerRating",2008
211,211,"Johnson Wagner",13,5.3,"PowerRating",2008
219,219,"Justin Bolli",12,5.2,"PowerRating",2008
219,219,"Jay Williamson",13,5.2,"PowerRating",2008
221,221,"Notah Begay III",3,5.1,"PowerRating",2008
221,221,"Cliff Kresge",12,5.1,"PowerRating",2008
221,221,"Bernhard Langer",1,5.1,"PowerRating",2008
221,221,"Peter Lonard",14,5.1,"PowerRating",2008
221,221,"Graeme McDowell",2,5.1,"PowerRating",2008
226,226,"Billy Andrade",9,5,"PowerRating",2008
226,226,"Darren Clarke",1,5,"PowerRating",2008
226,226,"Justin Leonard",19,5,"PowerRating",2008
226,226,"Billy Mayfair",20,5,"PowerRating",2008
226,226,"Scott Sterling",14,5,"PowerRating",2008
231,231,"Freddie Jacobson",13,4.9,"PowerRating",2008
231,231,"Garrett Willis",4,4.9,"PowerRating",2008
231,231,"Oliver Wilson",1,4.9,"PowerRating",2008
234,234,"Patrick Sheehan",23,4.8,"PowerRating",2008
235,235,"Tim Clark",16,4.7,"PowerRating",2008
235,235,"Niclas Fasth",4,4.7,"PowerRating",2008
235,235,"Robert Gamez",12,4.7,"PowerRating",2008
235,235,"Tom Lehman",6,4.7,"PowerRating",2008
235,235,"Scott McCarron",8,4.7,"PowerRating",2008
235,235,"Shaun Micheel",5,4.7,"PowerRating",2008
235,235,"Kevin Na",19,4.7,"PowerRating",2008
235,235,"Scott Strange",1,4.7,"PowerRating",2008
235,235,"Marc Turnesa",12,4.7,"PowerRating",2008
244,244,"Jim Furyk",18,4.6,"PowerRating",2008
244,244,"Hidemasa Hoshino",1,4.6,"PowerRating",2008
244,244,"Dicky Pride",5,4.6,"PowerRating",2008
247,247,"Cameron Beckman",12,4.5,"PowerRating",2008
247,247,"Ryuji Imada",14,4.5,"PowerRating",2008
247,247,"Kent Jones",10,4.5,"PowerRating",2008
250,250,"Bob Estes",17,4.4,"PowerRating",2008
250,250,"Jim Gallagher Jr",1,4.4,"PowerRating",2008
250,250,"Jose Maria Olazabal",2,4.4,"PowerRating",2008
250,250,"Bob Tway",13,4.4,"PowerRating",2008
254,254,"Spencer Levin",1,4.3,"PowerRating",2008
254,254,"John Mallinger",18,4.3,"PowerRating",2008
254,254,"Casey Wittenberg",2,4.3,"PowerRating",2008
257,257,"Bart Bryant",15,4.2,"PowerRating",2008
257,257,"Jerry Kelly",13,4.2,"PowerRating",2008
257,257,"Rocco Mediate",13,4.2,"PowerRating",2008
257,257,"Arron Oberholser",5,4.2,"PowerRating",2008
257,257,"Tom Pernice Jr",22,4.2,"PowerRating",2008
263,263,"Brian Davis",20,4.1,"PowerRating",2008
263,263,"Anders Hansen",2,4.1,"PowerRating",2008
263,263,"David Howell",1,4.1,"PowerRating",2008
263,263,"Alan Morin",1,4.1,"PowerRating",2008
263,263,"Heath Slocum",19,4.1,"PowerRating",2008
263,263,"Scott Verplank",15,4.1,"PowerRating",2008
269,269,"Doug LaBelle II",8,4,"PowerRating",2008
269,269,"Rod Perry",1,4,"PowerRating",2008
269,269,"Chez Reavie",18,4,"PowerRating",2008
269,269,"Tim Wilkinson",15,4,"PowerRating",2008
273,273,"Guy Boros",2,3.8,"PowerRating",2008
273,273,"Chad Collins",10,3.8,"PowerRating",2008
273,273,"Miguel Angel Jimenez",3,3.8,"PowerRating",2008
276,276,"Dudley Hart",14,3.7,"PowerRating",2008
276,276,"Gabriel Hjertstedt",1,3.7,"PowerRating",2008
276,276,"Zach Johnson",16,3.7,"PowerRating",2008
276,276,"Jim McGovern",10,3.7,"PowerRating",2008
276,276,"Nick Taylor",1,3.7,"PowerRating",2008
281,281,"Peter Karmis",1,3.6,"PowerRating",2008
281,281,"Greg Kraft",8,3.6,"PowerRating",2008
281,281,"Matt Kuchar",14,3.6,"PowerRating",2008
284,284,"Richard Green",4,3.5,"PowerRating",2008
285,285,"Glen Day",11,3.4,"PowerRating",2008
285,285,"Dean Wilson",19,3.4,"PowerRating",2008
287,287,"Chris DiMarco",12,3.3,"PowerRating",2008
287,287,"Colin Montgomerie",2,3.3,"PowerRating",2008
287,287,"Jin Park",10,3.3,"PowerRating",2008
287,287,"Jeff Quinney",15,3.3,"PowerRating",2008
287,287,"Toru Taniguchi",2,3.3,"PowerRating",2008
292,292,"Tom Byrum",5,3.2,"PowerRating",2008
292,292,"Paul Goydos",12,3.2,"PowerRating",2008
292,292,"Chris Riley",7,3.2,"PowerRating",2008
292,292,"Ted Schulz",1,3.2,"PowerRating",2008
296,296,"Shane Bertsch",19,3.1,"PowerRating",2008
296,296,"Len Mattiace",3,3.1,"PowerRating",2008
296,296,"Ron Whittaker",3,3.1,"PowerRating",2008
299,299,"Shigeki Maruyama",7,3,"PowerRating",2008
299,299,"Jon Turcott",1,3,"PowerRating",2008
299,299,"Omar Uresti",11,3,"PowerRating",2008
302,302,"Rick Fehr",1,2.9,"PowerRating",2008
302,302,"Soren Kjeldsen",1,2.9,"PowerRating",2008
302,302,"Stephen Leaney",7,2.9,"PowerRating",2008
302,302,"Nick OHern",15,2.9,"PowerRating",2008
306,306,"Shingo Katayama",1,2.8,"PowerRating",2008
306,306,"Larry Mize",4,2.8,"PowerRating",2008
306,306,"Esteban Toledo",1,2.8,"PowerRating",2008
309,309,"Scott Hoch",1,2.7,"PowerRating",2008
309,309,"Craig Kanada",9,2.7,"PowerRating",2008
309,309,"Paul Sheehan",1,2.7,"PowerRating",2008
312,312,"Robert Damron",2,2.6,"PowerRating",2008
312,312,"Spike McRoy",2,2.6,"PowerRating",2008
314,314,"Mark Brooks",5,2.5,"PowerRating",2008
314,314,"Jose Coceres",5,2.5,"PowerRating",2008
314,314,"Fred Funk",6,2.5,"PowerRating",2008
317,317,"Olin Browne",11,2.4,"PowerRating",2008
317,317,"Paul Claxton",6,2.4,"PowerRating",2008
317,317,"Brian Gay",17,2.4,"PowerRating",2008
317,317,"Kirk Triplett",4,2.4,"PowerRating",2008
321,321,"Paul McGinley",1,2.2,"PowerRating",2008
322,322,"Mark OMeara",1,2.1,"PowerRating",2008
322,322,"Craig Parry",2,2.1,"PowerRating",2008
324,324,"Gavin Coles",9,2,"PowerRating",2008
325,325,"SSP Chawrasia",1,1.8,"PowerRating",2008
326,326,"Corey Pavin",11,1.5,"PowerRating",2008
327,327,"John Morse",1,1.2,"PowerRating",2008
328,328,"Pete Jordan",1,1.1,"PowerRating",2008
