"FirstTeeEarlyPar3ScoringAverage_RANKTHISWEEK_2014","FirstTeeEarlyPar3ScoringAverage_RANKLASTWEEK_2014","FirstTeeEarlyPar3ScoringAverage_PLAYERNAME_2014","FirstTeeEarlyPar3ScoringAverage_ROUNDS_2014","FirstTeeEarlyPar3ScoringAverage_AVG_2014","FirstTeeEarlyPar3ScoringAverage_TOTALSTROKES_2014","FirstTeeEarlyPar3ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Rory McIlroy",66,2.85,114,40,"FirstTeeEarlyPar3ScoringAverage",2014
2,2,"Troy Merritt",62,2.87,218,76,"FirstTeeEarlyPar3ScoringAverage",2014
3,3,"Will Ma Kenzie",82,2.91,297,102,"FirstTeeEarlyPar3ScoringAverage",2014
4,4,"Pat Perez",84,2.93,290,99,"FirstTeeEarlyPar3ScoringAverage",2014
5,5,"Luke Guthrie",85,2.94,285,97,"FirstTeeEarlyPar3ScoringAverage",2014
5,5,"John Huh",87,2.94,414,141,"FirstTeeEarlyPar3ScoringAverage",2014
5,5,"DH Lee",54,2.94,241,82,"FirstTeeEarlyPar3ScoringAverage",2014
8,8,"Scott Brown",100,2.95,451,153,"FirstTeeEarlyPar3ScoringAverage",2014
8,8,"Russell Knox",92,2.95,398,135,"FirstTeeEarlyPar3ScoringAverage",2014
8,8,"Scott Langley",95,2.95,322,109,"FirstTeeEarlyPar3ScoringAverage",2014
11,11,"Aaron Baddeley",74,2.96,275,93,"FirstTeeEarlyPar3ScoringAverage",2014
11,11,"Justin Leonard",75,2.96,266,90,"FirstTeeEarlyPar3ScoringAverage",2014
11,11,"Jimmy Walker",98,2.96,249,84,"FirstTeeEarlyPar3ScoringAverage",2014
11,11,"Charlie Wi",72,2.96,210,71,"FirstTeeEarlyPar3ScoringAverage",2014
15,15,"Robert Allenby",83,2.97,327,110,"FirstTeeEarlyPar3ScoringAverage",2014
15,15,"Ricky Barnes",92,2.97,383,129,"FirstTeeEarlyPar3ScoringAverage",2014
15,15,"Jason Dufner",57,2.97,181,61,"FirstTeeEarlyPar3ScoringAverage",2014
15,15,"Patrick Reed",92,2.97,279,94,"FirstTeeEarlyPar3ScoringAverage",2014
19,19,"Brad Fritsch",50,2.98,161,54,"FirstTeeEarlyPar3ScoringAverage",2014
19,19,"Retief Goosen",94,2.98,378,127,"FirstTeeEarlyPar3ScoringAverage",2014
19,19,"Brian Harman",111,2.98,444,149,"FirstTeeEarlyPar3ScoringAverage",2014
19,19,"John Senden",99,2.98,360,121,"FirstTeeEarlyPar3ScoringAverage",2014
19,19,"David Toms",64,2.98,185,62,"FirstTeeEarlyPar3ScoringAverage",2014
24,24,"Keegan Bradley",89,2.99,227,76,"FirstTeeEarlyPar3ScoringAverage",2014
24,24,"David Hearn",97,2.99,419,140,"FirstTeeEarlyPar3ScoringAverage",2014
24,24,"Billy Hurley III",86,2.99,290,97,"FirstTeeEarlyPar3ScoringAverage",2014
24,24,"Charl Schwartzel",64,2.99,215,72,"FirstTeeEarlyPar3ScoringAverage",2014
24,24,"Kevin Stadler",90,2.99,458,153,"FirstTeeEarlyPar3ScoringAverage",2014
24,24,"Tyrone Van Aswegen",79,2.99,305,102,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Stuart Appleby",92,3,366,122,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Angel Cabrera",69,3,240,80,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Matt Every",85,3,375,125,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Sergio Garcia",61,3,168,56,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Ryo Ishikawa",75,3,204,68,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Matt Kuchar",91,3,120,40,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Ryan Moore",86,3,273,91,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Jordan Spieth",102,3,168,56,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Kevin Streelman",79,3,276,92,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Brian Stuard",91,3,315,105,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Michael Thompson",74,3,306,102,"FirstTeeEarlyPar3ScoringAverage",2014
30,30,"Bubba Watson",76,3,168,56,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Jason Bohn",81,3.01,283,94,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Tim Clark",75,3.01,319,106,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Erik Compton",88,3.01,253,84,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Ken Duke",80,3.01,400,133,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Brooks Koepka",56,3.01,256,85,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Marc Leishman",81,3.01,358,119,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Graeme McDowell",66,3.01,205,68,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Bryce Molder",77,3.01,283,94,"FirstTeeEarlyPar3ScoringAverage",2014
42,42,"Rory Sabbatini",82,3.01,322,107,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"Ben Curtis",77,3.02,287,95,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"Freddie Jacobson",91,3.02,356,118,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"Chris Kirk",105,3.02,396,131,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"Jamie Lovemark",64,3.02,181,60,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"William McGirt",96,3.02,329,109,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"George McNeill",79,3.02,356,118,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"Shawn Stefani",60,3.02,302,100,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"Hudson Swafford",75,3.02,281,93,"FirstTeeEarlyPar3ScoringAverage",2014
51,51,"Camilo Villegas",95,3.02,465,154,"FirstTeeEarlyPar3ScoringAverage",2014
60,60,"Bud Cauley",56,3.03,197,65,"FirstTeeEarlyPar3ScoringAverage",2014
60,60,"Chad Collins",78,3.03,261,86,"FirstTeeEarlyPar3ScoringAverage",2014
60,60,"Charley Hoffman",93,3.03,421,139,"FirstTeeEarlyPar3ScoringAverage",2014
60,60,"Zach Johnson",97,3.03,279,92,"FirstTeeEarlyPar3ScoringAverage",2014
60,60,"Matt Jones",83,3.03,355,117,"FirstTeeEarlyPar3ScoringAverage",2014
60,60,"John Peterson",62,3.03,221,73,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Kevin Chappell",100,3.04,380,125,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Brendon de Jonge",109,3.04,514,169,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Jerry Kelly",80,3.04,377,124,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Richard Lee",80,3.04,271,89,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Kevin Na",94,3.04,334,110,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Wes Roach",67,3.04,295,97,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Scott Stallings",77,3.04,331,109,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Andrew Svoboda",77,3.04,344,113,"FirstTeeEarlyPar3ScoringAverage",2014
66,66,"Bo Van Pelt",83,3.04,356,117,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Charlie Beljan",76,3.05,201,66,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Paul Casey",56,3.05,296,97,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Gonzalo Fdez Castano",83,3.05,354,116,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Brice Garnett",92,3.05,357,117,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Bill Haas",107,3.05,449,147,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Chesson Hadley",84,3.05,314,103,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Dustin Johnson",58,3.05,131,43,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Kevin Kisner",85,3.05,296,97,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Danny Lee",84,3.05,284,93,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Spencer Levin",59,3.05,250,82,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"David Lingmerth",80,3.05,326,107,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Phil Mickelson",71,3.05,232,76,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Michael Putnam",106,3.05,360,118,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Henrik Stenson",56,3.05,122,40,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Brendon Todd",108,3.05,360,118,"FirstTeeEarlyPar3ScoringAverage",2014
75,75,"Mike Weir",69,3.05,183,60,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Stewart Cink",91,3.06,407,133,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Billy Horschel",92,3.06,395,129,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"John Merrick",87,3.06,358,117,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Sean OHair",77,3.06,355,116,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Louis Oosthuizen",50,3.06,211,69,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Andres Romero",81,3.06,321,105,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Chris Stroud",88,3.06,331,108,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Johnson Wagner",69,3.06,208,68,"FirstTeeEarlyPar3ScoringAverage",2014
91,91,"Gary Woodland",93,3.06,453,148,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Sangmoon Bae",76,3.07,368,120,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Graham DeLaet",80,3.07,289,94,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Harris English",95,3.07,347,113,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Robert Garrigus",80,3.07,310,101,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Brian Gay",81,3.07,344,112,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Seung Yul Noh",92,3.07,421,137,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Jeff Overton",80,3.07,374,122,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Ryan Palmer",85,3.07,264,86,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Heath Slocum",71,3.07,332,108,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Kyle Stanley",87,3.07,368,120,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Daniel Summerhays",98,3.07,393,128,"FirstTeeEarlyPar3ScoringAverage",2014
100,100,"Cameron Tringale",111,3.07,494,161,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"Ben Crane",81,3.08,286,93,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"Luke Donald",57,3.08,274,89,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"Hunter Mahan",88,3.08,348,113,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"Ted Potter Jr",68,3.08,293,95,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"Webb Simpson",87,3.08,336,109,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"Tim Wilkinson",86,3.08,262,85,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"Mark Wilson",69,3.08,237,77,"FirstTeeEarlyPar3ScoringAverage",2014
112,112,"YE Yang",79,3.08,342,111,"FirstTeeEarlyPar3ScoringAverage",2014
120,120,"Briny Baird",50,3.09,238,77,"FirstTeeEarlyPar3ScoringAverage",2014
120,120,"Steven Bowditch",93,3.09,411,133,"FirstTeeEarlyPar3ScoringAverage",2014
120,120,"Chad Campbell",57,3.09,139,45,"FirstTeeEarlyPar3ScoringAverage",2014
120,120,"Greg Chalmers",85,3.09,278,90,"FirstTeeEarlyPar3ScoringAverage",2014
120,120,"Martin Flores",85,3.09,368,119,"FirstTeeEarlyPar3ScoringAverage",2014
120,120,"Morgan Hoffmann",103,3.09,303,98,"FirstTeeEarlyPar3ScoringAverage",2014
120,120,"Martin Kaymer",65,3.09,210,68,"FirstTeeEarlyPar3ScoringAverage",2014
